isotope,treatment,tank,2-Hydroxyglutarate,3-Phosphoglycerate,5-Hydroxylysine,a-ketoglutarate,Aconitate,Adenine,Adenosine,ADP-D-Glucose,Alanine,AMP,Arginine,Arginine-Glutamine,Asparagine,Aspartate,Carbamoyl phosphate,CDP-Choline,Citrate,Citrulline,CMP,Creatinine,Dihydroxyacetone phosphate,FAD,Fructose-6-phosphate,Glucose,Glucose-6-phosphate,Glutamate,Glutamine,Glutathione disulfide,Glycerate,Glycerol-3-phosphate,Glycerophosphocholine,Glycine,GMP,Guanine,Guanosine,Homoarginine,Hydroxyproline,Hypotaurine,Hypoxanthine,Inosine,Inositol,Isocitrate,Isoleucine,L-arginino-succinate,Lactate,Leucine,Lysine,Malate,Mannose-6-phosphate,Methionine sulfoxide,Montiporic Acid A,Montiporic Acid B,Montiporic Acid C,Montiporic Acid D,N-acetyl-glutamate,N-Acetylaspartate,N-Acetylputrescine,N-carbomoyl-L-aspartate,NAD+,NADP+,NG-dimethyl-L-arginine,Ornithine,Pantothenate,Phenylalanine,Phenyllactic acid,Phosphocholine,Proline,Pyruvate,Ribitol,Ribose phosphate,S-adenosyl-L-homocysteine,Serine,Sorbitol,Succinate,Taurine,Theanine,Thiamine,Threonine,Thymidine,Thymine,Tryptophan,Tyrosine,UDP-D-Glucose,UDP-N-acetyl-glucosamine,UMP,Uracil,Uric acid,Uridine,Valine,Xylose-5-phosphate
13C,Ambient,A1,1.9353936969407068,0.10668447991450947,0.2002655764203413,0.8373296495091578,1.0302494156979747,2.7644650892943354,1.6847217365930194,0.03287155341138703,1.3857473975282992,0.8511526061812719,0.01885823165634734,0.3974832913989378,0.4563952634315811,0.9627131846511012,0.055611327807227745,0.11611626886960248,2.632459111043535,0.06468490973181736,0.4759379296646361,0.046881402410622657,0.41139971759265276,0.019177567627085428,1.0066373337383607,2.9329817766864212,1.2009372047910618,3.581982337892539,2.9925045241225137,0.007178596307162499,0.17013770383390353,1.0547744780208979,0.12145293817673719,0.5421650604553196,0.30698111426443314,0.5817546153332246,1.1391977787718655,0.05046182850812123,0.17316388859174067,0.15955805751385715,0.11333536878829152,1.0632501730468464,1.8831995336607839,3.269377250132143,1.425608534111537,0.012974526614396133,2.898509099352014,1.9114515288174339,1.274717970489791,3.615910874931723,0.6350692810298096,1.156385878138365,5.632271989225181,4.063536261772089,6.824272156787121,5.078146241136308,0.27953154764847815,0.21927422854821524,0.0331283220034654,0.011985871098903006,0.2467629258383723,0.07920931363684654,0.02665422376607736,0.15998943700454446,0.7787014337448791,1.3627628533343106,0.18091000774029617,0.2430279991468279,0.9978261488523831,0.9112031648596959,1.2954336918990537,0.31154167236936114,0.0241977526273447,0.7480363835199964,2.562150303097756,2.8904862085389387,1.2507036755090986,0.9884419312580096,0.010488666267936757,1.1113267158150866,0.2639559219138515,0.13623645032339662,0.8663338532194729,1.3442468726780585,0.06347605539954336,0.15963305828758975,1.9209880159201387,0.1831302497628376,0.04101720713307737,1.3438027816550666,1.214955219584115,0.16752866832168098
13C,Ambient,A2,1.5704362205454034,0.0730315618121632,0.16916765957598864,0.7723229062042928,1.1002913803091063,2.883414316966605,1.4831545521446339,0.052585827416287076,1.3120619587703706,1.7288804089947012,0.0359642837096272,0.2736298341258558,0.4003058237778752,1.0016440894806997,0.06689288564232602,0.1591153624594824,2.086553696391441,0.06597239703364768,0.34047175359779674,0.060146157763548896,0.37275619275776667,0.03312443252549997,0.864619598172931,2.7512511886492654,1.0823847437292744,3.511428984603673,2.9209666185811356,0.004104912923519503,0.18399108527670266,0.9664669587776686,0.1144109751600937,0.6680805142620478,0.5577970403702024,0.5109283659132009,0.842856072253596,0.04513102230894503,0.1840426800783535,0.10635331122685843,0.0993043127521278,0.7729403226563561,1.8528985769069997,2.7110396146112783,1.2505314521979962,0.009239658329661015,2.4838197407104614,1.663325504027077,1.0802982425528465,3.3374695015868077,0.5048601529017356,1.0618786982761654,5.218849040349901,3.1787585600943333,6.629954449087025,4.056859123237831,0.21371554756357816,0.18056886872987069,0.011822825960098891,0.0045944493172969825,0.20446470159767885,0.046224977861602144,0.02229501434234617,0.2035983757142043,0.7176008437315166,1.1882111256347065,0.08800573739062474,0.21405961210808072,0.9108360569186921,0.8966909774477269,1.2451206712418381,0.32483485540278534,0.022487527662627602,0.7381887807598887,2.747045184331819,2.540338239876939,1.4677876649148298,0.7521664477594555,0.006324038339028395,0.9114033051802984,0.22371787506483826,0.11140728635897378,0.7844511179790553,1.205674962166467,0.2725810895824288,0.6316706884302749,1.7518666812378085,0.20469212106363302,0.06533572413910589,1.0552749270832547,1.1337021190654097,0.15157959352213654
13C,Ambient,A3,1.9432998999168924,0.07470992797074495,0.18661738173294487,1.6631706990194608,1.2412588161664333,2.1229029774789208,1.4314130796065059,0.06199514538853229,1.3079124949515086,2.283010605607304,0.3144964192497284,0.26907703513988024,0.37150220397572153,0.7895182790661438,0.2094860405286232,0.16217815932097174,0.8789301468764099,0.08086847290396831,0.3756546828030851,0.10512576792921424,0.46857307212291727,0.031503601053364375,0.979340588687604,2.847323578553271,1.3468871000955103,3.1620352321572582,2.849004318619076,0.004254259413862362,0.3415396492755073,0.9130843793063527,0.13854744408098654,1.8611828179945142,0.6987536861992922,0.5367533619522714,0.6875090647090181,0.05704987902180125,0.18742914066471478,0,0.09031331624007935,0.6045490454148653,1.9460089241059402,2.613930807418532,1.2608036640167675,0.009815795696477978,3.547528283224722,1.7026239665856437,1.1245667098090082,3.551738831109629,0.6312031592549311,1.4476147768961023,6.004138953141334,3.8540261577782458,7.3642329151356964,4.534040843359204,0.28030315800802663,0.3179673186060155,0.04022251717866841,0.04185076917410052,0.3381911513187852,0.08361440746379806,0.028017619546150046,0.5505393886079957,1.0042885693328516,1.1995728268707295,0.10988637256887263,0.2631828861714404,1.009244553777282,1.0887066527449907,1.0118238746360773,0.3431906651998347,0.00415889182924102,1.6935546533904584,3.114696411992365,3.0800022195637093,1.5948050000080767,1.1576356080910348,0.016820136544895375,1.3448029484770734,0.17587561059349727,0.09276067632053071,0.3053006889910123,1.015431074087982,0.3893895307967293,0.7866377726121188,2.010999259053392,0.10355125881631119,0,0.9115726831482479,1.2059928020954276,0.1531070056910776
13C,Ambient,A4,1.4323366757420832,0.0645584475050235,0.15980248447990986,0.7580765849356154,0.9783767319598714,2.254110594417859,1.5855261094865238,0.030244213611064632,1.0430466086219958,1.3300208600238232,0.06741541120407266,0.23051856065041712,0.3055236868194894,0.8590082163886871,0.08251760314975487,0.07870034502686744,1.2959180634411926,0.0616572309268205,0.38391128793685314,0.09324073807812093,0.3474180542354181,0.020615561575786836,0.8893877489439431,3.04311262401848,1.1132242143574276,3.204594864973988,2.735844266463406,0.0028518652045340194,0.24669135489710484,0.728353931408194,0.10433493495656547,0.6654759296134534,0.44577706452211313,0.5179066254404767,0.9536458280018896,0.04101796934193868,0.1442845500104962,0.08189962009932734,0.0630388164280419,0.9336367615291888,1.7304104830035187,2.567214608592493,1.1664192166841536,0.009806650682079435,2.912595740035886,1.580248342168767,0.9413003580967944,3.1871630072970953,0.6443519118251678,0.9119493896223442,4.879734957779566,2.704336824214635,6.259331243433797,3.403791047355662,0.17298232108587047,0.17294710417196418,0.021791568767184653,0.009787362848121484,0.10352626512603265,0.03450505911345895,0.02424629141770804,0.16467589791864898,0.782407452934,1.0244527501238514,0.0777600715245745,0.18221633833662365,0.8304142436185629,0.8423013017773919,0.9194513125803994,0.36577772512394696,0.018417688160158114,0.7200733056781626,2.714721185456049,2.394168897749194,1.1638694345730782,0.8931624450461348,0.00840206016731797,0.8413944544110488,0.1616505012852379,0.10833634506158805,0.7885268177785513,1.159957261037062,0.08525765398402581,0.1900760071250267,1.8034903436073981,0.08406241906265577,0.04748854767650374,0.9927151864659117,1.0600774462333322,0.1207850707862464
13C,Ambient,A5,1.7191232890318642,0.09265404574260812,0.17114574002418323,0.8076604840622156,0.9639847225048329,2.2748021772356632,1.3577217548772895,0.046625370244016334,1.197928032807862,1.7328054530756443,0.13732302469836394,0.24141408879662465,0.32925891367482063,0.8558320565255811,0.06240987007344076,0.10404006405678158,1.3268279927407711,0.06295666900744194,0.3134985583093504,0.0780815596315326,0.3822885917804557,0.020607402613909996,0.9212391349346954,2.647086605865268,1.2048915592015774,3.269165777183707,2.8968329225490264,0.0017076970035663746,0.1761396225269521,0.8607779414453921,0.09626456911433211,0.8758696310468932,0.5165105250073174,0.51269016364994,0.7298314230993758,0.04596520184508427,0.1377207029179456,0,0.08252854928375601,1.1513996765075427,1.7237697638972056,3.506663293514864,1.2291279151089685,0.014103148370026802,3.0107165492226726,1.5950889263625614,1.1004918713946414,3.3653170776103005,0.5096696651503909,1.2394426898976862,5.079654853854377,3.0679767711286092,6.472038633303956,3.9289286388836766,0.22019230359824743,0.2146285826827269,0.02213348494791937,0.013222400987205675,0.10339674362023331,0.03437960639962591,0.022408266142973223,0.24396523969505637,0.7722413872091481,1.0578808181410757,0.08691540753258538,0.1973025047319082,0.8829677640025538,0.8078843043765354,1.100480051137956,0.41529664711558545,0.018022251736993847,0.9189672336072023,2.6566178133392717,2.599741715582568,1.5193894889149147,0.8473672365029313,0.007664228023655302,0.9170645811837407,0.17434731879144572,0.08682001193399679,0.6550657883539602,1.113463022473355,0.21549903825737268,0.48688783997517027,1.7477217520146353,0.10797520585751255,0.036873855979082854,0.8936880940147592,1.0811553110638341,0.1535692697251017
13C,Ambient,A6,1.8390492207706168,0.10788726708595414,0.1846599088234295,0.7329545162770613,0.9468482645950069,2.6357341051476677,1.496495797989819,0.015555860601440036,1.1820391478325456,1.101010434656829,0.09102105310907435,0.24623526917762262,0.368254921245229,0.8478980264118012,0.08182958723494818,0.0665635410150599,1.5007796266154394,0.056154593068864715,0.43048907955019855,0.040225472680957206,0.3650052486501009,0.013789768873784101,0.977059026384964,2.7083261108120915,1.1422145639615375,3.237445572549941,2.804107858758195,0.0015839643832236184,0.11819924512708019,0.7921629085849531,0.09338781501492288,0.8552328369417591,0.31916931104858187,0.5285095505721292,0.898774375637859,0.04487518813060602,0.15233834544429192,0.0023670365848552665,0.08057064673404964,1.446032465911558,1.6264057369633274,3.903889585575473,1.2967662375051752,0.011879537859819487,2.866022862806525,1.646341071533565,1.2047210480729875,3.479486619969369,0.6647764821575625,1.2997359127187589,5.589466895854765,4.04924466352302,6.799643465250522,5.033835967955453,0.22625886981048418,0.22059511933190926,0.025674371208268758,0.01164576842342259,0.22830916791930422,0.05201938691878583,0.019716857949564813,0.27145861197862425,0.7207351382826533,1.146313238661417,0.07886985921151668,0.19847078789251318,0.88073493546776,0.8388791473399905,1.1812175891914947,0.180809968914873,0.01836647098725254,0.9168297204741672,2.3801957196172556,2.7923574220581644,1.3099906293666066,0.8779878838878276,0.03186969478477995,1.1813671559978907,0.22588441783460747,0.10095017784221849,0.6571928239987858,1.1422231425783411,0.02629050464763087,0.06805792985783546,1.7448137598191147,0.14319461328845892,0.01068925870977327,1.1709621741189247,1.1543873373160962,0.13597210624447434
13C,High,H1,1.648881977087862,0.10827496408070385,0.14754518501041802,0.9832289319176585,1.0104426564132745,1.998941028037971,1.4060089425535442,0.05364690613766338,1.0300754434056096,2.1284359011362857,0.15148839249556414,0.43043962416612935,0.4555067919496609,0.9383380323762266,0.09024360391052966,0.1421236854566795,1.4492980905932629,0.037850332114525,0.39349952621904,0.048658025474088366,0.3913148805469177,0.02692053488020513,0.9537216401736021,2.891281805886722,1.192616699300829,3.4028735837375903,2.705154134384411,0.003708766669547777,0.2152948674443679,0.8612196892445608,0.10044316822799272,1.4433717179807901,0.7167064665122651,0.4231230815962999,0.6690194352291962,0.04592687010548211,0.1626200403816078,0,0.06797739424265463,0.8383377594234446,2.24499610729436,3.462249786574794,0.930111764285392,0.010119655763006176,2.657406631593491,1.275317770804352,0.9725807612200223,3.1949196476019597,0.6156520365824614,1.239043311842925,5.541390246772478,3.5649674257025397,6.9156362972759835,4.374998577132042,0.1503763814322261,0.17466220086747558,0.025287662944393018,0.05717140572118174,0.5439063899107965,0.13719230727533546,0.022218521745010718,0.5366737302372534,0.9668471312043723,1.119080139480256,0.10075304446810081,0.2714267886500703,0.9430347006876143,0.8579034448274311,0.8467828631607316,0.20769661852088772,0.003162147477884374,1.3523647305054378,2.94898621460682,2.927078928548619,1.423666199039942,0.7367760587712614,0.03486257127511962,1.2746827570277952,0.13028828528552874,0.060109313990918636,0.2368602183327966,1.0159243629422918,0.3302379431755631,0.6305864368586588,1.872091234484746,0.11694352587023768,0.005645901425127815,0.8804980408852064,0.8341916213934097,0.05064305217107009
13C,High,H2,1.595349326893504,0.060002999053196206,0.17674137440881924,0.9176623620096287,1.2868850401177017,2.2999661344239053,1.9372217452875053,0.0622296337314309,1.0278428060511038,2.1072250465752558,0.12642089927328432,0.41534277313250506,0.3536200143424231,1.003351934107438,0.31195951624023627,0.12530700029909497,0.7886026259423706,0.03287121419890665,0.4132995793467277,0.11331690204044577,0.40508374681811643,0.026312266561695594,0.894204181353596,3.2154566025121,1.2462704982745894,3.3772947393716617,2.759079068118303,0,0.4485504604907461,0.7103156671551725,0.1891089591616117,1.363231792802499,0.6949955373103536,0.5195299085745938,1.092358923086866,0.05960440169032021,0.21206770684602463,0,0.08783619019659723,0.40637532938528304,2.356167032195903,1.628005643277581,0.8371089981032515,0.011417155054895782,3.7472603018020862,1.2769084428542445,0.8869901604095674,3.589055540458931,0.7153723529455087,1.0092824045467454,6.3595781062562144,4.384109586869747,7.640169397394762,5.350033330461398,0.13019274545027146,0.17879800517337277,0,0.029551085464271577,0.7477045364483996,0.2144978976920583,0.02631212801130556,0.33827158211264996,0.8983094376141721,1.014831493540831,0.17556957347234364,0.2902218367872503,0.9793333088368739,0.9018491576515574,0.659897809282449,0.1733923843067671,0.01729840143975563,1.1030257883833945,2.9035772061253553,2.9662159838456565,1.256762244281259,0.5820310285809456,0,0.9655586004574883,0.18575074354413465,0.06814718523338027,0.49137851361057544,1.1288258388411443,0.362795447069894,0.8271094132090256,2.076347562251296,0.12651616792710965,0,1.2063718199383693,0.6912954010594207,0.0930927218963113
13C,High,H3,1.3586373666468219,0.07218130264387236,0.14097441797099802,0.9293867785880868,1.005394000858092,2.2619532294861746,1.5128310165386114,0.04126718210457956,1.026881231197403,1.6639313707837886,0.14992218471393232,0.6222338904602205,0.49244361075926346,1.0770599027404082,0.07169745191618179,0.12449933067812008,1.8199721002924003,0.05226127574691404,0.41465393864047717,0.03412770563618813,0.36772158619988055,0.02091931264398905,0.8792729532492862,2.9547541164315185,1.1066687141676914,3.4714123198625084,2.7226584427676612,0.007979099369083958,0.1932418515475609,0.8097160683559657,0.1208509881209693,0.979526154204023,0.5472167049196837,0.48475752503536595,0.8595700406084736,0.042874514038989155,0.14774324512969217,0.06780918710588969,0.09020486308425175,0.8983269947391966,2.153494199368281,3.6968413095006807,0.9808997558867589,0.007326892670112927,2.2615515069694316,1.4663558495360558,0.9724976561690267,3.2386217956196797,0.5222295749254405,1.1086838847825693,5.4884612247157385,3.566683288898271,6.7433668729848675,4.425213214275356,0.14263333483710736,0.1461124745917669,0.01999316900590545,0.00964899913048117,0.4258436496160424,0.1396437742654418,0.01640590630857541,0.2069089214532241,0.7740189997297545,1.3441265578236592,0.08886282995976495,0.31250644170619313,0.9165101547645623,0.7726187504916602,1.0229810844998108,0.17668477966322935,0.015723924438750914,1.0114923181278836,2.6155762792326116,2.6798813702115964,1.21448134675363,0.7593630479805789,0.01151571269573212,1.2560127453883299,0.21055313849446022,0.07444295186611909,0.5257546816699421,1.2933818163073183,0.19794306732010744,0.5162191587932634,1.878180921081651,0.09733462294015197,0.020185842818448946,1.0016275809046762,0.9493809610425792,0.10663969069149347
13C,High,H4,2.051238841330359,0.19041871226640422,0.24912102378536632,0.9759177694095196,1.2027956247296487,3.258554174293734,2.1685605481470893,0.04663384360065509,1.2584940755165066,0.5788768436301341,0.03370824592336045,0.576584521271751,0.552319219422287,1.1779059196567234,0.2472781733973505,0.10932299815819255,3.080774339131068,0.027030869681421977,0.6960604054442877,0.09316950559974384,0.4108826656421002,0.03262127635050053,1.329872844405626,2.8339199003863382,1.5441135103279782,3.7729128942576833,3.034192360589164,0.006754072241593153,0.3080406853360955,0.8111223273831175,0.11679355335110003,0.43294448896152665,0.25823376435830664,1.002819901189304,1.5804002321584247,0.05667801765200837,0.16526046392247298,0.1932955949422925,0.131505986037588,1.5819480135818802,2.178453952593416,4.215606783497827,1.1754260284572497,0.013697241969655162,3.85183263213502,1.620740852157544,1.1037372845605873,3.9049494779082337,0.9838608721330616,1.1909208797905273,6.535095529170172,5.0473865384849,7.43074880416972,6.147818828389555,0.15525820728719444,0.2356224223431896,0.018739116935563783,0.0048709058527093415,0.5678929199756112,0.20426275783362674,0.03027906965070612,0.13602064922970442,1.4013185977478717,1.2393330556696351,0.19033789418583577,0.40878945237356,1.1900479001507975,1.0862347970779478,0.690225443993896,0.24781693887095133,0.022015829689087458,0.914068720885008,2.8103613593250802,2.854529425773499,1.040732853403948,0.7135746377113508,0.15358568162910566,1.354726492184395,0.20238628102998935,0.1022458409642115,0.6583611203960081,1.4738801030748168,0.056100312206025765,0.13598932363400415,2.225825264267464,0.2194341879642063,0.0130225307343484,1.935156215692037,1.0492069175478813,0.07721483311137674
