sample,isotope,treatment,tank,tube,Glutathione disulfide,Lysine,NADP+,5-Hydroxylysine,Citrate,Arginine,Ornithine,Homoarginine,Glucose-6-phosphate,Phosphocholine,L-arginino-succinate,Isocitrate,GMP,CMP,Fructose-6-phosphate,NG-dimethyl-L-arginine,Aconitate,UDP-D-Glucose,CDP-Choline,UMP,Ribose phosphate,NAD+,ADP-D-Glucose,Dihydroxyacetone phosphate,Glycerol-3-phosphate,UDP-N-acetyl-glucosamine,AMP,N-carbomoyl-L-aspartate,Glucose,Arginine-Glutamine,Malate,Aspartate,Glutamate,2-Hydroxyglutarate,N-Acetylaspartate,FAD,Succinate,N-acetyl-glutamate,Inositol,Glycerophosphocholine,a-ketoglutarate,Asparagine,Serine,Glutamine,S-adenosyl-L-homocysteine,Methionine sulfoxide,Glycine,Threonine,Alanine,Hydroxyproline,Hypotaurine,Uric acid,Thiamine,Proline,Sorbitol,Theanine,N-Acetylputrescine,Valine,Tyrosine,Glycerate,Taurine,Ribitol,Pantothenate,Isoleucine,Lactate,Leucine,Phenylalanine,Guanine,Tryptophan,Creatinine,Hypoxanthine,Uridine,Adenosine,Pyruvate,Adenine,Uracil,Phenyllactic acid,Thymidine,Montiporic Acid C,Montiporic Acid A,Montiporic Acid B,Montiporic Acid D,3-Phosphoglycerate,Carbamoyl phosphate,Citrulline,Guanosine,Inosine,Mannose-6-phosphate,Thymine,Xylose-5-phosphate
13C_Ambient-A1_I1,13C,Ambient,A1,I1,0.007178596307162499,1.274717970489791,0.07920931363684654,0.2002655764203413,2.632459111043535,0.01885823165634734,0.15998943700454446,0.05046182850812123,1.2009372047910618,0.2430279991468279,0.012974526614396133,3.269377250132143,0.30698111426443314,0.4759379296646361,1.0066373337383607,0.02665422376607736,1.0302494156979747,0.06347605539954336,0.11611626886960248,1.9209880159201387,0.31154167236936114,0.2467629258383723,0.03287155341138703,0.41139971759265276,1.0547744780208979,0.15963305828758975,0.8511526061812719,0.011985871098903006,2.9329817766864212,0.3974832913989378,3.615910874931723,0.9627131846511012,3.581982337892539,1.9353936969407068,0.21927422854821524,0.019177567627085428,2.8904862085389387,0.27953154764847815,1.8831995336607839,0.12145293817673719,0.8373296495091578,0.4563952634315811,0.7480363835199964,2.9925045241225137,0.0241977526273447,1.156385878138365,0.5421650604553196,1.1113267158150866,1.3857473975282992,0.17316388859174067,0.15955805751385715,0.04101720713307737,0.010488666267936757,0.9978261488523831,2.562150303097756,0.9884419312580096,0.0331283220034654,1.214955219584115,1.3442468726780585,0.17013770383390353,1.2507036755090986,1.2954336918990537,0.7787014337448791,1.425608534111537,2.898509099352014,1.9114515288174339,1.3627628533343106,0.5817546153332246,0.8663338532194729,0.046881402410622657,0.11333536878829152,1.3438027816550666,1.6847217365930194,0.9112031648596959,2.7644650892943354,0.1831302497628376,0.18091000774029617,0.2639559219138515,6.824272156787121,5.632271989225181,4.063536261772089,5.078146241136308,0.10668447991450947,0.055611327807227745,0.06468490973181736,1.1391977787718655,1.0632501730468464,0.6350692810298096,0.13623645032339662,0.16752866832168098
13C_Ambient-A2_I2,13C,Ambient,A2,I2,0.004104912923519503,1.0802982425528465,0.046224977861602144,0.16916765957598864,2.086553696391441,0.0359642837096272,0.2035983757142043,0.04513102230894503,1.0823847437292744,0.21405961210808072,0.009239658329661015,2.7110396146112783,0.5577970403702024,0.34047175359779674,0.864619598172931,0.02229501434234617,1.1002913803091063,0.2725810895824288,0.1591153624594824,1.7518666812378085,0.32483485540278534,0.20446470159767885,0.052585827416287076,0.37275619275776667,0.9664669587776686,0.6316706884302749,1.7288804089947012,0.0045944493172969825,2.7512511886492654,0.2736298341258558,3.3374695015868077,1.0016440894806997,3.511428984603673,1.5704362205454034,0.18056886872987069,0.03312443252549997,2.540338239876939,0.21371554756357816,1.8528985769069997,0.1144109751600937,0.7723229062042928,0.4003058237778752,0.7381887807598887,2.9209666185811356,0.022487527662627602,1.0618786982761654,0.6680805142620478,0.9114033051802984,1.3120619587703706,0.1840426800783535,0.10635331122685843,0.06533572413910589,0.006324038339028395,0.9108360569186921,2.747045184331819,0.7521664477594555,0.011822825960098891,1.1337021190654097,1.205674962166467,0.18399108527670266,1.4677876649148298,1.2451206712418381,0.7176008437315166,1.2505314521979962,2.4838197407104614,1.663325504027077,1.1882111256347065,0.5109283659132009,0.7844511179790553,0.060146157763548896,0.0993043127521278,1.0552749270832547,1.4831545521446339,0.8966909774477269,2.883414316966605,0.20469212106363302,0.08800573739062474,0.22371787506483826,6.629954449087025,5.218849040349901,3.1787585600943333,4.056859123237831,0.0730315618121632,0.06689288564232602,0.06597239703364768,0.842856072253596,0.7729403226563561,0.5048601529017356,0.11140728635897378,0.15157959352213654
13C_Ambient-A3_I3,13C,Ambient,A3,I3,0.004254259413862362,1.1245667098090082,0.08361440746379806,0.18661738173294487,0.8789301468764099,0.3144964192497284,0.5505393886079957,0.05704987902180125,1.3468871000955103,0.2631828861714404,0.009815795696477978,2.613930807418532,0.6987536861992922,0.3756546828030851,0.979340588687604,0.028017619546150046,1.2412588161664333,0.3893895307967293,0.16217815932097174,2.010999259053392,0.3431906651998347,0.3381911513187852,0.06199514538853229,0.46857307212291727,0.9130843793063527,0.7866377726121188,2.283010605607304,0.04185076917410052,2.847323578553271,0.26907703513988024,3.551738831109629,0.7895182790661438,3.1620352321572582,1.9432998999168924,0.3179673186060155,0.031503601053364375,3.0800022195637093,0.28030315800802663,1.9460089241059402,0.13854744408098654,1.6631706990194608,0.37150220397572153,1.6935546533904584,2.849004318619076,0.00415889182924102,1.4476147768961023,1.8611828179945142,1.3448029484770734,1.3079124949515086,0.18742914066471478,0,0,0.016820136544895375,1.009244553777282,3.114696411992365,1.1576356080910348,0.04022251717866841,1.2059928020954276,1.015431074087982,0.3415396492755073,1.5948050000080767,1.0118238746360773,1.0042885693328516,1.2608036640167675,3.547528283224722,1.7026239665856437,1.1995728268707295,0.5367533619522714,0.3053006889910123,0.10512576792921424,0.09031331624007935,0.9115726831482479,1.4314130796065059,1.0887066527449907,2.1229029774789208,0.10355125881631119,0.10988637256887263,0.17587561059349727,7.3642329151356964,6.004138953141334,3.8540261577782458,4.534040843359204,0.07470992797074495,0.2094860405286232,0.08086847290396831,0.6875090647090181,0.6045490454148653,0.6312031592549311,0.09276067632053071,0.1531070056910776
13C_Ambient-A4_I4,13C,Ambient,A4,I4,0.0028518652045340194,0.9413003580967944,0.03450505911345895,0.15980248447990986,1.2959180634411926,0.06741541120407266,0.16467589791864898,0.04101796934193868,1.1132242143574276,0.18221633833662365,0.009806650682079435,2.567214608592493,0.44577706452211313,0.38391128793685314,0.8893877489439431,0.02424629141770804,0.9783767319598714,0.08525765398402581,0.07870034502686744,1.8034903436073981,0.36577772512394696,0.10352626512603265,0.030244213611064632,0.3474180542354181,0.728353931408194,0.1900760071250267,1.3300208600238232,0.009787362848121484,3.04311262401848,0.23051856065041712,3.1871630072970953,0.8590082163886871,3.204594864973988,1.4323366757420832,0.17294710417196418,0.020615561575786836,2.394168897749194,0.17298232108587047,1.7304104830035187,0.10433493495656547,0.7580765849356154,0.3055236868194894,0.7200733056781626,2.735844266463406,0.018417688160158114,0.9119493896223442,0.6654759296134534,0.8413944544110488,1.0430466086219958,0.1442845500104962,0.08189962009932734,0.04748854767650374,0.00840206016731797,0.8304142436185629,2.714721185456049,0.8931624450461348,0.021791568767184653,1.0600774462333322,1.159957261037062,0.24669135489710484,1.1638694345730782,0.9194513125803994,0.782407452934,1.1664192166841536,2.912595740035886,1.580248342168767,1.0244527501238514,0.5179066254404767,0.7885268177785513,0.09324073807812093,0.0630388164280419,0.9927151864659117,1.5855261094865238,0.8423013017773919,2.254110594417859,0.08406241906265577,0.0777600715245745,0.1616505012852379,6.259331243433797,4.879734957779566,2.704336824214635,3.403791047355662,0.0645584475050235,0.08251760314975487,0.0616572309268205,0.9536458280018896,0.9336367615291888,0.6443519118251678,0.10833634506158805,0.1207850707862464
13C_Ambient-A5_I5,13C,Ambient,A5,I5,0.0017076970035663746,1.1004918713946414,0.03437960639962591,0.17114574002418323,1.3268279927407711,0.13732302469836394,0.24396523969505637,0.04596520184508427,1.2048915592015774,0.1973025047319082,0.014103148370026802,3.506663293514864,0.5165105250073174,0.3134985583093504,0.9212391349346954,0.022408266142973223,0.9639847225048329,0.21549903825737268,0.10404006405678158,1.7477217520146353,0.41529664711558545,0.10339674362023331,0.046625370244016334,0.3822885917804557,0.8607779414453921,0.48688783997517027,1.7328054530756443,0.013222400987205675,2.647086605865268,0.24141408879662465,3.3653170776103005,0.8558320565255811,3.269165777183707,1.7191232890318642,0.2146285826827269,0.020607402613909996,2.599741715582568,0.22019230359824743,1.7237697638972056,0.09626456911433211,0.8076604840622156,0.32925891367482063,0.9189672336072023,2.8968329225490264,0.018022251736993847,1.2394426898976862,0.8758696310468932,0.9170645811837407,1.197928032807862,0.1377207029179456,0,0.036873855979082854,0.007664228023655302,0.8829677640025538,2.6566178133392717,0.8473672365029313,0.02213348494791937,1.0811553110638341,1.113463022473355,0.1761396225269521,1.5193894889149147,1.100480051137956,0.7722413872091481,1.2291279151089685,3.0107165492226726,1.5950889263625614,1.0578808181410757,0.51269016364994,0.6550657883539602,0.0780815596315326,0.08252854928375601,0.8936880940147592,1.3577217548772895,0.8078843043765354,2.2748021772356632,0.10797520585751255,0.08691540753258538,0.17434731879144572,6.472038633303956,5.079654853854377,3.0679767711286092,3.9289286388836766,0.09265404574260812,0.06240987007344076,0.06295666900744194,0.7298314230993758,1.1513996765075427,0.5096696651503909,0.08682001193399679,0.1535692697251017
13C_Ambient-A6_I6,13C,Ambient,A6,I6,0.0015839643832236184,1.2047210480729875,0.05201938691878583,0.1846599088234295,1.5007796266154394,0.09102105310907435,0.27145861197862425,0.04487518813060602,1.1422145639615375,0.19847078789251318,0.011879537859819487,3.903889585575473,0.31916931104858187,0.43048907955019855,0.977059026384964,0.019716857949564813,0.9468482645950069,0.02629050464763087,0.0665635410150599,1.7448137598191147,0.180809968914873,0.22830916791930422,0.015555860601440036,0.3650052486501009,0.7921629085849531,0.06805792985783546,1.101010434656829,0.01164576842342259,2.7083261108120915,0.24623526917762262,3.479486619969369,0.8478980264118012,3.237445572549941,1.8390492207706168,0.22059511933190926,0.013789768873784101,2.7923574220581644,0.22625886981048418,1.6264057369633274,0.09338781501492288,0.7329545162770613,0.368254921245229,0.9168297204741672,2.804107858758195,0.01836647098725254,1.2997359127187589,0.8552328369417591,1.1813671559978907,1.1820391478325456,0.15233834544429192,0.0023670365848552665,0.01068925870977327,0.03186969478477995,0.88073493546776,2.3801957196172556,0.8779878838878276,0.025674371208268758,1.1543873373160962,1.1422231425783411,0.11819924512708019,1.3099906293666066,1.1812175891914947,0.7207351382826533,1.2967662375051752,2.866022862806525,1.646341071533565,1.146313238661417,0.5285095505721292,0.6571928239987858,0.040225472680957206,0.08057064673404964,1.1709621741189247,1.496495797989819,0.8388791473399905,2.6357341051476677,0.14319461328845892,0.07886985921151668,0.22588441783460747,6.799643465250522,5.589466895854765,4.04924466352302,5.033835967955453,0.10788726708595414,0.08182958723494818,0.056154593068864715,0.898774375637859,1.446032465911558,0.6647764821575625,0.10095017784221849,0.13597210624447434
13C_High-H1_I21,13C,High,H1,I21,0.003708766669547777,0.9725807612200223,0.13719230727533546,0.14754518501041802,1.4492980905932629,0.15148839249556414,0.5366737302372534,0.04592687010548211,1.192616699300829,0.2714267886500703,0.010119655763006176,3.462249786574794,0.7167064665122651,0.39349952621904,0.9537216401736021,0.022218521745010718,1.0104426564132745,0.3302379431755631,0.1421236854566795,1.872091234484746,0.20769661852088772,0.5439063899107965,0.05364690613766338,0.3913148805469177,0.8612196892445608,0.6305864368586588,2.1284359011362857,0.05717140572118174,2.891281805886722,0.43043962416612935,3.1949196476019597,0.9383380323762266,3.4028735837375903,1.648881977087862,0.17466220086747558,0.02692053488020513,2.927078928548619,0.1503763814322261,2.24499610729436,0.10044316822799272,0.9832289319176585,0.4555067919496609,1.3523647305054378,2.705154134384411,0.003162147477884374,1.239043311842925,1.4433717179807901,1.2746827570277952,1.0300754434056096,0.1626200403816078,0,0.005645901425127815,0.03486257127511962,0.9430347006876143,2.94898621460682,0.7367760587712614,0.025287662944393018,0.8341916213934097,1.0159243629422918,0.2152948674443679,1.423666199039942,0.8467828631607316,0.9668471312043723,0.930111764285392,2.657406631593491,1.275317770804352,1.119080139480256,0.4231230815962999,0.2368602183327966,0.048658025474088366,0.06797739424265463,0.8804980408852064,1.4060089425535442,0.8579034448274311,1.998941028037971,0.11694352587023768,0.10075304446810081,0.13028828528552874,6.9156362972759835,5.541390246772478,3.5649674257025397,4.374998577132042,0.10827496408070385,0.09024360391052966,0.037850332114525,0.6690194352291962,0.8383377594234446,0.6156520365824614,0.060109313990918636,0.05064305217107009
13C_High-H2_I22,13C,High,H2,I22,0,0.8869901604095674,0.2144978976920583,0.17674137440881924,0.7886026259423706,0.12642089927328432,0.33827158211264996,0.05960440169032021,1.2462704982745894,0.2902218367872503,0.011417155054895782,1.628005643277581,0.6949955373103536,0.4132995793467277,0.894204181353596,0.02631212801130556,1.2868850401177017,0.362795447069894,0.12530700029909497,2.076347562251296,0.1733923843067671,0.7477045364483996,0.0622296337314309,0.40508374681811643,0.7103156671551725,0.8271094132090256,2.1072250465752558,0.029551085464271577,3.2154566025121,0.41534277313250506,3.589055540458931,1.003351934107438,3.3772947393716617,1.595349326893504,0.17879800517337277,0.026312266561695594,2.9662159838456565,0.13019274545027146,2.356167032195903,0.1891089591616117,0.9176623620096287,0.3536200143424231,1.1030257883833945,2.759079068118303,0.01729840143975563,1.0092824045467454,1.363231792802499,0.9655586004574883,1.0278428060511038,0.21206770684602463,0,0,0,0.9793333088368739,2.9035772061253553,0.5820310285809456,0,0.6912954010594207,1.1288258388411443,0.4485504604907461,1.256762244281259,0.659897809282449,0.8983094376141721,0.8371089981032515,3.7472603018020862,1.2769084428542445,1.014831493540831,0.5195299085745938,0.49137851361057544,0.11331690204044577,0.08783619019659723,1.2063718199383693,1.9372217452875053,0.9018491576515574,2.2999661344239053,0.12651616792710965,0.17556957347234364,0.18575074354413465,7.640169397394762,6.3595781062562144,4.384109586869747,5.350033330461398,0.060002999053196206,0.31195951624023627,0.03287121419890665,1.092358923086866,0.40637532938528304,0.7153723529455087,0.06814718523338027,0.0930927218963113
13C_High-H3_I23,13C,High,H3,I23,0.007979099369083958,0.9724976561690267,0.1396437742654418,0.14097441797099802,1.8199721002924003,0.14992218471393232,0.2069089214532241,0.042874514038989155,1.1066687141676914,0.31250644170619313,0.007326892670112927,3.6968413095006807,0.5472167049196837,0.41465393864047717,0.8792729532492862,0.01640590630857541,1.005394000858092,0.19794306732010744,0.12449933067812008,1.878180921081651,0.17668477966322935,0.4258436496160424,0.04126718210457956,0.36772158619988055,0.8097160683559657,0.5162191587932634,1.6639313707837886,0.00964899913048117,2.9547541164315185,0.6222338904602205,3.2386217956196797,1.0770599027404082,3.4714123198625084,1.3586373666468219,0.1461124745917669,0.02091931264398905,2.6798813702115964,0.14263333483710736,2.153494199368281,0.1208509881209693,0.9293867785880868,0.49244361075926346,1.0114923181278836,2.7226584427676612,0.015723924438750914,1.1086838847825693,0.979526154204023,1.2560127453883299,1.026881231197403,0.14774324512969217,0.06780918710588969,0.020185842818448946,0.01151571269573212,0.9165101547645623,2.6155762792326116,0.7593630479805789,0.01999316900590545,0.9493809610425792,1.2933818163073183,0.1932418515475609,1.21448134675363,1.0229810844998108,0.7740189997297545,0.9808997558867589,2.2615515069694316,1.4663558495360558,1.3441265578236592,0.48475752503536595,0.5257546816699421,0.03412770563618813,0.09020486308425175,1.0016275809046762,1.5128310165386114,0.7726187504916602,2.2619532294861746,0.09733462294015197,0.08886282995976495,0.21055313849446022,6.7433668729848675,5.4884612247157385,3.566683288898271,4.425213214275356,0.07218130264387236,0.07169745191618179,0.05226127574691404,0.8595700406084736,0.8983269947391966,0.5222295749254405,0.07444295186611909,0.10663969069149347
13C_High-H4_I24,13C,High,H4,I24,0.006754072241593153,1.1037372845605873,0.20426275783362674,0.24912102378536632,3.080774339131068,0.03370824592336045,0.13602064922970442,0.05667801765200837,1.5441135103279782,0.40878945237356,0.013697241969655162,4.215606783497827,0.25823376435830664,0.6960604054442877,1.329872844405626,0.03027906965070612,1.2027956247296487,0.056100312206025765,0.10932299815819255,2.225825264267464,0.24781693887095133,0.5678929199756112,0.04663384360065509,0.4108826656421002,0.8111223273831175,0.13598932363400415,0.5788768436301341,0.0048709058527093415,2.8339199003863382,0.576584521271751,3.9049494779082337,1.1779059196567234,3.7729128942576833,2.051238841330359,0.2356224223431896,0.03262127635050053,2.854529425773499,0.15525820728719444,2.178453952593416,0.11679355335110003,0.9759177694095196,0.552319219422287,0.914068720885008,3.034192360589164,0.022015829689087458,1.1909208797905273,0.43294448896152665,1.354726492184395,1.2584940755165066,0.16526046392247298,0.1932955949422925,0.0130225307343484,0.15358568162910566,1.1900479001507975,2.8103613593250802,0.7135746377113508,0.018739116935563783,1.0492069175478813,1.4738801030748168,0.3080406853360955,1.040732853403948,0.690225443993896,1.4013185977478717,1.1754260284572497,3.85183263213502,1.620740852157544,1.2393330556696351,1.002819901189304,0.6583611203960081,0.09316950559974384,0.131505986037588,1.935156215692037,2.1685605481470893,1.0862347970779478,3.258554174293734,0.2194341879642063,0.19033789418583577,0.20238628102998935,7.43074880416972,6.535095529170172,5.0473865384849,6.147818828389555,0.19041871226640422,0.2472781733973505,0.027030869681421977,1.5804002321584247,1.5819480135818802,0.9838608721330616,0.1022458409642115,0.07721483311137674
