Measurement Name :,Plate4_20211204_Alex_31C,,Generated On :,"09/12/2021, 13:07:41",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
09.12.21 12:45:25,11.3,200.08,217.63,216.62,214.62,218.3,192.59,232.53,167.78,177.22,231.84,215.95,181.99,193.24,158.76,253.34,145.91,237.67,220.31,233.55,98.12,214.28,226.05,182.95,,,31,965,0,29.6,
09.12.21 12:45:40,11.55,234.58,241.47,234.92,225.38,236.64,201.72,237.33,161.24,174.06,262.91,200.08,195.84,196.81,180.4,262.2,148.95,259,238.71,221.66,102.67,243.9,222,150.78,,,31,965,0,29.6,
09.12.21 12:45:55,11.8,225.72,254.4,251.24,232.53,242.86,201.39,246.69,169.03,183.91,261.13,218.97,187.11,211.95,201.39,266.13,160.62,218.63,253.7,225.04,120,240.09,217.96,160.62,,,31,965,0,29.59,
09.12.21 12:46:10,12.05,192.27,238.02,247.04,232.87,233.21,201.06,236.64,171.85,177.54,269,216.96,189.69,198.12,187.43,292,169.34,248.43,218.97,232.18,99.54,226.39,208.3,148.65,,,31,965,0,29.59,
09.12.21 12:46:25,12.3,226.73,253.34,258.64,254.4,233.21,216.62,240.09,151.7,181.03,263.98,220.65,200.73,216.96,173.11,266.13,188.72,242.86,232.53,270.08,122.05,227.41,210.95,177.85,,,31,965,0,29.59,
09.12.21 12:46:40,12.55,220.31,240.44,241.47,248.08,223.01,186.15,229.11,155.99,190.01,263.98,215.95,182.95,194.54,178.17,259.35,183.59,237.67,214.62,225.38,116.21,232.18,220.99,154.76,,,31,965,0,29.59,
09.12.21 12:46:55,12.8,222,259.35,231.84,247.39,212.28,203.36,239.74,157.22,188.72,247.39,223.35,196.49,188.08,181.67,259.35,151.09,247.04,214.95,245.99,101.53,222.67,211.95,167.78,,,31,965,0,29.59,
09.12.21 12:47:10,13.05,242.51,240.78,249.83,224.36,206.98,203.03,246.34,177.54,179.12,234.58,224.02,191.62,197.14,155.99,238.71,166.53,255.81,214.28,247.73,103.81,198.77,204.34,171.22,,,31,965,0,29.58,
09.12.21 12:47:25,13.3,218.63,247.73,255.81,238.02,210.29,190.98,237.67,163.1,193.24,270.44,222.33,200.08,205,183.59,256.17,158.15,243.56,211.29,223.01,105.24,241.82,231.5,157.53,,,31,965,0,29.58,
09.12.21 12:47:40,13.55,252.99,272.24,257.58,251.94,213.95,204.01,253.34,176.59,215.28,281.69,223.01,215.95,198.12,181.99,280.96,177.54,252.64,235.27,248.08,119.13,238.36,214.28,170.91,,,31,965,0,29.58,
09.12.21 12:47:55,13.8,225.38,250.18,243.21,234.58,197.79,189.04,259,164.03,189.36,267.2,235.27,185.83,207.97,198.44,268.28,150.17,254.4,233.89,249.48,107.25,230.48,225.04,157.84,,,31,965,0,29.56,
09.12.21 12:48:10,14.05,215.95,247.39,258.64,227.75,217.96,195.19,259.35,163.72,198.77,237.67,205.99,205,182.63,171.54,282.06,148.65,231.5,220.99,232.18,75.25,267.2,226.73,153.53,,,31,965,0,29.58,
09.12.21 12:48:25,14.3,218.3,241.13,243.9,250.18,210.95,194.21,240.44,158.15,187.75,265.77,211.29,197.79,190.98,190.65,278.04,157.84,243.21,217.29,249.83,105.24,270.8,229.79,143.19,,,31,965,0,29.56,
09.12.21 12:48:40,14.55,219.64,257.23,263.27,234.24,250.53,211.62,249.48,177.54,199.75,255.11,214.62,196.16,181.03,182.63,263.27,155.07,252.64,217.96,245.29,102.1,246.34,209.3,150.78,,,31,965,0,29.56,
09.12.21 12:48:55,14.8,213.95,242.51,251.94,267.92,218.97,193.57,261.84,174.37,196.16,253.7,212.95,200.73,183.91,172.8,279.5,152.61,245.29,206.98,240.09,98.12,252.64,214.28,160.62,,,31,965,0,29.56,
09.12.21 12:49:10,15.05,219.98,227.41,246.34,249.48,204.01,190.65,247.04,145.61,177.22,276.59,200.08,193.57,188.4,164.03,265.77,149.56,244.95,200.73,245.29,91.07,241.82,217.63,119.13,,,31,965,0,29.56,
09.12.21 12:49:25,15.3,250.18,271.88,255.46,248.43,227.07,214.28,255.46,175.01,206.98,283.89,234.58,194.21,221.32,168.72,273.69,147.73,292.75,225.38,273.32,107.25,237.33,226.73,181.99,,,31,965,0,29.56,
09.12.21 12:49:40,15.55,210.95,241.47,237.33,252.64,203.36,211.29,240.78,149.25,191.95,251.59,210.62,165.59,175.01,162.48,270.08,152.92,232.18,206.32,237.33,88.27,243.56,227.75,118.25,,,31,965,0,29.55,
09.12.21 12:49:55,15.8,225.04,275.13,250.88,246.69,245.64,166.84,231.16,134.78,194.54,252.99,209.96,196.49,193.24,172.48,257.58,145.3,242.51,212.62,255.81,86.31,237.33,186.15,125.88,,,31,965,0,29.55,
09.12.21 12:50:10,16.05,227.07,251.94,253.7,262.2,217.29,203.03,259.71,154.15,196.49,252.99,220.31,196.16,208.3,183.91,260.42,172.17,257.58,229.79,256.52,112.15,262.55,218.63,130.31,,,31,965,0,29.55,
09.12.21 12:50:25,16.3,242.17,256.52,263.98,263.98,234.24,209.96,251.24,163.41,214.62,267.2,220.99,194.86,207.64,184.23,289.78,170.6,246.69,213.62,249.13,117.08,258.29,217.96,150.47,,,31,965,0,29.55,
09.12.21 12:50:40,16.55,205.99,226.73,242.17,235.61,244.25,174.37,230.13,143.19,181.99,241.82,205.66,194.54,181.67,171.22,255.11,142.88,241.82,226.39,240.44,95.58,239.74,203.36,91.63,,,31,965,0,29.53,
09.12.21 12:50:55,16.8,234.92,240.78,250.18,257.93,215.62,184.87,251.24,155.38,194.54,258.29,221.32,176.59,188.08,181.35,274.77,140.17,241.13,204.01,255.46,110.71,244.25,200.41,138.37,,,31,965,0,29.55,
09.12.21 12:51:10,17.05,221.66,260.77,250.88,250.88,218.63,183.59,243.56,155.07,196.81,259.71,219.64,189.69,185.51,181.99,266.13,146.82,265.77,234.24,242.86,117.96,271.88,208.3,139.57,,,31,965,0,29.55,
09.12.21 12:51:25,17.3,225.72,249.48,262.91,275.5,232.53,193.24,260.06,171.54,216.96,269.72,216.62,183.59,194.54,186.15,279.86,153.53,298.71,207.97,273.69,115.92,255.11,240.78,146.82,,,31,965,0,29.55,
09.12.21 12:51:40,17.55,212.28,231.16,250.88,267.2,237.33,195.19,254.05,154.15,224.02,256.87,191.3,187.75,187.43,163.41,271.88,146.21,266.13,212.28,260.77,107.25,268.28,242.86,140.47,,,31,965,0,29.55,
09.12.21 12:51:55,17.8,230.13,239.74,258.64,279.5,217.29,199.75,270.08,158.15,190.98,266.84,206.98,203.03,177.22,191.95,281.32,140.47,264.7,223.01,292,136.27,228.77,212.28,173.43,,,31,965,0,29.53,
09.12.21 12:52:10,18.05,220.65,233.21,244.25,267.2,206.32,182.63,241.82,159.69,201.39,274.77,223.01,192.27,193.57,166.84,274.41,147.12,235.27,228.43,238.71,101.82,261.49,200.41,161.55,,,31,965,0,29.53,
09.12.21 12:52:25,18.3,216.96,259.35,260.42,259.35,231.16,190.33,280.96,159.69,197.47,262.55,194.21,188.4,176.9,177.85,273.32,141.07,236.99,214.62,269.36,104.96,278.04,223.68,125.88,,,31,965,0,29.55,
09.12.21 12:52:40,18.55,207.97,258.29,250.88,241.47,230.13,171.22,247.39,160.62,192.27,262.2,225.72,172.8,195.19,157.22,279.13,147.73,252.29,213.95,241.47,104.39,287.2,203.03,118.54,,,31,965,0,29.53,
09.12.21 12:52:55,18.8,231.5,233.21,267.56,255.11,204.67,173.11,238.02,134.48,201.72,278.41,213.28,184.23,194.54,162.17,275.86,137.47,266.13,212.62,240.78,98.12,250.18,217.29,133.88,,,31,965,0,29.55,
09.12.21 12:53:10,19.05,204.01,247.04,242.51,245.64,216.96,180.71,231.84,138.37,191.3,249.48,210.95,180.71,188.72,168.09,274.41,151.09,255.46,228.09,259.71,108.11,254.05,212.95,136.57,,,31,965,0,29.55,
09.12.21 12:53:25,19.3,223.35,272.96,264.7,262.55,244.6,181.99,256.52,163.41,215.62,276.95,232.87,161.24,175.32,179.12,272.6,147.73,252.99,222.67,278.77,103.24,245.64,200.41,138.07,,,31,965,0,29.55,
09.12.21 12:53:40,19.55,221.66,239.74,261.84,262.2,244.95,199.42,245.29,148.95,212.28,278.77,215.95,180.71,190.65,155.99,289.41,141.38,258.29,215.28,251.59,106.39,287.2,219.64,159.07,,,31,965,0,29.53,
09.12.21 12:53:55,19.8,210.62,248.78,264.34,266.48,239.4,189.04,244.95,143.49,195.84,279.86,223.35,170.91,194.54,174.37,290.15,140.77,260.42,228.43,253.7,120,290.15,205,137.47,,,31,965,0,29.56,
09.12.21 12:54:10,20.05,232.18,247.73,270.44,256.17,215.95,214.95,255.11,171.22,193.24,267.2,217.29,181.99,194.21,160.62,280.23,156.61,260.06,208.3,261.13,108.4,283.52,186.47,117.38,,,31,965,0,29.56,
09.12.21 12:54:25,20.3,217.63,248.43,255.46,267.2,232.87,186.15,254.4,159.69,196.81,267.56,209.96,184.23,185.51,164.66,279.86,148.34,256.17,218.63,253.7,107.54,257.23,211.29,132.99,,,31,965,0,29.56,
09.12.21 12:54:40,20.55,217.63,242.17,252.64,264.7,233.89,182.63,252.29,160.31,197.14,266.84,209.3,184.23,185.83,163.1,274.77,148.95,257.23,218.63,252.99,106.39,261.84,209.96,133.58,,,31,965,0,29.53,
09.12.21 12:54:55,20.8,216.96,238.71,248.78,262.91,234.92,178.17,249.13,159.69,196.81,264.7,208.3,182.63,186.15,160.93,268.64,147.73,253.7,217.96,252.64,106.97,261.84,210.95,133.58,,,31,965,0,29.52,
09.12.21 12:55:10,21.05,217.29,231.84,244.95,261.49,233.55,173.11,247.04,160.93,196.81,263.27,207.97,181.99,184.23,160.93,263.27,147.73,252.64,217.63,252.99,105.82,256.52,211.29,134.78,,,31,965,0,29.49,
09.12.21 12:55:25,21.3,216.62,223.35,241.82,260.77,234.92,168.09,244.25,161.86,198.77,261.84,207.97,181.99,185.19,160,257.58,148.04,250.88,216.62,252.29,104.96,259,208.3,134.78,,,31,965,0,29.46,
09.12.21 12:55:40,21.55,216.96,219.3,238.02,259,235.27,163.72,243.56,162.48,198.12,258.29,207.97,181.67,187.43,158.15,252.64,153.23,250.18,217.63,253.7,104.96,264.34,209.96,137.47,,,31,965,0,29.46,
09.12.21 12:55:55,21.8,216.96,213.28,235.95,259.71,238.02,159.69,241.47,163.41,199.42,259.35,208.3,182.31,181.99,156.61,247.39,148.95,250.53,217.29,255.11,105.53,269.72,210.95,136.27,,,31,965,0,29.44,
09.12.21 12:56:10,22.05,216.29,212.62,232.53,257.23,239.05,155.68,238.36,164.03,197.14,256.87,206.32,182.63,182.63,155.38,242.51,148.95,247.73,217.96,255.11,104.67,269.36,210.62,137.17,,,31,965,0,29.42,
09.12.21 12:56:25,22.3,216.62,205,229.45,256.87,238.71,152.31,234.92,163.72,197.79,255.46,206.65,181.67,182.31,153.53,239.05,148.04,248.08,217.29,255.46,104.67,265.77,209.63,138.37,,,31,965,0,29.42,
09.12.21 12:56:40,22.55,216.62,200.73,227.75,256.52,239.74,150.17,231.5,163.41,210.62,255.46,206.32,182.31,182.31,152.61,235.61,147.73,252.99,217.63,256.17,104.96,270.8,209.3,137.77,,,31,965,0,29.42,
09.12.21 12:56:55,22.8,216.29,195.51,225.38,258.29,239.4,146.82,229.45,162.17,197.47,255.46,206.65,180.71,181.03,151.39,233.89,147.73,248.78,218.3,257.23,105.53,273.32,209.96,137.77,,,31,965,0,29.41,
09.12.21 12:57:10,23.05,216.29,195.51,222,257.58,240.78,144.09,227.41,160.93,198.12,255.11,205.33,181.67,181.35,148.95,231.16,148.34,247.39,218.63,255.81,106.1,265.05,209.3,138.37,,,31,965,0,29.41,
09.12.21 12:57:25,23.3,215.95,191.3,218.63,256.87,239.74,141.07,223.68,159.38,197.79,254.75,205.33,180.4,180.71,147.12,227.75,147.12,244.95,217.29,254.05,105.24,262.2,209.3,137.77,,,31,965,0,29.38,
09.12.21 12:57:40,23.55,215.95,182.63,216.29,257.93,240.78,138.67,221.66,158.15,199.75,254.05,205.66,180.71,180.08,145.61,224.7,147.43,259.35,216.96,255.11,104.67,254.05,210.29,137.17,,,31,965,0,29.38,
09.12.21 12:57:55,23.8,215.28,188.08,212.28,257.23,241.13,136.57,219.64,156.3,198.77,252.99,205,180.71,179.12,144.09,221.32,147.43,242.86,216.62,254.75,105.82,259,209.3,137.77,,,31,965,0,29.38,
09.12.21 12:58:10,24.05,215.28,182.31,211.29,256.52,240.78,135.37,216.29,154.76,205.66,253.7,204.01,180.4,178.81,141.98,219.3,146.21,241.13,215.95,255.46,105.82,265.41,209.3,137.17,,,31,965,0,29.38,
09.12.21 12:58:25,24.3,214.95,172.8,209.3,256.17,242.17,133.88,214.95,153.23,198.44,252.99,203.69,180.4,179.44,141.07,217.63,146.21,240.78,216.62,255.11,106.39,254.4,208.97,136.87,,,31,965,0,29.36,
09.12.21 12:58:40,24.55,215.28,173.11,206.32,256.52,241.13,132.09,213.62,151.09,194.86,250.88,204.01,179.12,179.12,139.87,216.96,146.21,239.4,216.62,258.29,106.39,248.78,210.29,135.97,,,31,965,0,29.35,
09.12.21 12:58:55,24.8,214.62,164.97,205,257.23,241.13,130.91,211.62,149.56,196.16,251.94,204.01,179.76,179.44,139.57,215.62,145.61,238.36,216.62,251.94,106.97,246.69,209.96,135.97,,,31,965,0,29.35,
09.12.21 12:59:10,25.05,214.62,170.28,202.04,256.52,241.82,129.72,209.63,148.34,212.28,250.18,203.36,179.44,176.27,137.77,214.28,160.62,236.3,216.62,251.94,105.53,243.21,210.62,134.78,,,31,965,0,29.35,
09.12.21 12:59:25,25.3,215.28,170.91,199.75,260.06,240.44,128.24,207.64,147.12,193.89,248.43,202.37,180.08,177.54,136.87,212.95,145.91,236.3,216.62,251.59,106.39,243.21,210.95,133.58,,,31,965,0,29.35,
09.12.21 12:59:40,25.55,213.62,170.6,197.79,261.13,239.4,127.06,205.66,146.21,195.51,246.34,201.06,189.04,176.59,134.48,210.29,142.88,235.27,214.28,251.24,106.1,244.25,210.95,131.5,,,31,965,0,29.34,
