Measurement Name :,Plate4_20211204_Alex_31C,,Generated On :,"09/12/2021, 13:07:41",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
09.12.21 12:59:55,25.8,213.95,167.15,195.51,254.75,239.05,125.29,204.01,145,192.27,243.9,201.39,177.85,176.27,135.08,208.63,143.19,235.27,215.28,250.88,106.1,262.91,209.63,132.09,,,31,965,0,29.34,
09.12.21 13:00:10,26.05,214.62,163.72,193.57,256.52,242.17,124.11,202.04,143.49,192.27,243.21,201.06,177.54,177.54,133.88,208.63,145.3,233.89,216.29,249.48,106.68,245.99,209.3,131.2,,,31,965,0,29.33,
09.12.21 13:00:25,26.3,213.62,160.93,191.95,254.75,237.67,121.76,200.41,140.47,191.62,240.44,200.41,176.27,175.64,132.39,209.3,150.17,232.53,215.28,250.18,107.25,251.59,209.3,130.91,,,31,965,0,29.34,
09.12.21 13:00:40,26.55,213.62,162.79,190.65,254.75,237.33,120.88,199.42,136.87,196.81,239.05,201.39,176.27,175.64,131.8,212.62,140.17,232.87,216.29,251.24,109.55,239.05,210.29,128.83,,,31,965,0,29.31,
09.12.21 13:00:55,26.8,213.28,160.62,199.75,255.11,235.95,120.3,197.79,135.08,195.84,237.33,201.06,176.27,174.69,131.8,210.62,138.07,230.82,216.29,250.53,111.86,240.09,209.63,128.53,,,31,965,0,29.34,
09.12.21 13:01:10,27.05,213.28,162.17,187.75,254.4,235.27,118.25,196.81,131.8,190.01,235.61,200.41,176.59,174.37,130.91,211.62,137.47,230.13,216.29,255.81,111.28,237.67,210.62,126.17,,,31,965,0,29.34,
09.12.21 13:01:25,27.3,212.28,162.48,186.79,254.75,234.58,116.5,196.16,128.24,188.08,234.58,199.42,176.59,174.06,130.31,212.95,135.37,229.11,214.95,251.94,111.57,237.67,209.3,126.47,,,31,965,0,29.31,
09.12.21 13:01:40,27.55,212.28,156.3,184.87,254.05,234.58,114.47,194.21,123.81,187.43,233.55,200.08,176.9,173.74,129.13,216.96,134.48,227.07,214.95,249.48,111.86,237.33,209.3,124.7,,,31,965,0,29.33,
09.12.21 13:01:55,27.8,212.95,155.99,183.27,254.75,232.87,114.47,194.54,121.76,189.04,231.5,200.73,187.75,172.48,129.13,219.3,135.08,226.73,215.28,248.08,112.44,252.29,211.95,124.11,,,31,965,0,29.33,
09.12.21 13:02:10,28.05,212.62,152.92,181.67,254.4,232.53,112.44,193.89,117.96,187.43,230.48,199.75,177.85,172.17,127.94,218.3,131.8,226.39,216.29,248.08,113.02,261.84,210.62,122.35,,,31,965,0,29.31,
09.12.21 13:02:25,28.3,211.95,149.86,180.08,254.05,232.53,111.28,193.24,114.18,183.59,228.77,199.1,172.48,170.28,126.76,217.96,132.99,226.39,215.28,254.75,113.02,238.71,212.62,122.35,,,31,965,0,29.33,
09.12.21 13:02:40,28.55,211.62,148.65,183.59,258.64,231.5,110.42,192.92,112.15,184.23,227.41,199.1,185.51,170.6,125.88,218.3,130.31,227.07,216.29,249.83,113.31,235.95,210.95,120.88,,,31,965,0,29.33,
09.12.21 13:02:55,28.8,211.29,152.31,177.54,255.46,229.79,108.69,190.98,108.4,183.91,226.05,198.12,169.97,169.34,124.7,217.63,129.13,228.77,214.95,251.24,113.02,232.53,210.29,119.71,,,31,965,0,29.35,
09.12.21 13:03:10,29.05,210.95,143.49,176.9,251.59,230.13,107.83,191.95,105.82,182.31,224.02,199.1,168.72,169.97,123.52,219.3,128.24,222,216.62,251.94,113.02,232.87,210.95,117.96,,,31,965,0,29.34,
09.12.21 13:03:25,29.3,210.95,140.17,175.01,251.24,229.45,106.97,190.98,102.1,183.91,223.01,198.77,168.09,169.34,122.64,216.29,129.13,220.65,215.95,250.53,114.76,233.21,211.95,117.38,,,31,965,0,29.34,
09.12.21 13:03:40,29.55,210.62,137.77,173.43,250.53,229.11,105.24,191.3,97.27,181.35,222,197.79,166.84,167.15,122.05,217.63,127.35,219.3,215.62,245.29,113.6,231.5,209.3,116.5,,,31,965,0,29.34,
09.12.21 13:03:55,29.8,210.95,138.37,171.85,250.53,227.41,104.67,190.65,94.45,187.75,220.65,198.44,166.84,167.15,120.88,214.95,121.47,217.29,215.28,242.17,113.6,234.24,208.97,115.34,,,31,965,0,29.35,
09.12.21 13:04:10,30.05,209.96,137.17,170.6,250.88,227.41,103.81,189.36,92.47,179.12,222.67,197.47,166.53,166.53,119.71,216.96,117.38,215.62,216.29,240.78,114.47,233.21,210.62,115.92,,,31,965,0,29.35,
09.12.21 13:04:25,30.3,209.63,137.17,168.72,250.18,226.73,102.67,189.04,89.95,182.31,218.3,198.12,165.59,165.9,117.96,212.95,115.92,214.28,214.95,239.05,113.31,232.18,210.29,113.89,,,31,965,0,29.35,
09.12.21 13:04:40,30.55,209.96,136.57,167.78,250.53,226.05,101.25,188.4,88.55,179.44,217.63,197.79,179.76,164.97,117.67,209.63,114.76,213.28,214.95,237.33,114.47,234.24,210.62,114.18,,,31,965,0,29.35,
09.12.21 13:04:55,30.8,208.97,136.27,166.53,250.53,229.79,99.82,187.75,86.31,178.81,213.95,198.44,163.72,163.72,117.38,208.63,111.28,210.62,217.29,238.02,114.18,233.89,207.97,113.02,,,31,965,0,29.36,
09.12.21 13:05:10,31.05,208.97,138.97,164.66,247.04,225.04,98.12,186.47,83.81,176.59,212.62,197.14,162.79,162.17,116.21,207.64,109.55,210.29,216.29,237.67,115.05,232.87,208.97,113.02,,,31,965,0,29.35,
09.12.21 13:05:25,31.3,208.3,136.57,164.34,246.69,223.35,97.27,184.87,81.59,173.74,211.29,197.14,159.38,161.55,115.92,203.69,105.24,209.3,216.29,237.67,113.6,231.84,208.3,110.71,,,31,965,0,29.36,
09.12.21 13:05:40,31.55,209.3,135.97,163.1,242.86,220.99,96.42,185.51,80.21,170.28,210.62,196.81,159.07,159.38,115.05,200.73,101.82,208.3,215.95,237.33,114.76,233.89,208.97,111,,,31,965,0,29.36,
09.12.21 13:05:55,31.8,206.98,132.69,161.24,241.13,220.65,94.16,184.55,78.28,164.97,209.96,197.14,158.46,159.07,113.89,197.79,98.97,204.34,216.29,236.99,114.76,248.43,207.31,109.84,,,31,965,0,29.38,
09.12.21 13:06:10,32.05,208.3,132.69,160.93,240.09,219.98,93.6,183.91,77.73,162.79,208.63,196.16,158.76,156.91,114.76,197.47,97.84,203.03,215.95,239.74,116.5,230.82,223.01,111.28,,,31,965,0,29.38,
09.12.21 13:06:25,32.3,207.97,131.8,159.69,238.71,217.63,91.91,183.27,76.08,162.17,207.64,196.49,157.84,156.91,113.02,196.16,109.55,201.06,216.62,239.05,117.38,231.5,207.97,109.84,,,31,965,0,29.38,
09.12.21 13:06:40,32.55,207.64,134.78,158.76,237.67,216.96,91.07,181.35,73.06,161.55,207.64,197.14,156.91,155.68,111.28,192.92,90.79,199.42,216.29,238.36,119.42,231.16,208.3,108.98,,,31,965,0,29.39,
09.12.21 13:06:55,32.8,207.97,133.88,157.84,236.64,213.28,89.39,180.71,72.51,162.17,207.31,196.81,155.38,153.84,110.13,195.19,88.83,198.77,216.62,236.64,120,228.09,207.97,109.55,,,31,965,0,29.39,
09.12.21 13:07:10,33.05,207.64,129.42,156.91,233.89,211.95,87.43,180.08,70.33,162.17,207.97,196.49,155.38,152,107.54,195.51,87.71,196.49,216.62,236.64,120.59,228.09,206.65,109.55,,,31,965,0,29.39,
