Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,C6,D6,,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
09.12.21 12:04:49,30.55,245.51,39.45,223.74,151.67,256.81,87.71,171.22,120.65,105.42,66.79,127.08,38.29,152.67,49.92,179.79,67.39,139.44,157.35,72.8,112.68,96.98,213.6,146.03,,,27,965,0,28.4,
09.12.21 12:05:04,30.8,245.89,39.45,223.37,150.34,257.19,86.48,172.24,120.33,102.6,66.49,126.75,38.29,150.67,49.63,180.48,65.6,138.13,156.01,71.59,111.73,95.74,213.24,146.03,,,27,965,0,28.4,
09.12.21 12:05:19,31.05,245.51,40.03,223.37,148.68,257.19,85.87,172.58,119.37,101.97,65.9,125.46,38,149.01,48.75,179.79,63.81,137.15,154,70.09,111.41,95.12,212.52,148.01,,,27,965,0,28.39,
09.12.21 12:05:34,31.3,245.14,39.45,223.37,146.36,256.81,84.95,171.22,118.73,97.29,64.7,125.46,38.58,147.02,48.46,178.41,61.72,136.5,152.33,69.49,110.15,93.57,211.45,148.34,,,27,965,0,28.38,
09.12.21 12:05:49,31.55,245.51,39.45,222.28,144.71,256.05,85.87,170.88,117.45,97.6,63.81,124.5,38,144.38,47.29,178.07,59.35,135.52,151,68.89,108.88,92.64,210.37,144.71,,,27,965,0,28.36,
09.12.21 12:06:04,31.8,245.14,39.16,221.19,144.05,256.05,84.34,169.85,116.49,97.6,63.21,124.18,38,142.73,47,177.73,57.57,134.21,149.34,67.09,107.94,91.41,209.3,143.39,,,27,965,0,28.36,
09.12.21 12:06:19,32.05,245.14,40.03,222.28,143.06,256.43,84.65,169.51,116.17,94.81,62.91,123.53,38,141.41,47.29,177.73,55.8,133.56,148.34,66.79,107.31,90.48,207.51,143.06,,,27,965,0,28.35,
09.12.21 12:06:34,32.3,245.51,39.74,221.19,141.08,255.67,84.03,167.81,114.58,94.19,61.72,123.21,37.72,138.79,46.41,177.04,54.33,132.26,147.02,65,106.05,89.56,205.73,142.07,,,27,965,0,28.35,
09.12.21 12:06:49,32.55,245.14,39.45,220.46,139.77,254.92,83.12,168.49,113.63,95.12,60.83,121.29,38,139.44,45.83,176.7,52.56,130.96,145.04,65,107.62,88.02,203.59,141.41,,,27,965,0,28.33,
09.12.21 12:07:04,32.8,245.14,39.16,220.1,139.11,255.67,81.9,169.17,112.68,95.43,59.94,121.29,38,136.82,46.12,175.67,51.39,129.99,143.72,64.11,103.85,87.41,202.88,140.75,,,27,965,0,28.33,
09.12.21 12:07:19,33.05,244.76,39.74,219.74,138.46,254.54,81.9,165.44,111.41,92.95,59.05,120.33,37.43,135.19,46.41,175.67,49.63,129.02,142.07,63.51,102.28,86.79,201.82,140.43,,,27,965,0,28.33,
09.12.21 12:07:34,33.3,244.76,39.45,219.01,137.15,254.92,80.37,164.08,110.46,95.74,59.94,119.05,38,133.89,46.41,174.98,48.46,127.72,140.75,62.62,102.28,85.87,200.76,139.44,,,27,965,0,28.32,
09.12.21 12:07:49,33.55,244.76,38.87,218.29,135.52,254.16,79.76,160.71,108.88,92.03,59.05,118.41,37.43,131.93,46.12,174.29,47,126.11,138.46,61.72,100.1,85.56,199.34,138.13,,,27,965,0,28.3,
09.12.21 12:08:04,33.8,244.39,39.16,218.29,135.19,254.54,80.07,155.67,107.94,91.72,58.16,117.77,38,131.61,46.41,174.29,45.54,125.46,137.8,58.76,101.03,84.95,197.22,137.48,,,27,965,0,28.29,
09.12.21 12:08:20,34.07,244.02,38.87,218.29,133.24,253.78,79.46,154.67,107.31,91.1,57.57,116.81,38,129.66,46.41,173.61,44.09,124.5,136.17,58.46,98.23,84.65,195.46,137.15,,,27,965,0,28.28,
09.12.21 12:08:35,34.32,243.27,38.58,217.21,130.96,253.4,79.16,153,104.79,91.72,56.1,115.54,37.43,127.72,45.54,172.58,42.34,122.89,134.21,57.28,96.67,83.42,193.01,136.5,,,27,965,0,28.28,
09.12.21 12:08:50,34.57,244.02,39.16,217.57,130.31,253.78,79.46,154.34,104.79,92.33,56.1,114.58,37.72,125.46,46.12,172.93,42.05,121.93,133.24,58.46,96.05,83.73,191.26,135.84,,,27,965,0,28.26,
09.12.21 12:09:05,34.82,242.9,38.58,216.85,128.69,253.03,77.34,152.33,102.28,88.94,54.62,113.31,37.14,122.89,45.54,171.56,40.61,120.33,130.64,57.87,94.19,82.2,188.46,134.54,,,27,965,0,28.26,
