Measurement Name :,Plate1_20211206_27C_PR,,Generated On :,"06/12/2021, 10:25:54",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
06.12.21 09:50:58,2.6,104.65,192.04,158.15,174.14,145.35,135,135.28,116.14,143.66,146.47,208.88,105.45,166.82,123.18,128.93,134.45,136.39,128.11,142.81,183.33,139.18,95.19,113.18,163.92,,27,965,34,26.83,965D6-(E1);
06.12.21 09:51:13,2.85,103.07,202.4,165.08,183.92,150.72,128.65,140.01,108.9,144.5,145.91,195.37,102.28,166.24,131.13,128.38,121.28,124,128.65,139.46,200.56,147.32,88.7,126.46,152.71,,27,965,34,26.88,965D6-(E1);
06.12.21 09:51:28,3.1,105.18,200.25,164.5,180.65,154.71,146.76,136.11,103.07,147.04,148.45,212.29,94.67,172.67,122.91,122.91,115.6,135.84,120.19,125.91,191.13,127.56,94.93,125.37,153.57,,27,965,34,26.9,965D6-(E1);
06.12.21 09:51:43,3.35,109.17,203.01,162.18,180.35,151.29,134.45,136.39,111.84,148.17,145.63,203.93,107.84,160.16,135.56,130.86,127.01,128.38,132.79,135.28,199.64,130.03,96.24,119.38,162.47,,27,965,34,26.93,965D6-(E1);
06.12.21 09:51:58,3.6,89.74,201.48,171.5,180.94,153.28,135,134.17,110.24,148.45,138.9,184.82,101.49,162.18,130.3,120.74,104.92,133.34,131.96,132.51,200.86,122.64,93.11,121.01,143.94,,27,965,34,26.96,965D6-(E1);
06.12.21 09:52:13,3.85,109.97,195.37,154.71,177.68,154.99,141.13,150.15,124.55,143.1,147.32,199.03,109.44,170.91,132.23,124.82,115.6,144.22,127.28,136.11,189.32,140.29,102.01,119.92,156.71,,27,965,34,27,965D6-(E1);
06.12.21 09:52:28,4.1,111.58,201.17,158.15,183.33,146.76,154.99,149.02,125.37,152.14,138.06,197.5,110.24,178.27,141.69,124.55,125.64,135,140.57,138.62,198.11,122.1,97.02,127.28,168.57,,27,965,34,27.01,965D6-(E1);
06.12.21 09:52:43,4.35,101.75,210.74,172.67,174.73,148.45,143.1,147.89,130.3,149.02,160.74,210.43,113.99,175.02,145.63,132.23,124.27,150.15,149.58,144.22,206.09,124.27,104.39,128.93,168.86,,27,965,34,27.04,965D6-(E1);
06.12.21 09:52:58,4.6,112.65,206.4,161.03,182.13,154.71,138.9,155.85,132.79,149.58,144.22,209.5,112.38,177.98,147.89,132.51,120.19,144.78,142.25,146.47,212.29,131.96,106.51,122.64,154.14,,27,965,34,27.08,
06.12.21 09:53:13,4.85,100.7,203.01,149.3,172.38,154.71,140.85,147.32,133.89,146.47,163.05,209.19,106.51,172.96,148.45,116.68,126.73,147.04,151.86,125.91,195.67,131.96,101.49,125.09,140.57,,27,965,34,27.11,965D6-(E1);
06.12.21 09:53:28,5.1,112.11,211.36,180.94,196.89,167.11,161.6,148.17,148.17,160.16,159.87,197.5,126.46,174.73,158.72,145.35,130.58,153.85,174.73,146.19,206.71,138.06,107.31,134.73,162.18,,27,965,34,27.14,965D6-(E1);
06.12.21 09:53:43,5.35,100.96,188.72,162.47,176.79,152.43,136.39,155.28,135,150.44,135.28,210.43,113.18,171.5,152.14,130.58,115.6,146.19,156.14,125.64,197.81,131.96,96.5,129.2,155.57,,27,965,34,27.16,965D6-(E1);
06.12.21 09:53:58,5.6,105.45,194.16,163.63,173.55,157.57,151.86,138.62,155.28,143.94,134.17,208.26,120.47,163.34,157,122.37,138.9,155.85,155.57,135.84,196.59,122.64,102.01,126.19,143.94,,27,965,34,27.21,965D6-(E1);
06.12.21 09:54:13,5.85,118.3,205.78,185.12,188.72,160.74,146.19,159.01,136.39,154.71,146.47,225.83,122.1,170.62,171.2,145.06,135,166.53,166.53,145.35,195.37,141.69,108.64,123.73,171.79,,27,965,34,27.26,965D6-(E1);
06.12.21 09:54:29,6.12,105.18,202.7,165.66,175.02,148.45,161.6,152.14,131.68,147.32,136.67,211.05,115.6,168.57,161.03,131.41,121.01,147.04,172.38,140.29,195.37,124.27,97.02,118.03,175.61,,27,965,34,27.29,965D6-(E1);
06.12.21 09:54:44,6.37,108.37,206.09,167.7,184.82,160.45,157.57,163.92,151.29,153.28,159.59,211.67,129.2,185.72,169.15,133.89,131.68,151,184.82,148.17,211.36,124.55,118.57,132.23,156.71,,27,965,34,27.33,965D6-(E1);
06.12.21 09:54:59,6.62,118.57,203.01,173.55,178.27,170.91,158.72,156.71,157.57,167.7,142.81,201.17,127.83,177.98,172.08,129.75,128.65,155.85,185.42,163.05,196.28,129.2,108.9,135.56,175.91,,27,965,34,27.36,965D6-(E1);
06.12.21 09:55:14,6.87,110.51,191.43,167.4,175.61,162.18,159.59,144.78,148.45,153,144.22,197.81,120.47,182.73,168.28,143.38,120.74,154.99,177.98,133.34,196.28,118.84,103.86,124.55,163.05,,27,965,34,27.38,965D6-(E1);
06.12.21 09:55:29,7.12,113.45,196.59,176.5,180.65,157,140.85,157.29,150.44,151,146.76,204.24,128.93,174.43,163.05,137.22,131.13,147.89,188.42,141.13,216.99,116.95,111.84,127.56,160.16,,27,965,34,27.4,965D6-(E1);
06.12.21 09:55:44,7.37,115.06,206.4,172.38,177.98,161.6,145.91,152.71,151,150.44,150.15,203.63,129.75,171.79,162.47,126.73,111.58,163.05,176.2,140.29,207.64,128.93,106.51,124.27,151.86,,27,965,34,27.41,965D6-(E1);
06.12.21 09:55:59,7.62,117.49,211.05,178.57,175.32,173.84,142.81,157.29,169.74,150.72,154.99,210.74,130.58,191.13,166.82,130.86,141.69,148.73,181.24,145.35,199.03,121.28,103.07,128.38,154.42,,27,965,34,27.41,965D6-(E1);
06.12.21 09:56:14,7.87,121.28,198.72,170.03,193.55,168.57,154.14,159.87,173.84,152.43,159.59,222.66,137.78,185.12,167.11,127.83,133.89,165.08,189.32,145.91,198.72,115.6,121.28,127.56,189.02,,27,965,34,27.43,965D6-(E1);
06.12.21 09:56:29,8.12,112.38,183.03,176.5,181.54,155.28,154.42,147.6,162.76,154.42,133.89,194.16,131.68,181.24,154.42,135,139.73,157.86,190.83,150.72,200.86,118.03,108.11,122.64,186.62,,27,965,34,27.47,965D6-(E1);
06.12.21 09:56:44,8.37,109.44,194.46,184.52,176.2,155.57,153.28,144.78,163.34,143.94,158.15,198.11,128.65,182.13,161.31,137.78,133.34,159.87,191.43,141.41,193.55,113.45,112.65,115.06,178.27,,27,965,34,27.49,965D6-(E1);
06.12.21 09:56:59,8.62,120.19,215.73,178.27,197.2,161.03,163.05,175.61,167.11,152.43,141.97,224.24,137.22,195.07,172.96,145.63,137.78,156.14,198.72,148.17,198.42,119.92,114.53,136.11,211.67,,27,965,34,27.51,965D6-(E1);
06.12.21 09:57:14,8.87,119.11,208.26,175.32,178.86,165.66,187.82,154.14,171.5,154.71,134.45,202.7,128.65,186.32,168.28,149.87,119.38,163.63,205.17,151.57,192.94,110.24,113.72,127.01,188.42,,27,965,34,27.51,965D6-(E1);
06.12.21 09:57:29,9.12,124,199.03,164.5,172.67,165.37,159.01,161.03,171.2,154.42,145.06,193.85,138.9,176.2,168.28,136.39,146.47,164.21,192.04,140.85,194.16,121.82,109.44,129.48,193.85,,27,965,34,27.53,965D6-(E1);
06.12.21 09:57:45,9.38,131.68,209.5,181.84,183.62,169.15,174.14,163.63,168.86,157.86,144.22,211.98,143.94,174.43,175.32,144.22,139.46,166.53,201.48,143.38,206.4,114.53,109.17,128.93,203.32,,27,965,34,27.54,
06.12.21 09:58:00,9.63,121.55,197.81,171.5,183.03,156.43,172.08,168.86,165.08,155.57,147.32,204.55,137.78,173.55,176.79,145.91,141.97,175.61,190.83,150.15,204.55,118.84,123.46,119.38,185.42,,27,965,34,27.55,965D6-(E1);
06.12.21 09:58:15,9.88,119.92,204.86,170.03,174.14,151.57,170.32,170.03,173.55,145.91,139.46,208.88,139.46,178.57,168.57,146.19,129.75,164.5,221.08,141.69,207.64,108.11,115.87,131.13,166.53,,27,965,34,27.58,965D6-(E1);
06.12.21 09:58:30,10.13,119.11,191.43,178.57,179.16,160.16,167.99,159.59,171.79,153,140.29,183.33,147.89,191.43,167.7,146.76,138.06,175.32,192.34,147.89,199.03,115.06,123.18,127.01,162.76,,27,965,34,27.6,
06.12.21 09:58:45,10.38,128.65,192.34,172.96,179.46,157,177.68,166.53,196.59,159.87,150.15,205.47,145.06,193.25,174.43,146.19,145.06,172.08,203.93,147.32,188.42,108.37,130.58,127.56,163.63,,27,965,34,27.61,965D6-(E1);
06.12.21 09:59:00,10.63,126.73,194.16,185.12,177.98,172.08,175.91,185.42,172.67,163.92,147.6,216.36,154.71,196.89,175.32,151.86,136.95,184.22,199.94,151.29,206.71,110.77,130.86,140.01,192.64,,27,965,34,27.64,965D6-(E1);
06.12.21 09:59:15,10.88,117.76,200.56,170.62,168.57,159.59,169.74,182.73,167.4,157.29,147.89,200.56,138.34,189.02,171.5,135.28,144.22,175.61,202.7,143.66,198.11,113.18,131.41,140.29,182.73,,27,965,34,27.65,965D6-(E1);
06.12.21 09:59:30,11.13,129.48,192.34,185.12,172.96,170.91,185.72,170.62,174.73,157.57,145.06,207.95,140.01,187.82,170.03,147.32,130.86,169.74,212.92,147.6,183.92,103.86,125.91,135.56,198.11,,27,965,34,27.65,965D6-(E1);
06.12.21 09:59:45,11.38,128.11,184.22,163.92,179.16,163.34,175.91,169.74,180.05,163.63,138.34,190.53,145.35,191.43,177.09,149.58,141.69,188.42,214.48,143.1,197.81,104.92,126.46,143.38,191.43,,27,965,34,27.68,965D6-(E1);
06.12.21 10:00:00,11.63,124.27,196.59,172.67,161.31,152.14,187.52,183.62,192.94,154.71,146.76,198.42,143.66,187.82,175.91,149.58,128.38,185.42,222.03,160.16,189.92,100.7,123.18,134.17,176.79,,27,965,34,27.68,965D6-(E1);
06.12.21 10:00:15,11.88,137.5,195.98,189.92,199.64,173.84,203.32,193.25,186.92,163.92,143.94,204.24,153.85,182.13,186.62,161.6,151.29,194.16,231.58,149.58,184.22,106.25,135.56,141.69,197.5,,27,965,34,27.69,965D6-(E1);
06.12.21 10:00:30,12.13,126.19,189.92,163.92,153.85,160.45,177.98,173.55,188.12,151.29,139.18,189.02,142.81,167.99,159.3,129.48,133.89,185.12,205.78,141.13,180.94,96.76,128.93,132.51,191.73,,27,965,34,27.72,965D6-(E1);
06.12.21 10:00:45,12.38,133.06,201.48,165.08,175.02,169.45,182.13,192.04,199.33,162.47,145.63,194.76,159.87,197.2,175.61,161.89,136.39,202.7,229.66,157.57,204.55,102.54,128.38,135.56,195.98,,27,965,34,27.72,965D6-(E1);
06.12.21 10:01:00,12.63,136.11,201.48,184.82,177.98,168.57,192.34,186.32,193.85,161.89,145.06,203.93,155.28,177.98,179.46,164.79,148.73,195.67,234.47,139.46,209.19,107.57,139.46,140.29,194.46,,27,965,34,27.74,965D6-(E1);
06.12.21 10:01:15,12.88,141.13,217.93,185.72,176.79,163.34,201.78,193.55,198.72,170.91,144.5,199.33,158.15,193.85,180.94,169.74,118.03,198.42,230.94,169.45,212.29,108.64,147.32,148.17,198.42,,27,965,34,27.75,965D6-(E1);
06.12.21 10:01:30,13.13,141.13,191.73,199.94,173.84,173.55,184.52,186.02,194.46,170.03,138.62,201.48,157,188.12,177.09,159.87,118.3,182.43,223.93,152.43,198.72,88.44,140.29,147.6,180.35,,27,965,34,27.76,965D6-(E1);
06.12.21 10:01:45,13.38,136.11,206.71,186.32,191.73,177.98,187.82,185.72,183.92,176.2,143.94,204.55,161.31,194.76,181.24,161.89,133.34,194.46,254.74,154.14,211.98,103.86,135.56,158.43,179.46,,27,965,34,27.79,965D6-(E1);
06.12.21 10:02:00,13.63,136.11,199.64,193.85,171.79,164.5,192.04,192.64,191.73,167.99,126.73,191.13,158.15,192.34,179.16,151.57,146.19,178.86,231.58,152.71,205.47,90.77,138.06,158.43,186.62,,27,965,34,27.79,965D6-(E1);
06.12.21 10:02:15,13.88,137.22,199.03,189.02,158.15,163.34,186.92,186.02,200.25,161.6,138.34,183.33,145.91,180.35,171.79,159.59,132.79,184.52,241.92,152.43,193.25,91.03,131.41,153.85,179.46,,27,965,34,27.8,965D6-(E1);
06.12.21 10:02:30,14.13,138.06,204.55,189.02,166.53,180.05,197.2,192.64,187.22,175.32,132.23,207.33,159.3,188.12,173.84,159.59,137.78,194.16,227.1,165.37,194.76,93.63,131.41,158.72,185.12,,27,965,34,27.83,965D6-(E1);
06.12.21 10:02:45,14.38,141.69,196.59,200.86,181.24,185.12,195.98,203.01,206.09,179.16,148.73,199.64,156.43,192.64,182.73,171.5,138.9,206.09,248.46,156.43,186.02,91.81,121.28,165.08,177.09,,27,965,34,27.85,965D6-(E1);
06.12.21 10:03:00,14.63,148.45,200.25,193.25,185.42,183.33,202.7,206.71,207.95,191.73,154.99,207.02,165.08,203.32,183.92,161.6,150.15,208.88,256.4,159.87,198.72,87.67,139.46,162.18,198.42,,27,965,34,27.86,965D6-(E1);
06.12.21 10:03:15,14.88,140.01,186.92,206.71,179.46,170.32,206.71,199.33,193.25,168.28,138.9,207.02,151.57,191.13,177.98,180.05,132.79,191.43,245.84,156.71,189.62,87.93,142.25,166.82,186.62,,27,965,34,27.89,
06.12.21 10:03:30,15.13,141.69,190.53,219.82,169.45,174.14,194.46,200.56,186.02,177.98,140.01,202.09,169.15,194.16,180.65,167.11,135,203.93,249.78,166.24,187.22,89.74,139.73,161.03,173.84,,27,965,34,27.9,965D6-(E1);
06.12.21 10:03:45,15.38,137.5,188.12,199.94,172.67,188.12,208.88,205.47,197.81,184.22,146.76,192.04,163.92,205.47,187.22,170.91,168.57,196.28,253.41,171.5,189.32,102.8,150.15,177.38,197.2,,27,965,34,27.91,
06.12.21 10:04:00,15.63,139.73,188.42,194.16,183.03,172.67,207.33,208.88,195.98,172.38,145.06,212.61,158.72,189.62,185.42,156.43,122.91,211.67,257.4,169.45,186.62,93.89,125.09,164.79,200.86,,27,965,34,27.94,
06.12.21 10:04:15,15.88,137.5,197.2,205.78,165.95,177.38,205.78,207.64,178.57,178.57,135,192.34,168.57,191.73,176.2,156.43,148.45,201.17,247.48,161.03,177.38,89.99,133.62,170.62,193.55,,27,965,34,27.97,
06.12.21 10:04:30,16.13,140.57,193.55,195.67,177.68,174.73,207.95,216.99,187.82,177.09,134.45,206.71,165.37,189.62,183.62,161.31,140.57,193.25,248.79,165.95,189.02,93.11,132.23,170.32,193.25,,27,965,34,27.97,
06.12.21 10:04:45,16.38,148.73,194.16,208.88,189.02,188.12,204.24,213.54,200.86,174.14,143.38,185.12,172.08,186.32,182.13,169.74,137.78,193.25,237.38,167.11,202.09,83.04,134.45,158.15,173.26,,27,965,34,28.01,965D6-(E1);
06.12.21 10:05:00,16.63,149.58,201.48,201.78,173.55,181.54,203.32,195.37,190.53,170.03,134.73,188.12,152.71,185.72,176.79,157.29,135.84,190.83,234.15,169.15,196.89,85.87,128.65,162.76,181.24,,27,965,34,28.01,
06.12.21 10:05:15,16.88,161.6,203.93,208.57,159.87,174.14,206.71,207.95,187.52,176.2,125.37,195.67,165.95,198.42,185.42,171.5,150.15,202.09,231.58,184.22,198.42,93.63,125.91,175.32,204.55,,27,965,34,28.01,965D6-(E1);
06.12.21 10:05:30,17.13,152.14,198.42,198.42,187.52,199.03,211.05,222.97,203.93,198.11,139.73,197.2,169.74,201.78,190.83,175.02,156.43,216.36,235.44,183.62,201.78,97.55,136.39,178.57,199.94,,27,965,34,28.03,965D6-(E1);
06.12.21 10:05:45,17.38,151.86,199.94,211.05,186.92,195.37,228.7,222.34,190.83,196.59,140.01,201.17,170.91,197.81,188.42,173.55,159.87,209.19,237.38,188.42,197.81,93.89,130.86,184.82,201.78,,27,965,34,28.04,965D6-(E1);
06.12.21 10:06:00,17.63,138.9,203.93,197.5,162.18,188.12,213.85,220.45,199.33,190.83,127.83,194.46,164.5,188.12,190.53,172.08,151.57,215.42,237.38,192.64,203.93,84.84,132.23,178.86,214.79,,27,965,34,28.04,965D6-(E1);
06.12.21 10:06:15,17.88,147.32,186.02,208.88,171.5,190.83,203.01,211.98,194.46,189.02,135,187.82,166.24,191.13,189.62,165.37,157.57,203.63,232.86,180.05,191.73,88.44,118.84,177.68,197.5,,27,965,34,28.05,965D6-(E1);
06.12.21 10:06:30,18.13,148.73,203.93,194.16,167.7,177.68,210.74,217.3,203.32,191.73,140.01,194.16,171.5,193.25,191.73,172.38,156.43,199.64,242.25,183.03,185.42,93.89,127.01,178.57,189.02,,27,965,34,28.05,965D6-(E1);
06.12.21 10:06:45,18.38,149.02,193.85,207.95,194.16,191.13,220.13,222.34,197.5,191.13,138.62,190.83,168.86,206.4,195.37,172.08,157,205.17,235.76,185.12,184.82,86.64,128.38,172.67,195.07,,27,965,34,28.07,965D6-(E1);
06.12.21 10:07:00,18.63,146.19,200.25,194.16,171.2,192.94,216.36,235.76,207.33,191.43,134.73,193.55,168.28,194.76,197.2,170.91,155.28,206.09,232.22,192.34,199.94,79.72,134.73,177.98,204.24,,27,965,34,28.08,965D6-(E1);
06.12.21 10:07:15,18.88,152.14,207.02,201.78,180.94,192.04,220.76,226.79,205.47,194.76,142.25,187.22,177.38,209.81,196.89,178.86,159.59,204.24,238.02,194.16,197.5,87.93,130.03,182.43,200.25,,27,965,34,28.08,965D6-(E1);
06.12.21 10:07:30,19.13,147.04,197.81,212.92,143.1,190.53,224.56,232.86,210.12,197.5,146.76,205.17,177.98,210.12,203.01,180.05,167.4,217.93,246.82,192.64,196.89,89.74,135,183.92,199.03,,27,965,34,28.1,965D6-(E1);
06.12.21 10:07:45,19.38,157,199.94,206.4,178.86,192.04,216.04,235.44,207.95,195.98,137.5,192.94,176.5,204.86,190.22,168.28,155.57,211.05,245.51,201.78,205.17,88.18,125.64,183.62,202.4,,27,965,34,28.11,965D6-(E1);
06.12.21 10:08:00,19.63,142.25,199.03,203.63,165.66,192.64,214.48,233.51,200.56,184.82,132.23,189.32,163.05,192.04,192.04,165.37,155.57,211.98,235.44,190.22,195.07,87.15,134.17,181.54,206.71,,27,965,34,28.11,965D6-(E1);
06.12.21 10:08:15,19.88,170.62,195.37,213.85,189.02,192.34,218.56,235.12,199.94,193.55,143.1,192.34,172.67,203.93,197.5,170.62,158.15,209.81,236.73,193.25,196.89,96.76,132.79,190.83,202.4,,27,965,34,28.13,965D6-(E1);
06.12.21 10:08:30,20.13,159.3,192.34,215.42,189.62,201.17,222.03,238.02,206.71,194.46,147.04,191.73,167.99,200.86,193.55,160.45,172.08,205.78,241.27,192.94,189.02,86.64,133.62,186.62,202.7,,27,965,34,28.14,965D6-(E1);
06.12.21 10:08:45,20.38,158.15,198.11,221.71,173.26,193.55,222.97,243.88,206.71,195.67,142.53,194.76,163.05,206.71,203.32,172.96,165.37,216.67,247.15,196.59,193.85,86.9,135.84,190.22,201.17,,27,965,34,28.15,965D6-(E1);
06.12.21 10:09:00,20.63,165.37,197.2,224.88,158.43,197.2,226.79,248.14,195.98,203.63,134.45,188.72,179.46,199.33,203.93,170.03,154.14,218.56,248.79,205.78,215.11,83.55,139.18,188.42,213.54,,27,965,34,28.15,965D6-(E1);
06.12.21 10:09:15,20.88,165.95,203.93,221.71,166.24,207.33,222.66,241.92,208.88,199.33,140.57,195.07,178.86,209.19,200.56,168.86,165.37,212.92,248.14,204.24,188.72,87.41,128.11,190.53,207.64,,27,965,34,28.15,965D6-(E1);
06.12.21 10:09:30,21.13,170.62,188.72,217.3,165.95,206.4,233.51,238.35,204.86,200.25,140.01,195.07,173.26,197.5,202.4,169.45,173.55,208.88,244.53,211.67,194.16,90.77,136.67,196.89,202.7,,27,965,34,28.16,965D6-(E1);
06.12.21 10:09:45,21.38,178.86,185.42,214.48,155.57,198.72,228.38,242.25,194.76,202.4,137.78,188.42,172.38,203.93,203.01,167.11,161.6,207.95,243.55,212.61,205.17,83.81,139.18,195.07,212.92,,27,965,34,28.16,965D6-(E1);
06.12.21 10:10:00,21.63,175.61,199.64,217.61,159.01,206.09,225.51,241.92,210.74,199.94,139.18,182.13,170.62,205.47,205.78,163.63,164.21,205.17,251.76,203.63,192.04,81.51,134.73,186.62,187.52,,27,965,34,28.18,965D6-(E1);
06.12.21 10:10:15,21.88,186.32,206.09,232.54,192.34,207.95,233.51,238.35,212.29,209.19,143.94,205.78,177.09,222.03,209.81,176.2,177.68,215.11,251.43,210.43,183.62,96.24,143.94,196.28,201.48,,27,965,34,28.19,965D6-(E1);
06.12.21 10:10:30,22.13,172.08,189.02,221.71,170.62,195.07,236.73,234.79,211.67,199.64,136.11,183.33,205.17,208.88,203.93,176.5,178.27,223.93,248.14,209.19,199.33,81.51,132.23,186.32,204.55,,27,965,34,28.19,965D6-(E1);
06.12.21 10:10:45,22.38,175.02,196.59,221.08,175.61,210.43,233.83,238.67,210.12,195.98,149.3,189.62,179.46,209.19,207.02,171.5,162.18,219.5,244.53,196.89,181.54,90.25,143.1,180.94,186.62,,27,965,34,28.18,
06.12.21 10:11:00,22.63,176.79,195.98,222.97,177.09,210.12,234.79,237.7,207.02,196.89,150.15,189.92,179.75,210.12,206.4,170.91,162.76,219.82,244.53,196.28,181.54,90.25,142.81,181.24,186.02,,27,965,34,28.16,
06.12.21 10:11:15,22.88,178.27,196.28,222.34,177.38,208.88,235.12,236.73,207.33,196.89,150.72,189.32,178.27,211.05,203.01,170.03,163.63,217.93,242.57,196.28,180.94,90.51,142.25,181.54,185.72,,27,965,34,28.11,
06.12.21 10:11:30,23.13,180.05,195.37,221.39,175.02,208.26,235.44,234.47,201.48,197.2,153.28,188.42,176.79,213.23,200.86,169.15,163.34,216.99,242.25,195.98,180.35,90.25,141.69,181.54,184.52,,27,965,34,28.1,
06.12.21 10:11:45,23.38,180.94,195.07,222.34,176.2,207.33,235.12,235.76,196.59,197.2,156.71,188.42,175.02,216.36,199.64,167.7,163.05,215.73,241.27,194.76,180.05,90.51,141.97,181.24,184.82,,27,965,34,28.07,
06.12.21 10:12:00,23.63,182.73,194.46,222.03,176.79,206.4,236.41,232.54,193.25,196.59,159.3,188.12,173.26,218.56,197.81,166.82,162.47,215.11,239.97,194.46,179.75,91.03,141.69,181.84,182.13,,27,965,34,28.04,
06.12.21 10:12:15,23.88,182.73,193.55,221.71,176.79,208.57,235.76,231.58,189.32,196.28,160.74,187.52,170.03,219.5,193.55,166.24,161.03,212.29,238.35,192.34,179.16,91.29,140.57,181.54,180.35,,27,965,34,28.01,
06.12.21 10:12:30,24.13,183.62,193.55,222.34,176.2,209.5,235.76,228.7,185.72,195.98,162.47,187.52,167.7,221.08,188.42,165.37,160.16,211.05,236.41,192.04,179.16,92.33,140.01,181.84,179.75,,27,965,34,28,
06.12.21 10:12:45,24.38,183.33,192.64,221.39,176.5,203.32,234.15,231.58,183.92,194.46,164.79,186.62,164.79,221.08,181.84,163.05,158.15,208.26,233.83,191.43,178.57,92.85,139.18,181.54,177.98,,27,965,34,27.97,
