Measurement Name :,Plate2_20211207_PR_34C,,Generated On :,"07/12/2021, 10:40:10",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
07.12.21 10:24:40,24.3,246.62,201.95,242.02,192.45,192.45,168.15,260.09,218.17,223.97,235.46,198.24,161.2,159.47,205.42,255.96,238.87,219.82,184.14,270.86,199.29,235.18,221.48,216.26,,,34,965,34,34.31,
07.12.21 10:24:55,24.55,246.62,200.36,240.87,192.45,192.19,167.9,258.9,217.9,223.41,234.9,197.97,160.95,159.23,205.69,255.66,237.16,218.45,183.88,269.95,197.71,234.33,219.27,216.53,,,34,965,34,34.28,
07.12.21 10:25:10,24.8,246.34,199.82,239.73,191.92,192.71,167.4,256.84,215.98,224.25,233.48,196.12,160.7,158.98,203.28,255.37,236.31,216.53,183.62,268.15,197.71,233.48,219.27,216.8,,,34,965,34,34.28,
07.12.21 10:25:25,25.05,245.18,200.36,238.59,191.92,193.76,166.9,255.66,214.89,223.69,232.07,195.07,160.7,158.49,201.95,253.9,233.76,215.44,183.88,266.95,196.91,233.2,219.27,216.26,,,34,965,34,34.25,
07.12.21 10:25:40,25.3,245.18,201.42,238.87,191.92,192.97,167.15,253.32,216.53,223.14,232.07,194.28,160.21,158.49,200.89,249.52,232.07,214.89,184.14,266.05,197.97,232.92,219.55,217.35,,,34,965,34,34.24,
07.12.21 10:25:55,25.55,244.03,200.62,238.87,190.62,193.23,166.16,250.98,214.34,223.69,230.95,193.5,160.46,157.75,199.29,248.36,231.23,213.8,183.88,263.95,196.39,232.07,219.82,216.53,,,34,965,34,34.24,
07.12.21 10:26:10,25.8,244.03,202.48,237.45,190.36,192.45,165.41,248.36,214.62,222.58,230.11,191.66,159.47,157.26,197.97,244.6,228.42,212.98,183.62,261.87,196.91,232.92,218.72,217.08,,,34,965,34,34.23,
07.12.21 10:26:25,26.05,243.74,200.62,237.73,190.88,193.5,165.66,246.91,215.44,222.03,230.39,190.62,159.72,157.51,196.12,243.17,227.03,213.26,183.37,260.68,197.44,232.07,220.92,217.08,,,34,965,34,34.21,
07.12.21 10:26:40,26.3,242.88,200.36,236.31,190.88,193.5,164.41,244.6,207.84,221.2,229.26,189.06,159.47,157.02,193.5,239.73,225.36,212.17,183.37,259.5,196.39,231.23,218.45,217.62,,,34,965,34,34.2,
07.12.21 10:26:55,26.55,242.3,200.36,241.73,189.84,193.76,164.41,242.3,204.89,221.48,229.54,187.76,159.47,156.77,192.97,236.88,224.25,211.08,183.62,257.43,195.07,228.7,215.98,216.8,,,34,965,34,34.19,
07.12.21 10:27:10,26.8,242.3,200.89,241.44,189.84,194.02,163.92,240.01,204.35,220.65,228.7,186.98,158.74,156.04,191.92,234.61,222.31,210,183.11,256.25,194.28,227.59,219,217.08,,,34,965,34,34.17,
07.12.21 10:27:25,27.05,242.3,200.62,237.73,190.1,194.55,164.17,238.59,203.82,220.92,228.7,186.46,158.98,156.04,191.4,232.64,220.65,209.73,183.37,257.43,194.02,227.31,215.98,217.35,,,34,965,34,34.16,
07.12.21 10:27:40,27.3,241.73,200.09,232.92,189.58,193.5,163.42,236.31,201.69,220.37,228.15,184.65,158.98,155.8,190.62,229.82,218.17,208.11,183.37,258.02,192.71,225.63,212.98,216.8,,,34,965,34,34.16,
07.12.21 10:27:55,27.55,241.44,199.56,241.44,189.06,193.23,163.18,235.18,203.02,219.27,227.87,183.11,158.49,155.07,189.06,228.98,216.53,206.77,182.6,250.98,192.45,224.25,213.8,216.53,,,34,965,34,34.14,
07.12.21 10:28:10,27.8,240.87,199.82,229.54,189.06,193.5,162.93,233.76,199.56,219,227.59,182.6,158.74,155.31,188.54,223.97,214.89,205.96,183.37,248.07,192.71,223.69,213.53,216.53,,,34,965,34,34.13,
07.12.21 10:28:25,28.05,240.59,199.56,225.91,188.8,194.55,162.93,232.64,200.09,217.9,227.59,181.31,158,154.58,188.28,220.1,214.89,204.89,183.37,247.49,191.92,222.58,209.46,215.98,,,34,965,34,34.11,
07.12.21 10:28:40,28.3,240.01,199.82,225.63,188.28,192.45,162.68,230.95,197.97,216.8,226.75,180.54,157.75,154.82,186.98,218.72,210.81,204.09,183.37,246.34,192.97,222.31,208.11,215.16,,,34,965,34,34.1,
07.12.21 10:28:55,28.55,239.44,201.42,226.75,187.24,192.45,162.43,230.39,197.44,215.98,225.36,178.5,157.75,154.09,186.46,212.98,209.19,203.02,183.37,244.89,190.36,221.2,206.77,215.71,,,34,965,34,34.1,
07.12.21 10:29:10,28.8,239.16,198.76,225.08,185.69,194.02,161.69,228.42,195.07,215.71,224.8,177.99,158.25,153.6,184.14,210.81,207.84,201.95,183.11,242.88,190.88,220.65,205.16,213.8,,,34,965,34,34.1,
07.12.21 10:29:25,29.05,238.59,198.76,222.31,184.65,192.97,161.2,227.31,192.71,214.62,223.69,176.72,157.26,153.36,182.6,209.46,206.77,200.89,182.6,240.01,189.84,219.82,203.55,212.17,,,34,965,34,34.09,
07.12.21 10:29:40,29.3,238.59,197.44,215.98,184.14,192.19,160.95,225.91,192.71,213.53,223.14,176.21,156.53,152.87,180.8,208.38,205.42,199.56,183.11,238.02,189.84,220.92,204.35,212.44,,,34,965,34,34.08,
07.12.21 10:29:55,29.55,237.16,196.91,214.34,184.65,192.45,160.7,224.8,194.81,212.17,222.86,175.45,156.77,153.12,181.31,206.77,204.35,198.24,183.11,234.9,189.58,220.37,200.36,211.9,,,34,965,34,34.06,
07.12.21 10:30:10,29.8,238.02,196.65,216.26,183.11,191.4,160.21,222.58,189.06,212.44,221.48,173.93,156.29,151.9,179.52,205.42,203.28,196.65,182.6,233.2,188.02,219.82,198.5,210,,,34,965,34,34.06,
07.12.21 10:30:25,30.05,236.88,197.97,211.9,182.6,191.4,160.21,221.75,188.02,208.65,220.92,172.42,155.8,152.15,178.25,195.33,201.95,195.6,182.6,232.35,187.76,217.35,198.24,210.54,,,34,965,34,34.06,
07.12.21 10:30:40,30.3,236.88,196.91,210.81,182.85,191.4,159.97,220.37,186.98,207.04,220.37,172.42,156.04,151.66,176.97,193.76,201.15,194.55,182.85,231.23,187.5,218.45,197.71,209.73,,,34,965,34,34.03,
07.12.21 10:30:55,30.55,236.88,197.18,209.46,183.11,190.88,159.97,219.27,185.43,203.82,218.72,171.41,156.04,151.42,175.45,190.62,200.89,193.23,182.6,230.11,187.24,216.26,199.03,208.38,,,34,965,34,34.03,
07.12.21 10:31:10,30.8,238.02,195.86,207.84,182.08,190.1,158.49,217.08,183.62,197.97,217.08,169.65,155.31,150.69,172.92,188.28,198.76,191.92,182.08,229.82,186.2,212.71,195.33,207.3,,,34,965,34,34.02,
07.12.21 10:31:25,31.05,242.02,194.55,209.46,181.57,189.84,158.98,215.71,184.14,195.6,216.8,168.9,155.55,150.69,170.91,186.72,197.71,190.62,182.6,228.7,185.69,210.81,194.02,206.77,,,34,965,34,34,
07.12.21 10:31:40,31.3,237.45,194.28,212.98,180.8,194.55,158.49,214.89,182.08,190.62,215.44,167.65,155.31,150.21,168.9,184.65,197.18,189.06,182.34,227.31,185.17,208.38,192.19,205.16,,,34,965,34,33.99,
07.12.21 10:31:55,31.55,232.35,194.28,208.11,180.54,188.8,158.49,212.98,182.34,190.36,213.8,166.4,155.31,149.97,166.16,183.62,196.12,188.28,182.85,225.36,184.4,208.11,190.1,203.82,,,34,965,34,33.99,
07.12.21 10:32:10,31.8,230.39,193.23,211.63,179.27,188.02,157.51,211.9,180.29,186.46,213.26,165.66,154.82,149.49,164.17,181.31,194.02,186.72,182.6,224.8,184.4,207.3,188.8,202.48,,,34,965,34,33.99,
07.12.21 10:32:25,32.05,227.59,192.71,199.29,179.78,187.76,157.26,210.27,179.27,185.69,211.9,163.92,154.58,149.24,160.21,177.99,193.5,185.17,182.6,223.69,183.37,203.55,188.54,200.36,,,34,965,34,33.99,
07.12.21 10:32:40,32.3,227.03,192.19,201.42,179.27,186.2,156.29,209.46,179.78,182.6,211.35,163.18,154.58,149.24,158,176.97,192.45,184.14,182.6,224.25,181.83,203.28,184.65,199.03,,,34,965,34,33.96,
07.12.21 10:32:55,32.55,226.19,191.66,193.23,177.99,185.17,156.77,208.11,177.23,180.29,210.54,161.44,154.09,148.76,156.04,174.19,191.92,182.85,182.34,222.58,180.8,201.15,179.78,196.65,,,34,965,34,33.96,
07.12.21 10:33:10,32.8,225.08,191.66,192.71,178.25,184.4,156.29,207.04,172.92,175.2,208.92,160.46,154.09,148.52,154.82,171.41,191.4,181.31,182.08,219.82,180.29,196.12,176.72,194.02,,,34,965,34,33.95,
07.12.21 10:33:25,33.05,225.36,191.14,189.58,176.97,183.88,156.29,205.69,168.65,174.19,209.19,159.47,154.58,148.76,153.12,170.41,189.58,182.6,182.34,218.72,179.78,194.02,174.94,191.92,,,34,965,34,33.95,
07.12.21 10:33:40,33.3,223.97,190.36,184.65,177.23,183.11,155.8,204.89,167.65,172.67,208.65,158.49,153.85,148.28,150.94,168.4,186.72,176.97,182.6,218.17,179.52,192.45,172.92,191.14,,,34,965,34,33.94,
07.12.21 10:33:55,33.55,223.41,189.84,181.83,176.97,181.83,154.82,202.75,165.16,171.16,207.57,157.02,153.85,148.04,149.24,166.65,184.91,174.69,182.34,217.08,180.03,192.45,173.93,188.02,,,34,965,34,33.92,
07.12.21 10:34:10,33.8,222.03,188.8,179.01,175.45,182.08,155.07,200.62,166.4,170.16,206.5,155.55,153.36,147.32,146.84,164.66,184.91,172.17,182.34,214.07,177.48,191.4,171.91,186.46,,,34,965,34,33.92,
07.12.21 10:34:25,34.05,221.48,188.8,176.72,175.45,184.65,154.33,200.36,165.16,169.9,205.42,155.07,153.36,147.08,144.92,163.67,180.03,170.41,182.08,211.08,176.97,190.88,169.65,185.69,,,34,965,34,33.91,
07.12.21 10:34:40,34.3,220.65,188.02,177.74,174.94,177.74,154.09,199.56,167.9,169.15,204.62,153.85,152.87,146.84,142.53,162.19,178.76,167.65,182.08,208.11,176.72,187.24,166.9,184.14,,,34,965,34,33.89,
07.12.21 10:34:55,34.55,221.2,188.54,174.94,172.67,175.7,153.6,197.44,162.68,167.9,203.55,152.87,153.12,146.36,141.34,157.51,177.23,165.16,181.57,206.77,175.7,186.2,165.16,182.08,,,34,965,34,33.88,
07.12.21 10:35:10,34.8,219.55,187.24,170.66,171.91,174.69,152.87,195.86,161.94,167.15,202.48,151.66,152.39,145.88,139.45,154.82,178.25,162.93,181.83,205.16,174.94,182.85,163.67,181.31,,,34,965,34,33.88,
07.12.21 10:35:25,35.05,219.55,186.98,163.67,171.66,173.93,152.63,193.76,164.41,166.4,201.69,150.69,152.39,145.88,138.03,153.85,171.91,160.21,181.57,204.09,173.43,181.83,161.44,179.78,,,34,965,34,33.86,
07.12.21 10:35:40,35.3,219,186.72,161.2,170.66,172.92,152.63,192.71,162.19,165.66,200.09,150.45,152.63,145.88,136.85,153.36,169.4,158,182.08,203.82,172.92,180.8,161.94,179.27,,,34,965,34,33.85,
07.12.21 10:35:55,35.55,218.72,185.69,155.55,171.41,171.91,152.63,190.1,160.46,165.41,199.03,149.49,152.63,145.64,135.91,150.94,167.65,155.55,182.34,203.02,175.2,177.48,161.2,177.74,,,34,965,34,33.85,
07.12.21 10:36:10,35.8,217.08,185.17,151.42,169.4,171.16,151.66,188.02,156.53,164.66,197.71,148.52,151.9,144.92,134.5,151.66,165.66,152.63,181.57,201.15,172.17,175.2,158.98,176.47,,,34,965,34,33.84,
07.12.21 10:36:25,36.05,216.26,184.4,148.04,169.4,170.16,151.42,186.46,156.04,163.18,197.18,148.28,152.39,144.68,132.16,145.88,164.41,151.18,181.83,200.62,171.41,173.18,155.55,175.2,,,34,965,34,33.83,
07.12.21 10:36:40,36.3,215.98,183.62,142.06,168.65,169.65,150.94,184.65,153.85,163.67,195.33,147.32,151.18,144.92,130.3,140.63,161.94,148.76,181.83,199.03,170.16,172.42,153.85,174.19,,,34,965,34,33.83,
07.12.21 10:36:55,36.55,214.89,184.65,142.3,168.4,168.15,150.45,182.6,153.12,161.94,193.5,146.12,152.15,144.2,128.67,138.27,160.7,146.36,181.06,197.71,166.65,169.65,153.85,173.43,,,34,965,34,33.83,
07.12.21 10:37:10,36.8,213.8,183.37,138.03,167.65,167.4,150.21,181.06,152.63,161.69,191.66,145.64,151.18,143.96,128.21,135.2,159.47,143.96,181.83,199.82,164.66,169.15,151.18,171.91,,,34,965,34,33.81,
07.12.21 10:37:25,37.05,213.26,181.83,136.14,167.15,167.15,150.21,179.27,151.9,160.7,189.84,144.68,151.66,144.44,127.74,129.37,158.25,141.34,181.83,198.5,164.91,166.65,150.69,171.41,,,34,965,34,33.8,
07.12.21 10:37:40,37.3,212.17,181.83,132.63,166.65,165.91,149.24,177.99,152.87,159.97,187.5,143.73,151.42,143.73,125.43,126.82,156.77,138.27,181.31,196.91,163.18,165.66,150.94,171.41,,,34,965,34,33.78,
07.12.21 10:37:55,37.55,211.08,181.31,130.76,165.91,164.41,149.49,174.94,157.75,158.74,184.91,143.25,151.42,143.49,123.59,125.43,154.82,135.91,181.31,194.81,160.46,163.67,146.84,169.4,,,34,965,34,33.78,
07.12.21 10:38:10,37.8,210.27,179.27,134.03,165.66,163.92,148.76,173.18,146.6,157.02,182.08,142.53,151.18,143.01,123.82,121.99,153.12,133.56,181.83,192.97,158.49,162.19,146.6,168.15,,,34,965,34,33.77,
07.12.21 10:38:25,38.05,209.46,178.76,126.12,164.66,162.43,148.04,170.91,142.77,155.31,179.27,141.34,150.45,143.01,120.84,120.84,151.42,130.99,181.06,190.88,157.51,161.44,144.92,164.41,,,34,965,34,33.77,
07.12.21 10:38:40,38.3,207.84,178.5,132.63,164.66,160.46,148.04,169.65,141.11,152.87,175.7,140.4,150.94,143.01,120.16,118.79,149.49,128.9,181.57,188.8,157.02,159.97,142.3,162.68,,,34,965,34,33.77,
07.12.21 10:38:55,38.55,207.3,176.97,121.3,164.17,159.72,148.28,168.65,142.06,150.69,173.43,140.16,151.18,142.3,119.25,117.2,147.56,127.51,181.06,184.91,155.8,158.25,141.82,161.44,,,34,965,34,33.74,
07.12.21 10:39:10,38.8,206.5,177.23,121.53,163.42,158.74,147.56,166.9,137.79,148.28,171.41,138.74,150.21,142.06,117.43,118.56,143.01,124.74,181.31,184.14,155.31,156.53,140.87,163.92,,,34,965,34,33.74,
07.12.21 10:39:25,39.05,203.55,175.7,117.2,162.93,156.77,146.36,164.91,136.14,146.12,168.9,137.56,150.21,142.06,115.84,114.04,140.4,121.99,180.8,184.91,153.6,156.53,134.73,158,,,34,965,34,33.74,
