Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,C6,D6,,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
05.12.21 12:53:12,32.6,172.38,223.61,186.62,161.6,213.54,249.45,188.42,201.78,248.46,202.7,201.17,154.42,241.59,218.24,228.06,178.27,211.05,173.55,115.33,185.12,41.38,207.02,184.22,,,27,965,34,27.71,
05.12.21 12:53:27,32.85,172.08,220.13,186.62,155.85,213.23,249.12,188.12,201.78,247.15,202.09,199.03,151.86,242.57,217.3,226.79,177.68,209.19,172.38,115.33,184.82,41.38,206.09,183.33,,,27,965,34,27.71,
05.12.21 12:53:42,33.1,172.67,219.5,187.52,154.42,212.61,248.46,188.72,201.78,244.86,202.7,195.98,150.72,240.62,218.87,225.51,177.09,211.36,172.67,112.91,192.04,41.63,205.47,183.33,,,27,965,34,27.69,
05.12.21 12:53:57,33.35,171.79,216.99,186.92,151.29,212.61,246.49,188.12,201.78,244.53,202.7,193.25,148.73,239,222.97,222.34,176.79,208.88,172.38,110.51,183.03,42.11,204.55,183.62,,,27,965,34,27.68,
05.12.21 12:54:12,33.6,171.79,215.42,186.62,153,212.61,246.49,187.82,201.48,237.7,201.78,191.13,147.04,239,220.76,219.82,177.09,208.26,171.5,105.98,182.43,41.63,203.93,183.33,,,27,965,34,27.68,
05.12.21 12:54:27,33.85,171.2,214.79,187.22,149.58,211.98,245.18,187.82,201.78,237.38,201.48,187.52,145.06,237.38,212.29,217.3,175.91,207.02,170.91,102.8,183.03,41.63,202.09,183.33,,,27,965,34,27.68,
05.12.21 12:54:42,34.1,171.2,212.92,186.92,147.89,211.36,244.53,187.82,201.17,238.67,202.4,184.52,143.1,234.47,209.19,215.73,175.91,206.4,169.74,99.38,182.43,41.38,202.4,183.03,,,27,965,34,27.66,
05.12.21 12:54:57,34.35,171.2,212.29,186.62,151,211.05,242.9,187.22,200.56,235.76,202.4,182.43,142.25,232.22,206.09,214.48,175.02,205.78,168.86,97.81,183.03,42.59,202.09,182.43,,,27,965,34,27.65,
05.12.21 12:55:12,34.6,171.2,210.74,186.92,146.76,211.36,242.25,186.92,199.94,235.12,201.17,179.46,142.53,230.94,205.17,212.92,173.84,204.86,168.57,96.24,182.13,41.87,200.25,181.24,,,27,965,34,27.66,
05.12.21 12:55:27,34.85,170.62,210.43,187.82,144.22,210.74,241.92,186.92,199.94,235.12,201.17,177.09,142.53,229.98,202.7,211.98,173.84,203.93,167.11,94.41,182.13,41.87,198.72,181.54,,,27,965,34,27.64,
05.12.21 12:55:42,35.1,170.32,209.5,186.92,143.1,210.12,240.29,186.32,197.81,233.18,202.4,175.02,140.29,227.74,201.48,210.43,172.67,204.24,167.11,92.85,183.03,42.11,197.81,180.94,,,27,965,34,27.65,
05.12.21 12:55:57,35.35,170.32,208.88,187.52,141.69,208.57,239.64,186.62,197.5,232.86,201.17,173.55,140.01,228.38,200.86,210.12,171.5,203.01,168.57,91.03,182.73,41.87,197.5,181.54,,,27,965,34,27.64,
05.12.21 12:56:12,35.6,170.03,207.64,187.22,138.9,207.33,239,186.32,196.89,232.22,200.86,171.79,138.9,223.29,197.5,208.57,170.32,201.48,166.82,88.96,182.13,41.87,195.98,181.54,,,27,965,34,27.63,
05.12.21 12:56:27,35.85,169.74,207.95,186.92,140.29,206.09,238.02,186.32,195.37,238.35,200.25,170.91,136.11,223.93,197.2,207.02,169.74,201.17,166.53,87.41,183.03,41.63,195.07,180.94,,,27,965,34,27.61,
05.12.21 12:56:42,36.1,169.74,207.02,187.52,136.11,205.17,237.05,186.02,194.16,234.47,201.17,170.32,136.39,223.29,196.89,205.47,168.86,200.25,165.08,87.15,182.73,41.63,194.76,181.24,,,27,965,34,27.61,
05.12.21 12:56:57,36.35,169.74,206.71,186.92,138.9,204.24,235.76,185.12,193.25,234.47,199.94,168.57,134.17,221.71,194.16,205.47,167.4,200.25,163.63,85.87,182.43,41.38,192.94,180.65,,,27,965,34,27.61,
05.12.21 12:57:12,36.6,169.15,205.78,187.52,131.41,201.48,234.15,184.82,192.94,231.9,199.33,165.08,133.06,219.82,191.43,203.63,166.53,199.03,163.92,84.58,181.84,41.63,191.13,180.35,,,27,965,34,27.61,
05.12.21 12:57:27,36.85,169.45,206.09,187.22,131.96,199.33,233.18,184.82,192.94,224.88,200.25,163.05,132.51,220.45,189.32,203.01,165.66,198.72,165.08,82.27,182.73,41.14,190.83,180.94,,,27,965,34,27.58,
05.12.21 12:57:42,37.1,168.86,204.24,186.62,129.48,197.2,231.9,184.82,190.53,226.47,199.33,164.21,130.58,219.5,186.32,203.01,163.92,200.25,166.82,82.02,181.84,41.14,187.82,179.75,,,27,965,34,27.6,
05.12.21 12:57:57,37.35,169.15,204.55,187.22,128.65,195.98,231.58,184.82,189.62,220.45,200.25,162.76,129.75,217.61,183.03,201.17,163.34,197.81,167.7,80.49,182.43,41.63,186.02,180.05,,,27,965,34,27.58,
05.12.21 12:58:12,37.6,168.57,204.24,187.52,126.73,195.37,230.3,184.52,187.82,218.56,200.56,156.14,128.11,216.99,180.94,199.64,161.31,195.07,165.37,79.72,181.24,40.66,183.92,179.75,,,27,965,34,27.58,
05.12.21 12:58:27,37.85,168.57,203.32,187.52,125.37,193.55,229.34,184.22,186.32,221.08,199.03,156.14,128.93,218.24,178.86,198.72,160.74,192.94,164.79,79.72,182.43,40.66,182.73,179.75,,,27,965,34,27.58,
05.12.21 12:58:42,38.1,168.28,202.7,187.22,124.55,192.94,227.42,184.22,185.72,222.66,198.42,157.29,127.83,216.67,180.65,197.2,159.59,191.43,163.63,78.19,181.54,39.71,181.54,179.16,,,27,965,34,27.58,
05.12.21 12:58:57,38.35,168.57,202.4,186.62,123.18,192.04,226.47,184.22,184.52,214.79,200.25,157.29,126.19,209.81,178.86,197.5,158.72,189.62,164.5,77.18,181.84,40.19,180.05,178.57,,,27,965,34,27.55,
05.12.21 12:59:12,38.6,168.28,202.7,186.62,122.1,191.73,225.51,183.92,183.62,214.79,199.94,156.71,124.82,211.36,180.35,195.98,157.86,189.32,163.92,75.91,181.24,39.95,177.98,178.27,,,27,965,34,27.54,
05.12.21 12:59:27,38.85,167.7,201.17,186.62,120.74,189.62,224.24,182.73,182.13,209.81,198.72,156.14,122.1,206.71,176.79,194.46,156.14,187.22,163.34,75.15,180.65,39.47,176.2,178.27,,,27,965,34,27.55,
