Measurement Name :,Plate1_20211207_PR_27C,,Generated On :,"07/12/2021, 10:39:56",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
07.12.21 10:02:24,2.03,213.54,217.3,236.08,227.42,220.45,207.95,229.98,231.9,217.93,190.22,231.58,206.71,223.61,200.25,236.08,183.33,252.42,230.62,218.24,220.13,215.73,228.38,240.62,,,27,965,34,28.18,965D6-(E1);
07.12.21 10:02:39,2.28,207.64,210.43,218.87,227.1,222.66,222.66,215.11,238.02,219.19,193.55,216.99,202.09,239.64,200.25,243.55,171.5,257.73,230.62,223.61,222.03,220.45,233.51,242.9,,,27,965,34,28.19,
07.12.21 10:02:54,2.53,202.4,199.33,211.05,231.9,214.79,212.29,219.5,246.49,223.93,189.02,238.67,216.36,224.24,195.67,253.41,172.38,256.4,234.15,235.76,221.08,211.67,220.76,246.82,,,27,965,34,28.22,
07.12.21 10:03:09,2.78,215.73,206.71,223.61,224.56,215.11,228.38,225.51,238.67,227.1,189.92,208.88,201.48,223.93,197.81,258.73,180.35,262.08,231.26,230.94,216.99,218.56,229.66,249.78,,,27,965,34,28.25,965D6-(E1);
07.12.21 10:03:24,3.03,217.93,228.38,224.24,242.9,237.05,220.45,240.29,240.62,227.42,196.89,226.47,207.33,235.44,216.67,254.41,188.42,264.43,219.19,232.54,220.76,223.29,238.02,255.74,,,27,965,34,28.28,
07.12.21 10:03:39,3.28,218.24,213.54,232.54,247.81,222.34,220.76,239.32,240.94,247.15,201.17,222.97,207.02,239.32,205.17,256.4,178.86,258.4,240.94,237.05,228.38,215.11,243.22,266.79,,,27,965,34,28.29,965D6-(E1);
07.12.21 10:03:54,3.53,202.09,208.88,214.79,228.38,217.3,197.2,230.94,226.15,224.56,170.32,210.12,200.25,217.61,186.92,242.25,156.71,247.81,227.42,223.61,193.55,196.59,225.51,235.76,,,27,965,34,28.33,965D6-(E1);
07.12.21 10:04:09,3.78,210.43,201.17,219.82,228.7,212.61,216.67,226.47,243.88,229.98,181.54,211.98,200.86,202.7,205.78,245.18,172.38,253.08,231.58,231.58,210.43,206.4,218.87,245.51,,,27,965,34,28.36,
07.12.21 10:04:24,4.03,229.34,217.61,219.19,230.3,218.24,228.7,233.83,254.41,236.08,192.34,231.26,223.61,239.32,215.73,264.43,175.32,263.76,236.73,243.55,220.76,217.61,232.86,258.07,,,27,965,34,28.36,
07.12.21 10:04:39,4.28,216.36,207.33,224.24,234.79,216.67,221.08,246.49,245.18,222.03,180.35,213.85,194.16,222.03,212.92,252.09,164.79,255.4,239,236.73,215.42,215.42,228.06,259.74,,,27,965,34,28.4,965D6-(E1);
07.12.21 10:04:54,4.53,201.48,196.89,225.83,207.95,213.23,204.86,220.45,244.86,210.74,180.65,216.36,183.62,210.74,202.09,248.79,166.82,241.59,233.83,229.02,199.94,201.48,215.42,245.51,,,27,965,34,28.4,965D6-(E1);
07.12.21 10:05:09,4.78,230.94,221.39,231.58,244.86,225.83,232.86,256.07,259.07,250.11,205.78,231.58,212.29,244.2,222.97,270.52,189.62,270.18,236.73,256.73,226.79,226.15,238.67,282.51,,,27,965,34,28.43,
07.12.21 10:05:24,5.03,219.5,211.98,232.22,237.38,219.5,229.98,251.43,271.54,242.57,189.92,222.34,222.97,234.79,207.64,278.03,186.92,264.43,254.41,255.07,217.3,216.36,237.38,280.78,,,27,965,34,28.46,
07.12.21 10:05:39,5.28,223.93,212.92,232.54,220.13,222.66,217.61,254.41,258.07,229.02,185.42,221.39,213.23,235.44,205.47,273.58,163.92,258.4,234.47,239.97,216.67,206.71,223.93,255.74,,,27,965,34,28.47,
07.12.21 10:05:54,5.53,218.87,204.24,211.36,230.94,199.94,217.93,240.94,240.94,233.51,176.5,224.88,197.2,221.39,205.78,255.74,167.11,245.84,222.03,229.98,200.25,198.72,223.61,264.77,,,27,965,34,28.5,
07.12.21 10:06:09,5.78,219.82,234.15,227.74,226.79,224.88,225.51,269.16,259.4,249.12,195.37,227.42,209.81,236.08,216.04,284.93,182.43,272.56,245.51,246.49,226.79,211.67,236.41,276.66,,,27,965,34,28.51,965D6-(E1);
07.12.21 10:06:24,6.03,232.86,222.97,221.71,248.46,230.62,216.04,253.08,260.07,263.09,189.62,233.83,224.24,250.11,233.83,289.8,181.54,268.82,249.12,256.4,225.19,223.93,232.22,281.47,,,27,965,34,28.51,965D6-(E1);
07.12.21 10:06:39,6.28,218.24,218.56,205.17,228.06,215.42,212.29,239.97,253.08,242.57,184.82,227.1,195.37,241.27,197.2,270.52,163.92,256.4,233.51,243.88,213.23,215.73,225.83,259.07,,,27,965,34,28.54,
07.12.21 10:06:54,6.53,227.74,211.67,224.88,212.61,218.24,226.47,252.09,256.73,247.15,188.12,213.85,201.78,228.06,211.05,281.47,169.74,255.4,257.07,250.44,211.36,215.42,228.38,266.12,,,27,965,34,28.55,
07.12.21 10:07:09,6.78,219.82,216.36,221.08,228.7,222.66,211.05,249.78,261.74,232.86,184.52,229.98,202.4,250.77,222.03,280.09,168.28,264.1,248.79,254.74,205.17,210.74,225.51,278.37,,,27,965,34,28.55,965D6-(E1);
07.12.21 10:07:24,7.03,223.29,220.13,221.08,232.22,220.13,216.99,245.84,269.5,262.08,190.83,225.83,207.02,245.84,219.82,290.5,170.91,260.74,242.9,251.76,216.99,212.92,235.44,268.48,,,27,965,34,28.58,
07.12.21 10:07:39,7.28,211.05,226.79,217.61,228.7,214.17,214.79,245.84,265.44,247.81,189.02,211.67,204.55,228.06,213.23,281.13,169.74,258.73,249.12,258.73,205.47,214.48,222.97,265.44,,,27,965,34,28.58,
07.12.21 10:07:54,7.53,222.97,220.76,216.99,219.5,222.97,215.73,244.53,267.47,268.14,183.33,220.45,201.17,238.67,222.34,278.37,163.05,251.76,250.44,252.09,211.67,218.87,226.15,282.85,,,27,965,34,28.61,
07.12.21 10:08:09,7.78,225.19,231.26,215.73,241.27,229.98,230.62,257.4,283.2,254.41,194.16,240.62,207.64,249.78,221.39,288.41,171.5,265.78,255.07,262.42,218.24,218.24,237.7,290.85,,,27,965,34,28.61,
07.12.21 10:08:24,8.03,222.97,215.73,225.83,226.15,233.51,227.74,260.4,279.06,254.74,183.33,210.12,201.17,238.35,213.23,285.97,169.45,252.09,251.76,256.73,211.05,205.17,232.22,278.37,,,27,965,34,28.63,
07.12.21 10:08:39,8.28,208.88,211.36,214.48,214.48,213.85,206.4,246.82,259.07,240.29,185.42,216.36,197.5,236.73,207.33,287.02,170.91,248.79,251.76,247.81,207.33,207.02,219.5,268.48,,,27,965,34,28.64,
07.12.21 10:08:54,8.53,213.85,212.61,214.79,230.3,221.39,220.76,254.08,271.54,254.41,183.62,219.19,199.64,243.22,214.17,302.14,166.82,265.44,263.09,256.73,212.29,214.79,233.18,282.16,,,27,965,34,28.64,
07.12.21 10:09:09,8.78,229.34,227.1,217.93,225.51,234.15,218.24,263.09,275.63,257.73,190.22,231.9,210.74,246.49,209.81,296.83,179.75,259.4,268.82,265.78,217.61,211.98,234.15,271.2,,,27,965,34,28.65,
07.12.21 10:09:24,9.03,222.66,214.48,230.62,229.02,228.7,215.42,256.4,260.4,248.46,184.22,205.17,199.33,243.22,212.29,296.12,173.84,268.14,264.43,261.74,213.54,216.99,234.15,279.4,,,27,965,34,28.65,
07.12.21 10:09:39,9.28,213.23,215.42,212.29,223.61,236.08,216.04,254.74,268.14,250.44,175.32,210.74,194.76,239.64,223.93,288.76,162.76,260.4,253.41,245.84,203.32,205.17,232.22,271.88,,,27,965,34,28.66,
07.12.21 10:09:54,9.53,231.58,227.42,223.93,231.9,244.53,231.9,263.42,273.92,257.73,189.92,236.08,208.88,252.42,226.47,307.13,172.38,260.07,266.12,271.54,212.92,227.74,245.51,288.06,,,27,965,34,28.68,
07.12.21 10:10:09,9.78,233.51,221.08,215.42,228.06,229.98,219.82,254.41,262.42,255.4,181.84,209.5,195.67,246.82,217.3,301.43,166.53,260.74,255.74,258.73,209.5,203.63,231.9,283.89,,,27,965,34,28.68,
07.12.21 10:10:24,10.03,210.43,215.11,215.42,221.39,241.27,226.79,257.73,253.74,254.74,176.79,213.23,196.28,238.02,217.3,302.85,161.89,256.07,249.12,252.09,207.33,209.81,230.94,276.66,,,27,965,34,28.68,
07.12.21 10:10:39,10.28,219.82,221.08,227.1,212.92,228.7,214.48,266.79,246.49,275.63,188.12,215.42,198.72,250.77,231.9,330.07,159.01,252.42,256.73,260.74,209.81,206.09,240.29,282.85,,,27,965,34,28.69,
07.12.21 10:10:54,10.53,223.29,224.24,219.5,223.93,241.92,208.26,258.73,259.07,260.07,192.94,222.66,199.64,239,228.38,315.42,163.34,253.08,263.09,255.74,208.26,219.19,236.73,290.5,,,27,965,34,28.69,
07.12.21 10:11:09,10.78,225.51,233.18,219.5,230.94,243.55,233.51,264.77,271.88,267.13,196.28,229.98,207.33,241.27,232.54,308.21,173.55,262.42,272.9,262.42,213.23,211.67,252.09,296.83,,,27,965,34,28.72,
07.12.21 10:11:24,11.03,235.76,229.34,222.66,236.73,237.7,225.51,274.61,272.9,256.4,178.86,228.06,209.81,255.07,213.54,321.24,168.28,271.54,262.42,261.07,216.99,208.88,246.17,287.71,,,27,965,34,28.72,
07.12.21 10:11:39,11.28,229.34,217.3,222.03,217.3,245.51,212.61,274.61,260.07,271.2,186.32,217.61,207.33,240.29,225.83,313.97,163.34,266.12,265.44,250.77,207.95,216.99,254.41,297.53,,,27,965,34,28.72,
07.12.21 10:11:54,11.53,239,215.42,214.17,223.93,253.74,216.04,258.73,258.73,251.43,184.22,216.04,205.78,234.15,216.67,319.78,157.86,255.74,260.4,255.4,211.36,214.79,257.4,285.97,,,27,965,34,28.72,
07.12.21 10:12:10,11.8,232.54,236.08,225.19,237.7,246.49,233.83,269.16,263.09,272.9,194.76,227.1,219.19,248.14,231.26,325.64,170.62,271.2,280.78,267.47,214.17,219.5,259.07,302.14,,,27,965,34,28.72,965D6-(E1);
07.12.21 10:12:25,12.05,238.02,223.61,222.97,233.83,240.94,219.19,259.4,268.82,247.48,170.62,200.25,195.67,241.59,235.12,338.64,170.91,268.48,267.81,258.4,212.92,224.56,252.09,295.06,,,27,965,34,28.74,
07.12.21 10:12:40,12.3,236.41,232.22,212.29,231.58,259.07,214.79,265.78,280.09,268.82,189.62,223.61,206.4,254.41,229.98,336.39,179.46,271.54,278.37,257.4,209.19,217.93,268.14,294.01,,,27,965,34,28.74,
07.12.21 10:12:55,12.55,228.38,220.13,225.19,232.54,233.18,208.26,256.73,259.07,278.03,184.82,210.74,194.76,247.81,223.93,328.96,157,258.4,259.74,244.86,198.72,212.61,262.42,282.16,,,27,965,34,28.74,
07.12.21 10:13:10,12.8,238.67,228.7,226.79,237.38,239.64,216.04,258.73,269.5,271.88,177.09,217.61,200.56,254.41,231.26,330.81,164.5,270.86,273.58,260.4,207.33,215.73,272.56,297.18,,,27,965,34,28.75,
07.12.21 10:13:25,13.05,236.73,228.7,237.38,228.38,245.18,209.81,268.14,290.15,285.63,197.81,223.29,209.81,244.2,217.93,339.01,168.57,268.48,273.92,256.73,208.57,220.76,273.58,297.88,,,27,965,34,28.75,
07.12.21 10:13:40,13.3,244.53,217.93,218.56,230.94,249.78,212.29,267.47,267.81,266.12,192.04,215.73,204.86,249.45,217.93,335.27,169.15,267.47,263.42,257.4,222.03,216.67,267.81,291.9,,,27,965,34,28.76,
07.12.21 10:13:55,13.55,246.82,232.54,239.32,241.59,261.74,220.45,269.5,281.13,278.03,189.92,225.19,220.76,267.81,229.66,350.73,168.86,273.24,275.97,271.54,217.3,222.97,270.86,298.95,,,27,965,34,28.76,
07.12.21 10:14:10,13.8,237.05,215.73,227.74,229.98,257.4,217.61,272.56,276.32,296.12,195.07,215.42,205.47,248.46,237.7,347.69,169.74,273.58,274.95,274.26,207.95,223.93,276.32,297.88,,,27,965,34,28.76,
07.12.21 10:14:25,14.05,257.73,228.06,227.74,249.12,271.54,216.67,274.61,282.85,272.22,205.17,214.17,220.76,269.5,247.48,353.78,174.43,274.95,279.4,273.24,207.02,224.88,283.55,298.24,,,27,965,34,28.76,
07.12.21 10:14:40,14.3,238.35,229.34,230.62,240.29,241.92,218.87,256.4,279.06,280.78,196.59,215.42,224.88,263.09,239.97,330.81,163.05,274.26,271.88,264.77,212.29,218.24,274.95,293.31,,,27,965,34,28.75,
07.12.21 10:14:55,14.55,237.05,215.11,215.42,224.24,246.82,199.94,263.76,269.16,267.81,184.52,196.28,210.12,242.57,230.94,331.92,158.72,262.75,256.4,256.73,193.25,203.93,268.14,273.92,,,27,965,34,28.76,
07.12.21 10:15:10,14.8,251.1,241.92,233.18,232.86,256.73,233.18,277.34,291.2,272.22,192.34,224.56,218.87,267.47,251.43,340.89,177.98,280.09,278.03,262.75,214.17,220.76,282.16,313.61,,,27,965,34,28.76,
07.12.21 10:15:25,15.05,249.45,231.26,241.59,255.74,268.14,216.99,281.47,296.83,277,184.22,215.73,218.24,257.73,253.74,342.77,178.86,281.13,270.52,266.79,211.98,221.08,279.75,300.72,,,27,965,34,28.76,
07.12.21 10:15:40,15.3,239.97,219.5,211.67,227.42,255.07,208.57,274.95,281.13,269.5,177.68,195.98,203.01,249.78,239.97,330.81,168.57,259.07,259.4,253.41,199.64,205.47,268.82,281.47,,,27,965,34,28.76,
07.12.21 10:15:55,15.55,257.4,241.92,235.44,248.14,269.16,222.97,279.4,304.63,289.11,208.88,220.13,228.38,266.79,254.41,359.94,198.11,280.44,285.28,270.18,223.29,212.92,296.47,298.24,,,27,965,34,28.76,
07.12.21 10:16:10,15.8,240.94,220.76,223.93,228.7,260.74,216.67,264.1,274.95,279.4,176.2,206.71,207.95,244.53,231.9,336.02,177.98,270.18,274.26,249.78,198.11,211.98,290.5,275.97,,,27,965,34,28.76,
07.12.21 10:16:25,16.05,251.76,229.98,253.08,230.94,269.16,219.19,277.69,288.41,274.26,196.28,208.57,216.99,260.74,247.15,345.03,186.02,274.26,280.78,267.47,200.86,216.67,288.76,284.58,,,27,965,34,28.76,
07.12.21 10:16:40,16.3,261.41,227.1,243.88,230.62,262.08,228.7,268.82,287.02,289.45,196.28,213.54,224.24,263.09,254.74,348.44,197.5,277.69,279.4,272.56,214.48,214.17,293.31,279.75,,,27,965,34,28.76,
07.12.21 10:16:55,16.55,260.07,243.88,242.57,223.93,281.47,225.19,295.42,297.88,281.13,197.81,218.24,219.5,276.66,265.11,360.32,194.16,277.34,280.78,279.75,217.61,229.02,294.71,291.9,,,27,965,34,28.76,
07.12.21 10:17:10,16.8,266.79,232.54,259.4,252.75,295.77,233.83,297.88,287.02,283.89,195.98,222.97,213.54,270.86,267.81,347.31,198.72,289.8,288.41,274.26,218.24,228.38,294.71,300.36,,,27,965,34,28.76,
07.12.21 10:17:25,17.05,252.75,231.58,256.4,241.27,275.29,220.45,297.53,293.31,278.37,190.83,202.09,213.54,259.07,249.45,354.55,197.81,278.37,278.72,267.13,205.17,228.7,283.2,299.3,,,27,965,34,28.76,
07.12.21 10:17:40,17.3,250.11,224.88,238.67,230.62,258.4,217.61,284.93,286.67,287.02,191.13,208.57,212.92,257.4,248.79,335.27,194.76,276.32,279.4,267.47,194.46,207.02,278.72,279.75,,,27,965,34,28.76,
07.12.21 10:17:55,17.55,276.32,229.66,249.12,231.58,261.07,212.29,287.02,297.18,282.16,192.04,220.76,209.81,244.86,254.74,349.2,192.94,277.34,280.44,261.41,210.43,212.61,271.2,281.13,,,27,965,34,28.76,
07.12.21 10:18:10,17.8,266.12,232.86,250.77,227.1,270.52,215.73,284.24,292.25,281.47,193.85,213.85,203.63,253.08,245.51,332.29,194.76,274.95,276.32,275.63,203.63,222.03,278.03,281.82,,,27,965,34,28.76,
07.12.21 10:18:25,18.05,256.07,226.15,242.9,232.54,273.24,210.43,289.11,296.12,295.42,189.02,203.01,207.02,268.48,261.41,350.35,199.64,274.61,286.32,274.26,208.88,223.29,277.69,278.03,,,27,965,34,28.76,
07.12.21 10:18:40,18.3,265.44,227.74,254.08,225.51,256.4,213.23,280.44,284.24,291.9,192.94,194.46,213.85,275.63,247.81,359.55,192.04,275.63,289.8,272.9,206.09,212.29,273.92,269.16,,,27,965,34,28.76,
07.12.21 10:18:55,18.55,269.16,230.3,253.41,239.64,268.82,230.62,275.97,289.11,284.58,189.32,215.11,201.17,257.07,267.81,351.49,205.78,279.75,284.24,277.69,199.94,210.74,276.66,291.55,,,27,965,34,28.76,
07.12.21 10:19:10,18.8,272.22,226.47,254.74,248.79,263.76,216.04,283.55,298.24,273.58,180.35,202.4,216.67,279.06,263.09,351.87,194.16,283.55,296.47,268.14,202.4,203.32,283.2,285.97,,,27,965,34,28.76,
07.12.21 10:19:25,19.05,274.61,243.22,255.4,233.83,280.78,225.83,306.42,290.15,294.71,192.94,209.5,217.61,270.86,279.4,377.53,212.61,287.36,297.88,283.55,201.78,216.36,285.63,291.55,,,27,965,34,28.76,
07.12.21 10:19:40,19.3,272.9,233.83,257.07,239,262.42,218.24,289.11,288.06,292.6,183.92,202.4,224.56,263.09,262.75,351.87,193.85,281.47,307.13,273.58,212.92,217.3,275.97,285.63,,,27,965,34,28.75,
07.12.21 10:19:55,19.55,270.18,224.88,246.82,251.1,275.29,238.67,295.06,291.55,290.15,196.59,222.34,217.3,274.95,279.75,356.85,204.24,295.42,300.36,274.95,209.19,221.08,287.71,294.71,,,27,965,34,28.76,
07.12.21 10:20:10,19.8,266.45,224.88,252.09,241.27,278.37,227.42,291.9,298.59,280.09,192.34,214.79,210.43,266.79,263.09,371.22,193.85,292.6,301.07,270.52,203.32,218.56,301.07,285.63,,,27,965,34,28.75,
07.12.21 10:20:25,20.05,267.13,233.18,248.14,245.18,293.31,217.3,291.9,298.95,292.25,200.86,216.99,216.99,277,255.4,366.53,207.95,279.75,300.01,274.26,206.71,215.42,283.89,285.28,,,27,965,34,28.74,
07.12.21 10:20:40,20.3,279.75,234.79,252.09,239.32,264.77,215.11,291.2,307.13,290.85,195.67,205.78,202.7,280.44,268.48,361.48,192.04,283.55,298.95,266.12,199.64,222.66,278.37,282.85,,,27,965,34,28.75,
07.12.21 10:20:55,20.55,256.4,218.24,245.84,225.83,265.44,205.47,291.2,296.47,291.2,179.75,202.7,192.34,265.44,265.78,359.55,190.83,272.56,289.11,267.13,196.59,196.28,281.82,266.45,,,27,965,34,28.75,
07.12.21 10:21:10,20.8,277,233.51,264.1,242.57,281.47,216.36,299.65,307.49,299.65,191.13,208.88,217.3,278.37,268.82,371.61,202.09,280.78,311.08,265.78,210.74,227.42,282.85,305.7,,,27,965,34,28.76,
07.12.21 10:21:25,21.05,270.18,231.9,256.4,252.75,286.32,217.61,295.06,290.5,289.8,196.89,206.4,209.19,282.51,281.47,353.4,195.07,270.18,294.01,272.56,207.02,222.03,284.24,285.63,,,27,965,34,28.74,
07.12.21 10:21:40,21.3,267.13,225.51,250.44,238.02,279.4,214.48,303.56,289.8,284.58,186.92,190.53,204.86,261.74,266.45,348.44,179.46,273.92,298.24,261.07,178.57,209.81,285.28,282.16,,,27,965,34,28.74,
07.12.21 10:21:55,21.55,274.61,232.54,259.07,242.9,278.37,214.79,307.49,297.18,298.59,190.22,200.25,208.26,270.18,280.09,383.89,189.02,269.84,303.21,269.84,201.17,207.95,272.9,270.18,,,27,965,34,28.74,
07.12.21 10:22:10,21.8,272.9,230.3,248.79,237.38,289.11,214.79,291.55,288.06,294.71,192.94,192.34,201.78,278.03,273.24,360.71,182.43,273.24,298.24,261.41,192.04,216.99,275.63,274.26,,,27,965,34,28.74,
07.12.21 10:22:25,22.05,272.9,229.66,249.12,238.35,290.15,214.17,291.9,288.06,294.71,193.85,192.04,201.78,278.72,273.58,361.87,181.54,271.54,300.01,260.07,191.73,216.67,276.32,275.97,,,27,965,34,28.72,
07.12.21 10:22:40,22.3,273.58,229.34,249.78,238.67,290.85,213.85,290.15,287.02,292.6,194.76,191.13,200.56,279.4,273.92,358.39,181.54,268.48,297.18,259.07,190.83,216.99,276.66,275.29,,,27,965,34,28.68,
07.12.21 10:22:55,22.55,271.88,228.7,250.11,239.97,291.55,214.17,286.32,285.97,291.55,195.37,190.83,199.94,279.4,274.61,354.55,181.54,265.78,295.42,258.07,190.53,216.67,276.66,272.9,,,27,965,34,28.63,
07.12.21 10:23:10,22.8,269.16,227.1,250.11,239.32,291.9,213.54,284.58,284.93,289.11,195.37,190.83,199.64,277.34,274.26,348.44,181.54,261.41,293.31,256.4,189.62,216.67,276.66,270.52,,,27,965,34,28.58,
07.12.21 10:23:25,23.05,264.43,226.79,250.77,240.29,292.6,212.92,282.51,283.89,286.32,196.59,189.92,199.03,275.63,274.95,345.03,181.84,257.73,291.2,254.74,189.02,216.04,277,268.48,,,27,965,34,28.54,
07.12.21 10:23:40,23.3,260.4,225.19,251.1,239,292.25,212.92,283.89,283.89,283.89,196.28,189.92,198.42,275.97,274.26,341.26,181.84,254.41,289.11,253.08,188.72,216.04,276.66,264.43,,,27,965,34,28.53,
07.12.21 10:23:55,23.55,259.07,224.88,251.76,239.97,292.95,213.23,278.37,283.2,280.44,197.5,189.62,198.72,274.26,273.92,338.26,182.13,252.42,288.06,251.43,188.12,216.67,275.97,264.1,,,27,965,34,28.49,
07.12.21 10:24:10,23.8,256.4,224.56,252.42,239.32,293.66,212.61,277.34,282.16,277.34,197.81,189.32,198.11,274.61,273.58,334.53,182.73,251.76,284.24,251.43,188.12,216.36,275.97,259.4,,,27,965,34,28.46,
07.12.21 10:24:25,24.05,256.4,223.61,252.75,239.97,293.31,211.98,274.61,281.47,274.26,198.42,188.42,198.11,270.52,273.24,332.67,182.73,248.46,280.78,250.11,188.12,216.67,274.61,258.4,,,27,965,34,28.43,
07.12.21 10:24:40,24.3,254.41,222.66,252.42,239,293.31,212.29,272.9,280.78,270.18,198.42,187.82,197.2,269.16,272.22,328.22,182.13,246.49,278.03,247.81,187.82,216.67,274.26,257.07,,,27,965,34,28.4,
07.12.21 10:24:55,24.55,254.08,221.08,251.76,238.35,293.66,211.36,272.22,279.75,266.79,198.72,187.82,196.89,268.14,271.2,325.64,182.43,244.86,277,243.22,187.22,216.36,273.58,254.74,,,27,965,34,28.39,
07.12.21 10:25:10,24.8,251.43,218.87,252.75,238.02,293.31,211.05,275.63,279.06,263.09,198.72,186.92,196.28,266.79,270.18,322.34,181.54,242.25,275.97,242.25,186.92,216.36,272.56,253.08,,,27,965,34,28.36,
07.12.21 10:25:25,25.05,249.78,218.24,252.75,236.73,293.31,211.05,274.26,278.37,260.74,198.72,187.52,195.67,266.79,269.5,319.42,180.94,241.27,274.61,237.38,186.62,216.36,271.54,254.08,,,27,965,34,28.33,
07.12.21 10:25:40,25.3,248.46,216.67,251.43,236.41,293.31,210.74,271.2,277.69,257.73,198.42,187.22,193.85,266.12,269.16,317.96,180.35,240.62,273.24,236.08,186.92,216.67,270.86,252.42,,,27,965,34,28.33,
