Measurement Name :,Plate1_20211207_PR_27C,,Generated On :,"07/12/2021, 10:39:56",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
07.12.21 10:25:55,25.55,245.18,215.11,249.78,235.44,291.9,210.74,268.14,277,253.74,197.81,186.62,192.64,265.11,267.81,314.7,178.86,240.29,271.2,233.18,186.62,216.36,270.52,247.48,,,27,965,34,28.32,
07.12.21 10:26:10,25.8,242.9,213.54,248.46,235.12,290.85,210.74,264.1,275.29,250.11,196.89,186.32,191.73,263.76,266.45,316.87,176.79,237.7,269.5,231.26,186.32,216.99,268.48,245.51,,,27,965,34,28.29,
07.12.21 10:26:25,26.05,243.55,211.67,247.48,234.15,289.45,210.43,261.74,275.63,247.15,196.59,186.02,190.83,263.42,265.44,313.97,174.43,239.64,267.13,228.38,186.02,216.99,267.13,243.22,,,27,965,34,28.29,
07.12.21 10:26:40,26.3,239.32,209.5,247.15,233.18,288.06,209.81,260.4,274.95,245.84,195.67,185.72,189.62,261.74,264.1,308.57,172.08,238.67,265.11,226.79,185.42,216.67,265.11,240.94,,,27,965,34,28.26,
07.12.21 10:26:55,26.55,237.7,208.26,247.15,231.26,286.67,210.12,259.74,273.58,244.2,194.76,185.12,188.72,261.41,262.75,304.28,170.91,237.05,262.42,225.83,185.72,216.99,264.43,239.97,,,27,965,34,28.26,
07.12.21 10:27:10,26.8,237.38,206.09,245.51,229.34,285.28,209.5,259.4,271.54,243.22,193.25,184.82,187.22,260.4,261.74,300.72,168.28,234.15,260.4,224.88,184.82,216.99,263.09,239.64,,,27,965,34,28.25,
07.12.21 10:27:25,27.05,235.44,203.93,243.88,227.74,284.93,209.81,257.73,268.82,241.59,192.04,184.22,186.62,259.07,261.07,299.65,165.95,232.86,257.73,224.56,185.12,216.67,262.08,238.67,,,27,965,34,28.22,
07.12.21 10:27:40,27.3,234.15,202.4,245.18,227.42,283.2,209.19,256.07,268.14,240.29,189.62,184.22,185.72,258.07,259.4,297.88,163.92,232.54,256.73,223.93,184.82,216.67,261.07,238.02,,,27,965,34,28.22,
07.12.21 10:27:55,27.55,232.86,200.56,243.88,227.1,282.16,209.5,255.07,267.47,240.29,188.12,184.22,184.22,256.73,259.07,295.42,162.76,232.22,256.4,223.29,184.82,216.99,259.74,237.7,,,27,965,34,28.21,
07.12.21 10:28:10,27.8,230.94,197.81,242.25,224.88,280.09,208.26,249.12,266.12,242.25,186.02,183.62,182.73,255.4,257.73,292.25,160.74,231.26,257.07,222.34,184.52,216.36,257.73,235.12,,,27,965,34,28.21,
07.12.21 10:28:25,28.05,230.62,195.67,241.59,224.56,278.03,208.57,247.15,265.44,239.64,183.92,183.03,180.05,254.08,256.73,289.8,158.72,230.62,252.75,220.76,183.62,216.04,256.73,234.79,,,27,965,34,28.18,
07.12.21 10:28:40,28.3,229.02,193.25,240.29,222.97,276.32,207.64,245.51,263.42,236.08,181.84,182.43,177.09,252.42,255.74,285.97,157,229.98,248.79,218.56,183.62,216.36,255.07,234.47,,,27,965,34,28.18,
07.12.21 10:28:55,28.55,228.06,190.53,240.29,222.34,276.32,208.88,244.2,263.42,235.76,179.75,183.03,174.73,251.76,255.07,284.58,155.57,230.3,248.79,217.3,183.33,216.36,254.41,234.15,,,27,965,34,28.18,
07.12.21 10:29:10,28.8,226.79,188.42,239.32,220.76,274.95,208.26,243.55,262.42,234.47,177.98,182.43,172.38,251.1,254.08,282.16,153.57,228.7,246.49,216.04,183.62,216.67,252.75,233.18,,,27,965,34,28.14,
07.12.21 10:29:25,29.05,225.19,186.02,238.67,218.87,271.54,207.95,242.25,260.74,233.18,175.61,182.13,169.74,249.45,253.08,280.44,151,228.38,243.22,213.85,183.33,216.67,250.77,231.58,,,27,965,34,28.15,
07.12.21 10:29:40,29.3,223.29,184.22,237.38,216.36,270.18,207.02,242.25,260.07,231.26,173.55,181.54,170.03,248.46,251.76,279.75,149.3,228.7,243.22,211.67,182.73,216.67,249.12,229.98,,,27,965,34,28.15,
07.12.21 10:29:55,29.55,222.34,182.73,237.38,214.48,268.48,207.64,239.97,259.4,229.98,171.5,181.24,169.15,246.49,250.77,280.09,148.73,228.06,241.92,210.12,182.13,216.36,248.14,229.66,,,27,965,34,28.14,
07.12.21 10:30:10,29.8,219.5,181.24,235.76,212.61,266.12,207.64,238.02,257.07,228.38,167.99,180.65,164.21,245.51,248.79,273.24,145.35,225.83,239.32,208.26,181.84,215.73,246.17,229.66,,,27,965,34,28.11,
07.12.21 10:30:25,30.05,218.87,179.75,235.44,212.92,265.78,207.02,235.44,255.4,227.74,165.66,180.35,163.34,243.88,248.14,271.2,140.57,225.19,241.92,207.02,180.94,216.67,245.18,228.7,,,27,965,34,28.11,
07.12.21 10:30:40,30.3,217.93,178.27,234.47,211.05,264.43,206.4,233.18,252.75,226.79,163.63,180.05,161.6,242.9,247.15,269.16,140.01,225.83,237.38,204.86,181.54,216.36,245.18,228.38,,,27,965,34,28.11,
07.12.21 10:30:55,30.55,216.04,176.5,233.51,209.19,262.75,206.71,231.26,250.44,226.47,161.03,179.46,158.15,241.92,245.51,270.52,136.39,223.29,232.86,202.4,180.94,216.04,243.55,227.1,,,27,965,34,28.08,
07.12.21 10:31:10,30.8,215.73,174.43,232.22,205.78,261.74,206.09,229.66,249.12,222.97,159.01,179.46,156.14,240.94,244.53,266.45,132.79,221.71,231.26,202.4,180.94,216.04,243.22,225.51,,,27,965,34,28.08,
07.12.21 10:31:25,31.05,214.17,172.67,231.26,204.24,260.74,205.78,228.7,248.14,222.97,156.14,178.57,153.85,239.64,242.9,262.75,131.96,220.13,227.42,198.42,180.35,215.73,241.92,224.56,,,27,965,34,28.08,
07.12.21 10:31:40,31.3,212.92,170.91,229.98,203.01,259.07,206.09,227.42,246.17,221.08,153.85,177.98,153,238.35,241.92,262.08,127.28,218.56,225.83,198.11,180.65,215.73,239.97,222.03,,,27,965,34,28.07,
07.12.21 10:31:55,31.55,212.92,170.03,228.38,201.48,258.07,205.47,225.83,244.86,219.5,152.43,177.68,150.15,239.97,240.94,261.41,123.18,218.87,223.61,196.59,179.16,216.04,238.02,220.13,,,27,965,34,28.05,
07.12.21 10:32:10,31.8,211.98,168.57,226.47,200.25,257.4,205.47,224.88,243.88,219.5,150.15,177.68,148.73,237.7,239,259.07,119.92,217.3,222.34,194.46,179.46,216.04,236.73,217.61,,,27,965,34,28.05,
07.12.21 10:32:25,32.05,209.19,167.99,225.83,200.25,256.4,205.78,224.56,243.22,219.5,148.17,177.98,146.76,233.83,238.35,258.73,116.68,215.73,219.5,193.25,179.75,216.36,234.79,215.42,,,27,965,34,28.04,
07.12.21 10:32:40,32.3,206.09,166.82,224.24,202.09,254.08,205.17,222.66,242.25,217.3,144.78,177.38,145.06,229.34,236.08,258.73,113.99,213.85,216.99,191.43,179.16,216.04,232.22,212.29,,,27,965,34,28.03,
07.12.21 10:32:55,32.55,206.09,166.24,222.66,199.33,253.41,205.17,220.76,241.27,216.36,142.53,176.79,143.38,228.7,234.79,256.4,111.31,210.12,215.73,190.53,178.57,216.36,230.3,210.74,,,27,965,34,28.01,
07.12.21 10:33:10,32.8,200.86,166.24,221.08,194.46,251.43,205.17,218.87,240.94,215.73,138.06,176.79,141.41,225.83,233.51,256.07,107.31,206.71,214.79,188.42,178.57,216.36,228.7,211.67,,,27,965,34,28.01,
07.12.21 10:33:25,33.05,199.03,165.37,219.19,191.73,250.11,203.93,215.42,239,213.85,134.45,175.91,137.78,223.93,230.62,254.08,103.07,206.71,212.61,186.32,177.98,215.73,226.47,209.81,,,27,965,34,28,
07.12.21 10:33:40,33.3,197.81,165.37,218.87,192.04,250.11,204.86,213.54,239.32,213.23,131.68,175.61,136.11,223.61,229.66,252.42,100.17,205.17,211.36,183.92,178.27,215.73,225.51,206.71,,,27,965,34,28,
07.12.21 10:33:55,33.55,195.37,164.21,216.99,188.12,248.79,204.55,210.12,237.38,212.29,128.65,175.61,134.45,222.34,227.1,251.76,96.76,206.09,211.36,182.13,177.38,216.04,223.61,203.63,,,27,965,34,28,
07.12.21 10:34:10,33.8,192.94,163.63,215.73,188.12,246.49,203.93,208.26,236.41,210.43,125.91,175.02,132.23,222.03,224.88,250.77,93.11,203.93,209.81,180.05,177.38,216.04,222.03,202.7,,,27,965,34,27.99,
07.12.21 10:34:25,34.05,191.13,163.05,213.85,188.72,245.51,203.63,206.09,235.12,208.88,122.91,175.02,130.3,221.39,222.97,248.79,90.25,201.17,208.26,177.68,176.79,216.04,220.13,202.09,,,27,965,34,27.97,
07.12.21 10:34:40,34.3,189.92,162.18,213.23,187.82,244.86,203.01,203.01,233.83,206.71,119.65,174.14,128.11,221.08,221.39,245.51,87.67,198.72,207.64,177.68,176.5,216.04,218.24,199.94,,,27,965,34,27.97,
07.12.21 10:34:55,34.55,189.02,160.74,212.29,187.22,243.55,203.01,200.86,232.54,205.17,117.49,174.14,126.46,220.45,219.19,245.18,85.09,196.89,205.78,172.38,176.2,216.04,216.67,198.11,,,27,965,34,27.97,
07.12.21 10:35:10,34.8,186.32,159.3,211.05,184.52,241.59,202.4,197.81,230.3,204.24,115.6,174.43,124.82,220.13,217.61,245.18,82.79,198.42,205.47,170.03,176.2,216.04,215.11,201.48,,,27,965,34,27.96,
07.12.21 10:35:25,35.05,183.62,158.43,209.5,184.52,240.29,202.7,195.98,228.7,204.24,113.72,173.55,125.09,219.5,216.99,245.18,81.51,195.07,202.7,168.86,176.2,216.36,213.85,195.67,,,27,965,34,27.97,
07.12.21 10:35:40,35.3,184.22,156.43,207.95,181.54,239,202.4,194.46,225.19,203.63,111.58,173.55,121.82,218.87,214.48,244.2,79.47,193.55,199.94,166.82,175.61,216.36,212.29,192.34,,,27,965,34,27.94,
07.12.21 10:35:55,35.55,181.54,154.99,206.71,178.57,237.05,202.09,192.64,222.66,204.86,109.44,172.67,120.74,217.3,210.74,243.88,78.45,192.34,198.42,165.37,175.02,216.04,210.43,188.12,,,27,965,34,27.94,
07.12.21 10:36:10,35.8,180.65,153.57,205.78,176.2,236.08,201.48,189.92,220.45,203.63,107.31,172.38,118.57,216.36,206.4,242.9,76.92,190.22,195.07,162.76,174.43,215.42,208.88,185.72,,,27,965,34,27.93,
07.12.21 10:36:25,36.05,180.65,152.14,204.24,174.43,234.47,202.09,188.12,218.56,202.7,106.51,171.79,116.68,214.79,202.4,242.25,75.66,188.72,192.94,161.03,173.84,215.73,207.02,184.52,,,27,965,34,27.93,
07.12.21 10:36:40,36.3,180.35,150.44,203.01,171.2,232.86,201.48,185.12,217.3,202.4,104.65,171.79,115.6,214.17,199.03,241.27,74.65,186.62,190.53,159.59,173.84,216.04,205.17,182.73,,,27,965,34,27.93,
07.12.21 10:36:55,36.55,181.24,149.02,201.78,170.03,231.58,201.17,183.33,215.73,201.78,102.8,171.79,116.14,213.54,195.98,239.97,73.63,185.72,191.13,158.43,174.14,215.73,203.32,181.24,,,27,965,34,27.93,
07.12.21 10:37:10,36.8,178.86,147.89,200.56,167.99,229.98,200.86,180.05,214.79,199.94,102.01,171.5,113.99,213.23,193.85,239.97,72.63,183.62,189.02,157.29,173.26,216.04,202.4,180.65,,,27,965,34,27.91,
07.12.21 10:37:25,37.05,176.5,145.63,199.33,164.79,227.42,200.86,179.16,213.23,199.64,100.17,170.91,112.65,211.98,191.73,239.32,71.12,184.22,186.92,156.14,172.67,216.04,199.94,180.05,,,27,965,34,27.91,
07.12.21 10:37:40,37.3,174.73,144.78,197.81,162.76,225.83,200.56,176.2,212.29,197.5,99.12,170.32,112.91,211.36,189.92,238.02,69.86,181.54,185.72,154.71,172.38,215.42,198.42,178.27,,,27,965,34,27.91,
07.12.21 10:37:55,37.55,175.02,143.66,196.89,161.31,224.88,200.86,173.84,211.05,196.28,97.81,170.32,111.31,211.36,188.42,237.05,68.86,180.65,182.73,152.43,172.67,216.04,196.59,178.57,,,27,965,34,27.9,
07.12.21 10:38:10,37.8,174.43,141.97,195.37,158.72,222.97,199.94,172.67,207.64,193.55,96.5,169.45,110.51,210.74,187.22,235.12,67.1,180.65,181.24,150.44,171.79,216.04,194.46,179.16,,,27,965,34,27.9,
07.12.21 10:38:25,38.05,172.38,140.85,194.46,157,221.71,199.94,169.74,203.63,192.04,95.19,169.45,109.44,210.43,184.82,233.51,66.36,180.65,180.65,147.04,171.79,215.42,192.64,177.68,,,27,965,34,27.9,
07.12.21 10:38:40,38.3,171.2,139.46,193.85,156.14,220.76,199.64,170.32,201.78,191.43,93.63,169.45,108.37,210.12,183.62,233.51,65.36,180.65,179.16,143.66,171.79,216.04,191.13,176.5,,,27,965,34,27.9,
07.12.21 10:38:55,38.55,170.03,138.06,192.94,154.14,219.5,199.94,169.15,200.56,189.02,91.81,169.15,107.04,209.19,181.54,230.62,63.86,179.46,179.75,141.41,171.5,216.04,189.02,173.84,,,27,965,34,27.89,
07.12.21 10:39:10,38.8,168.57,136.39,190.83,152.71,217.93,199.33,168.57,199.03,188.72,89.74,168.28,105.71,208.88,178.57,229.02,62.37,178.86,177.38,139.18,170.91,215.73,187.52,170.91,,,27,965,34,27.89,
07.12.21 10:39:25,39.05,168.28,135.28,190.22,153.85,216.99,199.64,167.7,198.11,187.22,87.15,167.99,104.92,208.57,176.2,227.42,61.63,179.16,174.43,137.78,170.03,215.42,186.32,169.15,,,27,965,34,27.89,
