Measurement Name :,Plate3_20211206_27C_PR,,Generated On :,"06/12/2021, 12:25:53",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
06.12.21 11:50:17,2.55,171.5,167.99,194.76,186.62,190.53,213.85,138.06,193.25,191.43,167.11,168.28,121.01,167.7,180.94,217.61,164.5,181.24,171.79,185.72,214.17,196.28,194.16,163.63,,,27,965,34,27.41,
06.12.21 11:50:32,2.8,143.38,153.28,188.72,191.43,186.32,219.82,137.78,182.73,188.42,155.28,142.81,111.04,162.18,177.38,209.19,161.31,173.26,186.92,173.26,209.5,181.84,197.5,156.71,,,27,965,34,27.43,
06.12.21 11:50:47,3.05,174.73,167.99,204.86,230.62,209.5,228.7,148.17,195.67,198.11,183.03,171.79,123.46,188.42,192.04,231.26,170.91,195.67,186.92,193.85,229.98,202.4,207.64,165.66,,,27,965,34,27.44,
06.12.21 11:51:02,3.3,158.72,166.53,201.48,205.78,206.4,208.57,132.51,193.55,198.72,172.08,164.79,111.58,172.38,184.82,210.74,168.28,192.94,179.46,192.34,207.02,190.83,203.01,165.95,,,27,965,34,27.46,
06.12.21 11:51:17,3.55,162.76,180.65,199.33,218.56,189.32,214.17,141.69,199.03,213.23,183.92,161.03,124,185.72,186.02,224.88,165.08,194.16,202.7,198.42,228.7,186.02,210.43,172.67,,,27,965,34,27.47,
06.12.21 11:51:32,3.8,161.31,157,190.53,199.03,206.4,224.56,153,192.94,193.85,172.08,153.57,127.83,180.94,185.72,210.74,171.5,178.27,181.24,186.02,217.61,203.32,197.2,168.57,,,27,965,34,27.5,
06.12.21 11:51:47,4.05,171.79,175.91,201.17,200.25,200.86,219.82,153.85,185.42,191.13,163.92,157.57,113.18,193.25,192.34,214.17,168.86,184.22,184.82,194.16,220.45,190.22,199.64,175.91,,,27,965,34,27.51,
06.12.21 11:52:02,4.3,168.28,167.7,210.12,207.95,206.71,221.08,151.57,205.78,211.05,186.02,177.38,126.46,184.22,195.37,227.74,170.03,169.15,191.13,203.93,216.04,208.57,200.86,173.84,,,27,965,34,27.51,
06.12.21 11:52:17,4.55,159.3,173.55,200.56,211.36,216.67,223.29,168.86,185.12,208.57,165.08,162.76,113.18,174.73,189.32,222.66,169.45,193.55,177.09,201.78,233.18,190.22,224.24,168.86,,,27,965,34,27.51,
06.12.21 11:52:32,4.8,150.15,155.57,200.25,203.63,189.02,212.29,148.45,186.02,185.72,162.76,145.35,107.84,177.68,179.46,217.3,157,172.38,174.43,210.43,216.99,177.68,194.76,160.16,,,27,965,34,27.53,
06.12.21 11:52:47,5.05,167.99,170.62,197.2,220.76,207.95,227.1,166.82,202.09,205.47,190.53,165.37,129.2,191.73,195.67,216.36,181.54,201.17,191.43,221.08,229.02,191.13,211.36,174.73,,,27,965,34,27.54,
06.12.21 11:53:02,5.3,153.57,165.37,186.32,199.94,188.72,199.33,164.5,180.65,190.53,165.08,160.16,108.11,172.08,183.33,203.63,153.57,176.79,179.46,191.73,216.67,191.73,194.16,151.57,,,27,965,34,27.55,
06.12.21 11:53:17,5.55,178.86,180.65,199.64,213.23,207.33,207.95,185.72,199.33,205.47,185.12,162.76,116.95,190.22,197.2,231.26,169.45,195.07,191.73,196.59,221.39,194.16,224.24,167.11,,,27,965,34,27.55,
06.12.21 11:53:32,5.8,161.31,165.08,193.25,198.72,195.37,203.63,149.3,193.85,186.32,164.79,137.78,99.91,176.79,182.73,192.04,164.79,170.32,177.98,178.86,202.4,186.02,199.64,153.57,,,27,965,34,27.57,
06.12.21 11:53:47,6.05,174.43,165.66,201.48,195.98,216.36,222.03,156.71,183.03,198.11,175.02,160.45,127.56,187.82,188.72,216.36,160.45,189.62,187.82,185.72,214.79,190.22,213.85,168.28,,,27,965,34,27.57,
06.12.21 11:54:02,6.3,174.14,167.11,204.55,211.36,227.1,223.61,165.37,216.04,199.03,167.4,180.35,124,178.27,193.25,217.93,177.09,197.2,190.83,187.22,221.08,177.98,205.78,174.73,,,27,965,34,27.58,
06.12.21 11:54:17,6.55,167.11,165.66,200.56,202.4,198.42,204.86,146.76,201.17,199.03,161.6,145.35,110.24,167.7,183.92,216.04,159.01,177.68,189.92,183.62,202.09,179.75,190.83,159.87,,,27,965,34,27.58,
06.12.21 11:54:32,6.8,165.08,178.27,190.53,215.73,203.01,218.56,159.3,199.03,199.33,162.47,169.45,115.06,196.89,192.64,208.57,176.5,195.98,207.64,176.79,221.39,184.22,203.63,170.03,,,27,965,34,27.58,
06.12.21 11:54:47,7.05,194.16,191.13,212.92,213.85,220.45,244.2,177.68,217.3,210.12,195.67,180.65,127.83,199.33,203.63,219.19,180.94,205.17,207.64,193.55,231.26,193.85,234.79,182.43,,,27,965,34,27.6,
06.12.21 11:55:02,7.3,182.13,186.02,206.09,211.67,227.74,218.56,177.38,202.7,203.63,180.65,170.62,123.18,191.43,207.64,227.42,180.94,197.81,204.55,205.78,222.66,198.11,212.29,173.84,,,27,965,34,27.61,
06.12.21 11:55:17,7.55,169.45,171.2,205.17,219.19,204.24,225.51,165.95,199.64,182.73,161.6,172.38,118.3,185.72,198.11,219.19,173.84,196.59,192.04,179.46,224.88,180.05,226.15,166.82,,,27,965,34,27.61,
06.12.21 11:55:32,7.8,174.73,177.98,198.11,212.29,208.57,215.73,172.67,200.56,210.12,171.5,165.37,122.91,196.28,195.98,213.54,169.45,203.93,209.19,174.73,230.3,183.62,205.78,170.32,,,27,965,34,27.61,
06.12.21 11:55:47,8.05,164.5,177.98,214.79,208.57,207.02,223.29,153.28,200.25,204.55,170.03,183.92,133.62,183.03,198.72,212.29,163.05,191.43,189.62,188.12,213.85,179.16,209.5,167.4,,,27,965,34,27.61,
06.12.21 11:56:02,8.3,173.55,183.33,194.76,215.73,205.47,223.61,175.91,198.42,197.81,175.91,180.65,111.84,203.63,196.89,209.19,161.89,186.02,200.86,187.52,214.79,174.73,207.64,165.95,,,27,965,34,27.61,
06.12.21 11:56:17,8.55,171.2,180.35,206.71,211.36,201.78,227.42,160.74,215.73,203.93,169.45,167.7,109.44,208.26,204.86,220.76,167.7,212.92,202.4,180.35,222.34,183.92,223.93,165.37,,,27,965,34,27.61,
06.12.21 11:56:33,8.82,166.53,175.61,185.12,210.43,199.03,220.76,179.46,198.72,202.7,175.02,179.46,112.11,178.27,199.64,206.4,155.85,195.67,187.82,192.64,200.56,162.47,208.26,164.79,,,27,965,34,27.63,
06.12.21 11:56:48,9.07,175.02,180.65,202.7,208.57,206.4,229.02,166.24,202.4,194.76,158.43,173.26,109.44,189.92,190.83,218.24,150.44,197.2,199.33,209.81,216.67,161.6,204.24,173.55,,,27,965,34,27.63,
06.12.21 11:57:03,9.32,190.22,201.17,229.98,205.47,210.12,226.47,170.32,212.61,202.09,163.34,168.86,114.79,212.61,209.5,212.29,174.43,211.67,203.01,189.62,214.48,176.5,201.78,174.14,,,27,965,34,27.64,
06.12.21 11:57:18,9.57,170.62,177.98,203.01,205.78,209.81,212.92,175.61,217.93,199.03,170.03,177.68,97.02,185.42,203.32,219.19,153.28,195.37,195.67,189.92,212.61,162.18,212.92,169.45,,,27,965,34,27.64,
06.12.21 11:57:33,9.82,193.85,174.14,207.64,208.26,209.5,208.26,171.5,192.64,208.88,167.7,182.43,115.87,189.92,197.2,211.05,156.43,198.72,226.47,197.2,217.3,173.84,215.11,153.85,,,27,965,34,27.65,
06.12.21 11:57:48,10.07,202.4,188.12,215.73,216.99,217.61,224.88,195.98,196.89,202.09,170.03,174.43,119.65,201.78,210.43,221.39,168.28,192.64,204.86,181.84,202.09,192.34,220.13,165.37,,,27,965,34,27.65,
06.12.21 11:58:03,10.32,180.65,175.32,203.63,203.32,198.11,219.5,169.74,193.25,191.13,165.08,161.03,104.92,189.02,197.2,206.71,147.6,198.11,193.55,185.12,211.05,174.43,194.46,156.43,,,27,965,34,27.64,
06.12.21 11:58:18,10.57,183.62,185.12,214.17,196.28,199.94,218.56,177.38,195.07,192.64,172.38,176.79,91.55,184.22,210.74,205.17,146.76,194.46,203.32,175.32,220.76,170.32,207.95,171.79,,,27,965,34,27.65,
06.12.21 11:58:33,10.82,170.32,176.2,201.17,197.5,201.17,210.43,172.08,198.11,196.89,176.5,172.67,104.39,184.52,195.67,209.5,153.28,185.12,195.98,174.73,205.17,161.6,197.81,166.53,,,27,965,34,27.65,
06.12.21 11:58:48,11.07,179.16,183.03,228.06,214.48,206.4,234.15,179.46,206.09,206.4,172.08,176.2,108.64,187.82,217.93,220.13,148.17,201.48,191.43,183.92,208.88,163.92,211.67,170.32,,,27,965,34,27.65,
06.12.21 11:59:03,11.32,191.43,188.12,198.72,198.11,195.98,210.74,174.14,205.78,190.22,166.53,174.43,103.6,183.03,203.93,220.76,154.71,197.5,201.17,187.52,204.86,170.03,211.05,158.72,,,27,965,34,27.65,
06.12.21 11:59:18,11.57,178.57,163.05,211.67,187.52,204.24,204.86,173.55,194.16,201.17,154.42,186.62,99.38,191.43,202.09,200.25,138.62,181.84,199.03,167.7,194.16,167.7,213.54,157.29,,,27,965,34,27.65,
06.12.21 11:59:33,11.82,177.09,164.21,200.56,212.29,188.42,201.17,170.91,206.71,188.72,163.63,192.04,91.29,191.13,204.55,195.37,143.66,191.43,193.85,164.79,213.23,171.2,202.4,157.57,,,27,965,34,27.64,
06.12.21 11:59:48,12.07,197.81,187.82,205.78,207.64,207.33,211.36,172.96,206.4,214.48,180.35,189.92,111.04,203.01,211.67,209.19,153,186.92,213.54,188.12,208.88,172.96,210.12,171.2,,,27,965,34,27.64,
06.12.21 12:00:03,12.32,198.72,180.94,199.03,202.7,201.78,218.56,167.4,199.64,183.92,177.38,177.38,98.33,186.92,199.94,211.67,147.04,188.42,204.86,163.05,196.59,172.38,195.07,159.59,,,27,965,34,27.65,
06.12.21 12:00:18,12.57,197.81,171.79,209.81,203.93,209.19,227.74,170.91,210.12,184.22,171.79,185.12,94.93,205.47,216.67,202.4,147.89,192.04,224.24,184.82,213.54,186.62,218.87,165.08,,,27,965,34,27.65,
06.12.21 12:00:33,12.82,184.52,180.05,219.82,211.98,211.05,211.36,178.27,204.86,188.42,167.99,192.04,103.33,212.61,213.54,214.17,153.28,211.05,199.64,182.13,218.24,170.32,214.79,172.38,,,27,965,34,27.65,
06.12.21 12:00:48,13.07,202.09,177.38,181.24,188.72,192.34,215.11,193.25,195.07,191.13,153.57,176.2,87.93,197.2,206.09,206.09,150.44,188.42,215.11,173.55,193.55,167.11,199.03,162.47,,,27,965,34,27.65,965D6-(E1);
06.12.21 12:01:03,13.32,199.94,183.62,202.4,190.22,208.88,217.93,178.27,201.48,193.55,176.2,186.62,103.07,193.55,216.36,207.64,140.01,198.72,206.71,173.55,219.82,177.98,202.7,163.05,,,27,965,34,27.65,
06.12.21 12:01:18,13.57,199.03,184.82,215.11,195.07,200.25,210.43,189.62,199.64,202.4,171.2,169.45,95.19,169.45,208.26,196.89,143.1,198.42,205.78,171.79,195.67,157,199.33,150.72,,,27,965,34,27.65,
06.12.21 12:01:33,13.82,206.4,190.53,207.64,194.76,201.78,213.85,183.33,195.07,187.52,163.92,181.24,105.45,217.93,208.57,203.63,153.85,225.83,224.88,169.74,219.19,168.28,213.85,160.45,,,27,965,34,27.65,
06.12.21 12:01:48,14.07,195.37,192.64,225.19,189.32,203.93,213.23,181.24,198.72,189.02,177.98,192.04,95.98,192.64,216.04,207.95,146.76,216.99,216.36,166.24,215.73,180.05,210.12,164.21,,,27,965,34,27.65,
06.12.21 12:02:03,14.32,207.95,175.91,203.01,216.04,207.33,216.99,182.43,214.17,203.63,180.65,196.28,110.77,203.32,215.42,217.61,143.94,213.23,217.3,169.45,210.12,175.32,208.26,175.91,,,27,965,34,27.65,
06.12.21 12:02:18,14.57,198.11,161.03,202.09,200.25,199.33,210.74,183.03,191.73,193.55,171.79,181.24,94.67,199.03,208.26,193.85,131.13,187.82,207.64,164.79,211.36,165.08,199.94,153.57,,,27,965,34,27.65,
06.12.21 12:02:33,14.82,199.64,172.96,203.63,194.46,198.11,216.99,182.73,189.02,187.22,173.26,174.73,97.02,180.35,206.71,193.25,128.65,208.26,207.64,167.4,202.7,161.31,205.47,165.95,,,27,965,34,27.65,
06.12.21 12:02:48,15.07,199.64,173.26,210.43,192.94,197.2,192.94,179.46,184.22,183.92,176.5,173.84,76.16,195.37,204.24,202.7,127.28,202.7,205.47,160.74,182.73,153.85,197.2,148.45,,,27,965,34,27.65,
06.12.21 12:03:03,15.32,203.32,175.32,188.72,178.27,204.55,233.83,176.2,207.64,184.82,179.46,182.13,103.07,196.59,201.48,202.4,125.37,219.19,222.03,159.01,196.89,170.32,213.54,164.5,,,27,965,34,27.64,
06.12.21 12:03:18,15.57,229.02,187.52,212.92,202.4,206.4,228.38,183.03,199.64,187.52,193.55,197.2,92.07,211.05,213.23,214.48,144.5,224.88,216.67,175.02,204.55,175.32,204.24,176.5,,,27,965,34,27.64,
06.12.21 12:03:33,15.82,209.81,188.72,210.74,196.59,200.25,217.93,191.43,201.48,178.86,170.91,191.13,92.33,193.85,215.73,193.55,140.57,219.82,210.43,162.76,192.04,180.65,200.25,169.15,,,27,965,34,27.65,
06.12.21 12:03:48,16.07,199.94,171.5,200.56,179.46,189.32,205.78,178.57,176.2,169.15,180.05,183.03,78.19,205.17,198.11,191.13,117.49,219.19,203.93,155.85,183.03,162.76,199.33,151.57,,,27,965,34,27.64,
06.12.21 12:04:03,16.32,197.2,187.22,198.42,195.67,198.72,220.45,187.52,208.57,195.98,182.73,171.5,83.04,205.78,202.7,211.36,137.22,226.15,213.85,160.74,203.32,170.91,204.86,163.05,,,27,965,34,27.64,
06.12.21 12:04:18,16.57,200.86,205.17,219.19,200.56,208.88,225.83,218.87,198.72,207.95,189.62,192.34,97.02,206.71,218.24,203.01,143.66,229.98,211.36,169.15,212.92,178.57,213.85,168.57,,,27,965,34,27.64,
06.12.21 12:04:33,16.82,201.17,172.96,213.54,199.03,196.59,229.98,205.17,196.59,183.33,201.78,193.55,94.15,199.94,208.26,216.67,137.5,230.3,211.05,159.3,206.09,156.43,214.79,163.34,,,27,965,34,27.64,
06.12.21 12:04:48,17.07,224.56,185.42,222.66,206.09,211.67,225.19,205.17,197.81,201.48,195.98,201.48,98.33,219.19,219.82,216.04,154.42,244.53,226.79,193.25,213.54,163.63,218.87,187.82,,,27,965,34,27.64,
06.12.21 12:05:03,17.32,229.98,186.02,215.73,199.94,208.26,221.39,216.99,206.71,192.34,202.4,198.42,113.45,211.36,227.42,213.54,143.94,255.4,239,161.89,206.09,189.32,224.24,187.82,,,27,965,34,27.64,
06.12.21 12:05:18,17.57,223.93,202.7,215.73,221.71,216.99,207.95,207.33,209.81,180.94,192.34,185.42,118.3,225.19,220.13,199.64,140.85,244.2,231.58,174.73,208.88,178.86,211.98,167.99,,,27,965,34,27.64,
06.12.21 12:05:33,17.82,214.48,183.03,221.39,188.72,204.55,223.93,206.4,199.03,199.94,202.7,207.33,83.55,211.05,221.39,211.05,144.5,220.76,221.71,161.89,202.7,166.82,211.05,186.32,,,27,965,34,27.64,
06.12.21 12:05:49,18.08,217.61,203.93,205.17,189.92,208.88,227.74,203.63,208.88,192.94,205.78,208.88,98.86,214.17,217.3,210.12,136.67,230.3,220.13,157,221.08,175.61,219.82,180.94,,,27,965,34,27.64,
06.12.21 12:06:04,18.33,229.66,207.64,215.73,197.81,196.28,216.36,184.22,199.64,181.24,201.48,202.09,87.93,191.43,216.04,188.12,127.83,239,213.54,169.15,199.03,163.05,200.86,169.45,,,27,965,34,27.64,
06.12.21 12:06:19,18.58,234.79,201.17,222.66,208.26,213.23,216.36,197.81,222.97,202.4,212.29,207.64,104.39,237.05,228.7,210.43,140.85,247.48,232.86,164.79,224.56,176.79,220.45,198.11,,,27,965,34,27.65,
06.12.21 12:06:34,18.83,217.93,199.03,206.09,189.02,201.17,222.66,221.39,201.48,179.16,200.25,216.36,89.48,221.71,219.5,208.57,143.94,247.48,206.71,159.87,203.01,155.57,202.7,181.24,,,27,965,34,27.65,
06.12.21 12:06:49,19.08,222.66,200.25,210.43,187.22,206.09,214.17,196.28,202.4,189.32,208.57,195.98,91.55,207.64,219.82,196.59,128.11,235.44,224.56,153,195.98,170.91,205.17,175.32,,,27,965,34,27.66,
06.12.21 12:07:04,19.33,222.66,202.4,211.67,187.52,206.4,214.48,195.98,203.63,189.62,210.12,198.11,92.33,208.57,220.76,196.59,128.11,236.08,224.56,152.71,195.98,170.91,205.17,175.91,,,27,965,34,27.66,
06.12.21 12:07:19,19.58,222.34,203.93,212.29,186.32,207.33,214.79,194.76,203.93,188.42,211.98,199.03,92.33,208.57,222.66,195.98,127.56,236.41,224.56,152.14,194.46,171.5,204.24,175.91,,,27,965,34,27.65,
06.12.21 12:07:34,19.83,222.66,207.02,213.54,186.62,207.95,214.48,191.13,203.63,188.42,213.23,200.25,92.33,208.88,218.87,196.28,127.28,236.73,224.24,151.29,194.76,171.79,204.86,177.09,,,27,965,34,27.63,
06.12.21 12:07:49,20.08,221.71,207.64,214.79,186.32,209.81,214.17,190.83,204.86,188.42,215.42,200.56,92.85,209.5,216.04,196.59,126.73,236.73,225.83,151.57,195.07,172.67,205.17,178.27,,,27,965,34,27.61,
06.12.21 12:08:04,20.33,220.13,208.26,215.11,185.42,211.05,213.54,187.22,203.93,187.22,215.42,199.64,92.85,209.19,212.61,195.37,126.73,235.44,224.88,151.57,194.46,172.08,204.24,178.57,,,27,965,34,27.6,
06.12.21 12:08:19,20.58,218.87,209.19,215.73,185.72,212.92,214.17,185.42,204.24,187.82,217.3,199.33,92.85,209.81,210.43,195.98,126.46,235.44,224.88,151.29,194.16,172.38,204.24,179.46,,,27,965,34,27.58,
06.12.21 12:08:34,20.83,216.99,208.57,216.04,185.42,214.79,214.17,184.22,204.24,187.82,218.56,199.64,91.81,210.12,207.95,195.37,125.91,236.73,224.88,151.29,194.46,173.26,203.93,180.05,,,27,965,34,27.55,
06.12.21 12:08:49,21.08,215.11,207.95,216.67,185.42,215.73,214.17,181.84,204.55,186.92,220.13,199.64,89.48,209.81,206.09,195.67,126.19,237.7,223.29,151,194.46,174.14,203.63,180.94,,,27,965,34,27.54,
06.12.21 12:09:04,21.33,212.29,207.64,216.36,185.12,218.24,213.54,180.65,204.86,186.62,219.19,199.33,86.9,208.88,202.7,194.46,126.19,228.38,220.45,150.72,194.46,175.02,203.01,180.35,,,27,965,34,27.54,
06.12.21 12:09:19,21.58,209.5,207.95,215.73,184.82,220.13,213.23,178.86,205.47,186.32,219.82,199.03,84.07,208.26,200.25,194.76,125.37,225.83,218.56,150.44,194.16,175.61,202.4,180.35,,,27,965,34,27.53,
06.12.21 12:09:34,21.83,205.17,208.88,215.11,184.82,221.39,213.85,177.09,205.17,186.32,219.19,198.72,81.76,207.95,198.11,194.46,125.09,223.29,216.36,149.58,193.85,175.91,201.48,180.65,,,27,965,34,27.51,
06.12.21 12:09:49,22.08,202.7,209.5,213.54,184.52,222.66,213.23,174.73,204.55,186.02,218.87,198.11,80.23,207.64,195.98,194.46,124.82,220.45,215.11,149.58,192.94,176.5,201.17,180.35,,,27,965,34,27.51,
06.12.21 12:10:04,22.33,200.56,208.57,213.54,183.92,224.24,213.23,172.08,204.86,185.42,218.56,196.89,77.43,206.4,193.85,193.55,125.09,218.87,214.79,148.73,193.55,176.79,200.86,179.46,,,27,965,34,27.51,
06.12.21 12:10:19,22.58,199.94,208.88,212.92,183.92,226.79,213.85,169.45,205.17,185.42,217.93,196.59,75.91,206.71,192.94,194.46,124.55,217.3,214.79,148.45,193.55,176.79,200.25,179.75,,,27,965,34,27.49,
06.12.21 12:10:34,22.83,199.03,209.19,211.98,184.52,229.34,213.23,165.66,204.24,185.12,216.99,195.98,73.63,205.17,190.83,193.55,124.27,214.79,214.48,148.17,192.64,176.79,201.17,178.86,,,27,965,34,27.49,
06.12.21 12:10:49,23.08,197.5,209.5,211.67,183.03,230.3,212.61,162.47,203.93,184.22,215.73,194.76,71.37,204.24,189.32,192.64,124,213.23,213.85,147.6,192.34,177.38,196.89,177.68,,,27,965,34,27.5,
06.12.21 12:11:04,23.33,195.37,210.43,211.05,183.33,230.62,213.23,160.74,203.63,183.92,214.79,194.16,70.11,202.09,187.82,193.25,123.73,211.36,212.61,146.76,192.64,177.68,194.76,175.91,,,27,965,34,27.47,
06.12.21 12:11:19,23.58,195.37,210.74,210.74,183.33,230.94,212.61,156.71,203.63,184.22,213.54,192.94,71.37,201.17,186.02,193.25,123.73,211.36,211.67,146.47,192.64,177.68,192.34,175.02,,,27,965,34,27.47,
06.12.21 12:11:34,23.83,194.76,210.74,210.12,183.03,229.34,212.61,153,203.01,183.62,212.29,191.43,69.61,199.94,184.22,193.25,123.18,209.19,208.88,146.19,192.34,178.27,190.22,174.14,,,27,965,34,27.44,
06.12.21 12:11:49,24.08,189.62,210.74,209.81,183.33,228.7,212.29,149.58,202.4,183.33,210.74,190.53,66.61,198.42,183.33,192.94,122.91,207.95,208.88,145.91,191.73,178.57,189.02,173.84,,,27,965,34,27.46,
06.12.21 12:12:04,24.33,189.02,211.05,208.57,182.43,226.79,212.29,146.19,203.01,182.73,209.19,188.72,64.36,197.81,182.43,192.64,123.18,207.02,207.95,145.35,192.04,178.86,187.82,173.26,,,27,965,34,27.43,
06.12.21 12:12:19,24.58,186.62,211.05,207.64,182.73,225.83,212.61,143.1,202.4,182.73,207.95,187.82,62.37,196.28,180.94,192.34,122.64,206.09,207.33,145.06,191.43,179.46,186.62,171.79,,,27,965,34,27.43,
06.12.21 12:12:34,24.83,185.12,211.98,207.02,183.03,223.93,212.29,140.57,201.78,182.43,206.4,186.62,61.63,195.37,179.46,192.04,122.91,204.86,206.09,144.22,191.43,180.05,186.02,170.91,,,27,965,34,27.43,
06.12.21 12:12:49,25.08,184.82,210.43,205.17,182.13,223.29,211.98,134.73,200.56,181.84,204.24,184.52,58.91,193.55,176.79,190.53,121.82,203.63,204.86,143.66,190.83,179.75,183.62,169.45,,,27,965,34,27.43,
06.12.21 12:13:04,25.33,181.24,210.74,203.93,183.03,222.66,211.98,131.68,200.86,181.24,203.01,182.43,58.17,192.64,175.32,190.53,121.55,202.09,203.32,143.1,190.53,179.75,182.43,168.57,,,27,965,34,27.41,
06.12.21 12:13:19,25.58,180.94,209.5,202.09,181.84,220.76,212.29,131.96,199.03,181.54,201.48,180.94,56.69,191.13,174.43,189.32,121.55,201.17,201.48,142.53,190.53,180.05,181.54,167.11,,,27,965,34,27.4,
