Measurement Name :,Plate4_20211206_31C_PR,,Generated On :,"06/12/2021, 12:26:12",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
06.12.21 11:50:02,2.3,133.84,138.14,119.16,105.56,157.5,179.16,154.09,119.4,142.21,100.55,175.62,119.9,96.28,117.2,132.33,132.08,106.04,176.44,142.21,105.56,140.94,102.45,153.57,,,31,965,34,30.38,965D6-(E1);
06.12.21 11:50:17,2.55,136.11,113.54,134.09,128.82,149.68,164.36,159.86,111.35,145.8,108.93,163.04,124.59,89.01,123.84,122.11,146.58,129.82,168.89,146.83,127.32,95.34,139.92,164.1,,,31,965,34,30.38,965D6-(E1);
06.12.21 11:50:32,2.8,163.3,138.9,142.47,149.16,186,158.81,167.56,132.33,117.93,132.83,176.98,166.22,106.04,172.38,139.66,153.83,120.63,215.09,170.77,142.73,180.25,137.12,165.16,,,31,965,34,30.38,965D6-(E1);
06.12.21 11:50:47,3.05,184.63,142.47,136.62,144.78,186.83,161.71,166.22,122.86,136.36,128.82,182.43,149.42,122.11,170.23,140.43,147.61,151.23,168.63,188.49,140.43,133.84,132.83,155.14,,,31,965,34,30.41,965D6-(E1);
06.12.21 11:51:02,3.3,156.97,170.77,180.52,150.19,199.1,196.01,193.21,155.92,186.56,148.38,206.47,172.65,97.46,176.44,158.81,176.98,191.54,198.54,201.08,152.27,129.32,152.01,186,,,31,965,34,30.44,965D6-(E1);
06.12.21 11:51:17,3.55,184.08,157.5,155.66,173.46,201.64,179.97,187.94,148.9,174,149.93,193.77,163.3,174,187.94,163.83,183.26,155.66,203.63,178.34,148.9,170.23,167.02,181.07,,,31,965,34,30.46,965D6-(E1);
06.12.21 11:51:32,3.8,172.12,149.16,146.58,139.15,174.54,147.87,187.11,137.63,179.16,130.57,192.1,146.32,102.45,174.81,147.61,154.62,169.7,198.54,183.53,143.49,149.68,109.66,162.77,,,31,965,34,30.48,965D6-(E1);
06.12.21 11:51:47,4.05,169.43,148.64,141.7,144.01,186.28,168.89,176.17,132.83,185.73,141.45,173.73,148.38,89.71,154.36,141.19,172.65,150.97,170.23,174.81,130.82,150.97,131.07,202.78,,,31,965,34,30.49,965D6-(E1);
06.12.21 11:52:02,4.3,145.03,144.78,125.33,142.98,168.36,163.57,171.58,123.1,162.51,137.38,171.31,137.88,103.41,154.62,151.23,155.14,155.66,162.77,188.77,131.83,160.39,113.78,153.57,,,31,965,34,30.52,965D6-(E1);
06.12.21 11:52:17,4.55,178.61,161.98,163.83,166.49,173.19,183.26,195.17,145.29,165.16,148.9,195.17,170.23,120.14,191.54,181.61,187.11,156.19,191.54,165.43,150.45,131.57,148.12,169.43,,,31,965,34,30.53,965D6-(E1);
06.12.21 11:52:32,4.8,145.8,159.86,133.84,154.88,187.38,200.23,166.76,141.19,168.63,126.08,184.9,155.92,103.89,153.31,163.57,168.09,113.78,170.5,189.04,154.88,131.83,140.17,167.56,,,31,965,34,30.58,965B6-(E1);
06.12.21 11:52:47,5.05,168.63,167.02,149.16,177.52,215.09,186,199.67,150.19,180.25,156.71,198.26,169.16,128.32,186.28,173.46,187.66,179.16,212.78,191.54,172.12,139.66,136.62,210.77,,,31,965,34,30.6,965D6-(E1);
06.12.21 11:53:02,5.3,159.34,152.27,144.26,174.27,203.34,172.92,202.78,136.87,188.77,143.24,174.81,141.45,120.63,161.45,157.23,189.32,140.17,196.57,200.23,150.97,138.14,114.75,196.29,,,31,965,34,30.61,965D6-(E1);
06.12.21 11:53:17,5.55,135.1,157.23,134.85,138.9,156.19,144.01,172.65,120.88,168.09,149.16,174,143.49,95.81,155.66,153.05,164.36,107.49,171.58,179.97,139.41,142.21,138.14,186.83,,,31,965,34,30.64,965D6-(E1);
06.12.21 11:53:32,5.8,163.3,146.58,139.15,148.12,174.54,185.45,169.7,132.33,198.54,140.94,165.69,151.49,106.76,182.43,172.38,170.77,135.35,207.33,173.73,147.09,158.55,145.03,175.08,,,31,965,34,30.67,965D6-(E1);
06.12.21 11:53:47,6.05,144.78,154.09,148.38,172.38,187.66,176.17,178.88,137.88,179.7,147.87,191.54,153.57,96.52,164.89,160.13,164.89,136.11,173.19,174.54,138.65,151.49,156.71,175.62,,,31,965,34,30.7,965D6-(E1);
06.12.21 11:54:02,6.3,155.14,165.16,143.75,174.54,201.08,205.33,181.61,137.38,166.49,152.01,190.99,153.31,120.39,177.52,170.77,207.04,149.68,200.23,173.46,127.57,151.23,110.62,189.6,,,31,965,34,30.74,965D6-(E1);
06.12.21 11:54:17,6.55,167.29,164.1,148.38,175.35,175.35,174,179.16,139.66,172.92,153.31,189.04,156.71,112.08,165.43,166.49,182.98,122.86,200.23,178.61,153.05,135.35,146.58,161.18,,,31,965,34,30.75,965D6-(E1);
06.12.21 11:54:32,6.8,166.76,155.14,129.32,166.49,175.35,182.16,177.79,144.78,184.35,149.42,190.99,148.64,134.85,190.99,170.23,184.35,132.33,183.26,184.35,150.45,149.93,128.57,185.73,,,31,965,34,30.78,965B6-(E1);
06.12.21 11:54:47,7.05,151.23,138.39,130.57,152.53,152.79,177.52,176.71,133.84,153.31,122.61,191.54,139.41,59.27,166.49,159.86,162.51,124.09,168.63,197.69,135.1,142.73,116.22,143.49,,,31,965,34,30.81,965D6-(E1);
06.12.21 11:55:02,7.3,159.34,168.09,137.12,173.73,189.6,165.16,193.49,157.76,187.11,154.36,178.88,148.12,129.07,179.43,180.25,194.89,136.87,205.33,206.47,150.45,156.71,140.68,158.55,,,31,965,34,30.85,965D6-(E1);
06.12.21 11:55:17,7.55,166.76,164.63,139.66,169.16,162.77,166.22,179.97,137.38,157.5,150.45,178.07,148.38,122.36,163.04,181.07,178.34,143.49,188.21,177.79,146.58,145.03,127.82,173.19,,,31,965,34,30.86,965D6-(E1);
06.12.21 11:55:32,7.8,164.63,179.97,157.5,176.17,177.52,191.82,201.08,154.62,177.25,166.49,191.26,175.35,148.9,197.69,190.43,197.98,128.32,195.73,197.98,158.55,183.26,175.9,179.43,,,31,965,34,30.89,965D6-(E1);
06.12.21 11:55:47,8.05,163.57,178.34,146.06,183.53,213.07,196.57,190.71,148.12,189.6,152.27,192.94,176.17,141.19,196.29,200.79,215.67,148.64,202.78,199.67,157.23,172.92,155.66,202.49,,,31,965,34,30.92,965D6-(E1);
06.12.21 11:56:02,8.3,159.07,168.36,144.01,170.23,209.05,194.05,200.79,145.29,182.71,163.83,204.2,159.07,101.74,198.82,199.67,194.89,115,205.33,227.08,157.5,167.83,149.68,192.94,,,31,965,34,30.95,965D6-(E1);
06.12.21 11:56:17,8.55,169.7,152.01,137.38,171.31,172.65,201.08,183.26,132.83,150.45,159.07,191.54,140.68,84.37,187.94,192.66,176.17,123.35,178.88,207.62,158.29,155.14,149.42,170.77,,,31,965,34,30.98,965D6-(E1);
06.12.21 11:56:33,8.82,144.78,154.88,129.32,168.89,169.7,200.79,193.49,135.6,193.49,150.71,187.38,160.39,109.17,186.83,184.63,181.61,102.21,191.54,209.05,139.15,137.12,110.87,179.7,,,31,965,34,31,965D6-(E1);
06.12.21 11:56:48,9.07,154.09,154.36,137.63,171.31,180.52,191.82,186,135.6,191.26,154.36,182.43,158.81,127.57,196.85,178.61,190.71,130.57,181.34,207.62,139.41,140.68,111.11,168.63,,,31,965,34,31.03,965D6-(E1);
06.12.21 11:57:03,9.32,171.58,151.49,131.83,162.77,184.63,169.7,187.66,131.32,175.62,147.87,165.43,160.92,87.38,172.92,178.61,187.66,137.63,184.35,182.71,142.21,175.9,126.82,160.39,,,31,965,34,31.08,965D6-(E1);
06.12.21 11:57:18,9.57,163.57,156.97,148.12,175.08,164.36,181.61,201.36,151.49,156.97,156.97,191.54,175.35,156.19,190.43,184.63,213.94,121.62,182.43,217.12,156.97,155.4,117.93,195.45,,,31,965,34,31.1,965D6-(E1);
06.12.21 11:57:33,9.82,163.83,170.77,146.83,169.43,181.34,203.91,216.83,154.88,193.21,185.45,209.05,180.25,108.93,178.07,201.93,189.04,162.24,183.8,215.38,153.57,182.71,121.37,167.56,,,31,965,34,31.13,965D6-(E1);
06.12.21 11:57:48,10.07,159.6,165.96,134.59,182.71,186.28,173.19,171.04,134.09,156.97,161.45,182.43,165.16,111.84,196.01,200.79,206.76,139.41,189.04,200.51,146.06,134.09,138.65,165.96,,,31,965,34,31.16,965B6-(E1);
06.12.21 11:58:03,10.32,147.87,171.04,132.83,178.34,138.14,175.62,197.98,130.07,184.35,159.86,191.26,140.17,112.56,187.94,184.9,179.16,140.43,184.63,207.04,134.85,151.23,145.29,191.82,,,31,965,34,31.19,965D6-(E1);
06.12.21 11:58:18,10.57,176.98,176.17,137.88,191.54,170.77,203.06,195.17,160.92,182.16,176.98,196.57,173.46,126.33,185.45,214.52,234.81,165.96,207.04,217.71,176.98,185.73,141.19,206.47,,,31,965,34,31.21,965D6-(E1);
06.12.21 11:58:33,10.82,187.94,186.28,150.97,189.88,202.21,195.17,207.9,162.77,205.33,169.7,192.66,186.83,126.08,191.26,207.9,218.58,144.78,196.29,236.91,150.97,161.98,155.92,206.47,,,31,965,34,31.24,965D6-(E1);
06.12.21 11:58:48,11.07,201.93,210.48,159.07,220.62,191.26,205.62,222.38,173.19,225.61,192.1,200.79,203.06,121.37,225.9,217.71,225.9,157.23,238.71,222.96,189.6,183.26,186.28,200.51,,,31,965,34,31.28,965D6-(E1);
06.12.21 11:59:03,11.32,161.98,171.58,135.86,189.32,186.56,182.43,196.85,144.78,158.55,166.49,185.73,165.43,110.38,185.45,197.98,224.72,129.07,164.89,210.77,148.38,171.58,130.32,176.71,,,31,965,34,31.3,965B6-(E1);
06.12.21 11:59:18,11.57,175.08,188.21,140.68,214.81,184.08,222.38,205.9,155.66,207.9,210.48,194.33,209.62,130.07,226.49,200.79,252.11,170.77,222.96,229.45,168.63,159.07,176.17,178.61,,,31,965,34,31.33,965D6-(E1);
06.12.21 11:59:33,11.82,143.24,143.24,123.1,182.98,157.5,166.49,181.07,132.08,167.02,153.05,168.63,158.02,98.65,158.81,181.07,169.43,123.35,173.46,167.83,133.84,139.15,141.96,156.71,,,31,965,34,31.35,965D6-(E1);
06.12.21 11:59:48,12.07,189.32,181.07,141.96,225.9,180.79,200.79,208.76,153.05,196.01,197.69,192.38,186.28,148.12,214.81,209.91,217.42,149.16,223.26,223.84,153.83,188.77,162.24,170.5,,,31,965,34,31.39,965D6-(E1);
06.12.21 12:00:03,12.32,158.55,171.85,123.35,192.1,160.66,187.94,196.01,147.87,202.49,162.24,193.49,169.97,155.14,203.91,206.47,209.62,126.08,192.1,230.04,134.59,181.34,140.94,212.21,,,31,965,34,31.42,965D6-(E1);
06.12.21 12:00:18,12.57,196.85,190.71,143.75,218.58,194.05,207.04,198.26,160.92,231.23,182.98,195.17,186,142.47,218.58,224.72,257.68,162.51,204.76,249.35,163.57,191.82,187.11,209.62,,,31,965,34,31.46,965D6-(E1);
06.12.21 12:00:33,12.82,178.34,176.71,127.82,199.1,167.83,193.21,194.33,150.45,190.71,176.44,198.54,191.82,131.57,190.15,196.57,211.34,176.44,183.53,240.52,165.96,174,150.71,182.98,,,31,965,34,31.49,965B6-(E1);
06.12.21 12:00:48,13.07,181.34,192.66,138.65,208.19,178.34,211.06,197.41,160.13,162.77,184.63,215.38,195.17,110.38,187.66,205.05,239.62,165.96,200.51,224.14,173.19,175.62,157.76,199.67,,,31,965,34,31.53,965D6-(E1);
06.12.21 12:01:03,13.32,164.36,166.22,128.57,194.89,168.36,179.43,198.54,155.4,165.69,152.27,186.56,164.1,126.33,170.5,187.38,214.23,118.18,185.45,209.33,130.82,148.64,153.05,169.7,,,31,965,34,31.56,965D6-(E1);
06.12.21 12:01:18,13.57,193.77,196.85,134.59,217.42,178.61,199.67,224.72,177.79,198.54,210.77,194.89,204.76,139.41,185.18,209.05,234.21,152.79,196.85,219.16,186,199.95,166.76,181.61,,,31,965,34,31.58,965D6-(E1);
06.12.21 12:01:33,13.82,179.16,178.61,137.63,199.1,179.7,185.18,196.85,154.62,190.15,155.4,168.89,185.73,90.18,212.21,198.54,192.66,153.83,195.73,232.13,158.81,205.33,161.18,156.71,,,31,965,34,31.6,965D6-(E1);
06.12.21 12:01:48,14.07,195.45,197.69,152.27,225.9,197.13,191.26,218,175.62,216.25,199.67,203.06,204.2,120.14,222.08,217.42,233.02,139.15,197.41,255.2,178.34,154.62,148.64,189.32,,,31,965,34,31.64,965D6-(E1);
06.12.21 12:02:03,14.32,193.21,181.34,137.38,224.72,187.94,214.52,221.21,166.22,183.8,184.63,210.19,185.18,151.75,218.58,192.1,252.42,151.49,204.2,248.73,182.71,187.11,136.11,196.29,,,31,965,34,31.67,965D6-(E1);
06.12.21 12:02:18,14.57,159.86,179.7,136.11,198.54,197.13,197.41,221.5,152.27,182.43,185.73,200.23,189.04,146.58,211.34,203.06,211.63,127.82,214.23,260.17,156.71,172.38,151.23,186.56,,,31,965,34,31.7,965D6-(E1);
06.12.21 12:02:33,14.82,206.19,198.54,154.36,227.97,209.33,216.54,237.51,174.54,212.78,211.63,218.87,197.41,132.83,213.65,212.78,257.99,152.79,212.78,247.21,172.92,169.43,169.97,200.23,,,31,965,34,31.73,965D6-(E1);
06.12.21 12:02:48,15.07,180.52,209.62,143.75,210.77,183.53,203.91,228.86,163.83,205.9,191.26,216.83,203.06,161.45,225.9,205.05,216.83,116.46,195.73,253.96,158.29,168.09,171.85,192.38,,,31,965,34,31.75,965D6-(E1);
06.12.21 12:03:03,15.32,158.55,189.04,137.38,207.9,164.36,179.7,215.67,150.45,190.71,176.17,182.71,183.53,118.42,175.08,207.62,209.91,144.26,207.04,240.83,157.23,165.16,162.24,186.83,,,31,965,34,31.8,965D6-(E1);
06.12.21 12:03:18,15.57,191.82,195.73,150.19,236.61,200.23,198.54,231.23,180.52,205.05,182.43,210.48,206.47,174,222.38,206.47,259.86,146.58,207.9,253.96,161.18,192.66,175.35,197.69,,,31,965,34,31.81,965B6-(E1);
06.12.21 12:03:33,15.82,163.04,181.61,154.62,207.33,182.98,183.26,235.71,169.16,210.48,200.51,187.66,193.21,153.57,200.51,200.23,210.77,138.9,199.95,247.21,166.49,144.01,196.01,176.98,,,31,965,34,31.85,965D6-(E1);
06.12.21 12:03:48,16.07,193.77,200.23,150.19,221.79,207.33,194.89,223.55,158.81,173.19,193.77,204.2,199.67,127.57,205.05,225.31,225.61,152.79,203.91,260.8,179.7,213.07,192.94,200.23,,,31,965,34,31.88,965D6-(E1);
06.12.21 12:04:03,16.32,202.21,198.26,161.18,221.5,213.94,212.78,247.51,170.77,179.97,204.2,196.01,191.26,140.94,189.32,226.49,218.58,168.09,199.38,254.27,182.98,158.02,186.83,196.57,,,31,965,34,31.92,965D6-(E1);
06.12.21 12:04:18,16.57,171.58,172.65,141.19,198.54,168.89,177.79,235.71,148.9,173.46,203.34,196.29,187.94,113.54,207.9,201.93,202.78,127.82,187.94,251.19,166.49,191.26,174,177.25,,,31,965,34,31.94,965D6-(E1);
06.12.21 12:04:33,16.82,181.61,196.57,134.34,201.64,186,181.89,236.01,156.19,179.7,179.16,189.32,183.8,103.65,212.5,205.62,221.5,135.35,186.56,240.22,175.62,157.76,157.5,186.56,,,31,965,34,31.96,965D6-(E1);
06.12.21 12:04:48,17.07,193.21,203.34,151.49,234.51,191.82,196.85,240.22,175.62,192.1,225.02,194.61,201.64,113.78,230.34,208.19,236.61,175.08,216.83,284.36,203.63,204.76,203.91,194.33,,,31,965,34,31.99,965D6-(E1);
06.12.21 12:05:03,17.32,187.66,181.89,132.58,215.38,167.56,199.67,242.34,154.36,197.69,193.21,203.06,205.62,120.88,203.91,224.43,209.05,135.35,197.13,262.36,163.04,138.9,147.61,171.04,,,31,965,34,32.02,965D6-(E1);
06.12.21 12:05:18,17.57,222.67,218.87,151.75,249.96,190.71,230.94,247.51,182.43,205.9,211.92,210.48,229.75,149.16,232.13,249.65,238.41,186.83,215.38,258.61,173.46,197.98,202.49,212.21,,,31,965,34,32.03,965D6-(E1);
06.12.21 12:05:33,17.82,164.63,190.43,125.33,213.36,160.13,189.88,234.21,155.4,180.52,203.06,182.98,181.07,104.84,219.45,228.27,224.14,136.62,186.56,233.91,185.73,164.36,171.85,185.73,,,31,965,34,32.05,965D6-(E1);
06.12.21 12:05:49,18.08,209.33,208.47,135.35,234.81,184.08,199.95,261.73,169.7,200.51,208.19,213.65,219.16,113.29,236.61,232.72,256.44,166.22,224.72,294.84,200.23,203.34,190.99,207.04,,,31,965,34,32.08,965D6-(E1);
06.12.21 12:06:04,18.33,193.77,191.82,131.83,202.49,165.69,178.61,228.86,161.45,162.24,180.25,189.32,172.92,101.26,189.04,193.21,213.36,171.58,190.43,241.43,163.83,154.36,176.44,181.07,,,31,965,34,32.09,965D6-(E1);
06.12.21 12:06:19,18.58,194.33,205.05,138.39,215.96,181.07,189.6,259.86,177.79,179.7,207.62,191.26,211.63,128.32,206.47,221.5,229.75,184.35,206.19,261.42,187.38,192.66,178.34,176.98,,,31,965,34,32.1,965D6-(E1);
06.12.21 12:06:34,18.83,178.07,202.78,159.34,202.21,176.44,194.89,261.11,172.12,192.1,192.38,183.8,199.1,115.73,222.67,228.56,232.13,152.27,191.26,279.83,184.35,190.43,190.43,204.76,,,31,965,34,32.13,965D6-(E1);
06.12.21 12:06:49,19.08,197.13,226.79,146.32,239.62,194.33,203.06,280.48,179.7,218.87,219.45,202.49,206.19,127.82,233.32,257.68,245.68,200.51,237.81,284.36,203.34,178.34,228.56,192.38,,,31,965,34,32.14,965B6-(E1);
06.12.21 12:07:04,19.33,187.11,215.67,133.84,215.38,178.34,200.79,256.13,172.38,191.54,199.67,194.61,205.62,119.9,220.33,221.79,224.14,174.54,201.36,268.34,195.17,192.94,190.99,186.28,,,31,965,34,32.16,
06.12.21 12:07:19,19.58,187.11,216.54,132.33,214.23,178.34,201.36,259.24,172.12,192.38,198.54,194.33,205.9,119.65,214.23,219.16,218.87,174.54,201.36,265.18,194.05,193.77,189.88,185.73,,,31,965,34,32.14,
06.12.21 12:07:34,19.83,187.94,218,130.57,212.21,177.79,201.08,256.44,172.92,194.61,194.89,194.33,204.48,119.16,213.36,219.74,208.76,172.38,200.23,258.61,192.1,193.21,188.77,186,,,31,965,34,32.11,
06.12.21 12:07:49,20.08,189.6,216.25,128.32,211.06,177.79,201.36,260.8,172.92,192.38,191.82,194.61,204.76,119.4,211.34,219.74,206.47,168.09,201.08,256.13,197.69,193.77,186.56,186,,,31,965,34,32.09,
06.12.21 12:08:04,20.33,186.56,214.23,126.08,209.91,177.52,202.21,258.92,172.92,192.38,189.88,194.05,203.34,119.16,209.33,217.42,202.49,168.09,200.51,253.34,190.71,194.33,185.18,184.08,,,31,965,34,32.08,
06.12.21 12:08:19,20.58,186,212.21,123.1,208.47,176.44,202.78,256.44,172.38,192.66,188.21,193.49,201.36,118.67,207.04,216.83,203.06,168.09,201.08,252.11,197.13,195.17,181.89,185.18,,,31,965,34,32.06,
06.12.21 12:08:34,20.83,185.73,210.19,120.14,206.47,176.44,202.78,255.82,172.38,192.38,185.18,193.77,200.79,118.18,206.47,215.38,200.23,166.76,201.08,248.73,191.54,195.17,179.97,184.63,,,31,965,34,32.03,
06.12.21 12:08:49,21.08,185.45,208.76,117.44,203.91,176.17,202.49,255.2,172.12,192.38,183.53,194.33,198.54,117.44,203.91,214.81,201.36,167.83,200.79,249.65,189.88,195.73,177.52,184.35,,,31,965,34,32.02,
06.12.21 12:09:04,21.33,183.26,207.33,114.02,201.64,175.62,201.64,254.27,172.38,192.38,181.34,193.77,195.17,117.2,201.93,213.65,201.64,171.04,200.51,246.59,188.21,195.73,176.71,183.53,,,31,965,34,31.99,
06.12.21 12:09:19,21.58,181.89,205.05,111.84,198.82,175.9,201.64,253.65,172.12,192.66,178.34,193.49,192.94,116.71,199.38,212.5,199.67,172.92,200.23,246.29,187.94,196.01,174.81,184.9,,,31,965,34,31.99,
06.12.21 12:09:34,21.83,179.43,203.06,108.69,195.73,175.08,201.08,249.96,171.31,192.1,175.9,193.49,191.26,115.97,198.82,210.77,202.78,170.23,199.95,243.55,186.83,196.85,172.38,183.53,,,31,965,34,31.99,
06.12.21 12:09:49,22.08,179.43,200.51,105.8,192.66,174.54,201.64,250.57,171.85,192.66,173.46,193.21,189.6,115.49,194.89,209.91,197.13,166.49,200.23,242.64,186.83,197.13,170.5,183.26,,,31,965,34,31.98,
06.12.21 12:10:04,22.33,176.44,198.54,103.17,191.26,174.27,200.51,254.27,171.04,191.82,171.58,193.21,188.21,114.75,191.82,209.62,197.41,163.04,200.51,241.13,185.73,196.57,167.83,182.98,,,31,965,34,31.96,
06.12.21 12:10:19,22.58,175.62,196.01,101.02,186.28,174,200.51,250.27,171.04,190.99,169.16,193.21,190.15,113.05,189.6,208.47,201.08,162.24,199.38,238.41,185.18,197.13,165.69,182.71,,,31,965,34,31.96,
06.12.21 12:10:34,22.83,175.9,193.77,100.07,184.9,174.27,199.67,246.29,171.04,190.71,168.63,192.94,185.45,111.59,188.21,207.62,199.67,161.45,200.23,238.71,186,196.01,164.36,183.53,,,31,965,34,31.94,
06.12.21 12:10:49,23.08,174.81,191.26,99.83,182.98,174,199.67,249.04,170.5,189.6,167.02,192.66,183.26,110.38,187.11,206.76,195.45,159.86,200.51,232.72,184.9,193.49,161.98,183.53,,,31,965,34,31.92,
06.12.21 12:11:04,23.33,174.54,188.77,99.83,181.61,173.19,197.98,245.98,170.77,189.6,164.1,192.66,181.34,109.9,186,205.62,197.69,159.6,199.67,230.34,184.35,192.38,159.34,182.98,,,31,965,34,31.92,
06.12.21 12:11:19,23.58,174.27,186.56,100.07,180.52,172.92,197.98,242.64,169.97,189.32,161.98,192.66,183.26,108.69,187.11,205.33,193.77,159.07,200.23,230.04,184.9,191.26,156.71,183.53,,,31,965,34,31.91,
06.12.21 12:11:34,23.83,174,184.08,99.6,178.07,172.92,197.98,242.94,169.7,188.77,159.86,192.38,177.52,108.21,186.83,203.63,190.99,158.81,199.95,228.56,184.08,189.88,154.88,183.53,,,31,965,34,31.91,
06.12.21 12:11:49,24.08,173.73,182.43,98.41,176.44,172.65,196.57,238.11,169.43,187.38,157.5,191.82,174.81,107.25,185.73,203.06,189.88,157.5,199.38,224.72,184.9,186.28,153.05,183.53,,,31,965,34,31.89,
06.12.21 12:12:04,24.33,173.73,180.52,96.99,175.35,172.12,195.17,238.11,168.89,186.83,155.14,192.1,172.12,106.28,182.16,202.21,188.49,155.92,199.95,222.38,182.98,189.32,149.93,183.26,,,31,965,34,31.88,
