Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,C6,D6,,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
07.12.21 12:30:08,27.05,256.07,150.44,249.78,83.3,256.07,214.17,234.79,187.82,215.42,164.5,216.67,111.31,176.79,222.34,287.36,113.18,244.53,243.55,123.46,205.17,225.83,255.4,205.47,,,27,965,34,27.96,
07.12.21 12:30:23,27.3,248.46,151,249.12,79.98,256.07,214.48,234.47,188.42,213.54,164.21,216.67,109.17,176.79,220.45,285.97,111.31,242.25,238.35,122.37,203.32,225.83,252.09,203.93,,,27,965,34,27.93,
07.12.21 12:30:38,27.55,246.82,150.15,238.02,75.91,253.74,213.23,233.18,188.12,212.61,164.21,216.04,109.7,176.79,219.82,285.28,109.7,240.94,236.73,120.19,200.56,226.15,250.44,202.7,,,27,965,34,27.93,
07.12.21 12:30:53,27.8,246.17,149.02,242.57,73.63,252.42,213.54,232.22,186.62,211.05,162.76,215.42,108.37,175.61,218.56,284.24,108.11,239.97,234.79,118.3,198.42,225.83,243.55,201.17,,,27,965,34,27.93,
07.12.21 12:31:08,28.05,246.17,149.58,236.73,74.65,248.14,214.79,230.3,186.92,210.74,162.47,214.17,108.64,174.43,217.61,284.24,106.51,238.67,233.51,117.49,196.89,226.15,245.84,200.56,,,27,965,34,27.93,
07.12.21 12:31:23,28.3,244.86,149.02,234.47,81,245.51,212.92,229.66,187.22,209.19,162.76,212.61,107.57,174.14,217.3,282.51,105.45,238.02,231.9,115.87,195.07,225.51,249.12,199.64,,,27,965,34,27.91,
07.12.21 12:31:38,28.55,244.2,148.73,232.22,72.12,244.86,211.98,227.1,185.72,209.19,161.6,211.67,106.25,177.98,214.79,281.47,103.86,236.73,230.62,114.26,192.94,226.15,245.84,196.89,,,27,965,34,27.91,
07.12.21 12:31:53,28.8,243.55,147.89,232.22,72.12,242.57,211.05,227.1,186.62,204.24,161.31,211.67,104.92,175.32,214.48,280.44,102.01,236.08,229.66,112.65,191.73,226.15,244.2,194.46,,,27,965,34,27.91,
07.12.21 12:32:08,29.05,242.57,146.47,231.26,69.36,242.25,210.43,224.88,185.12,203.93,160.74,210.74,104.39,170.32,212.92,279.75,100.7,234.15,228.06,111.31,189.92,225.19,240.62,192.94,,,27,965,34,27.9,
07.12.21 12:32:23,29.3,242.57,146.47,235.12,70.11,241.27,212.29,223.93,186.02,202.09,160.74,210.43,102.28,168.57,211.67,279.06,99.38,233.18,226.79,110.51,188.42,225.51,237.7,190.22,,,27,965,34,27.9,
07.12.21 12:32:38,29.55,240.29,146.19,231.9,68.61,240.29,212.29,222.97,185.12,202.7,160.16,209.5,99.12,166.82,210.43,280.09,97.55,231.58,224.24,108.37,187.82,225.51,236.41,189.02,,,27,965,34,27.9,
07.12.21 12:32:53,29.8,238.67,145.91,229.34,68.61,238.67,209.19,223.61,185.12,200.56,159.59,208.26,99.38,166.53,209.81,276.66,96.5,229.66,222.34,107.04,186.32,226.15,235.12,187.52,,,27,965,34,27.89,
07.12.21 12:33:08,30.05,235.76,145.35,230.3,67.86,238.02,208.26,221.39,183.33,198.72,159.3,206.71,97.28,166.53,208.88,275.63,95.19,227.1,219.82,105.71,184.52,225.51,232.54,184.82,,,27,965,34,27.88,
07.12.21 12:33:23,30.3,235.76,143.66,226.15,66.61,236.73,207.64,221.08,183.62,198.11,159.01,205.78,95.98,164.79,207.64,274.26,94.41,225.51,216.99,104.39,183.33,225.83,231.9,183.62,,,27,965,34,27.89,
07.12.21 12:33:38,30.55,233.18,143.94,225.83,65.86,235.76,204.86,220.13,184.22,197.5,158.15,204.86,95.98,164.5,206.4,273.92,93.63,223.93,214.48,103.6,182.73,226.15,231.9,182.43,,,27,965,34,27.88,
07.12.21 12:33:53,30.8,231.9,143.38,220.13,63.86,234.15,203.32,219.82,183.03,195.98,157.29,203.01,93.63,162.18,204.86,271.88,91.03,222.34,210.74,102.01,182.13,225.83,232.54,181.54,,,27,965,34,27.88,
07.12.21 12:34:08,31.05,227.74,141.97,225.19,60.89,232.54,202.09,217.93,182.13,194.46,157.29,201.78,92.07,161.6,203.63,271.54,90.25,220.76,205.47,101.49,180.94,225.51,230.3,180.05,,,27,965,34,27.86,
07.12.21 12:34:23,31.3,226.79,142.25,213.85,61.38,232.54,202.4,217.93,182.43,195.67,157,199.64,91.81,160.45,202.7,271.2,88.96,220.13,202.09,100.17,180.65,225.83,228.06,178.86,,,27,965,34,27.86,
07.12.21 12:34:38,31.55,225.51,140.01,208.57,61.38,230.62,199.03,216.99,182.73,194.16,157.57,197.81,91.03,159.87,201.78,269.5,87.41,218.56,200.86,98.33,180.05,225.83,226.15,175.91,,,27,965,34,27.86,
07.12.21 12:34:53,31.8,225.19,140.57,207.33,58.17,229.34,198.72,216.04,183.03,192.64,156.71,197.81,88.44,158.72,201.48,269.16,86.12,216.99,199.64,96.76,178.86,225.51,224.56,174.73,,,27,965,34,27.86,
07.12.21 12:35:08,32.05,223.61,139.46,207.33,57.68,227.42,198.11,215.11,182.43,191.43,156.14,196.89,88.18,157.86,200.25,267.47,84.84,215.73,198.11,95.45,177.38,225.51,219.82,171.2,,,27,965,34,27.86,
07.12.21 12:35:23,32.3,222.97,138.62,206.09,58.17,226.79,197.81,214.79,181.84,190.22,155.28,195.67,85.87,156.43,199.03,266.45,84.84,213.85,196.89,93.89,177.09,225.51,222.03,172.96,,,27,965,34,27.86,
07.12.21 12:35:38,32.55,221.71,137.5,204.55,56.45,224.24,195.98,214.79,181.84,189.02,154.42,194.46,83.81,154.42,197.2,264.77,83.3,212.29,195.98,92.85,175.32,225.19,220.13,170.03,,,27,965,34,27.85,
07.12.21 12:35:53,32.8,221.71,137.22,204.24,56.45,223.61,194.46,213.54,180.35,188.12,154.71,193.25,86.12,153,195.07,263.42,82.79,209.81,195.07,91.55,174.14,225.51,217.61,168.28,,,27,965,34,27.86,
07.12.21 12:36:08,33.05,220.45,135,202.4,55.47,221.71,192.34,212.61,180.65,186.92,154.14,193.25,82.79,149.87,193.25,262.42,82.02,208.88,194.46,90.25,173.26,225.51,216.36,166.53,,,27,965,34,27.85,
07.12.21 12:36:23,33.3,219.5,135,202.4,54.24,221.71,194.46,211.67,179.46,186.92,153.57,191.43,81.51,146.47,188.42,262.08,80.74,206.71,193.25,88.7,171.2,225.19,216.04,165.37,,,27,965,34,27.83,
07.12.21 12:36:38,33.55,218.87,133.89,201.17,52.04,220.76,190.83,210.43,180.94,185.12,153.57,190.22,80.23,143.1,185.42,260.07,80.23,205.17,192.34,87.15,169.15,225.19,213.54,162.76,,,27,965,34,27.83,
07.12.21 12:36:53,33.8,217.93,133.06,199.64,54.48,220.45,186.02,210.12,180.35,184.52,152.14,188.42,76.67,140.57,181.84,258.07,79.98,203.63,191.43,85.87,168.86,225.19,212.61,161.03,,,27,965,34,27.86,
07.12.21 12:37:08,34.05,217.3,132.79,198.11,52.04,218.56,185.12,209.19,180.35,183.92,152.14,188.72,77.18,138.06,180.05,257.07,78.7,202.7,191.13,84.58,167.11,224.88,212.61,159.3,,,27,965,34,27.86,
07.12.21 12:37:23,34.3,215.73,131.68,197.81,50.82,216.99,182.73,207.33,178.86,182.73,151.29,187.82,76.92,135.28,176.2,256.07,77.94,200.86,189.62,82.79,166.53,225.19,211.05,157.86,,,27,965,34,27.86,
07.12.21 12:37:38,34.55,213.85,129.48,195.98,50.58,215.73,180.35,206.71,178.57,181.54,151.29,185.42,73.89,133.06,175.32,254.74,76.92,198.42,188.42,81,164.21,224.88,209.19,157.86,,,27,965,34,27.85,
07.12.21 12:37:53,34.8,212.92,130.03,197.81,51.31,214.79,177.98,204.86,178.86,181.84,151.57,184.82,73.89,131.41,174.14,253.08,76.42,197.2,187.22,79.47,163.92,225.51,206.09,158.43,,,27,965,34,27.85,
07.12.21 12:38:08,35.05,209.81,128.65,195.37,49.36,214.48,176.5,203.93,177.98,179.16,150.72,183.33,72.37,129.2,170.03,251.76,75.91,194.46,186.32,77.69,162.18,225.19,207.64,156.14,,,27,965,34,27.85,
