Measurement Name :,20210617_Pairs_27C,,Generated On :,"17/06/2021, 12:24:49",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
17.06.21 11:42:53,24.3,244.2,237.05,172.38,216.04,230.62,204.86,209.5,232.54,219.82,222.66,199.94,225.19,195.07,196.89,227.74,215.42,205.78,216.99,201.48,220.45,217.61,217.93,215.73,,27,965,34,29.98,965D6-(E1);
17.06.21 11:43:08,24.55,229.66,224.88,181.84,238.35,206.4,229.66,214.17,217.3,221.39,228.7,198.72,217.3,209.5,190.83,214.79,215.42,201.17,218.56,216.36,227.74,217.93,212.29,215.11,,27,965,34,29.98,965D6-(E1);
17.06.21 11:43:23,24.8,228.7,216.67,179.46,237.38,218.56,202.09,185.72,216.99,214.79,218.87,199.64,225.83,193.55,208.88,199.64,221.08,191.13,214.48,235.44,212.29,208.26,213.23,224.24,,27,965,34,29.98,965D6-(E1);
17.06.21 11:43:38,25.05,230.3,201.17,189.32,220.13,202.4,221.39,223.29,235.12,215.42,216.36,194.46,224.56,192.34,196.28,228.38,209.81,206.09,218.24,213.85,198.42,220.45,197.2,215.11,,27,965,34,29.96,965D6-(E1);
17.06.21 11:43:53,25.3,234.47,223.61,180.94,228.06,212.92,224.24,236.08,224.24,206.4,209.19,216.67,220.45,198.11,183.03,231.9,187.52,203.01,207.33,215.11,214.17,205.78,210.12,213.23,,27,965,34,29.96,965D6-(E1);
17.06.21 11:44:08,25.55,241.27,229.98,163.92,232.54,225.83,205.47,227.1,226.79,225.19,223.29,187.22,216.04,203.93,195.98,245.51,217.61,201.48,203.32,209.81,247.15,221.71,234.15,213.85,,27,965,34,29.96,965D6-(E1);
17.06.21 11:44:23,25.8,226.79,217.93,195.07,221.39,213.23,212.61,194.16,208.57,204.55,209.5,204.55,221.71,201.78,184.22,225.19,211.98,207.33,223.29,203.93,211.36,218.56,202.4,211.98,,27,965,34,29.96,965D6-(E1);
17.06.21 11:44:38,26.05,227.1,211.05,175.91,222.66,216.36,215.11,212.61,226.47,216.99,207.33,200.25,210.12,201.17,211.05,235.76,221.08,201.78,225.19,196.28,210.43,220.45,213.23,222.97,,27,965,34,29.98,965D6-(E1);
17.06.21 11:44:53,26.3,216.99,241.92,177.68,239.32,222.34,230.3,200.25,221.08,215.11,213.85,201.17,221.08,192.64,212.29,234.79,202.7,200.25,222.34,207.33,214.79,220.76,218.56,223.29,,27,965,34,29.96,965D6-(E1);
17.06.21 11:45:08,26.55,239,230.3,188.12,220.45,221.71,232.22,230.3,235.44,222.97,231.26,189.92,217.93,183.03,198.72,220.45,212.61,200.56,225.19,212.29,207.95,217.61,223.61,221.39,,27,965,34,29.96,965D6-(E1);
17.06.21 11:45:23,26.8,230.94,221.08,168.86,233.51,214.17,211.36,178.27,221.71,227.74,219.19,206.09,226.15,194.76,211.36,215.42,198.42,204.86,206.4,205.17,207.64,218.24,209.5,220.45,,27,965,34,29.96,965D6-(E1);
17.06.21 11:45:38,27.05,227.74,219.5,181.24,222.34,222.66,230.94,212.29,245.18,210.43,219.5,187.22,216.67,205.17,198.42,237.7,203.93,203.93,210.12,199.03,221.39,216.67,221.39,225.83,,27,965,34,29.96,965D6-(E1);
17.06.21 11:45:53,27.3,238.67,209.81,192.64,239.32,230.94,213.54,194.46,232.22,227.42,208.26,191.43,222.34,191.73,212.61,237.38,179.75,208.88,219.82,197.2,216.67,216.67,220.13,214.79,,27,965,34,29.98,965D6-(E1);
17.06.21 11:46:08,27.55,234.79,200.25,178.57,256.4,227.74,207.02,207.64,227.1,199.03,217.3,198.42,216.36,203.01,185.72,199.94,203.93,196.28,216.36,197.5,212.92,216.04,217.61,227.42,,27,965,34,29.98,965D6-(E1);
17.06.21 11:46:23,27.8,222.34,224.24,192.94,236.73,230.3,217.61,221.71,238.02,213.54,211.05,203.63,207.02,206.4,191.13,227.42,205.17,202.4,220.45,208.26,227.74,213.85,211.05,222.34,,27,965,34,29.99,965D6-(E1);
17.06.21 11:46:38,28.05,231.9,218.87,179.46,238.02,213.54,208.57,222.66,229.66,226.15,223.93,192.34,233.51,207.02,181.84,256.07,231.9,211.36,227.1,219.5,216.36,219.19,218.56,207.64,,27,965,34,29.99,965D6-(E1);
17.06.21 11:46:53,28.3,232.22,207.02,189.92,247.15,225.19,204.24,205.78,228.38,224.88,211.98,212.61,225.83,192.64,199.03,248.14,211.98,220.45,231.58,194.76,228.7,212.61,221.39,214.17,,27,965,34,29.98,965D6-(E1);
17.06.21 11:47:08,28.55,235.76,222.66,196.28,239.32,223.61,214.79,208.57,210.12,215.42,229.02,194.46,216.04,212.61,194.46,242.25,199.64,203.32,225.83,209.81,227.1,226.15,218.87,221.39,,27,965,34,29.99,965D6-(E1);
17.06.21 11:47:23,28.8,222.34,213.23,178.57,234.79,224.88,199.03,188.42,203.32,207.02,210.43,193.25,216.36,177.38,194.16,214.17,212.92,203.32,209.81,204.24,200.86,207.02,206.4,209.5,,27,965,34,29.99,965D6-(E1);
17.06.21 11:47:38,29.05,233.51,221.39,173.26,231.58,232.86,223.29,228.06,222.34,215.42,223.61,203.63,222.03,205.47,192.64,228.7,231.9,206.4,214.48,197.81,208.26,220.13,222.66,224.56,,27,965,34,29.99,965D6-(E1);
17.06.21 11:47:53,29.3,237.7,225.83,192.64,230.62,231.58,208.26,212.61,244.53,222.34,230.94,198.11,241.27,190.53,207.95,234.47,224.56,212.61,222.34,213.23,234.47,225.19,222.03,229.98,,27,965,34,29.99,965D6-(E1);
17.06.21 11:48:08,29.55,224.88,218.56,194.46,233.83,212.61,224.24,204.55,241.59,207.95,211.67,187.82,227.42,194.76,206.71,218.87,220.45,211.05,201.78,206.09,211.05,212.61,214.17,224.56,,27,965,34,29.99,965D6-(E1);
17.06.21 11:48:23,29.8,231.26,227.1,165.95,228.7,229.34,206.71,222.66,221.71,215.42,210.43,195.37,225.83,200.25,191.73,239.32,199.64,214.17,216.36,209.19,212.29,207.95,210.74,219.19,,27,965,34,29.99,965D6-(E1);
17.06.21 11:48:38,30.05,232.22,235.12,180.94,250.44,226.47,192.94,231.58,211.98,221.39,225.51,210.43,235.12,196.28,193.85,229.02,224.56,207.64,215.73,205.78,231.58,216.04,217.61,218.56,,27,965,34,29.98,965D6-(E1);
17.06.21 11:48:53,30.3,225.51,224.24,179.75,226.79,217.3,227.74,213.23,238.02,235.44,220.13,180.65,228.7,192.34,184.22,239,203.32,204.24,210.43,212.29,221.08,216.67,219.82,225.83,,27,965,34,29.98,965D6-(E1);
17.06.21 11:49:08,30.55,234.79,211.67,174.14,239,218.56,228.7,244.86,233.51,222.34,226.15,190.83,228.06,195.67,204.24,245.51,217.3,209.5,209.5,226.47,222.66,218.87,216.36,220.13,,27,965,34,29.96,965D6-(E1);
17.06.21 11:49:23,30.8,233.51,235.12,197.5,226.47,232.54,217.3,232.22,221.71,229.98,226.15,214.79,244.53,200.56,203.93,240.62,203.01,219.5,229.34,222.03,211.36,216.36,230.62,235.44,,27,965,34,29.96,965D6-(E1);
17.06.21 11:49:38,31.05,241.27,226.15,187.52,220.13,217.3,221.08,214.79,227.1,207.95,214.17,192.94,237.38,198.42,196.59,247.15,196.59,214.17,218.87,201.17,221.71,206.09,216.67,219.19,,27,965,34,29.95,965D6-(E1);
17.06.21 11:49:53,31.3,242.9,218.24,181.24,215.42,222.97,193.25,201.78,211.98,220.45,217.93,199.64,208.88,192.64,183.62,217.61,214.48,207.64,215.73,200.56,205.78,205.47,204.55,216.99,,27,965,34,29.94,965D6-(E1);
17.06.21 11:50:08,31.55,228.38,225.51,171.79,209.5,222.97,212.61,207.02,218.56,207.64,224.56,205.17,217.93,204.24,192.04,234.79,214.17,201.48,214.79,208.88,211.98,203.63,215.73,220.45,,27,965,34,29.92,965D6-(E1);
17.06.21 11:50:23,31.8,237.38,218.87,199.64,209.81,230.94,196.89,197.2,221.08,223.61,215.11,203.32,235.12,197.81,193.85,230.62,222.97,201.17,211.67,210.74,237.7,213.85,212.92,221.08,,27,965,34,29.92,965D6-(E1);
17.06.21 11:50:38,32.05,234.79,227.74,192.34,223.61,223.61,221.08,239.97,243.22,222.97,216.99,207.02,225.51,193.25,171.79,231.58,210.43,211.05,216.67,216.36,207.95,215.42,218.87,220.45,,27,965,34,29.92,965D6-(E1);
17.06.21 11:50:53,32.3,236.41,229.66,179.75,221.71,214.79,209.19,212.61,259.74,221.71,227.74,191.73,232.86,207.02,186.62,252.75,212.29,213.54,214.17,191.43,221.71,209.81,231.58,208.26,,27,965,34,29.91,965D6-(E1);
17.06.21 11:51:08,32.55,227.74,210.12,191.43,232.22,212.92,187.52,203.01,228.06,217.3,206.71,207.33,230.62,190.22,199.33,240.94,197.81,196.28,199.33,202.7,225.19,210.74,221.08,210.12,,27,965,34,29.89,965D6-(E1);
17.06.21 11:51:23,32.8,232.54,225.51,196.28,243.88,235.44,200.25,214.17,199.64,215.11,227.1,196.89,218.56,206.71,196.89,256.73,202.4,203.93,215.73,198.11,217.3,212.92,216.67,216.36,,27,965,34,29.91,965D6-(E1);
17.06.21 11:51:38,33.05,236.41,220.13,174.43,241.59,227.74,220.45,216.04,230.94,220.45,210.74,196.28,211.36,189.62,218.87,223.93,211.98,212.29,220.76,201.48,215.73,214.48,222.34,212.29,,27,965,34,29.89,965D6-(E1);
17.06.21 11:51:53,33.3,239,212.61,170.32,204.55,219.82,204.24,207.02,237.05,222.97,226.47,201.78,215.11,181.54,194.76,218.87,224.88,214.79,206.71,204.24,213.54,209.5,209.81,213.85,,27,965,34,29.91,965D6-(E1);
17.06.21 11:52:08,33.55,230.3,220.13,165.95,211.98,219.5,203.01,223.93,217.93,218.56,221.08,180.94,202.09,178.27,176.2,222.97,213.85,213.54,213.23,211.67,217.3,203.32,218.56,221.08,,27,965,34,29.91,965D6-(E1);
17.06.21 11:52:23,33.8,232.22,218.24,172.08,231.26,226.15,207.95,245.18,216.67,224.56,218.24,206.4,204.24,216.67,209.5,245.18,208.26,221.39,212.92,181.84,211.98,213.23,217.3,225.83,,27,965,34,29.89,965D6-(E1);
17.06.21 11:52:38,34.05,239.64,233.18,183.62,240.94,225.83,212.61,203.93,243.55,234.47,232.86,187.22,223.29,190.83,196.59,228.38,204.86,200.56,231.58,199.03,217.93,209.5,223.29,225.19,,27,965,34,29.91,965D6-(E1);
17.06.21 11:52:53,34.3,220.76,218.87,192.34,237.7,220.45,213.23,209.81,216.04,211.05,228.38,191.73,208.88,182.13,186.32,250.11,212.61,202.4,212.29,228.38,204.86,208.57,205.17,211.98,,27,965,34,29.89,965D6-(E1);
17.06.21 11:53:08,34.55,231.9,216.36,171.2,229.98,225.51,210.43,203.01,224.24,209.81,198.42,195.98,241.59,186.02,175.91,225.51,220.45,204.55,211.36,213.85,218.87,217.61,217.61,213.85,,27,965,34,29.91,965D6-(E1);
17.06.21 11:53:23,34.8,244.86,240.29,176.79,225.83,228.38,243.55,210.74,219.5,219.5,203.32,205.17,221.71,197.5,180.94,244.86,220.13,207.33,224.88,225.51,223.61,216.67,210.43,212.29,,27,965,34,29.92,965D6-(E1);
17.06.21 11:53:38,35.05,243.88,207.95,176.5,237.05,218.24,236.08,223.93,236.41,215.73,216.04,195.37,220.13,195.37,203.32,236.73,213.23,203.93,212.92,204.55,222.03,224.88,232.22,219.82,,27,965,34,29.92,965D6-(E1);
17.06.21 11:53:53,35.3,233.18,235.12,173.26,239.32,229.66,201.17,225.19,229.34,220.45,224.56,195.67,227.42,199.33,218.87,225.51,209.19,197.5,223.61,197.5,232.54,220.45,225.83,220.13,,27,965,34,29.89,965D6-(E1);
17.06.21 11:54:08,35.55,234.47,211.05,167.4,222.66,219.19,190.22,227.74,232.22,226.79,232.22,184.22,232.54,186.92,185.42,235.76,207.95,206.71,195.67,209.19,214.17,208.26,215.42,211.05,,27,965,34,29.91,965D6-(E1);
17.06.21 11:54:23,35.8,224.88,237.7,178.27,234.79,236.41,219.19,235.76,212.29,219.82,218.56,211.36,238.35,203.93,206.4,225.51,215.11,215.73,209.81,220.45,211.98,213.85,211.05,231.9,,27,965,34,29.91,965D6-(E1);
17.06.21 11:54:38,36.05,237.05,227.74,180.05,228.06,225.51,222.03,209.5,216.04,215.11,232.86,201.78,243.22,200.25,206.09,215.42,217.93,207.64,223.61,205.17,211.98,211.05,217.3,226.15,,27,965,34,29.89,965D6-(E1);
17.06.21 11:54:53,36.3,225.83,217.61,178.57,225.83,229.66,229.66,222.34,223.61,228.38,224.56,212.61,240.62,189.02,191.73,229.02,229.66,217.61,222.34,214.17,242.57,213.54,229.98,229.34,,27,965,34,29.89,965D6-(E1);
17.06.21 11:55:08,36.55,233.18,226.79,180.35,231.9,199.03,190.83,200.25,223.61,225.51,212.61,205.78,223.61,202.7,195.37,232.54,224.56,196.28,208.88,230.3,191.73,214.79,206.09,210.74,,27,965,34,29.88,965D6-(E1);
17.06.21 11:55:23,36.8,218.24,217.3,168.86,214.17,212.92,182.73,193.55,202.09,212.61,215.42,182.43,208.88,195.37,152.43,213.23,177.38,191.73,206.4,191.73,208.26,204.86,204.24,213.85,,27,965,34,29.88,965D6-(E1);
17.06.21 11:55:38,37.05,243.55,229.66,173.26,213.54,224.88,236.73,220.45,210.74,205.47,204.55,196.59,229.66,178.27,192.64,222.66,201.17,194.16,207.64,209.5,203.01,208.26,224.24,223.93,,27,965,34,29.89,965D6-(E1);
17.06.21 11:55:53,37.3,224.24,214.48,179.46,219.5,225.19,197.81,196.28,207.33,212.92,235.76,191.73,210.12,196.59,182.13,235.76,214.48,205.17,207.95,206.71,218.87,220.76,220.76,217.61,,27,965,34,29.88,965D6-(E1);
17.06.21 11:56:08,37.55,226.15,222.34,175.02,240.29,231.26,235.44,218.24,242.57,207.95,227.1,179.16,236.08,199.64,189.32,225.19,221.71,213.23,214.17,214.17,223.29,220.45,223.29,226.47,,27,965,34,29.85,965D6-(E1);
17.06.21 11:56:23,37.8,221.71,206.09,158.43,231.58,217.3,201.48,206.71,225.83,209.81,215.42,184.82,235.44,184.52,179.46,211.98,214.17,196.59,211.67,198.11,220.76,208.26,217.3,220.13,,27,965,34,29.85,965D6-(E1);
17.06.21 11:56:38,38.05,233.18,222.66,180.05,234.47,227.1,223.93,222.34,230.62,225.83,222.97,204.86,233.83,203.93,197.2,238.02,223.29,213.23,222.66,213.54,222.97,214.48,224.88,225.51,,27,965,34,29.84,
17.06.21 11:56:53,38.3,232.86,221.39,179.46,234.15,224.56,223.29,221.71,229.66,225.51,221.71,203.63,232.54,204.24,197.2,237.7,222.66,212.29,222.03,212.61,222.97,214.17,224.24,224.88,,27,965,34,29.83,
17.06.21 11:57:08,38.55,232.54,221.39,178.57,233.51,225.51,223.29,221.71,229.66,225.83,221.08,203.63,233.18,204.24,197.2,238.35,222.66,212.92,221.71,212.61,222.66,214.17,224.24,225.19,,27,965,34,29.78,
17.06.21 11:57:23,38.8,232.54,220.76,177.09,233.18,224.88,222.34,220.76,229.66,225.19,220.45,203.32,231.9,203.93,196.28,236.41,222.34,211.98,220.76,211.36,222.66,212.92,223.93,224.24,,27,965,34,29.74,
17.06.21 11:57:38,39.05,231.9,220.76,176.2,232.86,224.56,223.29,220.45,228.7,224.88,219.82,202.7,232.22,203.01,196.28,237.05,222.34,211.98,219.82,211.67,222.03,212.61,223.93,224.56,,27,965,34,29.71,
17.06.21 11:57:53,39.3,231.58,219.82,174.73,232.86,224.56,222.34,219.82,228.7,224.56,218.56,201.78,231.9,203.01,195.67,236.41,221.71,211.36,220.13,211.05,222.03,212.61,223.61,224.24,,27,965,34,29.67,
17.06.21 11:58:08,39.55,231.26,220.13,173.55,232.86,223.93,222.34,219.82,228.7,224.56,218.87,202.09,232.22,202.09,195.67,236.41,221.71,211.05,219.82,210.12,222.03,212.61,223.93,224.24,,27,965,34,29.66,
17.06.21 11:58:23,39.8,231.26,219.82,172.67,232.86,223.61,222.03,219.82,228.06,224.24,218.87,202.09,231.26,201.17,195.37,234.79,221.71,211.05,219.5,209.81,222.03,212.29,223.61,224.24,,27,965,34,29.63,
17.06.21 11:58:38,40.05,231.58,219.5,171.5,232.22,223.93,221.71,219.82,228.06,224.56,218.24,201.17,231.26,200.86,195.07,234.47,221.71,211.36,219.19,209.5,222.03,212.29,223.93,223.93,,27,965,34,29.61,
17.06.21 11:58:53,40.3,231.58,219.19,169.45,232.22,222.66,222.66,219.19,228.38,224.24,218.24,200.56,231.58,200.56,195.37,233.83,221.39,210.74,218.87,208.57,221.71,211.98,223.61,223.93,,27,965,34,29.6,
17.06.21 11:59:08,40.55,230.62,219.19,168.57,232.22,222.66,221.71,219.19,227.74,223.61,217.93,200.25,230.62,199.33,194.46,232.54,220.76,210.43,217.93,207.33,221.08,211.05,223.29,223.29,,27,965,34,29.56,
17.06.21 11:59:23,40.8,230.62,218.87,167.11,231.58,222.03,221.71,218.56,227.1,223.93,217.3,199.64,230.94,198.72,194.16,232.54,220.76,209.81,217.3,207.33,221.08,210.43,223.29,222.97,,27,965,34,29.56,
17.06.21 11:59:38,41.05,230.3,218.24,166.24,231.26,222.34,222.03,218.56,227.74,223.61,217.3,199.03,230.62,197.5,193.85,230.94,220.13,209.5,216.36,207.02,220.76,210.74,222.97,222.66,,27,965,34,29.55,
17.06.21 11:59:53,41.3,229.66,217.93,165.08,231.26,220.45,221.39,218.56,226.79,223.29,216.99,199.03,229.98,196.89,193.25,230.62,220.76,209.19,215.73,206.09,220.76,210.12,223.29,223.29,,27,965,34,29.52,
17.06.21 12:00:08,41.55,230.3,218.24,163.92,231.26,219.82,220.76,218.24,226.47,223.29,216.67,198.42,230.62,195.98,193.25,230.3,220.76,209.19,216.04,205.78,220.76,210.74,223.29,222.66,,27,965,34,29.5,
17.06.21 12:00:23,41.8,230.3,219.82,164.21,231.58,220.13,221.08,218.56,227.42,222.97,216.36,198.42,230.3,194.76,192.64,230.94,220.76,208.88,216.04,205.17,220.76,209.5,223.61,222.97,,27,965,34,29.46,
17.06.21 12:00:38,42.05,229.98,218.24,162.76,231.58,223.93,221.08,217.93,226.79,223.29,216.36,197.81,230.62,194.46,192.04,228.7,220.45,208.57,215.73,205.17,221.08,209.5,223.29,222.97,,27,965,34,29.45,
17.06.21 12:00:53,42.3,230.3,218.24,161.03,231.26,224.24,220.45,217.3,226.79,222.66,215.42,197.2,229.66,193.25,190.83,227.74,220.13,207.33,214.79,203.01,220.45,209.19,222.34,222.97,,27,965,34,29.42,
17.06.21 12:01:08,42.55,229.98,219.5,160.74,231.9,220.45,220.45,217.3,227.42,222.66,215.11,196.28,230.3,192.34,190.22,227.42,219.82,207.64,215.42,202.7,220.13,208.88,222.34,222.97,,27,965,34,29.41,
17.06.21 12:01:23,42.8,229.66,217.61,159.01,230.3,220.76,219.82,216.99,225.83,222.03,215.11,196.59,229.34,191.73,189.32,224.88,219.5,207.02,215.42,202.09,220.13,208.57,222.03,222.66,,27,965,34,29.38,
17.06.21 12:01:38,43.05,229.66,216.36,159.01,231.58,221.39,220.13,216.99,226.47,222.03,215.42,196.59,229.34,191.73,189.32,223.93,219.82,207.33,215.73,201.78,220.45,208.88,222.66,222.34,,27,965,34,29.35,
17.06.21 12:01:53,43.3,229.02,216.67,157.86,230.62,219.82,219.82,216.99,226.15,222.34,215.42,196.59,229.98,190.83,189.02,223.93,219.82,207.33,215.11,201.48,219.82,208.57,222.03,222.66,,27,965,34,29.33,
17.06.21 12:02:08,43.55,229.34,216.67,156.43,230.62,218.56,219.19,216.36,225.83,221.71,215.11,195.67,228.7,190.22,188.42,222.66,219.5,207.02,215.11,200.56,219.5,208.88,222.03,222.34,,27,965,34,29.3,
17.06.21 12:02:23,43.8,228.7,213.85,156.43,229.98,217.61,218.87,216.04,225.83,222.03,215.11,195.67,229.02,189.32,188.42,222.34,219.19,207.02,215.73,200.25,219.19,208.26,221.71,222.03,,27,965,34,29.3,
17.06.21 12:02:38,44.05,229.34,213.54,154.99,230.3,216.36,218.87,215.73,226.15,222.34,215.11,195.07,228.38,189.62,189.02,221.71,218.87,206.4,214.17,200.25,219.19,208.57,221.71,222.03,,27,965,34,29.25,
17.06.21 12:02:53,44.3,229.34,212.92,155.57,229.98,216.36,218.87,216.67,226.15,221.71,214.48,195.07,229.02,189.62,189.62,222.66,219.5,207.02,213.54,200.25,219.5,208.88,222.03,222.03,,27,965,34,29.25,
17.06.21 12:03:08,44.55,229.02,213.85,154.99,229.98,217.61,219.19,216.36,225.83,221.71,214.79,195.67,229.02,189.32,189.32,223.29,218.87,206.4,214.17,199.94,219.5,208.57,221.71,222.03,,27,965,34,29.24,
17.06.21 12:03:23,44.8,228.06,214.17,154.42,229.34,216.67,219.5,215.73,225.51,221.08,213.85,194.76,228.38,188.72,189.02,221.39,218.24,206.4,213.85,199.64,219.5,207.64,221.39,221.39,,27,965,34,29.21,
17.06.21 12:03:38,45.05,228.38,214.17,154.14,229.66,212.61,218.87,215.73,225.19,221.39,213.54,194.76,228.38,188.12,189.02,220.76,218.56,206.4,213.54,199.03,219.19,207.64,221.39,221.39,,27,965,34,29.2,
17.06.21 12:03:53,45.3,228.7,214.17,153.28,229.66,212.29,218.56,215.73,224.88,221.71,213.54,194.16,228.06,188.42,189.02,220.45,219.19,205.78,213.85,198.72,218.87,207.64,221.71,221.71,,27,965,34,29.19,
17.06.21 12:04:08,45.55,228.38,213.54,152.43,229.98,211.98,218.56,215.73,224.88,220.76,213.23,195.07,228.38,188.12,189.32,218.87,218.87,205.78,213.54,198.72,219.19,207.02,221.71,221.39,,27,965,34,29.17,
17.06.21 12:04:23,45.8,228.06,211.67,152.71,229.34,210.74,218.87,214.79,225.19,221.08,212.61,193.85,228.06,187.22,188.72,217.3,218.24,204.86,213.23,198.42,218.56,206.71,221.39,220.76,,27,965,34,29.16,
17.06.21 12:04:38,46.05,228.06,211.36,151.57,229.02,210.74,218.56,215.42,224.88,220.76,212.29,194.16,228.06,186.92,189.02,217.61,217.93,204.86,213.54,197.81,218.87,206.4,221.08,220.76,,27,965,34,29.13,
17.06.21 12:04:53,46.3,227.74,209.19,151,228.7,210.43,218.24,214.79,223.93,220.13,211.98,193.55,227.74,186.62,188.72,216.67,217.61,204.55,213.23,196.89,218.56,206.09,221.08,220.76,,27,965,34,29.11,
17.06.21 12:05:08,46.55,227.74,209.5,150.15,228.7,210.12,217.93,214.79,224.24,220.13,211.05,192.94,227.1,186.02,188.72,215.42,217.93,204.55,212.61,196.89,218.24,205.47,221.39,220.45,,27,965,34,29.1,
17.06.21 12:05:23,46.8,227.74,208.88,149.58,229.02,209.5,217.3,214.48,223.61,220.13,210.74,192.34,226.79,185.42,187.82,215.42,217.93,204.24,211.98,195.37,218.24,204.24,220.76,220.13,,27,965,34,29.1,
17.06.21 12:05:38,47.05,227.42,207.95,149.87,228.38,209.81,217.61,214.17,223.93,219.82,211.36,191.73,226.79,185.42,187.82,213.23,217.61,203.93,212.29,195.67,217.93,204.24,220.45,220.13,,27,965,34,29.06,
17.06.21 12:05:53,47.3,228.06,207.64,148.73,229.02,209.19,217.61,214.48,223.93,219.82,211.67,192.04,227.42,185.12,187.52,211.98,217.93,203.93,211.98,194.46,217.93,203.93,220.76,220.45,,27,965,34,29.06,
17.06.21 12:06:08,47.55,227.42,208.88,148.17,228.38,209.5,216.99,214.17,223.61,219.19,211.67,191.43,227.1,184.22,186.92,213.23,217.61,203.63,211.98,194.16,217.93,203.93,220.45,220.13,,27,965,34,29.03,
17.06.21 12:06:23,47.8,227.74,209.5,148.45,228.38,209.19,217.3,214.17,223.61,219.5,211.67,190.53,227.1,184.22,187.22,212.29,217.93,203.32,212.61,194.46,217.93,203.63,220.45,220.13,,27,965,34,29,
17.06.21 12:06:38,48.05,227.1,207.33,147.6,228.06,210.43,216.67,213.85,223.29,219.82,211.98,189.62,226.79,183.62,186.92,211.36,217.3,203.01,211.98,192.64,217.61,203.32,220.76,220.13,,27,965,34,28.99,
17.06.21 12:06:53,48.3,226.79,206.71,146.47,228.7,211.98,217.3,212.92,223.93,219.19,211.36,190.22,226.79,183.62,186.62,210.43,217.61,203.01,211.67,191.13,217.93,203.01,220.76,219.82,,27,965,34,28.99,
17.06.21 12:07:08,48.55,226.47,205.47,146.47,228.38,212.92,216.99,212.92,223.93,219.19,211.05,190.53,227.42,183.33,186.32,208.57,217.3,202.7,211.36,190.53,217.3,202.7,220.45,219.82,,27,965,34,28.96,
17.06.21 12:07:23,48.8,225.83,205.47,145.91,228.06,212.29,216.36,212.61,223.93,218.56,211.05,189.62,227.1,183.03,185.42,208.88,216.04,203.01,210.12,189.02,217.3,201.78,219.82,219.5,,27,965,34,28.94,
17.06.21 12:07:38,49.05,226.79,206.09,146.19,227.74,214.17,216.67,212.92,224.24,219.5,211.98,190.22,226.79,183.62,186.62,208.88,217.61,203.93,211.05,189.32,217.93,202.7,220.45,220.45,,27,965,34,28.92,
17.06.21 12:07:53,49.3,227.1,205.17,145.91,228.38,214.79,216.67,213.23,223.61,218.87,211.36,189.62,226.79,182.73,186.32,207.02,217.3,203.32,210.43,188.72,217.3,202.7,220.45,220.13,,27,965,34,28.92,
17.06.21 12:08:08,49.55,226.79,206.09,144.78,227.74,213.85,216.67,213.54,222.97,219.19,211.67,189.92,226.47,182.43,186.02,207.64,216.67,203.32,210.12,188.12,216.99,202.7,220.45,219.82,,27,965,34,28.91,
17.06.21 12:08:23,49.8,226.79,207.02,143.66,227.1,209.81,215.73,212.61,222.34,218.24,211.05,189.02,226.15,182.13,185.42,208.26,216.36,202.7,209.19,186.92,216.99,201.48,219.82,219.5,,27,965,34,28.89,
17.06.21 12:08:38,50.05,227.42,207.64,144.22,227.74,210.43,216.04,212.61,222.66,218.87,211.98,189.62,226.15,182.43,185.72,207.95,216.67,202.7,209.5,188.12,217.3,201.78,219.5,219.82,,27,965,34,28.88,
17.06.21 12:08:53,50.3,226.47,206.71,143.38,227.1,209.81,216.04,212.29,222.66,218.56,211.36,189.02,226.47,181.54,185.12,205.78,216.67,202.4,209.5,188.12,216.67,201.48,219.82,219.19,,27,965,34,28.88,
17.06.21 12:09:08,50.55,226.47,205.78,143.1,226.79,209.5,216.36,211.98,222.03,218.87,211.36,189.02,226.47,181.54,185.12,204.24,216.36,201.78,210.12,188.42,216.99,201.78,219.82,219.5,,27,965,34,28.85,
17.06.21 12:09:23,50.8,225.83,202.7,142.53,226.47,207.64,216.04,211.36,222.66,217.93,211.05,188.42,225.83,180.65,184.82,203.32,216.36,201.48,209.19,188.42,216.67,200.86,219.19,218.87,,27,965,34,28.84,
17.06.21 12:09:38,51.05,226.47,201.78,142.53,226.79,207.33,216.04,211.67,222.34,217.93,210.43,188.42,225.83,180.35,183.92,202.09,215.73,201.78,209.5,187.22,216.67,201.48,219.5,219.19,,27,965,34,28.83,
17.06.21 12:09:53,51.3,226.15,201.17,142.81,227.1,206.71,216.36,211.36,222.97,218.24,211.67,188.42,226.15,180.94,184.52,202.7,216.99,201.48,207.95,186.62,216.67,201.17,219.5,219.19,,27,965,34,28.83,
