Measurement Name :,20210617_Pairs_27C,,Generated On :,"17/06/2021, 12:24:49",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
17.06.21 11:33:08,14.55,234.47,212.29,169.74,232.22,226.47,207.95,216.36,229.98,219.5,224.56,207.02,225.51,188.72,199.94,219.19,208.26,195.37,216.04,225.51,214.17,222.66,218.56,212.29,,27,965,34,29.96,965D6-(E1);
17.06.21 11:33:23,14.8,235.44,237.05,182.73,236.41,236.08,225.19,236.41,240.94,237.7,224.56,200.25,229.66,200.86,185.12,222.97,212.29,207.95,215.42,223.61,226.15,227.1,221.08,227.74,,27,965,34,29.98,965D6-(E1);
17.06.21 11:33:38,15.05,220.76,206.71,171.79,238.67,219.5,218.87,194.46,204.24,207.33,213.54,201.48,209.19,198.42,197.2,225.19,202.4,197.2,212.61,206.09,200.56,215.11,214.79,216.99,,27,965,34,29.98,965D6-(E1);
17.06.21 11:33:53,15.3,242.25,230.94,186.02,232.86,219.82,238.67,244.53,214.79,223.29,216.67,210.43,242.57,211.98,209.19,217.3,221.39,215.11,220.45,196.28,215.11,220.76,222.97,215.42,,27,965,34,29.99,965D6-(E1);
17.06.21 11:34:08,15.55,228.06,234.79,183.62,236.73,239.32,219.5,232.22,221.71,219.5,210.74,221.71,236.08,191.13,233.18,208.57,216.04,203.63,215.11,209.81,211.05,220.45,214.17,225.19,,27,965,34,29.99,965D6-(E1);
17.06.21 11:34:23,15.8,243.22,219.19,177.38,245.18,227.42,189.92,236.73,225.51,216.04,223.93,224.24,255.07,211.67,209.19,238.02,223.61,202.09,213.85,226.79,221.08,226.79,231.26,225.83,,27,965,34,29.99,965D6-(E1);
17.06.21 11:34:38,16.05,233.18,222.34,169.15,238.02,241.59,201.78,222.97,221.08,238.35,215.11,202.7,207.02,203.01,203.32,233.83,224.88,204.55,213.54,208.26,204.86,219.82,214.48,227.74,,27,965,34,29.99,965D6-(E1);
17.06.21 11:34:53,16.3,228.7,203.63,183.92,212.92,228.7,214.17,198.11,216.36,213.23,190.53,199.64,228.06,187.52,175.02,222.66,215.11,203.32,215.73,219.5,205.17,211.36,211.98,214.79,,27,965,34,29.99,965D6-(E1);
17.06.21 11:35:08,16.55,229.98,238.67,164.5,217.93,225.83,219.82,221.08,225.51,221.39,201.17,193.85,199.94,201.78,197.81,225.51,226.79,205.17,213.54,217.61,208.88,221.08,206.4,219.5,,27,965,34,30,965D6-(E1);
17.06.21 11:35:23,16.8,230.3,229.66,167.7,231.9,224.24,211.05,231.58,245.51,222.97,216.67,223.29,239.32,216.36,203.01,218.87,211.05,195.07,217.93,227.42,199.94,224.56,211.05,222.34,,27,965,34,30,965D6-(E1);
17.06.21 11:35:38,17.05,229.34,223.61,167.4,235.12,213.85,200.25,216.36,222.03,194.76,207.64,224.24,217.61,208.26,160.45,233.51,207.95,201.78,205.17,177.68,192.94,215.11,222.97,208.26,,27,965,34,30,965D6-(E1);
17.06.21 11:35:53,17.3,233.83,231.26,189.32,238.02,229.34,208.26,237.05,229.98,221.71,221.08,208.88,222.97,209.19,198.42,250.11,213.54,226.47,222.97,216.99,211.67,212.92,215.11,214.79,,27,965,34,30,965D6-(E1);
17.06.21 11:36:08,17.55,241.92,230.3,168.57,228.06,214.79,209.19,198.72,221.39,216.04,217.93,207.33,219.19,206.09,200.56,222.66,211.67,204.55,200.56,230.94,221.71,218.56,220.13,219.82,,27,965,34,30.02,965D6-(E1);
17.06.21 11:36:23,17.8,231.58,227.1,184.52,252.09,226.47,209.5,239.32,224.24,225.51,209.19,209.5,232.22,212.61,210.43,225.83,224.88,205.47,227.74,223.29,218.56,221.39,224.88,222.97,,27,965,34,30.03,965D6-(E1);
17.06.21 11:36:38,18.05,239.64,241.27,177.09,224.88,210.43,214.79,211.98,218.87,216.67,221.08,209.81,216.99,187.22,211.67,217.3,213.54,202.4,209.81,205.47,217.93,223.61,226.15,224.88,,27,965,34,30.03,965D6-(E1);
17.06.21 11:36:53,18.3,236.41,214.79,167.7,218.24,225.19,225.83,232.54,209.81,232.22,215.42,212.29,231.9,203.32,216.36,224.56,216.04,193.85,210.74,225.83,215.11,222.03,222.97,214.79,,27,965,34,30.03,965D6-(E1);
17.06.21 11:37:08,18.55,232.86,218.56,170.91,224.24,226.47,217.61,213.23,204.55,218.87,212.29,195.67,240.62,196.28,206.71,225.51,209.19,211.36,213.54,212.61,223.93,222.66,216.36,216.99,,27,965,34,30.05,965D6-(E1);
17.06.21 11:37:23,18.8,237.38,234.15,177.68,248.79,223.93,243.88,209.19,237.7,224.24,221.39,219.19,219.5,216.04,196.28,252.42,221.71,201.48,230.94,205.47,219.82,223.61,227.74,230.94,,27,965,34,30.03,965D6-(E1);
17.06.21 11:37:38,19.05,235.44,215.11,175.32,228.38,225.19,211.98,231.58,246.17,231.26,210.43,218.24,221.39,214.17,185.12,252.42,249.78,207.64,200.25,235.44,216.36,225.51,231.26,222.03,,27,965,34,30.06,965D6-(E1);
17.06.21 11:37:53,19.3,228.06,216.67,189.02,219.19,235.12,205.17,234.79,229.34,220.13,227.1,211.67,216.99,192.04,192.64,234.79,214.17,195.07,212.92,215.11,208.26,226.47,218.24,222.97,,27,965,34,30.06,965D6-(E1);
17.06.21 11:38:08,19.55,234.15,243.88,167.7,241.59,233.18,233.83,209.5,224.24,214.48,221.08,212.29,239.64,214.79,195.07,224.88,220.13,209.19,203.01,209.19,194.16,222.03,222.03,222.03,,27,965,34,30.08,965D6-(E1);
17.06.21 11:38:23,19.8,237.7,242.9,172.67,226.15,224.24,226.47,228.06,229.02,209.19,220.76,199.33,227.42,207.33,195.07,241.92,214.79,208.57,203.93,184.22,220.13,221.39,219.82,211.98,,27,965,34,30.08,965D6-(E1);
17.06.21 11:38:38,20.05,236.73,221.71,189.62,219.19,200.56,213.54,224.56,215.73,214.17,205.17,201.48,213.85,191.73,186.32,227.74,190.83,184.22,208.57,219.5,205.47,210.43,213.23,210.12,,27,965,34,30.09,965D6-(E1);
17.06.21 11:38:53,20.3,240.62,229.98,192.34,240.94,236.41,199.33,228.7,214.79,224.88,229.34,205.17,234.47,215.11,192.34,213.85,211.67,209.19,209.81,208.57,208.57,218.56,219.5,219.5,,27,965,34,30.09,965D6-(E1);
17.06.21 11:39:08,20.55,234.79,238.67,162.76,217.3,217.3,203.63,222.97,219.82,224.88,210.74,189.92,224.56,207.33,203.63,220.45,195.67,199.33,217.61,199.64,211.67,217.3,216.04,214.48,,27,965,34,30.08,965D6-(E1);
17.06.21 11:39:23,20.8,243.55,221.08,173.26,236.41,242.57,199.64,224.56,230.62,219.5,222.97,212.29,249.12,202.09,194.16,248.79,217.3,201.48,224.56,212.92,205.78,223.29,220.13,214.79,,27,965,34,30.08,965D6-(E1);
17.06.21 11:39:38,21.05,228.06,228.38,183.03,225.19,233.51,204.55,189.02,222.34,209.5,211.98,195.07,213.23,186.92,175.91,217.61,201.17,197.81,209.19,212.92,198.42,218.24,213.23,213.85,,27,965,34,30.08,965D6-(E1);
17.06.21 11:39:53,21.3,239,215.42,175.61,243.88,222.03,211.05,222.66,245.18,227.42,228.06,198.42,228.7,200.56,208.88,230.94,222.97,203.32,216.04,245.51,226.47,227.42,223.61,229.66,,27,965,34,30.08,965D6-(E1);
17.06.21 11:40:08,21.55,229.34,245.51,188.42,226.47,225.19,212.61,225.83,242.9,217.93,223.93,180.65,206.4,203.01,193.85,223.93,215.73,208.26,218.24,199.03,198.11,226.79,214.17,222.97,,27,965,34,30.06,965D6-(E1);
17.06.21 11:40:23,21.8,238.02,216.04,183.62,242.57,232.22,236.08,220.76,228.06,231.9,231.9,195.98,235.44,199.33,201.17,230.62,223.29,209.81,216.67,209.5,216.67,222.34,223.29,222.97,,27,965,34,30.06,965D6-(E1);
17.06.21 11:40:38,22.05,233.83,222.66,158.43,233.51,232.54,205.17,204.55,221.71,215.42,217.93,200.86,240.62,222.66,190.83,234.47,216.67,197.5,212.61,199.64,210.43,218.56,218.87,222.97,,27,965,34,30.06,965D6-(E1);
17.06.21 11:40:53,22.3,215.42,216.04,186.02,221.71,211.98,181.54,219.5,201.48,212.29,218.24,196.59,214.79,199.33,185.12,221.08,199.64,195.07,214.79,202.09,203.32,213.54,210.43,213.54,,27,965,34,30.03,965D6-(E1);
17.06.21 11:41:08,22.55,239.64,225.19,165.95,239,206.4,214.79,201.48,227.42,213.85,209.5,205.17,212.61,196.59,178.57,228.38,212.29,200.25,203.63,192.04,222.97,215.73,212.61,204.24,,27,965,34,30.02,965D6-(E1);
17.06.21 11:41:23,22.8,235.76,225.83,195.98,250.11,222.03,210.12,219.19,217.3,217.61,215.11,201.48,222.03,181.84,197.2,217.3,204.24,203.93,211.05,205.47,214.17,220.76,220.45,224.88,,27,965,34,30.02,965D6-(E1);
17.06.21 11:41:38,23.05,241.59,216.99,192.94,239.32,216.99,226.79,223.93,235.12,219.82,216.67,217.3,232.54,195.37,195.07,250.11,218.56,211.98,217.61,194.16,218.24,208.26,204.86,218.56,,27,965,34,30.02,965D6-(E1);
17.06.21 11:41:53,23.3,225.51,219.82,174.73,222.34,224.88,211.67,219.19,230.3,216.04,213.23,191.13,222.34,205.47,197.5,212.61,210.74,209.5,216.67,203.93,215.73,213.23,217.61,215.73,,27,965,34,29.99,965D6-(E1);
17.06.21 11:42:08,23.55,232.22,214.17,192.04,228.06,229.66,232.86,221.71,212.29,221.08,211.36,191.73,237.05,192.64,188.72,236.73,222.03,194.16,219.19,201.78,227.74,220.45,228.7,216.04,,27,965,34,29.99,965D6-(E1);
17.06.21 11:42:23,23.8,240.62,220.76,190.83,223.29,224.88,214.48,230.62,211.05,221.08,224.56,199.33,214.17,207.33,194.76,228.7,211.98,201.17,218.24,207.33,225.83,224.24,225.51,228.38,,27,965,34,29.99,965D6-(E1);
17.06.21 11:42:38,24.05,235.76,226.47,171.79,221.08,233.83,209.19,186.02,228.06,213.54,220.76,198.11,212.92,205.47,208.57,221.08,193.85,205.47,214.48,205.78,206.4,216.99,213.85,219.19,,27,965,34,29.98,965D6-(E1);
