Measurement Name :,20210616_Pairs_30C,,Generated On :,"16/06/2021, 17:04:15",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
Start Date/Time:,"16/06/2021, 15:53:16",,,,,,Batch No.:  ,PSt5-1624-01_25¡C,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"16/06/2021, 17:03:11",,,,,,O2_cal0 [¡],54.76,,,,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [¡],47.47,,,,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-641,,,,,,O2_T0 [¡C],24.8,,,,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [cO2 [µmol/L]],,,,,,O2_T2nd [¡C],24.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],965,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,C6,D6,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
16.06.21 15:53:18,0.03,192.55,160.69,196.54,189.14,164.75,167.74,146.02,190.56,180.16,160.96,135.06,169.39,156.38,183.23,169.66,144.45,140,153.71,198.84,165.56,164.21,168.84,171.03,,30,965,34,30.89,965D6-(E1);
16.06.21 15:53:33,0.28,191.7,156.12,195.4,194.54,154.78,170.48,142.87,193.12,166.65,177.38,142.35,170.21,169.93,161.5,190.84,165.84,163.93,147.87,186.6,171.58,165.84,181.27,154.51,,30,965,34,30.85,965D6-(E1);
16.06.21 15:53:48,0.53,180.16,151.58,188.58,189.43,159.07,166.11,147.87,193.12,203.75,160.96,139.21,190.56,148.66,148.4,173.78,133,133.77,159.07,182.95,192.83,160.96,202.3,164.75,,30,965,34,30.83,965D6-(E1);
16.06.21 15:54:03,0.78,189.43,173.78,197.4,198.55,172.13,161.5,152.38,204.62,213.97,164.21,137.91,189.14,154.24,202.88,166.11,169.39,165.29,188.86,189.71,184.64,182.67,184.35,177.66,,30,965,34,30.83,965D6-(E1);
16.06.21 15:54:18,1.03,220.79,177.93,216.04,214.27,160.69,179.05,165.29,207.52,210.45,181.27,153.98,181.27,184.07,194.26,215.15,171.03,192.26,189.43,174.61,189.43,191.98,193.12,188.01,,30,965,34,30.83,965D6-(E1);
16.06.21 15:54:33,1.28,204.91,166.93,202.59,209.86,181.55,175.44,149.19,203.17,195.11,191.41,158.53,188.58,190.84,177.93,197.69,158.26,161.77,161.23,184.07,199.7,186.6,168.02,169.39,,30,965,34,30.85,965D6-(E1);
16.06.21 15:54:48,1.53,210.15,181.83,208.98,203.75,181.27,199.99,152.64,213.09,193.69,173.23,141.56,197.69,168.84,162.31,180.44,174.33,181.83,197.69,181,192.26,196.54,185.76,175.16,,30,965,34,30.85,965D6-(E1);
16.06.21 15:55:03,1.78,204.04,172.96,216.04,201.14,163.12,190.56,158.8,199.41,186.89,157.73,153.98,177.1,169.93,176.55,181,154.78,162.85,182.39,169.93,184.92,176.55,176.27,159.34,,30,965,34,30.88,965D6-(E1);
16.06.21 15:55:18,2.03,201.14,177.93,205.49,205.49,182.11,178.49,158.53,204.33,206.36,145.76,143.92,183.51,144.18,183.23,183.23,161.23,171.85,173.23,195.4,195.97,172.13,195.4,175.72,,30,965,34,30.88,965D6-(E1);
16.06.21 15:55:33,2.28,208.11,178.21,207.52,207.23,165.29,178.77,153.71,202.3,196.83,172.4,153.71,189.14,171.58,181.27,205.78,172.96,180.44,199.13,179.05,195.69,180.16,193.12,184.64,,30,965,34,30.89,965D6-(E1);
16.06.21 15:55:48,2.53,199.99,160.69,192.55,198.84,176.82,169.11,146.81,201.72,179.88,165.29,126.34,168.56,172.68,165.02,162.58,153.71,165.29,165.29,159.34,200.28,168.56,178.21,167.47,,30,965,34,30.9,965D6-(E1);
16.06.21 15:56:03,2.78,207.52,155.05,200.57,200.57,163.66,174.06,152.91,200.57,199.7,172.96,159.61,188.58,169.39,182.11,169.93,152.91,181.83,166.93,193.4,202.01,176.27,188.3,160.69,,30,965,34,30.9,965D6-(E1);
16.06.21 15:56:18,3.03,216.63,175.99,211.62,201.14,168.29,184.64,157.19,199.41,210.45,181.83,157.46,183.51,174.33,168.56,199.41,154.24,152.64,183.23,179.6,184.64,183.79,184.35,179.6,,30,965,34,30.93,965D6-(E1);
16.06.21 15:56:33,3.28,216.04,163.39,213.97,208.69,182.67,174.06,158.8,207.52,195.4,145.5,149.19,185.76,178.21,216.33,187.17,182.95,176.55,193.12,178.21,195.4,188.01,203.75,171.03,,30,965,34,30.94,965D6-(E1);
16.06.21 15:56:48,3.53,215.74,172.96,203.17,203.17,176.27,186.32,150.25,221.98,204.91,166.38,147.08,176.27,213.38,163.39,195.11,175.44,211.91,182.95,174.89,187.45,193.97,212.79,174.06,,30,965,34,30.97,965D6-(E1);
16.06.21 15:57:03,3.78,202.88,182.95,209.28,208.98,175.99,169.66,158.53,206.94,185.76,172.4,148.93,171.85,180.44,191.13,186.89,179.88,196.83,191.7,220.19,207.23,196.83,220.19,178.21,,30,965,34,30.97,965D6-(E1);
16.06.21 15:57:18,4.03,219,184.07,212.79,199.41,184.92,192.55,156.12,203.46,177.38,169.11,163.12,186.04,180.44,221.68,187.45,166.65,191.41,189.99,183.23,165.56,197.98,196.54,156.38,,30,965,34,31.01,965D6-(E1);
16.06.21 15:57:33,4.28,226.77,174.89,214.27,203.75,169.39,181.55,159.88,208.98,196.26,181.27,145.23,171.03,166.11,195.69,178.21,177.38,195.11,216.33,198.84,193.12,193.97,178.21,163.12,,30,965,34,31.01,965D6-(E1);
16.06.21 15:57:48,4.53,199.99,180.44,203.75,206.65,183.23,182.39,156.38,208.4,196.83,181.83,152.11,192.26,183.23,191.98,175.72,181.27,188.01,197.4,188.01,194.54,186.6,194.26,160.15,,30,965,34,31.04,965D6-(E1);
16.06.21 15:58:04,4.8,208.98,171.3,212.5,205.2,189.99,180.72,158.26,210.15,173.78,162.58,153.44,189.43,192.26,204.04,181.83,158.53,221.98,191.41,212.21,216.92,189.43,202.88,156.65,,30,965,34,31.04,965D6-(E1);
16.06.21 15:58:19,5.05,206.65,183.23,208.11,205.2,167.74,175.99,148.13,210.45,192.26,186.6,142.61,170.76,186.6,204.33,185.48,179.05,200.85,207.52,195.69,208.69,176.27,183.79,164.75,,30,965,34,31.07,965D6-(E1);
16.06.21 15:58:34,5.3,205.78,177.66,205.78,205.78,164.75,192.55,160.42,197.4,210.74,169.39,149.19,177.66,180.44,193.97,191.98,187.45,194.83,220.19,197.69,207.52,177.1,196.54,168.29,,30,965,34,31.08,965D6-(E1);
16.06.21 15:58:49,5.55,225.27,169.66,217.22,208.11,170.76,184.64,167.2,215.45,206.65,175.99,159.61,185.2,198.26,179.05,191.41,171.85,195.69,195.97,214.86,202.88,201.43,161.77,166.93,,30,965,34,31.11,965D6-(E1);
16.06.21 15:59:04,5.8,222.87,194.54,228.58,208.4,186.32,180.44,171.3,215.15,187.45,207.82,164.75,204.62,190.56,240.77,220.49,175.99,201.72,200.57,240.46,191.13,195.97,197.12,201.14,,30,965,34,31.13,965D6-(E1);
16.06.21 15:59:19,6.05,213.38,179.88,210.45,206.36,172.4,185.76,163.12,209.57,185.48,204.62,158.53,191.41,172.68,203.17,160.96,167.2,191.7,194.26,228.88,192.83,187.17,209.86,174.61,,30,965,34,31.14,965D6-(E1);
16.06.21 15:59:34,6.3,184.92,171.03,206.07,193.97,168.84,179.88,137.39,206.07,194.26,151.58,141.56,177.38,179.6,185.48,170.76,171.58,185.76,181.55,195.69,194.54,192.83,199.13,160.96,,30,965,34,31.15,965D6-(E1);
16.06.21 15:59:49,6.55,197.98,168.56,214.56,195.97,158.53,177.66,145.5,193.12,199.99,162.31,144.71,186.32,202.59,202.3,179.88,179.05,173.23,179.32,160.15,188.01,175.72,188.86,151.58,,30,965,34,31.16,965D6-(E1);
16.06.21 16:00:04,6.8,195.4,169.39,216.04,200.57,169.93,181,156.92,206.65,181.27,171.58,148.66,174.06,189.71,218.11,197.98,179.32,182.67,213.68,204.33,211.33,199.13,194.83,150.52,,30,965,34,31.19,965D6-(E1);
16.06.21 16:00:19,7.05,207.52,165.84,210.15,204.91,160.15,195.97,160.96,215.45,187.17,165.02,158.26,200.57,206.36,191.7,181.27,169.66,181.55,174.61,209.86,198.55,183.51,198.55,172.13,,30,965,34,31.19,965D6-(E1);
16.06.21 16:00:34,7.3,207.23,173.78,204.33,200.85,163.39,191.98,148.66,197.69,198.55,158.8,150.25,182.67,191.13,188.86,172.13,193.97,185.2,203.75,192.26,214.86,196.54,194.26,164.21,,30,965,34,31.22,965D6-(E1);
16.06.21 16:00:49,7.55,215.15,176.27,205.49,210.74,186.04,183.79,165.29,216.92,191.13,168.29,155.31,195.69,199.41,230.09,182.67,174.33,212.21,209.28,215.45,196.83,196.26,194.83,161.5,,30,965,34,31.24,965D6-(E1);
16.06.21 16:01:04,7.8,217.22,172.68,210.15,201.72,185.48,184.35,152.38,208.69,174.33,177.38,161.77,174.33,181,228.58,204.04,164.75,216.92,210.74,205.78,191.98,192.26,188.3,178.49,,30,965,34,31.25,965D6-(E1);
16.06.21 16:01:19,8.05,209.86,186.04,215.45,206.07,185.76,199.41,166.11,217.81,211.91,189.99,165.56,192.83,207.52,194.83,200.28,182.39,191.98,208.98,232.21,224.97,192.83,207.23,177.66,,30,965,34,31.28,965D6-(E1);
16.06.21 16:01:34,8.3,212.5,180.16,211.91,205.49,173.51,206.36,155.58,210.15,185.76,179.32,166.65,189.71,182.67,201.14,189.71,182.11,184.64,206.65,218.7,199.99,202.01,200.85,168.02,,30,965,34,31.29,965D6-(E1);
16.06.21 16:01:49,8.55,211.62,178.21,208.98,202.3,168.02,189.43,159.07,207.82,182.67,157.99,158.53,191.7,172.68,205.78,190.28,185.48,185.2,217.81,206.36,199.13,191.41,223.47,166.38,,30,965,34,31.29,965D6-(E1);
16.06.21 16:02:04,8.8,229.18,182.95,220.19,206.07,182.95,188.3,155.31,219.89,200.85,169.11,157.73,201.14,205.78,209.57,193.4,188.86,209.28,206.65,195.69,193.4,201.43,210.45,169.39,,30,965,34,31.33,965D6-(E1);
16.06.21 16:02:19,9.05,211.62,171.03,207.23,196.83,162.04,183.51,155.05,207.52,189.99,153.98,174.33,172.13,200.57,206.65,207.82,163.39,172.96,193.69,202.3,208.98,186.6,198.26,149.19,,30,965,34,31.33,965D6-(E1);
16.06.21 16:02:35,9.32,199.7,173.23,208.69,206.07,183.79,195.4,165.56,207.52,183.23,161.23,175.44,194.83,180.72,227.68,199.7,147.34,198.84,224.37,216.92,208.69,192.55,211.62,150.78,,30,965,34,31.36,965D6-(E1);
16.06.21 16:02:50,9.57,218.7,178.49,221.68,204.33,186.6,181.55,153.44,206.07,221.08,159.61,156.12,204.62,200.57,220.79,175.44,199.13,214.86,218.11,242.93,202.01,205.78,204.33,170.21,,30,965,34,31.36,965D6-(E1);
16.06.21 16:03:05,9.82,221.98,181.83,222.58,209.86,179.88,196.83,175.72,225.57,195.69,177.38,146.55,197.69,202.3,226.47,202.01,198.84,202.01,199.13,233.12,211.62,217.52,197.4,178.49,,30,965,34,31.4,965D6-(E1);
16.06.21 16:03:20,10.07,221.68,193.4,217.22,208.4,180.16,195.4,159.88,205.78,219.3,156.12,180.44,185.76,201.14,219.89,234.34,192.55,212.21,203.17,240.46,189.71,214.56,172.13,178.21,,30,965,34,31.4,965D6-(E1);
16.06.21 16:03:35,10.32,208.4,182.67,204.04,201.43,184.92,198.26,172.96,215.15,185.76,173.23,166.65,187.45,187.73,215.15,203.17,179.05,210.15,227.68,231.61,200.57,206.65,203.17,172.96,,30,965,34,31.43,965D6-(E1);
16.06.21 16:03:50,10.57,199.7,171.58,197.98,209.57,170.76,183.79,156.12,192.83,187.17,161.23,139.48,190.28,183.79,210.15,193.4,164.48,219,211.03,208.98,193.69,189.71,196.54,151.05,,30,965,34,31.44,965D6-(E1);
16.06.21 16:04:05,10.82,218.11,182.39,224.97,210.15,180.72,203.46,173.23,225.87,202.3,174.33,182.11,197.4,202.59,216.04,199.99,188.01,203.17,228.88,238.62,246.02,201.72,215.74,196.83,,30,965,34,31.46,965D6-(E1);
16.06.21 16:04:20,11.07,201.72,175.16,201.14,193.12,166.11,190.84,158.8,195.11,194.54,151.31,162.85,175.16,186.32,218.7,195.4,174.06,199.7,219.89,200.28,207.23,187.73,188.3,180.16,,30,965,34,31.47,965D6-(E1);
16.06.21 16:04:35,11.32,214.27,174.06,193.12,193.97,172.68,181.83,154.78,193.4,186.04,153.71,154.51,189.14,207.23,205.2,199.13,187.73,180.16,190.56,209.28,188.86,201.72,192.26,157.19,,30,965,34,31.5,965D6-(E1);
16.06.21 16:04:50,11.57,230.39,174.89,216.92,203.46,195.11,198.55,159.88,211.62,207.52,152.64,169.66,186.32,199.99,231.3,181.27,188.86,241.08,197.98,220.79,194.54,206.94,207.82,171.03,,30,965,34,31.51,965D6-(E1);
16.06.21 16:05:05,11.82,203.46,166.38,204.04,199.7,171.03,192.55,152.91,200.57,196.54,189.43,146.55,175.99,184.92,213.09,183.51,191.41,210.45,190.56,206.65,186.6,186.89,213.68,177.1,,30,965,34,31.51,965D6-(E1);
16.06.21 16:05:20,12.07,225.57,188.01,208.4,210.15,186.04,204.04,171.58,217.22,199.99,169.66,168.02,200.28,194.83,215.74,190.84,172.4,211.91,215.74,203.17,207.82,207.23,202.88,171.85,,30,965,34,31.54,965D6-(E1);
16.06.21 16:05:35,12.32,225.27,165.84,218.41,203.46,168.56,184.07,150.52,198.55,221.68,182.95,179.32,190.84,174.61,212.21,171.58,185.2,211.91,211.03,219.3,209.28,182.39,172.68,174.06,,30,965,34,31.55,965D6-(E1);
16.06.21 16:05:50,12.57,201.14,191.7,206.36,208.69,185.48,197.98,154.51,219,206.07,184.64,165.84,202.01,209.57,231.91,199.41,190.56,232.82,232.82,248.2,205.49,214.56,208.69,188.01,,30,965,34,31.55,965D6-(E1);
16.06.21 16:06:05,12.82,221.38,188.3,206.65,199.99,179.05,186.6,167.2,209.57,208.4,149.19,165.56,200.28,203.17,217.22,193.4,164.48,213.97,238.92,194.83,206.94,189.14,201.43,172.4,,30,965,34,31.58,965D6-(E1);
16.06.21 16:06:20,13.07,217.22,185.48,211.62,203.17,170.48,199.41,161.77,218.11,224.07,167.74,154.24,199.41,197.12,221.38,223.77,188.3,202.88,235.86,202.59,203.17,190.56,177.38,161.77,,30,965,34,31.6,965D6-(E1);
16.06.21 16:06:35,13.32,220.19,169.66,199.99,201.43,182.11,189.99,161.77,204.91,205.49,182.39,153.71,210.45,186.89,194.54,202.3,159.61,203.46,233.12,202.01,204.33,200.57,223.77,153.98,,30,965,34,31.61,965D6-(E1);
16.06.21 16:06:50,13.57,204.33,185.48,223.77,206.65,185.76,211.91,171.58,231.3,235.86,171.58,153.98,202.59,206.65,218.11,195.97,200.57,197.98,203.17,222.58,213.97,206.65,171.85,166.93,,30,965,34,31.64,965D6-(E1);
16.06.21 16:07:05,13.82,223.17,182.95,216.04,209.57,179.88,198.26,168.29,217.52,203.75,191.13,161.5,186.32,212.5,214.86,203.75,192.83,229.49,244.78,225.87,216.63,195.4,190.56,168.84,,30,965,34,31.65,965D6-(E1);
16.06.21 16:07:20,14.07,214.86,184.64,214.86,205.49,177.66,183.51,148.4,216.33,202.3,169.93,150.52,195.69,178.77,217.81,219.89,170.48,207.23,204.91,217.52,212.79,195.69,197.69,177.93,,30,965,34,31.65,965D6-(E1);
16.06.21 16:07:35,14.32,198.84,178.21,203.46,196.54,174.89,197.98,160.69,209.57,216.92,163.66,149.72,186.04,203.75,208.4,194.54,195.11,181.83,218.7,226.47,191.7,204.04,200.57,160.15,,30,965,34,31.68,965D6-(E1);
16.06.21 16:07:50,14.57,219.6,181.83,214.56,203.17,197.69,202.01,165.56,212.79,197.12,144.18,161.23,191.13,207.23,209.86,208.11,182.39,219.89,218.41,222.87,221.38,198.55,195.11,163.66,,30,965,34,31.69,965D6-(E1);
16.06.21 16:08:05,14.82,215.15,193.69,222.58,211.33,179.05,201.14,155.58,216.04,213.68,143.92,175.72,198.84,220.19,218.41,197.12,185.76,205.2,236.48,211.62,219.6,191.98,192.26,183.79,,30,965,34,31.71,965D6-(E1);
16.06.21 16:08:20,15.07,227.98,197.69,228.88,204.91,185.2,215.74,172.4,230.7,227.07,168.02,172.68,195.69,205.2,221.68,223.47,201.43,219.6,222.58,222.87,205.49,207.23,199.41,169.39,,30,965,34,31.72,965D6-(E1);
16.06.21 16:08:35,15.32,221.68,197.4,210.45,209.57,185.76,209.86,168.29,210.74,222.58,163.39,174.06,197.69,203.17,216.92,203.75,199.13,212.5,227.07,226.47,222.58,199.99,209.28,180.44,,30,965,34,31.75,965D6-(E1);
16.06.21 16:08:50,15.57,227.68,185.76,217.52,206.07,186.89,199.41,153.71,230.09,192.26,189.71,156.65,220.79,213.97,209.86,204.91,181,221.68,207.82,236.78,205.78,207.52,245.71,183.79,,30,965,34,31.76,965D6-(E1);
16.06.21 16:09:05,15.82,206.36,187.73,208.98,208.11,172.4,181.83,145.76,195.69,190.84,172.13,179.88,172.4,205.2,213.09,207.23,175.72,206.65,227.98,218.7,198.26,191.7,193.12,158.53,,30,965,34,31.76,965D6-(E1);
16.06.21 16:09:20,16.07,204.04,189.43,214.86,207.52,182.67,179.6,156.92,215.15,199.99,173.51,168.84,216.04,190.56,224.37,210.15,186.04,213.09,222.58,217.52,199.13,215.45,215.15,150.78,,30,965,34,31.79,965D6-(E1);
16.06.21 16:09:35,16.32,206.07,173.78,211.03,193.12,161.23,191.98,155.85,194.83,183.23,166.38,166.93,184.35,177.93,190.84,203.17,162.85,197.4,205.2,222.28,207.82,205.2,198.26,156.65,,30,965,34,31.79,965D6-(E1);
16.06.21 16:09:50,16.57,215.74,188.3,214.86,195.69,176.82,201.72,162.58,209.57,191.98,152.11,177.66,187.45,204.62,224.37,206.94,172.13,205.49,228.28,220.79,188.86,221.68,194.26,160.69,,30,965,34,31.8,965D6-(E1);
16.06.21 16:10:05,16.82,226.47,187.17,205.2,208.4,204.62,200.85,155.31,212.79,206.07,155.05,181,202.01,202.59,227.07,212.21,179.88,223.77,221.98,219.6,213.68,207.82,182.39,153.44,,30,965,34,31.83,965D6-(E1);
16.06.21 16:10:20,17.07,209.28,178.77,206.07,202.88,179.88,192.55,149.46,215.45,212.21,160.96,158.8,190.84,220.19,202.01,197.4,195.11,189.71,214.86,223.17,216.63,198.26,196.26,161.23,,30,965,34,31.83,965D6-(E1);
16.06.21 16:10:35,17.32,219.89,196.83,232.82,212.5,192.83,204.33,159.34,218.11,204.33,200.28,172.68,214.86,203.75,216.92,224.97,172.96,204.91,235.56,237.09,236.48,205.49,212.5,179.05,,30,965,34,31.86,965D6-(E1);
16.06.21 16:10:50,17.57,231.91,186.89,214.56,211.33,182.11,212.21,155.58,216.33,202.88,172.4,171.58,196.26,202.3,206.94,212.5,196.83,238.01,238.01,242,210.45,200.57,211.62,155.85,,30,965,34,31.86,965D6-(E1);
16.06.21 16:11:05,17.82,219.89,188.3,212.21,214.27,180.72,179.32,158.53,207.52,193.69,181.83,163.66,199.99,206.94,225.27,200.57,157.19,220.49,219.3,263.65,206.94,217.22,193.69,168.29,,30,965,34,31.9,965D6-(E1);
16.06.21 16:11:20,18.07,211.33,168.84,219.6,198.84,193.4,200.28,156.92,207.23,189.99,169.66,169.39,181.55,196.26,204.33,195.4,181.83,192.55,218.11,211.33,179.6,208.11,202.88,151.31,,30,965,34,31.9,965D6-(E1);
16.06.21 16:11:35,18.32,231.91,189.14,220.49,208.69,176.82,188.86,158.26,219.89,189.99,168.56,159.88,200.57,217.22,224.97,203.75,205.78,192.83,221.98,234.95,197.69,217.52,222.87,165.56,,30,965,34,31.91,965D6-(E1);
16.06.21 16:11:50,18.57,196.26,174.61,205.49,198.26,176.55,188.86,136.62,206.36,194.26,123.29,154.78,194.54,211.62,218.41,218.11,156.92,206.94,200.28,224.97,211.62,196.54,200.85,152.11,,30,965,34,31.93,965D6-(E1);
16.06.21 16:12:05,18.82,221.08,197.4,231.61,212.79,182.39,213.09,173.23,224.67,187.73,151.05,169.93,194.26,227.07,233.73,186.6,195.69,213.97,225.57,238.62,210.15,218.41,217.22,171.3,,30,965,34,31.94,965D6-(E1);
16.06.21 16:12:20,19.07,211.33,182.67,218.11,208.11,182.11,190.84,145.23,208.98,208.4,178.21,175.44,214.86,207.23,237.39,206.65,191.7,208.98,235.56,259.83,205.2,203.75,189.43,179.88,,30,965,34,31.96,965D6-(E1);
16.06.21 16:12:35,19.32,234.95,189.14,227.98,205.78,177.1,220.49,159.88,223.77,221.08,130.43,168.29,200.85,204.33,226.77,207.52,180.44,198.84,248.51,246.95,214.56,216.33,209.57,163.12,,30,965,34,31.97,965D6-(E1);
16.06.21 16:12:50,19.57,214.27,176.27,202.01,211.33,179.6,185.2,153.98,213.68,198.84,144.18,177.66,215.45,220.19,210.45,213.38,185.76,211.91,218.7,236.17,209.28,211.03,223.47,166.38,,30,965,34,32,965D6-(E1);
16.06.21 16:13:05,19.82,243.54,191.13,227.98,213.97,204.33,195.4,159.61,225.27,205.49,148.66,176.82,200.57,208.11,206.36,208.11,188.3,217.22,230.7,231,227.07,222.58,201.72,179.05,,30,965,34,32.01,965D6-(E1);
16.06.21 16:13:20,20.07,219.3,173.23,217.52,208.69,184.92,209.86,158.26,221.68,199.7,134.55,157.46,193.69,205.78,212.79,202.59,197.69,208.11,238.62,254.14,213.97,215.74,194.54,158.53,,30,965,34,32.01,965D6-(E1);
16.06.21 16:13:35,20.32,207.23,168.84,206.65,216.33,176.55,199.7,151.85,214.56,218.11,160.96,158.8,189.43,195.4,234.04,223.17,202.59,250.38,207.23,216.33,223.77,207.82,215.15,152.38,,30,965,34,32.04,965D6-(E1);
16.06.21 16:13:50,20.57,206.07,188.58,210.74,207.23,183.23,201.72,161.23,199.99,197.12,144.97,177.1,202.3,204.33,219.3,224.67,190.28,213.38,223.47,234.04,199.99,205.78,194.83,151.85,,30,965,34,32.05,965D6-(E1);
16.06.21 16:14:05,20.82,209.28,178.49,209.57,211.62,175.44,195.69,141.82,205.2,187.17,149.19,159.07,195.4,195.4,223.77,185.2,185.2,221.68,202.59,221.98,203.17,208.98,184.07,141.56,,30,965,34,32.07,965D6-(E1);
16.06.21 16:14:20,21.07,209.86,178.21,202.88,202.59,186.04,204.04,152.64,209.86,214.86,142.35,150.78,195.69,216.04,234.04,212.79,190.28,183.79,209.86,229.79,228.28,207.52,195.4,156.38,,30,965,34,32.08,965D6-(E1);
16.06.21 16:14:35,21.32,213.09,188.01,206.36,201.43,183.23,191.41,158.8,193.12,195.11,135.06,170.76,207.82,213.38,224.97,202.01,186.6,223.47,212.5,252.26,196.83,219.89,222.28,150.78,,30,965,34,32.1,965D6-(E1);
16.06.21 16:14:50,21.57,212.21,177.38,215.15,200.85,175.72,182.39,158.53,224.37,219.3,138.17,172.96,212.5,226.77,205.2,195.97,186.89,215.15,212.79,218.7,237.39,205.78,175.16,167.47,,30,965,34,32.11,965D6-(E1);
16.06.21 16:15:05,21.82,219.3,177.1,219.3,207.23,197.4,204.04,159.61,222.87,184.64,116.48,175.99,201.14,203.46,204.62,208.69,191.41,218.7,235.56,257.61,201.43,214.56,208.98,159.34,,30,965,34,32.13,965D6-(E1);
16.06.21 16:15:20,22.07,218.11,176.27,210.45,206.36,178.49,191.7,154.24,219,214.27,125.57,173.51,198.84,218.41,197.69,209.28,168.56,203.17,200.57,242,213.38,200.57,205.49,148.93,,30,965,34,32.14,965D6-(E1);
16.06.21 16:15:35,22.32,208.98,183.79,202.88,204.33,191.13,201.14,163.39,215.45,205.2,141.56,168.56,192.83,198.84,219.89,214.86,191.13,187.73,221.68,225.57,209.86,207.23,181.55,154.24,,30,965,34,32.14,965D6-(E1);
16.06.21 16:15:50,22.57,212.5,188.3,208.4,202.01,162.31,177.66,159.88,214.56,201.72,115.48,162.85,198.55,213.97,217.22,198.26,168.29,194.54,198.55,228.58,200.85,193.97,189.43,154.24,,30,965,34,32.18,965D6-(E1);
16.06.21 16:16:05,22.82,227.37,171.58,199.99,203.46,189.14,189.43,150.25,225.27,200.85,130.68,186.04,210.45,194.54,197.98,216.92,193.97,189.99,210.45,222.58,214.27,205.49,186.6,160.69,,30,965,34,32.18,965D6-(E1);
16.06.21 16:16:20,23.07,206.36,182.67,212.79,214.27,193.97,208.11,153.44,227.07,225.27,152.38,168.02,220.79,202.01,193.97,208.98,202.59,226.17,233.73,265.89,185.48,211.03,219,167.2,,30,965,34,32.21,965D6-(E1);
16.06.21 16:16:35,23.32,223.47,172.96,202.3,206.07,175.44,199.7,153.71,223.47,212.5,127.1,179.88,181.83,197.4,228.58,217.81,163.12,181.55,204.62,223.17,210.15,206.36,219.6,163.39,,30,965,34,32.21,965D6-(E1);
16.06.21 16:16:50,23.57,228.28,195.4,216.04,208.69,177.1,212.79,163.39,217.22,181,122.53,179.88,213.38,227.37,240.15,208.98,182.39,193.12,214.56,220.19,225.27,190.28,202.59,163.12,,30,965,34,32.22,965D6-(E1);
16.06.21 16:17:05,23.82,211.91,192.26,217.81,213.97,191.98,200.57,156.12,220.79,221.98,135.58,161.5,215.15,229.49,204.33,199.13,169.66,197.4,208.98,242.62,198.55,209.28,198.84,141.04,,30,965,34,32.25,965D6-(E1);
16.06.21 16:17:20,24.07,220.79,177.1,217.52,212.21,193.4,209.57,167.74,223.17,212.5,129.14,175.44,199.7,211.33,242.31,191.7,205.49,219.6,246.95,252.89,238.92,211.33,200.85,166.65,,30,965,34,32.26,965D6-(E1);
16.06.21 16:17:35,24.32,243.85,173.23,214.27,208.11,176.55,186.89,159.61,216.04,187.17,133.51,173.78,201.14,218.11,225.27,197.98,180.72,211.03,228.28,251.32,194.54,213.97,194.54,159.07,,30,965,34,32.26,965D6-(E1);
16.06.21 16:17:50,24.57,205.49,195.69,222.87,207.82,196.54,207.52,161.23,222.58,178.49,129.14,172.4,210.15,192.26,205.78,204.04,166.11,216.33,217.52,264.93,214.86,203.17,220.79,170.48,,30,965,34,32.29,965D6-(E1);
16.06.21 16:18:05,24.82,222.58,174.61,209.86,217.52,197.12,202.59,168.02,213.97,211.62,129.66,172.13,204.62,230.39,223.17,200.85,174.89,213.68,207.52,232.21,167.47,213.68,192.26,156.38,,30,965,34,32.29,965D6-(E1);
16.06.21 16:18:20,25.07,213.38,172.68,217.81,206.94,222.58,183.51,146.29,210.45,216.63,120,177.66,191.7,217.22,197.12,211.33,195.97,207.82,219.3,248.51,201.14,222.58,231,142.61,,30,965,34,32.3,965D6-(E1);
