Measurement Name :,20210616_Pairs_27C,,Generated On :,"16/06/2021, 17:03:49",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
16.06.21 16:44:20,51.07,198.11,181.54,199.94,202.4,211.05,181.24,193.85,197.5,194.76,109.7,83.3,207.64,181.84,183.92,187.22,135.56,176.5,160.45,206.4,160.74,202.09,168.57,138.9,,27,965,34,28.81,
16.06.21 16:44:35,51.32,197.81,181.24,199.33,201.78,209.81,180.35,192.34,197.5,194.46,108.64,82.27,207.33,181.24,183.33,185.72,134.73,176.5,160.16,204.55,160.16,201.17,167.99,137.78,,27,965,34,28.81,
16.06.21 16:44:50,51.57,197.81,180.65,199.33,201.78,208.57,180.05,192.04,197.2,194.46,108.64,82.02,207.33,180.65,182.43,185.42,134.45,176.2,159.87,203.01,159.3,201.17,168.28,137.22,,27,965,34,28.78,
16.06.21 16:45:05,51.82,197.81,180.05,199.33,201.48,207.95,179.46,190.83,197.2,194.46,108.37,81.51,207.33,179.75,182.13,184.52,134.45,175.91,159.59,201.78,158.43,199.94,167.7,136.11,,27,965,34,28.75,
16.06.21 16:45:20,52.07,197.2,179.75,199.03,201.48,207.64,179.16,189.62,196.89,194.46,107.84,81,206.71,179.16,181.24,183.33,133.89,175.91,159.3,200.86,157.86,199.33,167.99,134.73,,27,965,34,28.74,
16.06.21 16:45:35,52.32,196.89,178.86,198.42,200.86,206.71,178.57,188.72,196.59,193.85,107.31,80.23,206.71,178.27,180.05,182.13,133.06,175.02,158.72,199.94,157,198.42,167.11,133.62,,27,965,34,28.71,
16.06.21 16:45:50,52.57,196.89,179.16,198.72,200.86,206.4,178.57,188.12,196.59,194.16,107.31,80.23,207.02,177.98,179.75,180.94,132.51,175.02,158.72,199.03,156.71,198.72,167.4,133.34,,27,965,34,28.71,
16.06.21 16:46:05,52.82,195.98,178.57,198.11,200.25,204.86,177.68,186.92,196.28,193.85,106.51,78.96,206.4,176.79,178.57,180.05,131.96,174.14,158.43,198.11,155.85,197.5,166.82,132.51,,27,965,34,28.67,
16.06.21 16:46:20,53.07,195.98,178.27,198.11,200.25,204.24,177.38,186.32,195.98,193.85,105.98,78.7,206.71,176.2,177.98,179.16,131.41,174.14,157.86,197.5,156.71,196.89,166.24,131.41,,27,965,34,28.67,
16.06.21 16:46:35,53.32,195.37,177.68,197.5,199.94,203.93,176.79,185.12,195.37,193.25,105.45,78.19,205.78,175.61,177.09,178.57,130.58,173.55,157,195.98,155.28,195.98,165.95,130.58,,27,965,34,28.64,
16.06.21 16:46:50,53.57,195.37,177.38,197.2,199.64,203.32,176.2,184.52,195.07,193.25,105.18,77.69,205.47,174.43,176.2,177.68,130.03,173.55,157,195.07,154.71,195.37,165.37,129.48,,27,965,34,28.61,
16.06.21 16:47:05,53.82,195.07,176.79,197.5,199.94,202.7,176.2,183.62,195.07,193.25,104.92,77.43,205.47,173.84,175.91,176.79,129.48,172.67,156.71,194.46,154.14,195.07,165.66,128.93,,27,965,34,28.6,
16.06.21 16:47:20,54.07,195.07,176.79,197.2,199.64,201.78,175.91,183.03,194.76,192.94,104.39,76.92,205.17,172.67,175.02,175.61,128.65,172.38,156.14,194.16,154.14,193.85,165.37,127.83,,27,965,34,28.56,
16.06.21 16:47:35,54.32,194.76,176.2,196.89,199.33,201.17,174.73,182.43,194.76,192.34,103.86,76.42,204.55,172.08,175.02,174.73,127.83,171.79,155.57,192.94,153.28,193.55,165.08,127.01,,27,965,34,28.55,
16.06.21 16:47:50,54.57,194.46,176.2,197.2,199.33,200.56,175.02,181.84,194.76,192.64,103.86,75.91,204.86,172.08,175.02,174.14,127.28,171.5,155.57,192.94,153,193.25,165.08,126.46,,27,965,34,28.53,
16.06.21 16:48:05,54.82,194.46,175.61,196.89,199.03,200.25,174.73,181.24,194.46,192.64,103.33,75.15,204.55,171.5,174.43,173.55,126.46,170.91,154.99,192.64,153,192.64,164.79,125.64,,27,965,34,28.53,
16.06.21 16:48:20,55.07,194.16,175.61,196.89,198.72,199.64,174.43,180.65,194.46,192.34,103.33,74.39,203.93,171.2,173.84,172.96,125.37,170.91,154.99,191.43,152.71,192.04,164.5,124.55,,27,965,34,28.49,
16.06.21 16:48:35,55.32,193.85,175.32,196.59,198.72,199.03,174.14,180.05,194.16,192.04,102.28,73.89,203.93,169.74,172.96,172.38,124.82,170.62,154.71,191.13,152.14,191.13,164.5,124,,27,965,34,28.49,
16.06.21 16:48:50,55.57,194.16,175.02,196.59,199.03,198.72,174.14,179.75,194.16,192.04,102.28,73.63,204.24,170.32,172.96,171.79,124.55,170.32,154.42,191.13,151.86,191.13,164.5,123.18,,27,965,34,28.46,
16.06.21 16:49:05,55.82,193.55,174.73,196.28,199.03,198.11,173.55,179.16,194.16,192.04,102.01,73.38,203.93,169.45,172.67,170.91,124.27,170.32,154.42,190.83,150.72,190.83,164.5,122.37,,27,965,34,28.46,
16.06.21 16:49:20,56.07,193.25,174.14,196.28,198.42,197.5,173.26,178.57,193.55,191.73,100.96,73.13,203.32,168.57,172.67,169.74,123.46,169.74,153.57,189.62,150.72,189.92,163.92,121.55,,27,965,34,28.44,
16.06.21 16:49:35,56.32,193.25,173.55,195.98,198.72,196.89,172.96,177.68,193.85,191.73,100.43,72.88,203.01,168.28,172.08,169.74,122.91,169.15,153.28,190.22,150.15,189.32,163.92,119.92,,27,965,34,28.44,
16.06.21 16:49:50,56.57,192.94,173.55,195.67,198.42,196.59,172.67,177.09,193.85,191.43,100.43,72.63,202.7,168.28,171.79,168.86,122.64,168.86,153.28,190.22,149.3,188.72,163.63,119.38,,27,965,34,28.42,
16.06.21 16:50:05,56.82,192.64,172.67,195.98,198.11,195.37,172.38,176.5,193.55,191.43,99.91,72.12,202.4,167.4,171.2,168.57,122.1,168.86,152.71,189.32,149.02,189.02,163.34,118.57,,27,965,34,28.39,
16.06.21 16:50:20,57.07,192.34,172.96,195.67,198.42,195.37,172.38,176.2,193.85,191.73,99.91,72.12,202.4,167.4,171.2,169.15,121.82,168.57,152.71,189.32,148.73,188.42,163.34,118.3,,27,965,34,28.38,
16.06.21 16:50:35,57.32,192.34,172.67,195.67,198.42,195.67,171.79,175.61,193.25,191.43,99.38,72.12,201.78,167.4,170.62,168.86,121.82,168.28,152.43,189.92,147.6,188.12,163.34,117.22,,27,965,34,28.38,
16.06.21 16:50:50,57.57,192.34,172.38,195.67,198.11,194.76,171.79,175.02,193.25,191.13,99.12,72.12,201.48,166.82,170.91,168.28,121.55,168.28,151.86,189.02,146.47,187.52,163.05,116.68,,27,965,34,28.35,
16.06.21 16:51:05,57.82,192.04,172.38,195.98,198.11,194.76,171.5,174.43,193.25,191.13,98.33,71.87,201.17,166.53,170.62,168.28,121.28,167.4,151.57,188.72,146.47,187.52,163.05,115.6,,27,965,34,28.36,
16.06.21 16:51:20,58.07,191.73,171.5,195.67,197.81,194.16,171.5,174.14,193.25,190.83,98.33,71.37,200.86,165.66,169.74,168.28,121.01,167.4,151.57,188.12,145.63,186.92,162.76,114.79,,27,965,34,28.35,
16.06.21 16:51:35,58.32,191.73,171.5,195.37,197.81,193.85,171.2,173.26,192.64,190.83,97.81,71.12,200.56,164.79,169.45,167.99,120.74,166.82,151,186.92,145.06,186.32,162.76,114.26,,27,965,34,28.34,
16.06.21 16:51:50,58.57,191.73,170.91,195.37,197.81,193.25,170.62,172.96,193.25,190.53,97.28,71.12,200.56,165.08,169.15,167.11,120.47,166.82,150.44,185.72,144.78,186.32,162.76,113.72,,27,965,34,28.34,
16.06.21 16:52:05,58.82,191.43,170.32,195.07,197.2,192.94,170.32,172.38,192.64,190.22,96.76,70.36,199.94,164.5,169.15,166.24,119.65,166.53,149.87,185.42,144.22,185.72,162.18,113.18,,27,965,34,28.31,
16.06.21 16:52:20,59.07,191.43,170.62,195.37,197.2,192.94,170.62,172.38,192.64,190.53,96.24,70.61,199.64,164.5,169.15,165.66,119.38,166.53,150.15,184.52,143.66,185.72,162.47,112.38,,27,965,34,28.3,
16.06.21 16:52:35,59.32,191.13,170.32,195.37,197.5,192.94,170.32,172.08,192.94,190.53,95.98,70.36,199.33,164.21,169.15,165.08,118.84,166.24,150.15,183.33,143.1,185.72,162.47,112.11,,27,965,34,28.28,
16.06.21 16:52:50,59.57,190.53,170.32,194.76,196.89,191.73,169.74,170.91,192.34,189.92,95.19,69.61,198.72,163.34,168.86,164.5,118.03,165.37,149.3,182.13,142.53,184.82,161.6,111.04,,27,965,34,28.28,
16.06.21 16:53:05,59.82,191.13,170.32,195.07,197.2,192.34,169.74,171.2,192.64,190.22,95.45,69.86,198.72,163.34,168.86,164.21,117.76,166.24,149.58,180.94,142.25,185.42,161.89,110.51,,27,965,34,28.25,
16.06.21 16:53:20,60.07,190.53,169.45,194.76,196.89,191.73,169.45,170.32,192.34,189.92,94.41,70.11,198.11,162.76,168.57,163.34,117.49,165.37,148.45,180.65,141.97,184.82,161.6,109.17,,27,965,34,28.24,
16.06.21 16:53:35,60.32,190.53,168.86,194.76,196.89,191.73,169.45,170.03,192.34,189.62,94.15,69.86,197.81,162.47,168.28,162.76,116.41,165.37,148.73,180.35,141.69,184.52,161.31,108.37,,27,965,34,28.24,
16.06.21 16:53:50,60.57,190.22,168.57,194.76,197.2,191.13,169.15,169.45,192.34,189.92,93.89,69.86,197.81,162.18,168.28,162.18,116.14,165.37,148.73,180.05,141.13,183.92,161.31,108.11,,27,965,34,28.24,
16.06.21 16:54:05,60.82,190.53,168.57,195.07,196.89,191.13,169.15,169.45,192.34,189.62,93.63,70.11,197.2,162.18,167.99,161.89,116.14,164.5,147.89,179.46,141.13,183.92,161.31,107.57,,27,965,34,28.23,
16.06.21 16:54:20,61.07,190.22,168.28,194.46,196.89,190.83,168.57,168.57,192.04,189.62,92.85,69.86,197.2,161.6,167.7,161.6,115.33,164.79,147.6,179.16,140.85,183.03,160.74,106.51,,27,965,34,28.21,
16.06.21 16:54:35,61.32,190.22,167.99,194.76,196.59,190.83,168.57,168.57,192.34,189.92,92.59,69.61,196.89,161.31,167.7,161.31,114.79,164.5,147.6,178.57,141.13,183.33,161.03,105.98,,27,965,34,28.21,
16.06.21 16:54:50,61.57,189.92,167.4,194.76,196.89,190.53,168.57,168.28,192.04,189.92,92.59,69.36,196.28,161.31,167.4,160.16,114.26,163.92,147.32,178.27,140.29,183.62,161.31,105.18,,27,965,34,28.21,
16.06.21 16:55:05,61.82,189.62,167.11,194.16,196.28,189.92,167.99,167.11,191.43,189.62,91.81,69.11,195.67,160.74,166.53,159.3,113.72,163.34,147.04,177.68,140.01,183.03,160.74,104.13,,27,965,34,28.2,
16.06.21 16:55:20,62.07,189.62,167.11,194.46,196.28,189.92,167.7,167.11,192.04,189.62,91.55,69.11,195.67,160.45,166.82,159.01,113.45,163.63,146.76,177.98,139.18,182.43,160.74,103.6,,27,965,34,28.21,
16.06.21 16:55:35,62.32,189.32,166.82,194.16,195.98,189.32,167.7,166.82,191.43,189.32,91.03,68.86,195.07,160.45,165.95,158.43,112.91,163.05,146.19,177.98,138.34,182.13,160.16,102.54,,27,965,34,28.21,
16.06.21 16:55:50,62.57,189.32,166.82,194.46,196.89,189.62,167.7,166.24,192.04,189.62,90.77,69.36,195.37,160.16,166.24,158.15,112.65,162.76,145.91,177.38,138.62,182.13,160.74,102.01,,27,965,34,28.21,
16.06.21 16:56:05,62.82,189.32,166.53,194.16,196.59,188.72,167.7,165.37,192.04,189.62,90.51,68.86,194.46,159.87,165.66,157.29,112.11,162.47,145.91,176.5,138.62,181.84,160.45,100.96,,27,965,34,28.19,
16.06.21 16:56:20,63.07,188.72,166.24,194.16,196.28,188.72,167.4,165.37,191.73,189.32,89.74,68.61,194.46,159.3,165.08,156.71,111.58,161.89,145.63,175.91,138.06,181.24,159.87,100.17,,27,965,34,28.17,
16.06.21 16:56:35,63.32,188.42,165.95,194.16,195.98,188.12,167.11,164.5,191.73,189.32,89.22,68.11,194.46,158.72,164.79,155.85,111.31,161.6,145.06,175.61,137.5,180.94,159.87,100.17,,27,965,34,28.16,
16.06.21 16:56:50,63.57,188.42,165.66,194.16,195.98,188.42,166.82,163.92,191.43,189.02,88.96,67.6,193.55,158.15,164.79,155.57,110.77,161.31,145.06,175.02,137.22,180.94,159.3,99.38,,27,965,34,28.14,
16.06.21 16:57:05,63.82,188.42,165.66,193.85,195.98,188.12,166.82,163.92,191.43,189.32,88.7,67.1,193.25,157.86,164.5,155.28,110.24,161.31,144.78,174.43,136.67,180.94,159.87,99.91,,27,965,34,28.13,
16.06.21 16:57:20,64.07,188.42,165.37,193.55,195.67,187.82,166.82,163.34,191.43,188.72,88.18,66.61,192.94,157.86,164.21,154.71,110.24,161.03,144.5,174.43,136.39,180.65,159.59,99.91,,27,965,34,28.13,
16.06.21 16:57:35,64.32,188.12,165.08,193.55,195.67,187.82,166.24,163.05,191.43,189.32,87.67,65.61,192.94,157.57,163.92,154.42,109.44,161.31,144.5,173.55,136.67,180.35,159.3,99.38,,27,965,34,28.11,
16.06.21 16:57:50,64.57,188.42,164.5,193.55,195.98,187.52,166.24,162.76,191.13,189.02,87.41,65.61,192.64,157,163.63,154.71,109.17,160.45,144.22,172.96,136.39,179.75,159.3,98.59,,27,965,34,28.11,
16.06.21 16:58:05,64.82,187.82,164.21,193.55,195.37,186.92,165.95,162.47,191.13,189.02,87.15,65.11,192.04,156.14,163.05,154.42,108.9,160.45,143.94,172.96,135.56,180.05,159.3,98.59,,27,965,34,28.11,
16.06.21 16:58:20,65.07,187.82,163.92,193.85,195.37,186.32,165.66,161.6,191.13,188.72,86.9,64.61,192.34,155.57,162.76,153.85,108.37,160.45,143.66,172.96,135.56,179.46,159.3,98.33,,27,965,34,28.1,
16.06.21 16:58:35,65.32,187.52,163.63,193.55,195.37,186.32,165.66,161.03,190.83,188.42,86.64,63.62,191.43,155.57,162.76,153,107.84,160.16,143.38,172.08,135.28,179.16,159.01,97.81,,27,965,34,28.1,
16.06.21 16:58:50,65.57,187.52,163.63,193.25,195.07,185.72,165.66,160.74,190.83,188.72,86.12,62.87,191.43,155.28,162.18,152.43,107.57,159.59,143.1,172.08,134.73,178.86,158.72,97.55,,27,965,34,28.1,
16.06.21 16:59:05,65.82,187.52,163.34,193.55,195.37,186.02,165.37,160.74,190.83,188.12,85.61,61.88,190.83,155.28,162.18,151.57,107.57,159.3,143.1,171.79,134.45,178.57,158.72,97.02,,27,965,34,28.1,
16.06.21 16:59:20,66.07,187.22,163.34,193.85,195.37,186.02,165.66,160.16,191.13,189.02,85.61,61.38,191.43,154.99,161.89,151,107.31,159.3,142.81,171.2,134.17,178.57,159.01,96.76,,27,965,34,28.08,
16.06.21 16:59:35,66.32,187.82,163.34,193.85,195.67,185.42,165.08,160.16,190.83,189.02,85.09,60.89,191.13,154.42,162.18,151,107.04,159.59,142.81,171.2,134.45,177.98,158.72,96.5,,27,965,34,28.08,
16.06.21 16:59:50,66.57,187.22,163.34,194.16,195.07,184.82,165.08,159.87,191.13,188.72,84.84,59.9,190.83,153.57,161.31,150.72,106.51,159.3,142.81,170.32,133.34,178.27,158.72,96.5,,27,965,34,28.08,
16.06.21 17:00:05,66.82,186.92,162.76,193.55,195.37,184.82,164.79,159.59,190.83,188.42,84.32,58.91,190.22,154.42,160.45,149.58,105.98,158.72,142.25,170.03,133.34,177.68,158.15,95.98,,27,965,34,28.06,
16.06.21 17:00:20,67.07,186.62,162.47,193.55,195.37,184.22,164.21,159.01,190.22,188.72,83.81,58.17,190.22,154.14,160.74,149.02,105.71,158.15,141.97,170.03,132.51,177.09,158.15,95.71,,27,965,34,28.05,
16.06.21 17:00:35,67.32,186.62,162.47,193.85,195.67,184.52,164.5,158.72,190.83,188.72,83.55,57.92,189.92,153.57,160.45,149.02,105.45,157.86,142.25,170.32,133.06,176.79,157.86,95.45,,27,965,34,28.03,
16.06.21 17:00:50,67.57,186.32,161.6,193.25,195.07,183.92,164.21,158.43,190.53,188.12,83.3,57.19,189.32,153.28,160.16,148.45,105.18,157.86,141.13,170.03,132.51,176.2,157.57,94.93,,27,965,34,28.02,
16.06.21 17:01:06,67.83,186.32,161.6,192.94,195.07,183.33,163.92,157.57,190.22,188.12,82.79,56.45,189.02,153,159.87,147.89,104.65,157,141.13,169.45,132.23,175.91,157.57,94.67,,27,965,34,28.03,
16.06.21 17:01:21,68.08,186.32,161.31,193.55,195.37,183.92,163.92,157.57,190.53,187.82,82.53,56.2,189.02,152.71,160.16,147.6,104.65,157,141.13,168.57,131.68,175.91,157.86,94.41,,27,965,34,28.02,
16.06.21 17:01:36,68.33,186.02,160.74,192.64,194.76,183.33,163.34,157.29,190.22,188.12,82.02,54.97,188.42,152.43,159.87,146.76,104.13,156.71,140.57,168.28,130.86,175.02,157.29,93.89,,27,965,34,28,
16.06.21 17:01:51,68.58,186.02,160.45,192.94,194.76,182.73,163.05,157,189.92,188.12,81.76,54.48,188.12,152.14,159.59,146.19,103.86,156.43,140.29,167.99,130.3,175.32,157.29,93.89,,27,965,34,27.99,
16.06.21 17:02:06,68.83,186.02,160.45,192.94,194.46,182.43,163.05,156.71,189.92,188.12,81.25,53.75,187.82,151.57,159.3,147.04,103.86,156.71,140.57,167.99,130.03,174.73,157.29,93.37,,27,965,34,27.99,
16.06.21 17:02:21,69.08,186.02,160.74,193.25,194.76,182.73,163.05,156.14,190.22,188.12,81.25,53.26,188.42,151.29,159.59,146.47,103.07,156.71,140.29,168.57,130.03,175.02,157.29,93.37,,27,965,34,27.98,
16.06.21 17:02:36,69.33,185.72,160.16,192.94,194.46,182.43,163.05,156.14,190.22,188.12,80.74,52.77,187.82,150.72,158.72,145.63,103.07,156.43,140.01,168.57,130.03,174.43,156.71,92.59,,27,965,34,27.99,
16.06.21 17:02:51,69.58,185.12,159.59,192.64,194.46,181.54,162.47,155.28,189.62,187.52,79.98,51.55,187.22,149.87,158.43,144.5,102.28,155.57,139.18,167.4,128.38,173.55,156.71,92.07,,27,965,34,27.98,
16.06.21 17:03:06,69.83,185.42,160.16,192.94,194.46,181.84,162.47,155.28,189.92,188.12,79.98,51.55,187.52,149.87,158.15,144.22,102.28,155.85,139.46,167.4,128.38,174.14,157,91.55,,27,965,34,27.98,
