Measurement Name :,20210618_Mcap_710_27C_Run2,,Generated On :,"18/06/2021, 19:05:30",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
18.06.21 17:59:48,2.03,201.17,213.54,211.05,217.61,206.71,215.11,209.5,192.34,206.71,206.09,223.93,225.19,186.02,197.81,213.85,199.64,194.46,216.99,187.22,220.45,207.95,192.04,188.72,,27,965,34,28.42,965D6-(E1);
18.06.21 18:00:03,2.28,199.64,199.64,209.19,223.29,206.71,211.67,226.79,194.46,183.92,174.14,200.56,199.64,206.4,186.62,202.09,207.95,192.64,211.05,216.36,213.85,203.93,201.48,209.19,,27,965,34,28.42,965D6-(E1);
18.06.21 18:00:18,2.53,209.5,206.09,210.12,216.99,203.01,189.32,213.85,194.16,190.22,201.78,209.19,186.02,208.57,205.17,205.78,190.22,198.42,195.67,200.56,177.09,201.17,208.88,192.94,,27,965,34,28.42,965D6-(E1);
18.06.21 18:00:33,2.78,200.86,220.76,219.5,222.03,192.94,187.82,239.64,227.42,218.24,196.28,183.62,232.86,192.94,187.52,192.94,199.33,203.63,223.61,192.04,230.94,207.95,202.09,205.47,,27,965,34,28.44,965D6-(E1);
18.06.21 18:00:48,3.03,210.43,211.67,229.02,229.02,221.08,175.61,232.86,206.4,199.33,180.94,204.55,197.5,199.03,190.83,232.54,218.24,207.95,205.78,207.95,180.65,192.64,201.48,193.85,,27,965,34,28.44,965D6-(E1);
18.06.21 18:01:03,3.28,208.88,215.73,214.79,207.02,228.06,219.82,205.47,195.67,192.94,191.43,221.08,189.32,183.62,201.17,212.92,211.36,196.59,199.94,189.62,227.74,207.95,214.48,208.57,,27,965,34,28.45,965D6-(E1);
18.06.21 18:01:18,3.53,205.17,242.25,208.88,208.26,199.33,213.23,232.22,197.5,206.09,197.81,210.74,216.99,183.03,219.5,225.19,196.28,180.94,227.74,204.55,220.76,203.63,216.04,202.7,,27,965,34,28.46,965D6-(E1);
18.06.21 18:01:33,3.78,192.64,219.19,213.85,214.79,229.66,211.05,220.76,214.79,214.17,180.05,199.03,242.57,183.33,202.09,229.34,223.29,182.43,221.39,207.64,201.48,201.17,207.02,201.17,,27,965,34,28.46,965D6-(E1);
18.06.21 18:01:48,4.03,198.72,219.82,230.94,213.23,213.54,201.17,209.5,218.24,214.48,205.78,196.28,209.5,186.02,195.37,227.1,196.59,205.78,173.26,196.89,222.34,203.63,193.55,208.26,,27,965,34,28.46,965D6-(E1);
18.06.21 18:02:03,4.28,204.24,226.47,224.24,187.52,204.86,206.4,179.46,211.67,191.43,216.67,164.5,193.55,181.84,195.67,194.16,185.12,204.55,202.4,193.55,239.32,203.01,201.48,219.5,,27,965,34,28.49,965D6-(E1);
18.06.21 18:02:18,4.53,204.86,210.12,227.42,223.61,222.34,218.24,201.48,201.17,216.04,215.11,200.56,208.26,215.11,217.3,191.43,199.03,193.25,202.09,218.24,222.97,201.78,213.23,218.87,,27,965,34,28.49,965D6-(E1);
18.06.21 18:02:33,4.78,205.17,203.63,202.4,212.61,198.11,202.4,208.57,191.13,194.46,194.46,172.38,218.56,172.08,213.85,207.64,216.36,167.99,188.42,192.94,195.98,196.89,205.78,214.48,,27,965,34,28.49,965D6-(E1);
18.06.21 18:02:48,5.03,217.93,205.47,219.5,205.78,201.78,193.85,199.03,219.19,192.94,203.32,231.58,213.23,166.24,198.42,229.34,226.15,199.94,196.59,236.08,191.43,201.48,202.09,207.02,,27,965,34,28.49,965D6-(E1);
18.06.21 18:03:03,5.28,200.86,226.79,211.67,209.5,225.51,249.45,176.2,224.88,210.43,222.03,208.88,194.76,184.82,238.35,199.64,233.18,187.52,216.04,207.02,209.5,211.67,220.76,205.17,,27,965,34,28.5,965D6-(E1);
18.06.21 18:03:18,5.53,203.32,225.19,231.9,211.36,209.19,213.23,243.88,219.5,195.37,201.17,216.36,207.02,211.05,206.09,216.99,214.48,194.76,191.43,204.24,221.39,202.7,211.36,211.36,,27,965,34,28.5,965D6-(E1);
18.06.21 18:03:33,5.78,204.55,215.11,246.17,215.42,239.64,223.93,221.39,222.66,202.09,215.73,186.02,250.11,196.59,227.74,247.15,209.81,210.12,206.4,220.76,222.66,201.78,211.98,216.04,,27,965,34,28.5,965D6-(E1);
18.06.21 18:03:48,6.03,216.67,236.41,221.39,222.34,223.61,220.13,209.5,204.86,223.93,209.81,227.74,228.38,227.1,190.22,245.18,208.26,194.16,208.88,241.92,243.22,209.5,205.17,226.79,,27,965,34,28.49,965D6-(E1);
18.06.21 18:04:03,6.28,219.19,227.1,214.48,207.95,210.74,226.15,183.03,219.19,212.92,202.09,212.92,206.4,216.67,190.53,215.73,223.93,221.71,205.17,204.24,190.22,204.86,210.43,219.19,,27,965,34,28.49,965D6-(E1);
18.06.21 18:04:18,6.53,225.19,241.27,226.15,217.61,240.94,223.61,207.95,239.64,205.47,193.25,228.7,238.35,212.61,207.02,221.39,206.09,210.43,212.92,221.71,181.24,214.48,238.35,229.02,,27,965,34,28.5,965D6-(E1);
18.06.21 18:04:33,6.78,218.56,207.64,230.94,207.64,221.71,227.42,231.9,231.9,213.23,225.83,215.73,215.73,221.71,233.51,222.97,221.71,217.61,198.42,198.11,242.9,207.02,221.71,218.87,,27,965,34,28.49,965D6-(E1);
18.06.21 18:04:48,7.03,222.66,215.11,215.11,231.58,244.53,222.34,191.73,226.79,203.32,231.26,208.88,273.58,184.22,219.82,198.72,196.59,201.17,229.34,196.28,223.61,222.03,221.71,195.37,,27,965,34,28.52,965D6-(E1);
18.06.21 18:05:03,7.28,226.79,227.1,211.36,211.67,235.12,235.12,235.44,241.27,191.73,197.2,193.25,220.13,176.79,200.56,233.83,203.32,204.24,195.67,193.55,224.24,211.67,217.61,222.66,,27,965,34,28.52,965D6-(E1);
18.06.21 18:05:18,7.53,210.12,233.18,256.07,229.66,232.22,209.81,231.9,224.88,208.26,206.71,233.51,222.97,212.92,249.78,199.03,197.81,219.5,211.67,228.38,247.81,221.71,221.39,233.83,,27,965,34,28.53,965D6-(E1);
18.06.21 18:05:33,7.78,199.64,229.98,223.29,209.5,224.24,198.11,216.67,225.83,173.26,215.42,197.5,226.15,216.04,220.45,230.62,212.29,175.61,195.07,207.64,223.61,188.42,229.98,234.79,,27,965,34,28.53,965D6-(E1);
18.06.21 18:05:48,8.03,208.57,184.22,220.13,205.17,218.56,221.71,209.5,239.32,196.28,202.09,201.48,208.57,192.34,215.11,237.7,216.67,217.93,207.33,245.84,232.86,209.19,219.82,216.04,,27,965,34,28.53,965D6-(E1);
18.06.21 18:06:03,8.28,221.71,211.67,212.29,231.58,247.15,210.12,238.02,208.88,216.04,206.71,232.22,234.79,211.36,248.79,251.43,238.35,219.82,222.03,232.86,229.02,203.32,224.88,222.66,,27,965,34,28.53,965D6-(E1);
18.06.21 18:06:18,8.53,212.61,218.24,229.34,216.04,220.45,234.15,195.07,238.67,202.09,231.26,217.61,219.5,207.64,220.45,224.88,222.03,211.05,196.28,234.47,218.87,211.98,223.61,209.5,,27,965,34,28.56,965D6-(E1);
18.06.21 18:06:33,8.78,234.47,218.56,251.1,217.61,227.1,206.4,210.74,240.29,205.17,215.73,200.25,206.71,217.3,213.85,225.83,213.54,201.78,207.95,221.39,273.58,227.74,231.58,216.67,,27,965,34,28.56,965D6-(E1);
18.06.21 18:06:48,9.03,218.24,181.84,260.4,200.86,214.17,208.57,143.94,250.11,212.61,240.29,225.19,218.87,231.58,216.04,182.43,203.63,226.47,192.04,239,190.53,202.7,241.92,226.15,,27,965,34,28.56,965D6-(E1);
18.06.21 18:07:03,9.28,229.66,247.48,239.32,237.7,231.26,232.22,196.28,238.67,203.93,217.3,226.47,237.7,218.24,237.7,216.36,235.76,217.93,229.34,236.73,217.93,216.04,252.75,222.34,,27,965,34,28.56,965D6-(E1);
18.06.21 18:07:18,9.53,220.45,209.19,233.18,207.95,243.22,201.78,238.02,203.32,206.4,192.94,205.17,179.16,189.92,210.74,224.56,207.33,197.81,179.75,207.95,231.26,198.42,221.08,209.81,,27,965,34,28.58,965D6-(E1);
18.06.21 18:07:33,9.78,247.48,227.1,244.86,222.03,265.44,262.75,195.37,243.88,207.33,225.19,257.4,205.78,196.89,187.82,203.01,227.1,263.42,231.9,238.67,229.02,220.76,270.86,239.64,,27,965,34,28.59,965D6-(E1);
18.06.21 18:07:48,10.03,242.57,265.11,237.7,206.09,214.17,226.79,227.74,240.62,212.61,220.45,226.79,222.03,192.64,239.32,211.36,209.19,228.06,211.98,198.11,196.89,214.48,206.71,221.71,,27,965,34,28.6,965D6-(E1);
18.06.21 18:08:04,10.3,220.45,214.48,211.67,204.55,219.5,208.88,201.48,251.1,195.98,224.88,237.7,227.1,186.92,203.93,196.28,193.85,195.67,185.12,208.26,252.42,213.85,213.23,219.5,,27,965,34,28.61,965D6-(E1);
18.06.21 18:08:18,10.53,239.32,238.02,241.92,218.87,244.53,207.02,226.15,248.46,233.18,216.04,249.45,241.59,206.09,227.74,218.24,230.94,210.43,207.95,216.67,230.3,223.93,214.48,219.5,,27,965,34,28.63,965D6-(E1);
18.06.21 18:08:33,10.78,232.54,212.92,224.56,216.04,204.55,173.55,185.42,260.07,205.78,250.44,253.08,237.7,215.11,216.36,203.01,212.92,201.17,182.13,201.78,180.35,217.3,215.11,239,,27,965,34,28.63,965D6-(E1);
18.06.21 18:08:48,11.03,222.34,236.73,245.84,203.01,248.14,226.47,168.57,229.34,216.36,233.83,198.42,221.39,202.09,203.01,239.97,179.46,196.89,220.13,225.51,203.32,238.02,213.23,213.85,,27,965,34,28.63,965D6-(E1);
18.06.21 18:09:03,11.28,232.22,248.14,235.12,205.78,237.38,233.18,248.79,215.73,209.5,205.47,220.45,235.44,223.61,209.5,242.9,208.26,210.12,197.2,223.29,208.57,219.5,240.94,200.56,,27,965,34,28.66,965D6-(E1);
18.06.21 18:09:18,11.53,232.54,222.03,232.54,205.17,217.61,205.17,201.48,240.29,201.17,213.23,227.1,177.09,223.93,218.24,251.43,223.61,214.17,207.33,222.03,196.89,221.39,222.97,226.47,,27,965,34,28.67,965D6-(E1);
18.06.21 18:09:33,11.78,238.35,229.98,239.32,236.08,252.75,258.73,224.24,240.62,209.19,254.74,227.74,265.78,227.74,223.93,243.55,224.56,239.97,203.01,240.29,245.18,234.47,218.56,235.76,,27,965,34,28.67,965D6-(E1);
18.06.21 18:09:48,12.03,236.41,234.47,222.97,217.61,228.38,228.7,217.93,243.55,211.36,209.19,202.7,222.34,207.95,190.83,224.56,206.4,204.24,204.55,217.3,204.55,219.19,230.62,225.19,,27,965,34,28.7,965D6-(E1);
18.06.21 18:10:03,12.28,244.86,238.67,226.47,235.76,245.18,266.45,208.88,243.88,213.23,238.02,268.82,281.47,225.51,208.57,241.92,226.79,224.88,216.67,220.13,256.07,226.15,245.84,201.48,,27,965,34,28.69,965D6-(E1);
18.06.21 18:10:18,12.53,231.26,238.02,237.7,203.63,238.67,251.43,203.01,233.18,195.07,219.19,207.02,244.86,216.67,205.78,245.18,207.95,236.73,190.22,219.5,232.54,207.02,223.61,217.61,,27,965,34,28.7,965D6-(E1);
18.06.21 18:10:33,12.78,245.18,231.26,223.93,217.61,213.54,231.26,202.7,237.38,191.73,229.98,204.24,230.62,241.27,236.08,215.11,257.07,199.94,222.03,215.42,211.67,213.85,228.06,252.75,,27,965,34,28.71,965D6-(E1);
18.06.21 18:10:48,13.03,252.42,219.19,230.3,220.13,241.27,241.27,221.39,220.76,192.04,221.08,244.53,239,234.47,227.42,236.08,188.12,217.61,215.73,240.29,222.34,208.26,228.7,240.29,,27,965,34,28.71,965D6-(E1);
18.06.21 18:11:03,13.28,238.67,204.55,234.79,236.41,264.77,221.39,207.02,254.74,195.37,213.23,227.1,280.78,208.26,244.2,255.74,219.82,213.54,192.34,194.46,244.86,214.17,238.35,238.35,,27,965,34,28.71,965D6-(E1);
18.06.21 18:11:18,13.53,228.7,239.97,255.74,223.93,267.13,245.18,218.56,246.17,181.84,240.94,215.73,307.49,226.15,230.62,230.62,241.59,221.39,207.02,216.99,217.3,226.47,233.83,233.18,,27,965,34,28.73,965D6-(E1);
18.06.21 18:11:33,13.78,240.94,264.77,281.82,216.99,280.44,229.66,223.93,233.51,195.37,236.41,230.62,216.04,210.43,242.25,234.47,196.59,249.78,221.08,233.18,181.84,208.88,250.11,240.94,,27,965,34,28.73,965D6-(E1);
18.06.21 18:11:48,14.03,245.18,226.47,244.53,220.45,248.79,298.24,225.19,230.94,207.64,228.06,222.66,247.81,221.08,241.92,285.63,241.27,237.38,195.98,245.18,215.11,229.66,224.24,210.43,,27,965,34,28.71,965D6-(E1);
18.06.21 18:12:03,14.28,248.14,242.57,244.86,203.01,233.18,256.73,217.3,238.35,205.47,222.03,257.73,257.4,203.63,217.3,240.29,210.12,228.38,196.28,202.09,242.25,228.38,226.15,213.23,,27,965,34,28.71,965D6-(E1);
18.06.21 18:12:18,14.53,246.17,281.82,245.18,210.74,249.78,310.72,214.17,262.08,197.2,236.73,258.4,213.54,178.57,239.64,246.82,309.29,205.47,259.07,215.73,273.58,208.26,231.9,221.71,,27,965,34,28.71,965D6-(E1);
18.06.21 18:12:33,14.78,247.81,246.17,243.88,234.47,241.27,254.41,194.16,222.97,202.4,235.76,206.4,250.77,227.1,212.29,220.76,222.03,199.33,222.66,206.09,222.97,220.76,197.2,222.03,,27,965,34,28.73,965D6-(E1);
18.06.21 18:12:48,15.03,238.35,219.19,233.51,214.79,261.07,246.49,201.48,243.55,159.3,242.57,262.75,232.22,131.13,179.16,201.17,238.35,242.9,191.73,170.32,186.62,224.56,205.17,218.87,,27,965,34,28.74,965D6-(E1);
18.06.21 18:13:03,15.28,246.82,229.34,247.81,228.38,259.4,211.67,199.64,211.67,244.2,253.74,210.12,273.92,238.67,197.2,210.74,261.41,209.5,186.02,214.17,203.01,207.64,240.62,238.35,,27,965,34,28.74,965D6-(E1);
18.06.21 18:13:18,15.53,251.1,237.7,245.84,218.24,245.18,364.97,258.4,245.18,254.08,235.12,248.14,248.46,250.44,178.57,223.61,199.03,227.74,179.46,191.43,286.32,234.15,255.4,235.76,,27,965,34,28.74,965D6-(E1);
18.06.21 18:13:33,15.78,295.77,224.88,271.88,243.22,304.99,238.02,253.41,270.52,212.29,218.87,290.85,225.51,200.56,295.77,228.06,200.86,237.05,240.29,270.18,175.91,207.33,259.74,206.4,,27,965,34,28.75,965D6-(E1);
18.06.21 18:13:48,16.03,268.14,210.43,247.15,229.66,266.45,261.07,226.79,192.64,196.89,214.79,233.83,221.71,240.29,248.14,227.74,168.57,201.78,226.47,235.12,227.42,225.19,229.02,203.63,,27,965,34,28.77,965D6-(E1);
18.06.21 18:14:03,16.28,239,235.44,255.07,226.79,246.49,266.79,202.7,239.64,200.86,224.24,186.62,197.81,197.81,231.26,268.48,215.42,188.72,263.76,154.42,244.86,189.02,191.43,214.79,,27,965,34,28.78,965D6-(E1);
18.06.21 18:14:18,16.53,275.63,263.09,278.03,285.63,298.95,230.3,192.34,244.86,162.18,299.3,187.82,276.66,216.04,259.07,242.57,272.22,207.95,220.45,250.11,194.16,238.02,285.97,321.98,,27,965,34,28.78,965D6-(E1);
18.06.21 18:14:33,16.78,221.71,262.75,274.61,242.57,260.74,228.38,227.74,229.98,183.33,208.57,149.3,240.62,220.76,194.46,319.05,144.78,183.62,217.93,199.03,214.17,219.19,262.08,216.04,,27,965,34,28.78,965D6-(E1);
18.06.21 18:14:48,17.03,249.78,265.44,237.7,217.93,252.09,227.42,256.73,250.11,193.25,245.51,264.1,197.81,202.4,278.37,198.11,234.47,207.64,199.33,241.59,247.81,222.97,264.77,246.49,,27,965,34,28.8,965D6-(E1);
18.06.21 18:15:03,17.28,233.51,256.07,233.18,224.88,275.97,218.24,227.74,244.2,211.36,207.02,237.38,231.58,237.05,216.99,254.41,228.06,212.29,189.32,227.42,217.61,218.56,249.78,227.42,,27,965,34,28.8,965D6-(E1);
18.06.21 18:15:18,17.53,246.17,228.06,261.74,236.41,278.37,240.94,235.76,263.09,221.39,240.94,249.78,242.25,262.75,245.18,262.42,208.26,229.02,211.05,218.24,263.76,224.88,234.79,245.18,,27,965,34,28.81,965D6-(E1);
18.06.21 18:15:33,17.78,261.07,267.47,253.41,251.1,261.74,281.13,209.19,235.44,213.23,139.46,237.38,350.73,266.12,254.74,203.93,224.88,212.92,225.19,210.74,179.16,236.73,201.17,274.26,,27,965,34,28.83,965D6-(E1);
18.06.21 18:15:48,18.03,212.61,222.97,214.48,195.67,236.08,242.25,242.25,204.24,188.72,196.28,234.79,228.38,187.52,199.64,226.79,209.81,214.79,199.33,169.74,204.55,215.73,193.85,241.59,,27,965,34,28.83,965D6-(E1);
18.06.21 18:16:03,18.28,247.48,240.62,253.74,233.18,266.45,262.75,241.92,228.7,199.64,259.74,248.46,216.36,246.17,235.44,269.84,240.62,226.15,217.61,229.34,237.7,230.62,251.1,252.75,,27,965,34,28.84,965D6-(E1);
18.06.21 18:16:18,18.53,258.73,240.29,256.73,243.22,279.4,284.93,216.99,252.42,199.64,235.12,263.42,199.94,243.55,216.36,243.88,283.89,219.19,245.18,225.19,260.07,230.3,267.81,260.07,,27,965,34,28.85,965D6-(E1);
18.06.21 18:16:33,18.78,231.26,253.08,250.11,203.01,256.73,235.44,241.27,228.7,198.42,241.27,252.09,264.77,200.86,245.51,270.52,221.08,210.74,228.38,217.93,243.88,231.58,222.66,225.51,,27,965,34,28.88,965D6-(E1);
18.06.21 18:16:48,19.03,249.12,239.97,260.74,245.84,273.58,295.77,238.35,278.03,207.95,231.58,213.85,305.35,217.61,258.07,243.55,237.38,228.06,183.33,199.33,197.81,223.93,276.66,229.34,,27,965,34,28.88,965D6-(E1);
18.06.21 18:17:03,19.28,264.1,264.1,268.14,233.51,284.24,283.89,273.24,277,233.83,252.75,263.76,253.41,249.78,259.74,233.18,281.82,257.73,212.61,255.74,182.73,235.76,306.78,289.8,,27,965,34,28.88,965D6-(E1);
18.06.21 18:17:18,19.53,244.86,239.97,243.55,220.45,263.09,245.18,236.41,222.66,211.67,237.05,218.24,237.7,215.11,240.62,234.15,221.39,222.66,217.61,224.56,207.95,226.15,248.79,231.9,,27,965,34,28.89,965D6-(E1);
18.06.21 18:17:33,19.78,223.93,251.76,249.12,222.97,237.05,234.47,219.19,227.1,216.99,237.05,247.48,196.89,255.4,264.1,232.54,229.66,239,233.51,253.08,271.54,234.15,250.77,267.13,,27,965,34,28.89,965D6-(E1);
18.06.21 18:17:48,20.03,247.48,238.02,237.7,229.98,250.77,234.79,222.34,250.77,206.4,228.38,246.17,231.26,220.76,251.1,252.09,226.47,250.77,224.56,242.9,223.93,223.61,257.07,228.7,,27,965,34,28.91,965D6-(E1);
18.06.21 18:18:03,20.28,233.83,237.38,248.46,206.71,202.7,244.86,218.24,248.46,185.72,220.13,246.82,211.67,206.09,235.12,236.73,233.83,190.53,180.35,229.02,201.17,205.17,239.97,215.42,,27,965,34,28.92,965D6-(E1);
18.06.21 18:18:18,20.53,240.29,236.08,262.75,216.04,245.84,229.66,224.56,254.41,184.22,255.07,242.25,205.47,220.13,228.7,252.09,219.5,235.76,238.02,184.22,243.55,224.24,212.61,224.56,,27,965,34,28.92,965D6-(E1);
18.06.21 18:18:33,20.78,238.35,274.95,275.97,253.08,266.12,213.85,216.99,195.07,197.5,259.07,238.02,216.67,248.14,248.79,273.58,243.22,242.57,153.85,245.18,281.47,225.51,229.34,223.29,,27,965,34,28.92,965D6-(E1);
18.06.21 18:18:48,21.03,236.08,250.77,259.4,245.51,273.24,245.18,222.97,235.12,191.73,245.51,268.14,234.47,223.93,234.15,230.94,229.98,224.24,229.98,252.09,197.2,220.45,242.9,239.97,,27,965,34,28.92,965D6-(E1);
18.06.21 18:19:03,21.28,249.45,219.19,289.11,217.61,273.24,283.55,229.02,241.27,210.74,259.07,288.06,171.2,225.83,245.18,293.31,290.5,252.75,243.22,269.84,245.18,239.64,218.24,238.02,,27,965,34,28.91,965D6-(E1);
18.06.21 18:19:18,21.53,244.53,247.48,257.4,218.24,281.82,276.32,240.62,248.14,188.12,239.32,262.42,227.42,205.47,223.93,268.14,259.07,246.17,209.81,203.63,237.05,230.94,246.49,222.66,,27,965,34,28.92,965D6-(E1);
18.06.21 18:19:33,21.78,259.74,270.52,265.11,221.08,265.78,259.07,239,223.93,210.12,237.38,257.4,229.34,225.83,218.56,288.41,207.02,233.51,176.2,253.41,257.07,239.32,268.14,243.22,,27,965,34,28.92,965D6-(E1);
18.06.21 18:19:48,22.03,262.75,282.16,267.81,248.46,264.43,259.07,205.47,246.17,226.79,229.34,290.5,233.51,205.17,229.66,216.99,203.93,229.34,228.38,263.76,238.02,230.62,255.4,240.29,,27,965,34,28.91,965D6-(E1);
18.06.21 18:20:03,22.28,259.4,230.3,213.54,168.86,273.58,210.74,209.5,223.93,208.57,240.29,295.06,217.93,251.1,244.86,222.66,216.99,244.2,223.93,244.53,189.62,215.73,234.79,218.24,,27,965,34,28.92,965D6-(E1);
18.06.21 18:20:18,22.53,262.08,255.07,277.69,225.83,273.24,255.74,194.76,255.4,203.93,238.02,244.2,233.83,234.15,232.54,255.07,298.59,246.17,213.54,279.4,203.63,240.29,248.79,226.15,,27,965,34,28.92,965D6-(E1);
18.06.21 18:20:34,22.8,241.92,255.4,251.76,207.95,265.78,240.62,234.47,235.44,199.03,241.59,221.39,205.17,221.71,247.81,283.89,219.19,228.38,207.02,230.94,211.05,209.19,238.02,228.7,,27,965,34,28.92,965D6-(E1);
18.06.21 18:20:49,23.05,252.09,226.15,245.18,224.88,261.74,267.13,260.74,257.73,193.55,213.85,252.09,224.24,222.66,214.79,239.32,252.42,234.15,218.56,241.27,281.13,225.19,250.11,227.1,,27,965,34,28.94,965D6-(E1);
18.06.21 18:21:04,23.3,258.07,266.79,253.08,228.06,250.44,281.13,247.81,229.98,178.86,238.35,183.62,193.55,208.57,244.2,270.18,258.4,226.47,207.95,203.63,253.08,227.74,227.42,227.74,,27,965,34,28.94,965D6-(E1);
18.06.21 18:21:19,23.55,239.32,258.4,242.57,241.59,252.09,239.97,229.34,252.75,192.64,220.45,247.81,226.79,229.66,242.25,222.66,236.08,251.76,183.62,248.79,241.92,224.88,222.34,236.41,,27,965,34,28.95,965D6-(E1);
18.06.21 18:21:33,23.78,251.43,221.08,271.54,249.12,266.79,283.89,265.11,187.52,228.06,242.25,244.2,259.4,264.1,267.81,274.95,253.41,216.67,170.62,256.73,232.86,260.4,236.73,242.25,,27,965,34,28.96,965D6-(E1);
18.06.21 18:21:48,24.03,264.1,240.62,275.97,232.54,250.11,279.4,249.45,248.79,223.61,223.93,223.61,212.29,231.58,234.47,297.18,226.79,244.53,227.1,260.07,266.79,232.86,230.3,255.4,,27,965,34,28.96,965D6-(E1);
