Measurement Name :,20210618_Mcap_641_30C_Run2,,Generated On :,"18/06/2021, 19:05:55",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
18.06.21 18:22:19,24.55,230.7,232.52,250.69,254.46,274.6,263.33,268.13,276.22,230.09,269.74,262.05,278.18,267.17,263.33,256.03,253.83,292.39,233.73,316.22,271.68,244.16,264.61,250.38,,30,965,34,32.15,965D6-(E1);
18.06.21 18:22:34,24.8,247.89,224.07,247.89,249.76,265.57,276.22,287.39,265.57,204.62,221.08,269.42,285.41,298.77,266.53,245.4,248.51,267.81,252.57,283.43,246.95,231,260.78,253.2,,30,965,34,32.15,965D6-(E1);
18.06.21 18:22:49,25.05,232.82,242.93,257.61,257.93,271.68,257.93,279.82,283.43,277.2,271.03,259.51,268.78,297.08,261.42,282.77,241.38,290.05,261.42,263.01,282.11,241.38,260.15,264.93,,30,965,34,32.16,965D6-(E1);
18.06.21 18:23:04,25.3,236.78,212.79,251.63,251.32,225.57,260.15,259.19,268.78,234.64,239.54,279.49,256.35,265.89,259.51,262.69,260.46,270.71,237.39,283.1,256.98,237.09,238.92,240.15,,30,965,34,32.18,965D6-(E1);
18.06.21 18:23:19,25.55,234.95,222.28,263.01,252.26,265.89,293.06,260.15,268.78,221.38,262.69,266.53,291.72,302.49,254.46,266.85,256.35,250.69,239.23,242.31,257.61,236.17,248.2,251.32,,30,965,34,32.18,965D6-(E1);
18.06.21 18:23:34,25.8,231,222.58,254.77,254.77,282.77,261.42,304.87,281.46,219.3,257.93,274.27,268.13,255.72,259.51,290.72,279.82,263.97,230.09,270.06,252.89,235.56,251.01,271.68,,30,965,34,32.19,965D6-(E1);
18.06.21 18:23:49,26.05,222.28,221.08,246.33,240.77,235.25,267.17,270.39,255.09,204.62,279.82,257.3,248.82,271.03,277.53,304.19,239.85,263.97,236.17,259.83,281.13,228.88,235.56,230.7,,30,965,34,32.21,965D6-(E1);
18.06.21 18:24:04,26.3,227.98,246.64,257.3,248.82,267.81,252.57,277.2,274.92,237.09,263.65,260.78,244.78,256.66,256.66,256.66,282.44,255.72,220.19,263.33,249.13,224.67,247.26,266.21,,30,965,34,32.22,965D6-(E1);
18.06.21 18:24:19,26.55,253.51,226.47,247.89,252.26,266.21,260.78,278.18,263.65,223.47,269.42,246.64,273.95,274.6,287.73,247.89,249.13,259.51,240.15,264.29,234.64,232.52,253.51,255.09,,30,965,34,32.22,965D6-(E1);
18.06.21 18:24:34,26.8,236.17,239.23,250.07,251.63,268.78,274.27,286.07,275.25,229.49,272.65,246.64,278.51,270.39,278.18,271.36,283.1,257.3,211.91,284.75,280.47,237.7,249.13,233.43,,30,965,34,32.24,965D6-(E1);
18.06.21 18:24:49,27.05,218.11,208.4,231,235.86,241.69,283.76,249.44,253.83,186.32,268.78,242.62,251.63,286.73,222.87,244.47,253.83,255.72,183.79,244.16,231,224.97,230.39,219,,30,965,34,32.24,965D6-(E1);
18.06.21 18:25:04,27.3,225.87,236.78,256.66,253.51,271.36,288.39,280.47,273.95,218.7,285.74,251.32,273.62,270.39,247.58,288.06,281.13,295.74,255.09,258.24,279.82,237.7,254.77,244.47,,30,965,34,32.25,965D6-(E1);
18.06.21 18:25:19,27.55,232.21,230.39,262.69,252.26,264.93,274.27,281.78,264.61,212.5,251.63,284.75,262.05,253.83,252.26,281.46,253.83,254.14,234.64,262.05,238.62,231.3,263.97,251.63,,30,965,34,32.28,965D6-(E1);
18.06.21 18:25:34,27.8,250.69,240.77,265.89,265.25,297.08,280.47,295.07,284.42,253.51,238.01,275.9,279.16,298.77,283.76,289.05,260.78,284.42,270.06,292.72,279.82,260.78,272.65,285.74,,30,965,34,32.29,965D6-(E1);
18.06.21 18:25:49,28.05,228.58,225.57,257.3,248.51,245.09,267.49,256.98,262.69,214.27,253.51,257.93,264.93,265.57,229.18,280.47,258.56,266.53,225.87,229.49,252.89,224.67,247.58,259.83,,30,965,34,32.28,965D6-(E1);
18.06.21 18:26:04,28.3,228.88,225.57,257.61,248.2,285.08,268.13,257.3,257.61,213.38,262.69,260.15,268.78,280.47,253.51,274.27,220.49,259.51,231.61,259.83,270.06,233.73,251.01,248.2,,30,965,34,32.3,965D6-(E1);
18.06.21 18:26:19,28.55,238.01,244.78,271.03,265.25,292.05,283.1,277.53,273.95,219.3,279.16,264.29,271.36,280.8,267.81,295.74,274.92,284.75,245.4,296.07,276.55,252.89,258.56,267.17,,30,965,34,32.32,965D6-(E1);
18.06.21 18:26:34,28.8,264.29,245.09,264.93,261.73,266.85,268.13,269.74,281.78,230.39,282.11,266.53,281.13,300.46,251.32,287.06,267.17,269.1,186.04,287.39,262.37,249.13,256.03,279.82,,30,965,34,32.32,965D6-(E1);
18.06.21 18:26:49,29.05,232.21,233.43,251.63,251.63,265.57,256.98,275.25,270.39,219.6,290.05,284.42,273.95,244.47,248.82,266.21,264.29,241.69,216.92,264.61,237.39,235.56,258.24,258.56,,30,965,34,32.32,965D6-(E1);
18.06.21 18:27:04,29.3,222.58,213.97,249.76,244.47,261.42,260.46,272.65,260.46,189.71,258.24,252.89,251.01,304.53,251.32,252.89,244.78,245.4,221.38,261.42,245.4,230.7,249.76,252.89,,30,965,34,32.33,965D6-(E1);
18.06.21 18:27:19,29.55,233.73,231.61,250.69,250.07,307.95,266.21,265.25,272.33,210.74,235.25,256.98,277.85,262.37,258.88,291.05,250.69,274.6,215.45,270.71,278.83,251.01,254.14,266.85,,30,965,34,32.33,965D6-(E1);
18.06.21 18:27:34,29.8,249.44,232.52,262.37,263.65,288.72,284.42,295.74,278.83,206.94,244.78,289.72,310.69,286.07,270.39,320.04,266.85,260.78,268.13,278.18,272.33,250.07,254.46,255.09,,30,965,34,32.35,965D6-(E1);
18.06.21 18:27:49,30.05,223.77,228.58,247.26,247.26,258.24,275.9,251.01,256.03,237.7,279.49,245.09,263.65,300.12,265.25,286.73,243.24,269.42,217.81,237.39,252.89,233.12,252.26,256.03,,30,965,34,32.36,965D6-(E1);
18.06.21 18:28:04,30.3,227.98,228.88,257.3,248.51,270.06,286.4,276.87,262.69,242.31,233.43,250.07,267.17,299.78,229.18,246.33,244.47,265.25,234.04,219.3,251.32,226.77,244.47,256.35,,30,965,34,32.38,965D6-(E1);
18.06.21 18:28:19,30.55,228.58,224.37,249.76,245.09,255.09,265.89,246.02,263.97,196.54,226.47,254.77,277.2,243.85,241.69,251.32,248.82,267.17,255.72,288.06,233.43,237.39,263.01,249.44,,30,965,34,32.38,965D6-(E1);
18.06.21 18:28:34,30.8,254.14,225.57,254.77,249.44,260.15,268.78,277.53,268.45,237.09,232.82,244.78,255.4,259.19,248.82,291.39,261.73,260.15,252.89,258.56,250.07,238.92,255.4,258.88,,30,965,34,32.39,965D6-(E1);
18.06.21 18:28:49,31.05,240.15,213.09,271.03,256.98,261.73,267.81,287.73,278.18,244.78,281.46,272.33,274.92,262.05,249.76,296.75,252.57,263.01,241.69,256.35,311.72,247.58,260.78,257.61,,30,965,34,32.38,965D6-(E1);
18.06.21 18:29:04,31.3,240.46,244.78,262.69,253.51,256.03,268.13,283.43,265.89,222.58,256.98,259.51,286.4,309.66,239.23,277.2,243.54,271.68,193.12,256.98,265.89,241.69,251.01,252.57,,30,965,34,32.4,965D6-(E1);
18.06.21 18:29:19,31.55,244.47,237.7,261.73,256.98,253.2,263.33,290.39,273.3,221.38,288.72,263.97,267.49,277.85,259.19,285.74,248.51,277.85,228.58,254.77,282.77,242.93,257.61,259.51,,30,965,34,32.41,965D6-(E1);
18.06.21 18:29:34,31.8,248.82,224.07,256.35,250.69,253.83,295.07,276.87,262.37,194.83,270.06,261.1,268.45,277.85,269.1,296.07,255.09,262.69,224.97,247.89,269.74,241.08,248.51,248.82,,30,965,34,32.4,965D6-(E1);
18.06.21 18:29:49,32.05,242.31,208.4,245.4,244.16,239.23,261.42,266.21,255.4,213.09,263.65,254.77,285.41,281.78,254.46,268.13,257.93,220.79,224.07,236.78,258.56,240.46,234.34,257.3,,30,965,34,32.41,965D6-(E1);
18.06.21 18:30:04,32.3,234.95,220.79,252.26,240.77,256.66,282.44,272.33,251.01,195.69,245.71,234.64,241.69,287.06,245.09,269.1,270.06,251.32,184.64,287.73,243.24,236.48,235.56,229.79,,30,965,34,32.43,965D6-(E1);
18.06.21 18:30:19,32.55,249.76,253.2,273.3,269.1,262.37,297.42,314.14,290.72,246.64,283.76,257.61,287.06,292.39,267.81,263.01,280.14,275.25,246.33,277.53,270.71,252.89,268.45,279.82,,30,965,34,32.43,965D6-(E1);
18.06.21 18:30:34,32.8,221.98,215.15,241.69,232.52,263.97,243.24,263.01,251.32,203.17,248.2,227.37,252.57,273.62,282.11,250.07,243.85,256.35,237.7,241.69,234.04,225.27,216.92,232.52,,30,965,34,32.43,965D6-(E1);
18.06.21 18:30:49,33.05,255.4,251.32,270.71,265.25,252.57,292.05,314.49,283.1,221.68,292.39,271.36,288.06,320.39,249.13,342.05,291.39,224.07,234.34,278.83,269.42,241.38,275.9,288.06,,30,965,34,32.46,965D6-(E1);
18.06.21 18:31:04,33.3,240.46,198.84,256.03,246.02,241.69,258.24,270.06,268.13,225.57,284.09,264.29,260.78,300.12,277.2,291.72,260.46,278.83,214.86,224.37,247.58,245.4,239.85,228.58,,30,965,34,32.46,965D6-(E1);
18.06.21 18:31:19,33.55,209.28,210.15,245.4,230.39,257.3,285.08,256.98,249.44,210.45,232.21,225.87,252.26,220.49,234.64,268.45,252.57,201.72,195.69,228.88,227.98,235.56,235.25,245.71,,30,965,34,32.47,965D6-(E1);
18.06.21 18:31:34,33.8,231,221.68,253.51,244.16,242.93,213.68,259.51,244.16,211.91,264.93,261.42,271.36,286.07,217.52,231.61,199.7,252.57,235.56,234.95,234.64,234.04,236.48,247.89,,30,965,34,32.47,965D6-(E1);
18.06.21 18:31:49,34.05,234.34,227.37,261.1,253.83,290.72,260.46,272.65,271.03,236.48,254.14,236.48,252.26,252.57,262.05,299.11,272,249.76,218.41,256.35,242.31,247.58,258.88,271.36,,30,965,34,32.47,965D6-(E1);
18.06.21 18:32:04,34.3,234.95,205.2,250.69,250.07,249.13,266.85,277.85,261.42,254.46,273.95,263.97,247.58,280.8,283.76,294.73,246.95,265.25,249.76,238.31,226.17,247.89,256.35,242,,30,965,34,32.49,965D6-(E1);
18.06.21 18:32:19,34.55,231.3,217.81,242,238.01,288.39,254.46,263.65,263.33,226.17,249.13,239.23,250.69,280.14,218.7,273.3,239.23,281.78,196.83,251.95,225.87,219.3,237.39,251.95,,30,965,34,32.5,965D6-(E1);
18.06.21 18:32:34,34.8,246.33,215.15,265.89,252.26,260.46,270.71,283.43,265.25,264.93,260.78,255.09,260.46,251.95,253.83,269.74,287.73,264.29,220.19,251.01,256.98,233.73,255.72,262.05,,30,965,34,32.5,965D6-(E1);
18.06.21 18:32:49,35.05,245.71,237.09,268.45,265.25,314.49,279.49,306.58,288.06,229.49,274.27,267.17,297.76,256.98,298.77,320.74,246.95,282.44,227.37,288.39,261.73,256.66,269.42,263.33,,30,965,34,32.5,965D6-(E1);
18.06.21 18:33:04,35.3,238.01,227.37,261.1,253.2,246.95,282.11,287.73,284.42,220.49,260.46,250.07,266.21,307.95,293.72,319,246.64,299.44,192.55,290.05,279.16,249.76,228.28,269.1,,30,965,34,32.51,965D6-(E1);
18.06.21 18:33:19,35.55,247.58,236.17,267.81,254.14,242.62,270.06,272.65,266.85,239.23,226.47,279.49,267.49,259.19,278.83,278.51,244.78,280.47,249.44,303.17,272.33,266.21,256.98,253.2,,30,965,34,32.51,965D6-(E1);
18.06.21 18:33:34,35.8,258.24,212.79,259.51,248.82,280.14,288.06,255.72,261.73,223.77,227.37,267.81,282.11,271.68,253.83,248.82,266.53,271.36,223.47,256.98,239.23,242.93,254.46,262.69,,30,965,34,32.51,965D6-(E1);
18.06.21 18:33:49,36.05,235.56,251.01,282.77,261.42,300.8,299.11,301.13,286.73,234.04,282.77,267.81,251.95,296.75,272.33,295.4,301.13,275.57,242.62,257.3,314.14,264.29,261.73,274.92,,30,965,34,32.54,965D6-(E1);
18.06.21 18:34:04,36.3,247.58,223.17,265.57,251.32,274.6,261.73,275.57,271.36,249.13,241.08,261.42,278.51,259.83,271.03,312.41,271.03,276.22,187.45,283.76,261.42,251.01,265.89,263.33,,30,965,34,32.54,965D6-(E1);
18.06.21 18:34:19,36.55,248.2,238.01,273.62,261.1,281.46,300.8,301.81,280.8,219.3,271.68,244.16,281.78,279.82,277.2,289.39,306.24,278.18,280.14,266.53,276.87,254.46,269.1,283.1,,30,965,34,32.54,965D6-(E1);
18.06.21 18:34:34,36.8,244.78,226.17,260.78,251.32,265.57,263.65,276.87,273.3,221.08,263.01,247.26,287.39,296.07,251.95,253.2,285.08,274.6,191.7,282.44,265.25,248.82,259.51,259.51,,30,965,34,32.54,965D6-(E1);
18.06.21 18:34:49,37.05,265.89,231.91,272,262.69,288.72,305.21,292.39,293.72,206.36,259.51,261.73,278.18,261.42,242.31,286.07,308.29,292.39,269.42,311.04,271.03,261.73,262.69,258.24,,30,965,34,32.55,965D6-(E1);
18.06.21 18:35:04,37.3,257.3,230.09,273.62,258.88,279.82,270.39,278.18,279.82,245.71,262.05,263.33,279.82,293.06,270.39,298.43,289.39,304.19,209.28,261.73,263.01,260.78,264.93,270.71,,30,965,34,32.57,965D6-(E1);
18.06.21 18:35:19,37.55,248.51,235.86,262.69,241.08,253.51,248.82,284.42,267.81,210.15,285.41,281.13,264.61,294.73,248.2,274.27,277.2,255.72,200.85,227.68,274.92,247.58,254.77,242.93,,30,965,34,32.58,965D6-(E1);
18.06.21 18:35:34,37.8,250.69,219.6,254.46,245.71,276.87,259.51,262.37,282.11,249.44,266.21,236.78,276.22,309.66,296.75,282.11,285.08,267.49,219.3,261.1,272.65,258.88,270.71,250.69,,30,965,34,32.58,965D6-(E1);
18.06.21 18:35:49,38.05,239.23,219,259.83,245.09,265.89,250.69,281.46,267.49,232.52,232.82,283.43,260.78,279.16,281.13,287.39,247.58,276.55,241.69,246.64,288.39,246.33,252.26,243.85,,30,965,34,32.57,965D6-(E1);
18.06.21 18:36:04,38.3,239.85,235.56,246.64,244.78,255.09,286.4,295.74,279.49,194.54,279.49,253.83,274.6,251.32,267.81,293.72,277.53,274.92,246.33,263.01,263.97,244.78,249.44,243.54,,30,965,34,32.58,965D6-(E1);
18.06.21 18:36:19,38.55,227.07,221.68,254.77,236.17,252.26,242.31,271.03,261.73,214.86,236.78,246.02,271.36,269.1,252.26,291.72,244.78,255.72,194.83,250.69,248.2,245.4,249.44,244.16,,30,965,34,32.58,965D6-(E1);
18.06.21 18:36:34,38.8,242,222.58,262.05,247.26,230.7,265.89,280.47,266.53,172.68,286.4,252.57,289.39,276.22,256.98,255.72,225.27,257.3,230.7,250.07,220.19,241.38,268.78,252.89,,30,965,34,32.58,965D6-(E1);
18.06.21 18:36:49,39.05,266.53,248.2,264.29,255.4,299.78,288.39,287.06,283.1,207.52,274.27,253.2,291.39,268.78,282.11,297.76,271.03,252.89,237.7,264.29,271.03,250.69,264.61,263.97,,30,965,34,32.6,965D6-(E1);
18.06.21 18:37:04,39.3,241.69,229.49,273.62,254.46,278.18,253.51,278.83,278.83,228.58,248.51,257.93,286.07,258.24,295.4,286.73,264.93,296.07,189.71,238.62,243.54,260.15,248.82,270.06,,30,965,34,32.6,965D6-(E1);
18.06.21 18:37:19,39.55,235.56,208.4,252.26,236.17,241.38,246.33,289.05,259.83,179.6,257.61,245.4,267.17,256.98,232.52,272,262.37,221.98,190.84,235.86,245.4,233.43,247.26,246.64,,30,965,34,32.61,965D6-(E1);
18.06.21 18:37:34,39.8,244.47,222.58,250.38,230.7,266.53,269.74,271.68,262.05,210.74,257.61,249.76,264.29,262.69,256.66,270.06,249.76,258.24,207.82,246.64,245.4,247.58,246.95,255.4,,30,965,34,32.61,
18.06.21 18:37:49,40.05,244.78,223.17,250.38,230.09,267.17,269.42,273.95,261.42,211.03,257.61,249.76,264.29,263.33,256.66,270.06,249.76,258.88,207.82,246.33,246.95,247.58,247.58,255.4,,30,965,34,32.61,
18.06.21 18:38:04,40.3,244.47,222.28,249.76,228.58,266.53,268.45,271.36,260.46,209.86,256.35,248.82,263.33,262.05,255.72,269.42,249.44,257.61,207.23,245.4,246.33,246.64,246.95,254.46,,30,965,34,32.58,
18.06.21 18:38:19,40.55,244.16,221.68,249.76,228.58,267.17,267.49,271.36,260.78,210.15,256.03,247.89,262.69,261.42,255.09,268.78,248.82,256.98,207.52,244.16,245.71,245.71,247.58,254.14,,30,965,34,32.57,
18.06.21 18:38:34,40.8,243.85,220.49,249.44,226.77,265.57,267.17,270.39,259.19,210.74,254.77,247.58,261.73,260.78,254.14,269.1,248.51,256.35,207.23,243.85,245.4,244.47,246.95,253.83,,30,965,34,32.54,
18.06.21 18:38:49,41.05,243.54,217.52,249.13,225.87,264.93,266.21,271.03,257.93,209.86,253.51,246.33,260.78,259.83,253.83,268.45,248.2,255.09,207.23,242.62,244.16,243.54,246.33,253.51,,30,965,34,32.54,
18.06.21 18:39:04,41.3,243.54,214.86,249.13,225.57,264.29,265.57,269.42,257.3,210.15,252.89,245.71,260.78,258.24,252.57,267.81,247.58,254.46,207.52,241.69,243.85,242.62,246.95,253.2,,30,965,34,32.53,
18.06.21 18:39:19,41.55,242.93,212.5,248.2,223.77,261.73,264.29,268.13,256.98,209.28,251.32,244.78,260.15,257.3,251.32,268.45,246.95,253.2,206.65,240.46,242.62,240.77,246.33,251.95,,30,965,34,32.51,
18.06.21 18:39:34,41.8,242.62,211.33,248.2,223.47,260.78,263.97,266.85,256.03,210.15,250.69,244.16,260.15,255.72,250.69,267.49,246.33,252.57,207.23,239.85,241.69,240.46,246.64,251.95,,30,965,34,32.51,
18.06.21 18:39:49,42.05,242.31,208.4,247.58,222.28,259.51,262.37,265.57,255.09,209.86,249.44,243.54,258.56,254.46,249.13,266.85,245.71,251.01,207.23,238.01,240.77,239.23,246.02,250.69,,30,965,34,32.5,
18.06.21 18:40:04,42.3,241.69,208.11,246.95,221.38,256.98,263.01,264.61,254.14,209.57,247.89,242.93,257.93,253.51,248.2,266.21,245.4,250.07,206.94,237.7,240.15,238.31,245.4,250.07,,30,965,34,32.47,
18.06.21 18:40:19,42.55,241.08,207.23,246.95,219.6,255.72,262.69,263.01,253.2,209.57,246.95,242.31,257.3,252.57,247.89,265.25,245.09,249.13,206.65,237.09,239.85,237.7,244.47,248.82,,30,965,34,32.47,
18.06.21 18:40:34,42.8,241.08,205.49,246.33,218.41,256.66,263.01,262.05,252.89,209.57,246.02,242,256.98,251.32,246.33,264.61,245.09,247.89,206.94,236.48,239.23,236.78,244.47,248.2,,30,965,34,32.47,
18.06.21 18:40:49,43.05,240.15,204.62,246.33,217.81,254.77,262.37,260.78,251.01,208.98,244.47,240.46,255.09,250.38,245.09,263.65,244.78,247.26,206.65,234.95,238.31,235.86,243.54,247.58,,30,965,34,32.46,
18.06.21 18:41:04,43.3,240.15,202.88,245.71,216.92,253.83,260.78,260.15,250.07,209.28,243.54,239.85,254.14,248.51,243.54,262.37,244.16,246.02,206.65,234.34,236.48,234.95,242.93,246.64,,30,965,34,32.43,
18.06.21 18:41:19,43.55,239.54,201.43,245.09,215.74,251.01,260.46,258.56,249.76,208.69,241.69,238.62,252.89,247.26,242,261.42,242.93,245.09,206.36,232.82,235.56,233.73,242.31,245.71,,30,965,34,32.43,
18.06.21 18:41:34,43.8,238.92,200.28,244.78,216.04,250.07,259.51,257.93,249.76,208.98,241.08,238.31,251.63,246.64,241.69,260.78,242.93,245.4,206.36,232.52,234.34,233.43,242.93,245.71,,30,965,34,32.41,
18.06.21 18:41:49,44.05,238.62,198.84,244.47,215.15,249.44,258.56,257.3,248.51,208.4,240.15,237.7,251.95,245.71,240.46,260.15,242.31,244.16,206.07,231.3,233.73,232.52,242.62,246.33,,30,965,34,32.43,
18.06.21 18:42:04,44.3,238.31,195.69,244.16,215.15,249.44,258.24,256.66,247.58,208.98,239.23,237.09,251.01,244.78,239.54,258.88,242.31,244.78,206.65,231.3,233.43,232.82,242,245.71,,30,965,34,32.41,
18.06.21 18:42:19,44.55,237.7,196.54,243.85,216.04,247.89,256.98,255.09,246.95,208.69,238.92,236.48,250.69,244.16,238.01,257.61,241.38,243.24,206.07,229.79,232.21,231.91,241.08,245.09,,30,965,34,32.4,
18.06.21 18:42:34,44.8,237.09,194.26,243.24,213.68,246.95,256.03,254.46,246.95,208.4,237.39,235.86,250.07,243.24,237.7,256.35,241.08,241.38,206.36,228.58,231.91,230.09,240.15,244.47,,30,965,34,32.4,
18.06.21 18:42:49,45.05,235.56,192.83,243.24,211.33,246.64,255.09,253.2,246.33,208.4,237.09,235.25,249.44,242.62,236.48,256.35,240.15,240.46,205.78,227.98,231.3,229.79,239.23,243.85,,30,965,34,32.38,
18.06.21 18:43:04,45.3,234.95,193.12,242.93,208.4,244.16,254.77,252.89,246.02,208.4,235.56,234.95,248.82,242.31,235.86,255.4,240.15,240.15,206.07,228.28,230.09,229.49,238.92,244.16,,30,965,34,32.39,
18.06.21 18:43:19,45.55,234.34,191.41,242,207.52,242.31,253.51,251.01,243.54,208.11,234.95,233.43,247.58,241.38,234.64,254.14,238.92,239.54,205.78,225.57,228.88,228.28,238.01,243.24,,30,965,34,32.36,
18.06.21 18:43:34,45.8,233.43,191.7,242,206.07,241.38,253.51,248.2,242.93,208.4,234.34,232.52,246.95,241.38,234.34,253.51,239.54,239.54,206.07,226.17,228.88,228.58,238.62,242.62,,30,965,34,32.36,
18.06.21 18:43:49,46.05,232.82,191.7,242,205.2,239.54,252.57,249.44,242.31,208.11,233.43,231.91,246.33,240.46,233.12,252.26,239.23,238.31,206.07,223.77,229.49,227.68,238.01,242,,30,965,34,32.36,
18.06.21 18:44:04,46.3,232.21,190.28,241.38,204.62,238.01,252.57,246.64,241.69,207.52,231.61,231.3,245.4,239.23,232.21,251.32,238.62,237.7,206.07,223.77,227.68,226.77,238.92,241.08,,30,965,34,32.33,
18.06.21 18:44:19,46.55,232.21,188.3,241.08,206.36,238.31,251.95,247.26,241.38,208.11,231.61,230.09,245.71,238.31,231.61,250.69,238.31,237.7,205.78,223.17,227.07,226.17,238.31,240.77,,30,965,34,32.33,
18.06.21 18:44:34,46.8,231.3,187.73,241.38,204.91,238.01,251.01,245.71,240.77,207.82,230.7,229.18,244.47,237.39,231.3,249.76,237.39,237.39,205.49,222.28,225.27,225.27,237.09,239.54,,30,965,34,32.33,
18.06.21 18:44:49,47.05,230.09,186.32,241.38,204.62,237.7,249.44,246.95,239.23,207.82,231,228.88,243.85,235.86,231.61,249.13,237.39,237.09,205.78,223.17,225.27,224.97,236.78,239.23,,30,965,34,32.32,
18.06.21 18:45:04,47.3,229.79,185.48,240.77,203.17,237.09,248.51,244.47,239.54,207.52,230.7,228.58,243.24,234.04,231.3,248.2,236.48,236.17,205.2,221.38,224.37,224.07,236.48,238.31,,30,965,34,32.3,
18.06.21 18:45:19,47.55,228.88,183.79,241.08,203.75,236.78,247.58,245.09,239.54,207.82,230.39,228.58,242.93,233.43,231.3,249.44,236.78,236.17,205.49,222.28,223.77,224.07,236.78,238.31,,30,965,34,32.3,
18.06.21 18:45:34,47.8,228.58,183.23,238.31,202.01,236.78,246.33,243.85,238.92,206.94,229.49,227.68,241.08,231.61,230.09,247.58,235.25,234.95,204.91,221.68,222.58,223.47,236.48,237.7,,30,965,34,32.29,
18.06.21 18:45:49,48.05,228.58,184.64,238.92,202.88,237.39,246.33,244.16,238.92,207.23,229.18,227.68,240.77,231.3,229.18,246.95,235.86,234.64,205.2,221.68,222.87,223.47,236.78,237.39,,30,965,34,32.29,
18.06.21 18:46:04,48.3,227.68,182.11,238.01,202.88,236.17,245.09,242.31,237.39,206.94,227.37,227.37,240.46,230.09,227.68,246.33,235.86,233.73,204.91,221.08,221.08,222.87,235.86,237.39,,30,965,34,32.29,
18.06.21 18:46:19,48.55,227.07,180.72,237.39,200.57,234.95,244.78,242.31,236.78,206.65,227.68,226.77,240.15,230.7,227.37,245.09,234.95,233.12,205.2,221.68,221.68,223.17,235.56,237.7,,30,965,34,32.26,
18.06.21 18:46:34,48.8,225.27,179.32,235.56,199.99,233.43,243.54,240.46,236.17,206.94,226.17,227.07,239.23,231,227.07,243.85,234.34,233.73,204.91,220.79,220.49,221.68,234.95,236.17,,30,965,34,32.26,
18.06.21 18:46:49,49.05,224.67,179.32,235.56,200.57,232.52,243.24,238.92,236.48,206.94,224.97,227.37,240.46,229.79,226.17,242.93,234.64,233.73,204.91,220.79,219.3,221.08,234.95,235.86,,30,965,34,32.25,
18.06.21 18:47:04,49.3,223.77,177.93,234.64,199.13,232.21,242.62,238.31,235.86,206.07,223.17,226.17,238.92,228.88,224.67,241.38,233.73,233.43,204.91,219.6,218.41,219.89,234.95,234.95,,30,965,34,32.25,
18.06.21 18:47:19,49.55,224.37,176.82,233.12,198.84,231.3,242.93,238.62,234.64,206.36,222.58,225.57,237.09,228.28,224.07,241.08,233.73,233.73,204.62,219,218.7,219.6,234.34,234.34,,30,965,34,32.24,
18.06.21 18:47:34,49.8,224.37,175.44,233.43,198.26,231,242.62,238.31,233.43,206.07,222.58,225.27,236.48,227.68,223.17,241.08,233.73,233.73,204.62,218.41,216.92,219,234.04,233.73,,30,965,34,32.22,
18.06.21 18:47:49,50.05,223.17,174.06,232.52,198.55,231.3,242.31,237.09,232.82,206.07,222.28,224.07,236.17,226.77,223.17,241.08,232.82,233.12,204.62,218.11,217.52,218.41,233.73,232.82,,30,965,34,32.22,
18.06.21 18:48:04,50.3,221.68,174.33,231.91,198.84,231.61,241.69,236.48,231.3,205.78,221.68,223.47,235.86,226.17,222.87,238.62,231.61,232.52,204.04,217.22,216.92,217.52,233.12,231,,30,965,34,32.22,
18.06.21 18:48:19,50.55,220.49,174.61,231.61,197.98,231.61,241.38,236.48,230.7,205.78,221.68,222.58,235.56,226.47,222.58,237.39,231.3,232.21,204.33,216.63,217.22,217.22,232.82,231,,30,965,34,32.21,
18.06.21 18:48:34,50.8,219.89,173.51,230.39,196.83,230.09,240.77,235.56,231,205.49,220.19,222.87,234.64,227.68,221.68,237.09,231,231.61,204.04,215.74,215.15,217.22,232.52,231.3,,30,965,34,32.21,
18.06.21 18:48:49,51.05,219.3,172.4,230.09,196.26,229.18,240.15,235.25,230.7,205.78,218.41,222.58,234.34,226.47,220.79,235.86,230.7,231.91,204.33,215.74,213.97,216.92,232.52,231.61,,30,965,34,32.19,
18.06.21 18:49:04,51.3,218.11,170.48,230.09,195.11,229.18,240.15,234.34,231.61,205.49,217.81,222.28,234.64,225.57,219.6,237.09,231,231.91,204.04,213.97,213.68,217.22,231.91,231,,30,965,34,32.18,
18.06.21 18:49:19,51.55,217.52,168.84,229.49,195.11,227.98,239.54,235.86,230.7,205.49,217.52,221.68,233.43,224.37,219,236.17,230.7,231.61,203.75,212.5,211.62,216.33,231.61,230.7,,30,965,34,32.16,
