Measurement Name :,20210618_Mcap_710_27C_Run1,,Generated On :,"18/06/2021, 17:27:39",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
18.06.21 16:37:43,6.28,244.2,220.76,225.19,251.1,224.24,231.9,226.47,244.2,222.97,222.97,229.66,226.79,234.15,242.25,226.79,224.56,246.17,203.93,206.71,224.24,223.29,237.7,240.29,,27,965,34,29.31,965D6-(E1);
18.06.21 16:37:58,6.53,242.25,225.19,261.07,254.74,215.11,256.07,226.79,247.81,229.66,207.64,228.06,223.61,255.07,263.76,223.29,251.1,211.98,244.2,213.23,225.51,226.79,214.48,221.39,,27,965,34,29.34,965D6-(E1);
18.06.21 16:38:13,6.78,243.55,215.11,242.9,233.83,224.56,216.04,230.94,238.35,208.88,215.11,245.18,229.34,240.62,252.42,234.79,212.29,233.51,208.26,213.23,239.32,218.56,217.61,229.98,,27,965,34,29.35,965D6-(E1);
18.06.21 16:38:28,7.03,229.66,245.18,237.38,251.43,224.88,230.94,231.26,244.53,219.82,219.5,225.51,233.51,216.36,217.3,232.86,244.86,242.57,212.61,238.35,224.24,218.24,243.55,259.07,,27,965,34,29.38,965D6-(E1);
18.06.21 16:38:43,7.28,243.88,251.1,246.49,260.4,244.53,221.71,245.18,253.41,222.66,219.82,258.73,222.34,226.79,246.82,237.7,236.08,246.17,225.19,226.79,235.44,223.29,250.77,246.49,,27,965,34,29.38,965D6-(E1);
18.06.21 16:38:58,7.53,244.53,242.9,234.47,249.45,221.71,263.09,232.54,237.05,216.04,230.3,220.76,223.93,221.71,216.04,226.79,238.67,259.74,222.97,201.17,234.79,219.5,261.74,232.54,,27,965,34,29.41,965D6-(E1);
18.06.21 16:39:13,7.78,237.38,247.48,234.15,237.38,220.76,242.57,222.03,234.79,222.97,205.78,229.02,224.24,228.7,239.64,225.83,244.53,209.5,216.99,207.02,245.84,235.76,200.25,245.51,,27,965,34,29.42,965D6-(E1);
18.06.21 16:39:28,8.03,248.46,248.46,251.43,250.77,239.32,254.74,220.76,247.81,232.86,224.88,254.41,219.19,234.15,248.14,234.15,246.17,218.87,229.02,234.79,231.26,250.44,246.17,214.79,,27,965,34,29.45,965D6-(E1);
18.06.21 16:39:43,8.28,225.51,237.38,233.18,240.62,224.88,244.2,233.83,222.03,206.4,213.54,239.32,228.06,244.53,222.66,215.73,224.24,225.19,200.56,229.02,223.93,227.74,221.39,253.41,,27,965,34,29.46,965D6-(E1);
18.06.21 16:39:58,8.53,229.34,244.86,251.43,247.15,221.39,253.74,258.07,244.2,229.66,214.17,236.73,208.26,231.58,263.42,232.86,226.47,242.57,218.24,236.08,243.22,258.4,232.54,248.79,,27,965,34,29.49,965D6-(E1);
18.06.21 16:40:13,8.78,234.47,224.88,243.22,238.02,234.15,247.48,229.66,225.83,207.33,231.58,239.64,224.24,232.86,232.86,218.24,210.74,216.04,195.37,229.34,230.3,225.51,250.44,208.57,,27,965,34,29.49,965D6-(E1);
18.06.21 16:40:28,9.03,226.15,222.34,221.39,240.29,245.84,241.92,212.92,244.2,204.55,199.64,251.76,229.02,224.24,250.77,214.17,231.9,221.39,215.73,224.24,215.11,235.76,229.98,227.1,,27,965,34,29.52,965D6-(E1);
18.06.21 16:40:43,9.28,245.18,240.29,256.73,257.73,245.84,260.74,256.4,254.41,227.1,230.62,252.75,256.4,251.1,263.76,219.5,251.43,244.86,217.3,245.18,249.12,250.11,264.43,245.51,,27,965,34,29.53,965D6-(E1);
18.06.21 16:40:58,9.53,235.44,228.06,231.58,249.78,236.73,250.77,231.9,252.75,192.34,218.56,238.35,249.12,240.29,236.08,230.94,239.97,213.54,214.48,239.64,216.67,223.61,212.92,236.41,,27,965,34,29.55,965D6-(E1);
18.06.21 16:41:13,9.78,246.17,241.27,245.51,247.48,245.84,228.38,224.88,240.94,203.93,223.29,261.74,219.82,215.42,253.41,240.94,229.98,216.36,219.5,245.84,233.51,231.58,249.12,203.01,,27,965,34,29.56,965D6-(E1);
18.06.21 16:41:28,10.03,237.05,236.73,241.92,238.67,221.71,237.7,223.29,241.59,223.61,227.74,226.79,192.94,231.26,229.02,216.36,232.54,206.4,206.4,227.1,218.24,232.86,226.47,212.29,,27,965,34,29.59,965D6-(E1);
18.06.21 16:41:43,10.28,220.45,225.51,245.84,242.57,234.15,241.59,233.51,244.2,216.67,240.62,237.7,225.83,218.24,219.82,224.24,223.93,233.18,217.93,227.1,215.42,220.13,231.9,235.76,,27,965,34,29.6,965D6-(E1);
18.06.21 16:41:58,10.53,218.24,227.74,241.92,239.97,213.23,236.73,237.7,236.41,204.24,224.88,239.32,217.61,223.29,256.73,226.47,236.41,211.36,223.29,218.56,224.56,216.04,204.86,232.54,,27,965,34,29.61,965D6-(E1);
18.06.21 16:42:13,10.78,224.56,244.2,251.1,237.7,229.66,261.74,251.76,238.35,230.94,207.33,254.41,246.82,248.79,220.76,229.66,240.62,206.09,221.08,248.46,231.26,249.78,234.47,264.77,,27,965,34,29.63,965D6-(E1);
18.06.21 16:42:28,11.03,252.09,248.14,260.07,252.09,235.76,264.1,247.15,249.45,217.93,220.45,227.1,233.51,238.02,264.77,225.19,236.41,212.61,211.67,245.18,225.83,227.42,236.08,236.41,,27,965,34,29.64,965D6-(E1);
18.06.21 16:42:43,11.28,237.7,247.48,255.4,250.44,252.75,253.41,246.17,257.4,221.71,218.87,258.4,247.15,244.86,232.86,250.44,228.06,210.12,217.3,242.57,241.59,236.41,218.56,229.02,,27,965,34,29.67,965D6-(E1);
18.06.21 16:42:58,11.53,239.97,247.81,263.76,256.73,259.4,254.41,249.45,260.4,228.7,233.18,227.42,247.81,217.93,249.12,231.58,249.12,230.3,216.36,276.66,237.38,240.94,240.29,239.64,,27,965,34,29.67,965D6-(E1);
18.06.21 16:43:13,11.78,244.86,256.73,259.4,254.74,254.08,262.75,257.07,253.74,226.47,237.38,256.4,235.44,248.79,233.51,250.11,244.53,236.08,216.99,241.27,229.34,245.18,229.98,256.07,,27,965,34,29.71,965D6-(E1);
18.06.21 16:43:28,12.03,207.64,238.35,245.18,234.47,249.12,253.41,225.51,250.44,228.38,218.56,240.29,238.35,224.88,219.19,238.67,223.29,247.48,214.79,244.86,228.38,215.73,229.02,236.41,,27,965,34,29.71,965D6-(E1);
18.06.21 16:43:43,12.28,232.22,242.9,237.05,246.82,234.47,270.18,222.66,253.08,217.3,211.36,225.51,222.03,265.78,269.84,230.62,244.2,228.06,250.77,260.07,233.18,230.94,217.61,247.15,,27,965,34,29.74,965D6-(E1);
18.06.21 16:43:58,12.53,253.74,238.02,253.74,269.16,281.13,295.42,263.09,272.22,229.34,232.54,248.14,253.41,241.27,263.42,257.73,268.82,235.76,239,255.74,252.42,244.86,258.73,273.92,,27,965,34,29.75,965D6-(E1);
18.06.21 16:44:13,12.78,247.15,253.41,261.41,260.4,254.08,252.42,251.1,264.1,228.38,228.7,258.4,257.4,249.12,300.36,231.9,244.2,249.45,225.19,255.07,234.47,246.82,273.92,254.08,,27,965,34,29.78,965D6-(E1);
18.06.21 16:44:28,13.03,231.58,240.29,239.64,240.62,230.94,276.32,226.79,239.64,218.24,229.98,233.18,221.71,233.51,234.47,245.84,240.29,237.7,205.17,260.4,222.66,223.93,264.1,240.29,,27,965,34,29.78,965D6-(E1);
18.06.21 16:44:43,13.28,220.45,250.11,233.83,247.15,243.55,240.29,223.61,240.62,218.56,191.43,234.15,239,232.22,242.25,232.22,252.09,218.87,233.51,234.47,249.12,249.45,225.19,237.38,,27,965,34,29.8,965D6-(E1);
18.06.21 16:44:58,13.53,220.76,214.17,243.55,246.49,234.79,241.92,236.73,242.25,199.33,220.45,232.54,227.74,241.92,226.79,252.75,248.79,236.08,203.93,233.18,219.5,228.06,239.32,220.13,,27,965,34,29.81,965D6-(E1);
18.06.21 16:45:13,13.78,227.1,253.74,248.46,251.76,232.22,268.14,239.64,255.74,231.58,228.06,237.7,230.94,239.64,253.08,245.84,255.07,235.12,209.81,252.42,233.83,243.55,242.57,242.9,,27,965,34,29.84,965D6-(E1);
18.06.21 16:45:28,14.03,229.98,232.22,257.07,237.38,238.67,268.14,245.51,246.49,206.4,231.58,241.27,220.45,253.74,240.62,238.02,242.9,235.44,194.76,234.47,238.67,232.54,233.83,248.14,,27,965,34,29.85,965D6-(E1);
18.06.21 16:45:43,14.28,244.53,254.74,267.13,252.75,248.14,264.1,251.43,260.4,220.45,238.67,245.84,241.59,262.08,239.64,254.08,255.07,256.4,223.29,272.22,242.9,240.94,235.12,273.92,,27,965,34,29.86,965D6-(E1);
18.06.21 16:45:58,14.53,237.05,239.64,252.42,261.41,267.81,260.4,236.08,260.4,211.67,213.85,251.1,261.74,269.84,253.41,258.07,239.32,220.76,228.7,264.77,232.22,232.22,255.74,259.4,,27,965,34,29.88,965D6-(E1);
18.06.21 16:46:13,14.78,232.86,232.86,253.08,248.79,245.51,256.73,241.27,241.92,233.51,216.67,260.4,241.27,247.81,248.79,262.42,257.4,251.76,220.13,250.11,231.26,236.41,268.48,242.57,,27,965,34,29.91,965D6-(E1);
18.06.21 16:46:28,15.03,248.14,247.48,263.76,248.46,237.7,252.42,236.08,259.07,214.48,222.34,268.48,211.05,244.86,236.08,233.83,248.14,255.07,224.56,241.92,233.18,223.29,251.1,243.22,,27,965,34,29.92,965D6-(E1);
18.06.21 16:46:43,15.28,224.24,216.36,261.74,236.41,241.27,253.74,229.98,236.73,222.03,230.3,263.42,221.39,234.79,259.07,242.9,233.18,225.19,225.83,270.86,236.73,230.62,231.9,203.32,,27,965,34,29.94,965D6-(E1);
18.06.21 16:46:58,15.53,264.1,243.22,273.24,255.74,261.41,289.45,254.08,256.07,237.05,241.27,253.41,243.22,254.08,241.27,246.82,251.43,236.41,232.54,254.08,242.57,258.73,259.4,213.54,,27,965,34,29.96,965D6-(E1);
18.06.21 16:47:13,15.78,243.55,264.1,275.29,250.77,227.42,270.86,254.41,262.08,221.71,251.1,280.78,232.22,243.22,254.08,241.92,250.11,236.73,225.51,287.36,238.67,248.46,235.76,235.76,,27,965,34,29.98,965D6-(E1);
18.06.21 16:47:28,16.03,254.08,242.9,249.78,248.46,246.82,276.66,248.14,249.78,216.67,218.87,252.75,226.79,222.97,246.17,242.25,240.29,215.73,192.34,256.4,252.42,248.14,223.93,269.5,,27,965,34,29.99,965D6-(E1);
18.06.21 16:47:43,16.28,240.29,240.94,253.74,246.17,229.34,273.58,240.94,256.4,206.4,227.42,249.78,244.53,256.07,255.07,230.94,234.47,221.08,199.94,256.73,216.99,234.79,234.79,246.82,,27,965,34,29.99,965D6-(E1);
18.06.21 16:47:58,16.53,245.84,250.44,256.73,248.14,235.12,259.07,255.4,267.47,238.35,229.66,282.85,237.38,258.73,270.86,230.94,250.77,232.54,215.11,256.4,222.97,261.74,250.77,237.38,,27,965,34,30.03,965D6-(E1);
18.06.21 16:48:13,16.78,250.44,267.81,261.41,255.4,249.12,286.67,259.74,266.45,222.97,216.36,268.82,250.77,229.98,256.07,234.15,241.92,245.84,218.87,271.2,254.74,232.22,257.73,232.54,,27,965,34,30.03,965D6-(E1);
18.06.21 16:48:28,17.03,241.27,229.66,242.9,240.94,241.92,232.86,254.41,256.4,227.1,231.58,241.27,226.15,223.29,247.15,251.1,246.82,224.56,213.23,259.4,229.66,246.17,240.62,226.47,,27,965,34,30.06,965D6-(E1);
18.06.21 16:48:43,17.28,245.51,263.76,252.42,255.4,253.74,276.32,234.47,263.42,218.24,214.48,252.75,232.86,247.48,232.22,258.07,232.22,220.45,236.41,261.07,227.74,246.49,239.97,240.29,,27,965,34,30.06,965D6-(E1);
18.06.21 16:48:58,17.53,244.86,256.73,258.73,248.46,261.07,260.4,250.44,268.14,232.22,235.76,263.76,235.44,272.9,252.09,248.79,245.84,212.29,219.5,243.22,253.74,248.79,233.83,264.77,,27,965,34,30.09,965D6-(E1);
18.06.21 16:49:13,17.78,233.51,265.11,256.07,261.07,221.08,284.58,256.07,266.45,218.56,224.24,268.14,235.12,242.57,242.57,255.74,255.74,222.03,238.67,265.44,242.25,247.48,272.9,243.88,,27,965,34,30.1,965D6-(E1);
18.06.21 16:49:28,18.03,278.03,282.85,267.13,268.14,268.82,288.06,266.45,275.29,250.11,241.59,289.11,249.45,282.85,238.35,296.47,241.59,231.9,243.55,276.32,245.18,269.16,290.85,259.07,,27,965,34,30.11,965D6-(E1);
18.06.21 16:49:43,18.28,254.41,244.86,239.64,236.41,259.07,240.94,230.3,245.51,218.56,214.17,256.73,232.22,239.64,245.51,253.08,226.47,232.86,213.54,271.88,221.71,261.41,239.64,226.47,,27,965,34,30.13,965D6-(E1);
18.06.21 16:49:58,18.53,249.45,249.12,263.09,247.81,255.4,279.4,240.29,260.4,214.48,223.61,263.76,248.79,262.42,258.73,254.08,242.25,238.35,229.02,261.41,245.84,243.88,265.44,223.29,,27,965,34,30.16,965D6-(E1);
18.06.21 16:50:13,18.78,263.76,258.4,287.71,268.48,256.07,294.01,277.34,285.28,243.22,247.48,278.72,254.74,244.2,257.07,268.82,260.07,240.94,235.44,248.14,251.76,256.73,274.61,279.06,,27,965,34,30.17,965D6-(E1);
18.06.21 16:50:29,19.05,274.26,239.97,264.43,257.4,269.5,280.09,248.14,264.43,236.08,249.45,268.14,280.09,245.18,248.14,270.52,263.42,240.29,202.4,281.47,241.92,244.53,240.62,272.22,,27,965,34,30.19,965D6-(E1);
18.06.21 16:50:44,19.3,230.94,230.94,244.86,244.2,250.44,250.44,226.15,257.73,215.11,223.29,241.59,250.11,209.81,248.46,245.18,233.18,211.36,221.71,222.34,241.27,239.32,231.26,229.66,,27,965,34,30.19,965D6-(E1);
18.06.21 16:50:59,19.55,273.92,280.09,275.29,265.78,293.31,294.01,270.86,280.78,236.73,260.4,287.02,247.81,262.42,266.45,277,264.43,237.05,214.48,261.07,250.11,251.43,272.22,270.18,,27,965,34,30.21,965D6-(E1);
18.06.21 16:51:14,19.8,262.08,257.07,256.4,271.54,262.75,281.47,266.79,278.37,209.81,241.59,277.34,242.25,251.43,245.51,262.75,263.09,239,223.93,244.53,233.51,228.38,232.22,269.16,,27,965,34,30.23,965D6-(E1);
18.06.21 16:51:29,20.05,261.41,274.95,275.97,264.77,268.14,271.2,241.92,280.09,236.73,218.87,269.16,278.72,247.81,257.4,262.75,277.69,248.79,235.76,270.18,233.51,258.07,259.07,263.09,,27,965,34,30.24,965D6-(E1);
18.06.21 16:51:44,20.3,246.82,266.79,265.44,268.48,256.4,294.36,255.74,275.97,236.73,233.51,265.78,249.78,246.82,277.34,276.66,239,239,219.5,282.16,269.84,233.51,279.06,248.46,,27,965,34,30.25,965D6-(E1);
18.06.21 16:51:59,20.55,267.81,247.15,272.22,259.07,247.48,290.5,238.67,260.07,249.78,244.2,277.34,264.43,285.63,279.4,273.92,274.61,237.05,205.17,270.52,248.46,237.7,253.74,274.95,,27,965,34,30.27,965D6-(E1);
18.06.21 16:52:14,20.8,261.07,257.4,265.78,262.75,275.29,282.85,242.9,266.45,226.79,256.4,275.29,260.4,271.2,249.12,271.54,246.17,227.1,218.24,274.61,247.81,227.42,262.42,256.4,,27,965,34,30.28,965D6-(E1);
18.06.21 16:52:29,21.05,243.88,260.74,262.08,253.74,252.75,250.44,248.14,275.97,238.02,241.59,265.11,251.76,250.44,254.74,253.08,239.64,243.88,230.94,277.34,244.86,236.41,260.4,241.92,,27,965,34,30.3,965D6-(E1);
18.06.21 16:52:44,21.3,250.77,272.56,273.58,258.07,247.15,292.95,254.08,272.22,210.74,206.4,266.45,248.79,242.9,261.07,262.42,252.42,213.54,215.73,242.25,220.45,259.07,257.4,255.4,,27,965,34,30.3,965D6-(E1);
18.06.21 16:52:59,21.55,268.14,264.77,295.06,262.42,268.14,275.63,270.52,289.8,230.3,246.82,258.73,254.41,244.53,247.48,260.74,274.26,218.24,229.98,270.18,229.66,239.64,258.73,263.42,,27,965,34,30.34,965D6-(E1);
18.06.21 16:53:14,21.8,257.4,267.47,275.97,258.07,247.81,274.26,253.41,275.63,228.7,241.27,259.07,228.06,250.77,282.51,249.78,262.75,259.74,231.9,247.48,228.06,250.11,249.78,241.27,,27,965,34,30.35,965D6-(E1);
18.06.21 16:53:29,22.05,255.74,249.12,259.74,259.07,271.88,269.16,241.59,260.74,229.02,228.06,260.07,245.51,222.97,226.15,250.11,251.43,249.12,226.47,260.74,277.69,237.7,251.76,246.17,,27,965,34,30.35,965D6-(E1);
18.06.21 16:53:44,22.3,280.09,280.78,299.3,275.63,263.42,273.92,293.31,287.36,235.76,249.45,293.66,255.07,265.44,290.15,285.28,274.95,289.8,229.98,304.28,289.45,269.5,265.44,279.4,,27,965,34,30.38,965D6-(E1);
18.06.21 16:53:59,22.55,256.73,250.77,284.24,271.2,271.88,255.74,257.07,288.41,252.42,245.18,262.08,237.38,259.07,270.86,281.82,254.08,224.56,199.33,281.47,259.07,259.07,279.4,259.4,,27,965,34,30.38,965D6-(E1);
18.06.21 16:54:14,22.8,283.55,270.86,280.09,274.61,291.2,282.51,263.09,280.78,237.05,262.75,269.84,246.17,254.41,270.18,283.2,271.2,245.18,270.52,278.37,253.41,252.09,269.5,258.73,,27,965,34,30.38,965D6-(E1);
18.06.21 16:54:29,23.05,263.76,234.15,258.73,250.11,272.9,297.18,258.07,260.07,216.04,251.43,243.55,247.15,242.25,231.26,239.64,256.4,226.79,224.56,245.18,240.94,254.41,261.74,256.4,,27,965,34,30.39,965D6-(E1);
18.06.21 16:54:44,23.3,262.42,254.74,261.41,260.4,240.62,266.12,277.69,262.75,229.34,241.92,268.82,244.53,249.78,256.4,267.13,252.42,238.02,218.24,274.26,263.42,236.41,249.78,246.82,,27,965,34,30.42,965D6-(E1);
18.06.21 16:54:59,23.55,265.78,259.07,292.6,261.41,248.14,284.24,259.4,270.52,220.13,247.15,284.58,252.09,272.22,287.02,277,278.37,267.47,238.02,303.92,271.2,241.59,270.52,280.78,,27,965,34,30.42,965D6-(E1);
18.06.21 16:55:14,23.8,251.76,248.14,284.24,270.18,265.78,278.72,258.4,280.44,248.14,241.27,273.24,260.74,264.43,277.69,252.09,272.22,239.32,227.1,300.72,279.06,245.51,273.92,270.52,,27,965,34,30.45,965D6-(E1);
18.06.21 16:55:29,24.05,277.34,258.73,302.14,280.09,284.93,311.45,267.47,284.24,239.97,266.12,292.6,271.88,290.15,261.41,293.66,312.53,233.51,235.76,296.83,264.1,268.14,281.82,278.03,,27,965,34,30.46,965D6-(E1);
