Measurement Name :,20210618_Mcap_710_27C_Run1,,Generated On :,"18/06/2021, 17:27:39",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
18.06.21 16:55:44,24.3,270.86,263.09,275.29,256.07,287.02,272.9,275.63,280.78,222.34,239.97,260.74,245.51,248.14,278.03,268.82,278.37,228.7,236.73,310.01,260.4,243.55,249.12,264.1,,27,965,34,30.46,965D6-(E1);
18.06.21 16:55:59,24.55,264.43,267.81,289.8,256.73,265.44,275.29,251.43,285.28,224.88,254.08,264.77,240.94,244.86,274.26,262.42,282.16,244.2,221.39,266.79,265.44,257.4,263.09,256.07,,27,965,34,30.49,965D6-(E1);
18.06.21 16:56:14,24.8,282.85,263.76,289.11,265.11,277.34,301.43,248.79,274.95,239,247.48,265.11,254.74,280.09,263.76,268.14,278.72,219.19,220.76,292.95,259.74,260.74,265.78,268.82,,27,965,34,30.5,965D6-(E1);
18.06.21 16:56:29,25.05,278.37,280.09,290.5,266.12,282.85,281.82,278.03,279.06,237.05,255.74,281.82,264.43,250.11,286.67,271.88,290.5,247.81,249.45,276.66,248.46,259.07,265.44,261.07,,27,965,34,30.49,965D6-(E1);
18.06.21 16:56:44,25.3,283.89,250.44,284.93,268.14,257.73,300.01,250.77,274.26,225.51,225.83,265.44,271.88,247.81,250.44,266.12,290.15,228.7,251.43,257.4,272.56,271.88,258.73,253.74,,27,965,34,30.53,965D6-(E1);
18.06.21 16:56:59,25.55,272.56,265.44,290.15,266.79,271.2,283.89,251.76,283.2,230.3,246.49,275.29,248.14,271.54,271.54,269.5,264.1,268.82,190.53,275.29,258.4,264.77,259.07,296.12,,27,965,34,30.55,965D6-(E1);
18.06.21 16:57:14,25.8,292.25,260.07,298.24,279.06,265.11,312.17,277.34,289.45,242.9,267.47,294.36,278.03,274.95,297.88,269.16,313.61,231.26,240.29,282.51,292.6,272.9,280.44,298.59,,27,965,34,30.56,965D6-(E1);
18.06.21 16:57:29,26.05,275.63,242.57,285.97,265.11,269.16,285.28,267.13,280.44,237.7,250.44,287.02,252.75,241.59,285.63,265.78,277.69,246.82,220.76,304.99,264.77,250.11,271.54,271.88,,27,965,34,30.58,965D6-(E1);
18.06.21 16:57:44,26.3,271.54,252.75,282.85,268.82,270.18,277,267.13,267.81,228.7,260.74,262.75,262.42,255.74,254.74,257.73,268.48,276.66,229.02,271.2,264.1,234.15,273.24,259.74,,27,965,34,30.58,965D6-(E1);
18.06.21 16:57:59,26.55,274.61,248.14,259.07,251.1,288.06,266.12,266.12,257.73,223.29,232.54,264.77,239,274.26,254.08,280.78,248.46,226.79,224.24,270.18,251.1,246.82,255.07,251.76,,27,965,34,30.6,965D6-(E1);
18.06.21 16:58:14,26.8,237.7,263.76,272.56,248.46,248.46,274.95,247.48,268.82,209.5,260.4,252.75,239.64,246.49,256.73,250.77,267.13,237.7,219.82,253.41,281.47,248.14,226.47,253.74,,27,965,34,30.6,965D6-(E1);
18.06.21 16:58:29,27.05,257.73,253.41,282.51,261.41,267.47,285.97,262.75,275.97,228.7,240.29,260.07,246.17,274.26,252.75,264.77,262.08,221.39,233.18,315.78,235.76,239.97,250.77,231.58,,27,965,34,30.63,965D6-(E1);
18.06.21 16:58:44,27.3,277,255.4,283.2,264.43,259.07,289.8,247.81,284.58,225.83,243.88,280.44,258.73,260.4,273.58,269.16,261.74,232.86,226.15,276.32,252.09,246.82,252.09,260.4,,27,965,34,30.64,965D6-(E1);
18.06.21 16:58:59,27.55,275.97,258.07,294.36,261.41,249.78,278.37,245.51,276.32,211.67,254.41,273.58,267.47,273.92,263.76,275.63,279.06,245.18,240.62,284.93,257.07,231.26,275.63,246.82,,27,965,34,30.64,965D6-(E1);
18.06.21 16:59:14,27.8,261.07,258.4,294.01,261.07,262.75,295.42,252.09,272.56,245.84,229.66,288.06,275.97,287.71,266.12,272.22,299.3,266.79,217.93,289.45,255.74,249.45,274.61,272.9,,27,965,34,30.66,965D6-(E1);
18.06.21 16:59:29,28.05,280.78,248.46,281.47,268.82,273.92,296.47,265.78,281.13,230.94,237.7,294.36,269.84,297.18,252.09,295.77,270.86,235.44,226.47,323.07,285.28,244.2,287.36,282.51,,27,965,34,30.67,965D6-(E1);
18.06.21 16:59:44,28.3,280.78,269.84,287.71,275.63,266.45,297.53,300.36,288.76,248.14,263.09,272.56,271.54,284.58,275.29,273.58,251.76,243.88,257.4,279.06,271.88,290.5,285.63,280.44,,27,965,34,30.69,965D6-(E1);
18.06.21 16:59:59,28.55,253.08,263.42,274.26,250.44,253.41,280.44,246.82,262.42,216.99,240.29,266.79,253.74,241.59,268.14,268.82,274.26,255.4,212.29,280.44,246.82,239,272.56,267.13,,27,965,34,30.7,965D6-(E1);
18.06.21 17:00:14,28.8,277.69,255.74,268.82,265.78,239.32,273.58,259.74,280.44,228.38,257.07,271.54,256.73,277,243.88,253.41,256.73,256.4,205.78,296.83,276.66,256.07,280.44,275.29,,27,965,34,30.71,965D6-(E1);
18.06.21 17:00:29,29.05,267.81,290.15,288.41,267.47,277.69,306.42,258.07,273.58,222.66,256.07,277.69,280.44,268.48,280.78,280.44,280.09,244.86,224.56,283.89,265.44,273.58,280.78,272.22,,27,965,34,30.71,965D6-(E1);
18.06.21 17:00:44,29.3,269.5,261.74,283.2,261.41,262.08,266.79,254.08,281.82,226.15,259.74,273.58,263.42,254.08,273.92,284.58,250.11,236.08,222.34,272.56,271.2,272.56,263.42,246.82,,27,965,34,30.73,965D6-(E1);
18.06.21 17:00:59,29.55,283.89,259.4,282.85,274.95,263.42,282.51,263.42,282.85,203.93,265.44,266.45,276.32,258.73,299.3,293.31,279.4,241.92,203.63,285.28,266.79,244.2,258.73,299.3,,27,965,34,30.75,965D6-(E1);
18.06.21 17:01:14,29.8,257.73,256.4,261.41,249.45,260.4,270.86,259.07,273.24,223.29,248.46,270.86,255.74,229.98,242.57,261.74,248.79,222.34,207.02,297.53,228.06,257.73,244.86,234.79,,27,965,34,30.75,965D6-(E1);
18.06.21 17:01:29,30.05,263.09,263.76,294.36,267.47,269.5,283.89,267.13,284.93,234.79,241.92,280.44,285.63,260.74,253.41,288.41,269.5,262.75,217.61,295.42,278.72,256.07,274.95,264.1,,27,965,34,30.77,965D6-(E1);
18.06.21 17:01:44,30.3,268.82,288.06,287.02,259.07,287.71,289.45,255.74,266.12,218.56,226.79,265.44,253.41,258.73,280.44,287.71,267.13,245.51,202.09,290.85,269.5,231.58,255.4,240.29,,27,965,34,30.78,965D6-(E1);
18.06.21 17:01:59,30.55,268.14,273.58,284.58,269.84,273.58,297.18,258.4,276.32,221.71,258.4,276.32,264.1,259.07,277,291.2,271.88,251.1,223.29,283.2,257.07,258.73,295.06,276.32,,27,965,34,30.78,965D6-(E1);
18.06.21 17:02:14,30.8,279.06,273.58,288.06,274.95,284.24,318.33,267.13,284.58,244.86,259.74,261.07,282.16,277.69,284.58,292.25,279.06,255.07,240.62,295.77,272.22,268.82,247.15,250.44,,27,965,34,30.78,965D6-(E1);
18.06.21 17:02:29,31.05,272.56,257.73,275.97,262.42,263.76,270.52,243.55,277.34,230.94,255.74,271.88,256.07,253.08,271.54,254.08,262.08,257.73,210.74,269.84,264.43,263.42,239.97,236.41,,27,965,34,30.8,965D6-(E1);
18.06.21 17:02:44,31.3,275.63,256.4,270.52,275.29,270.86,292.25,247.15,282.85,236.41,256.4,287.71,272.9,246.17,275.97,301.07,270.86,273.58,217.93,305.7,259.07,245.51,269.5,255.4,,27,965,34,30.77,965D6-(E1);
18.06.21 17:02:59,31.55,267.47,253.41,271.2,264.1,250.77,261.41,251.76,274.26,206.4,248.79,266.12,253.41,234.47,248.14,263.76,275.97,243.55,222.34,281.47,249.45,232.54,270.52,272.9,,27,965,34,30.75,965D6-(E1);
18.06.21 17:03:14,31.8,281.13,262.08,284.24,268.82,289.11,257.07,248.46,278.72,201.17,266.12,272.56,268.14,263.76,253.08,282.85,270.86,255.07,222.66,290.15,251.76,259.4,248.46,259.07,,27,965,34,30.75,965D6-(E1);
18.06.21 17:03:29,32.05,256.73,267.47,264.43,265.44,264.77,276.66,239.32,270.86,208.57,250.77,271.88,263.76,262.08,261.07,273.92,269.5,238.67,237.05,287.36,235.12,271.2,239,263.42,,27,965,34,30.74,965D6-(E1);
18.06.21 17:03:44,32.3,268.48,269.16,295.42,274.26,271.2,292.25,263.76,290.15,243.22,273.24,283.89,276.32,253.08,278.03,281.82,312.53,263.09,235.76,272.9,268.82,258.07,261.74,251.1,,27,965,34,30.74,965D6-(E1);
18.06.21 17:03:59,32.55,266.45,272.22,267.81,268.82,280.09,263.09,287.02,273.58,240.94,241.27,274.61,265.44,266.45,251.76,281.13,304.28,279.06,215.42,300.72,262.75,247.15,274.61,259.4,,27,965,34,30.73,965D6-(E1);
18.06.21 17:04:14,32.8,283.89,256.73,277.34,260.74,273.92,265.78,248.46,276.32,212.29,238.35,279.75,242.57,262.75,243.22,280.78,282.16,223.93,216.36,286.67,263.76,248.46,267.47,268.14,,27,965,34,30.73,965D6-(E1);
18.06.21 17:04:29,33.05,276.66,274.26,292.25,282.16,270.86,296.83,288.06,283.2,250.44,251.1,261.74,292.25,299.65,257.4,291.9,297.53,269.84,229.34,330.44,270.18,257.4,286.67,281.47,,27,965,34,30.71,965D6-(E1);
18.06.21 17:04:44,33.3,269.16,270.52,282.51,260.74,276.32,286.32,264.1,269.5,228.7,261.07,271.2,270.86,264.77,268.82,284.24,283.55,247.48,228.06,298.59,268.14,250.77,269.5,262.42,,27,965,34,30.69,
18.06.21 17:04:59,33.55,268.14,269.5,282.85,260.07,275.97,284.93,263.42,267.81,227.74,262.08,270.52,270.18,264.1,268.48,283.2,283.2,247.15,227.74,294.71,267.47,250.77,269.5,262.08,,27,965,34,30.67,
18.06.21 17:05:14,33.8,267.81,268.48,282.16,260.07,274.95,284.24,263.76,267.81,227.42,260.74,270.52,270.52,262.75,267.81,283.55,283.2,246.17,227.42,295.06,267.81,249.78,269.84,261.41,,27,965,34,30.61,
18.06.21 17:05:29,34.05,267.13,267.81,281.47,258.73,275.29,283.55,262.08,267.81,226.79,262.75,269.16,268.48,262.08,266.45,281.82,281.13,245.51,227.1,293.66,265.78,250.44,269.16,260.4,,27,965,34,30.56,
18.06.21 17:05:44,34.3,265.78,266.45,280.44,256.4,273.58,281.47,261.74,266.45,225.83,262.75,268.48,268.48,261.41,264.77,281.47,279.75,244.86,226.15,292.6,263.76,248.79,268.48,261.07,,27,965,34,30.5,
18.06.21 17:05:59,34.55,265.44,265.44,280.44,255.07,272.56,280.78,260.4,266.12,226.15,262.08,267.47,266.79,260.4,263.09,280.78,279.4,243.88,226.15,291.2,263.42,249.45,267.47,260.74,,27,965,34,30.46,
18.06.21 17:06:14,34.8,265.44,264.77,280.09,254.41,271.88,280.09,261.07,265.44,226.47,260.74,266.79,265.78,261.07,262.42,279.75,279.06,245.18,226.47,289.45,262.75,248.46,265.44,261.41,,27,965,34,30.41,
18.06.21 17:06:29,35.05,264.77,263.76,278.37,252.75,268.48,279.06,259.4,264.77,226.15,262.42,266.45,265.44,260.74,261.07,279.06,275.97,244.53,225.51,286.67,260.74,249.45,263.42,263.76,,27,965,34,30.35,
18.06.21 17:06:44,35.3,264.1,262.08,276.32,251.76,265.44,278.37,258.07,264.1,226.15,260.74,264.77,264.1,260.4,260.74,278.72,274.26,243.88,225.83,285.63,259.74,249.12,261.07,263.76,,27,965,34,30.31,
18.06.21 17:06:59,35.55,263.42,260.74,274.95,250.77,263.09,277.34,258.4,262.42,224.88,260.4,263.42,263.76,260.07,259.4,279.06,271.88,243.22,225.19,283.55,259.74,248.46,260.74,262.75,,27,965,34,30.28,
18.06.21 17:07:14,35.8,262.75,260.07,273.92,248.79,264.43,278.72,258.07,261.41,225.83,261.41,263.09,263.09,259.07,258.73,279.4,271.54,242.57,225.19,282.51,259.4,248.46,259.07,261.07,,27,965,34,30.24,
18.06.21 17:07:29,36.05,262.42,258.73,273.24,247.48,262.42,277.69,257.07,260.07,224.88,261.74,261.41,262.42,260.4,258.73,278.03,270.52,240.94,224.88,281.47,258.73,247.15,257.07,260.74,,27,965,34,30.21,
18.06.21 17:07:44,36.3,262.08,258.4,272.56,247.15,263.42,278.03,256.73,259.07,225.19,262.42,260.74,262.42,260.07,259.07,278.03,266.79,241.27,224.88,280.44,258.4,249.12,256.73,258.07,,27,965,34,30.17,
18.06.21 17:07:59,36.55,261.74,257.07,271.54,246.49,265.11,277,257.4,259.07,225.19,262.75,259.4,261.74,258.4,258.73,277.34,265.78,240.94,225.19,280.09,257.73,248.46,257.07,258.07,,27,965,34,30.16,
18.06.21 17:08:14,36.8,260.74,256.4,269.5,245.18,268.14,274.95,255.4,257.4,224.88,263.76,257.73,260.74,257.07,258.4,277,266.45,240.29,224.88,277,256.4,247.15,256.07,256.07,,27,965,34,30.11,
18.06.21 17:08:29,37.05,260.4,256.07,269.16,245.18,266.45,275.29,254.08,255.4,225.51,263.09,257.4,260.74,256.4,257.73,275.63,265.78,239,224.88,276.66,256.07,248.79,256.07,255.07,,27,965,34,30.08,
18.06.21 17:08:44,37.3,258.73,255.07,267.81,243.55,265.11,273.24,253.74,252.42,224.88,262.75,256.73,259.74,256.4,258.07,274.26,264.43,238.67,224.56,274.61,255.4,248.79,255.74,254.41,,27,965,34,30.06,
18.06.21 17:08:59,37.55,258.07,255.07,266.79,242.9,263.09,273.24,253.74,251.43,225.19,262.75,255.07,258.73,256.4,256.73,273.24,263.42,238.67,224.56,273.58,255.07,249.12,254.08,254.08,,27,965,34,30.03,
18.06.21 17:09:14,37.8,256.73,254.41,265.11,243.22,264.43,273.24,253.08,250.11,224.24,263.42,252.42,259.4,256.07,255.74,271.88,261.74,236.41,225.19,271.54,254.08,248.14,253.74,254.41,,27,965,34,30,
18.06.21 17:09:29,38.05,255.74,253.08,263.42,241.92,264.77,272.9,252.42,248.79,224.24,263.42,250.44,258.4,254.74,256.07,269.84,260.74,235.76,224.56,271.2,253.74,247.48,252.09,253.74,,27,965,34,29.96,
18.06.21 17:09:44,38.3,254.74,252.09,263.09,240.94,263.09,272.56,251.43,247.15,224.24,265.11,249.45,257.73,255.07,254.41,269.16,259.07,234.79,224.24,269.84,253.08,249.78,251.76,254.41,,27,965,34,29.95,
18.06.21 17:09:59,38.55,254.74,251.43,262.42,240.29,264.43,272.22,252.42,246.17,224.56,264.1,250.11,257.4,254.08,255.74,268.82,259.4,234.15,224.24,268.14,253.41,247.81,251.1,253.08,,27,965,34,29.92,
18.06.21 17:10:14,38.8,254.08,251.76,261.74,239.97,262.08,272.22,253.08,245.18,224.24,263.42,248.79,256.4,253.41,255.4,267.47,257.73,233.18,224.24,266.79,252.75,246.17,251.43,256.07,,27,965,34,29.89,
18.06.21 17:10:29,39.05,253.08,252.09,260.74,238.35,261.41,270.52,251.1,244.2,223.61,263.76,249.12,255.4,253.08,255.4,267.47,256.4,232.22,224.24,265.44,252.42,246.17,250.77,259.74,,27,965,34,29.88,
18.06.21 17:10:44,39.3,253.08,251.43,260.07,237.38,261.41,268.82,249.12,243.88,223.93,263.76,248.46,255.74,252.09,254.74,266.45,255.07,232.22,224.24,265.11,253.08,248.14,249.12,254.74,,27,965,34,29.85,
18.06.21 17:10:59,39.55,252.75,251.1,259.07,238.35,260.4,268.48,248.79,243.88,224.56,264.43,249.12,255.4,251.76,253.74,266.12,255.74,232.86,223.93,265.11,252.09,248.46,248.46,252.42,,27,965,34,29.83,
18.06.21 17:11:14,39.8,252.42,250.77,256.4,236.73,258.73,267.47,247.81,242.57,224.24,263.42,249.12,255.07,250.44,253.74,265.44,255.74,233.51,223.93,264.43,251.43,245.18,248.14,253.08,,27,965,34,29.83,
18.06.21 17:11:29,40.05,251.76,249.45,255.4,235.76,257.73,266.12,247.15,242.57,223.93,263.09,248.46,253.74,249.12,251.76,264.77,254.08,234.15,223.61,263.76,250.77,245.51,247.48,251.43,,27,965,34,29.8,
18.06.21 17:11:44,40.3,251.76,248.46,254.74,236.41,254.08,265.11,247.48,241.27,223.61,263.42,248.46,254.41,248.46,254.41,264.1,254.74,233.83,223.93,263.09,251.43,244.86,246.82,250.44,,27,965,34,29.78,
18.06.21 17:11:59,40.55,251.1,248.14,255.07,234.15,252.09,265.11,247.81,241.59,223.93,263.76,248.14,253.74,247.15,253.41,263.42,255.4,231.9,223.93,261.41,251.1,244.53,245.51,249.45,,27,965,34,29.77,
18.06.21 17:12:14,40.8,251.43,247.81,255.07,232.22,251.1,265.11,248.14,241.27,223.29,262.75,248.79,253.08,246.49,252.42,262.42,255.4,232.54,223.93,261.41,250.11,244.53,245.18,248.79,,27,965,34,29.74,
18.06.21 17:12:29,41.05,250.44,247.48,253.74,231.9,251.76,265.78,246.82,239.32,223.29,262.42,248.14,253.41,247.15,250.11,261.41,254.41,232.22,223.93,260.4,250.11,243.22,244.53,249.45,,27,965,34,29.74,
18.06.21 17:12:44,41.3,249.78,246.49,252.75,231.9,251.43,264.43,246.17,240.62,223.93,263.09,246.17,251.76,246.49,249.45,260.07,252.09,230.94,222.97,259.4,248.79,243.88,244.2,248.79,,27,965,34,29.73,
18.06.21 17:12:59,41.55,249.78,247.15,252.42,231.9,250.11,263.09,244.86,239.32,223.93,262.42,246.82,252.42,245.51,247.48,259.4,252.09,230.62,223.29,259.4,248.79,244.2,243.22,246.82,,27,965,34,29.7,
18.06.21 17:13:14,41.8,248.79,245.84,251.43,231.26,250.11,261.41,243.22,238.02,223.61,261.74,245.84,251.76,244.53,245.84,258.73,251.76,230.3,223.93,258.07,248.46,243.55,244.2,246.49,,27,965,34,29.69,
18.06.21 17:13:29,42.05,247.81,245.51,251.76,230.94,251.43,259.74,243.22,238.35,222.97,261.74,244.86,251.1,243.88,245.18,257.4,250.77,229.02,222.97,257.4,248.14,243.88,244.2,244.53,,27,965,34,29.67,
18.06.21 17:13:44,42.3,247.81,245.18,250.11,230.94,249.78,259.74,243.55,236.73,222.66,261.41,244.2,251.1,243.55,244.53,256.4,250.44,228.38,223.29,257.73,247.81,245.18,243.55,245.18,,27,965,34,29.66,
18.06.21 17:13:59,42.55,247.48,244.86,250.11,229.98,249.78,259.07,242.57,237.05,222.97,260.4,242.9,249.12,242.25,245.84,255.4,249.78,227.74,223.29,257.07,247.15,248.14,243.22,247.81,,27,965,34,29.66,
18.06.21 17:14:14,42.8,246.49,245.18,250.77,229.34,251.76,257.73,241.92,237.7,222.97,259.4,240.94,249.45,240.62,244.86,255.07,249.45,226.79,223.29,255.74,246.82,247.81,242.57,242.9,,27,965,34,29.63,
18.06.21 17:14:29,43.05,246.49,245.18,251.43,229.02,251.1,257.73,242.25,237.05,223.29,259.4,241.59,248.46,240.62,243.88,255.07,249.12,226.47,222.97,254.41,246.82,244.86,241.59,242.57,,27,965,34,29.61,
18.06.21 17:14:44,43.3,246.17,245.18,250.44,228.7,248.79,257.07,241.92,236.41,222.66,259.4,240.29,248.46,240.29,243.22,254.08,248.79,225.83,222.97,253.74,246.17,246.82,240.62,243.55,,27,965,34,29.61,
18.06.21 17:14:59,43.55,246.17,243.88,251.1,228.38,251.43,256.73,242.57,236.41,222.97,259.07,240.62,247.81,240.29,243.22,254.08,248.79,225.83,223.29,252.09,246.49,245.84,240.29,240.62,,27,965,34,29.6,
18.06.21 17:15:14,43.8,246.17,242.57,249.45,228.38,248.79,257.07,242.25,237.38,222.66,256.4,239.97,246.82,239.97,242.57,253.08,247.81,226.15,222.97,252.75,246.17,246.17,240.94,240.94,,27,965,34,29.58,
18.06.21 17:15:29,44.05,244.86,242.25,247.48,228.06,250.44,256.4,243.88,237.38,222.34,256.07,238.35,245.18,239.64,243.55,252.42,247.81,225.19,222.97,250.77,244.86,245.18,240.29,239.64,,27,965,34,29.58,
18.06.21 17:15:44,44.3,245.18,242.25,246.49,227.74,250.11,257.07,241.59,238.02,222.66,255.74,237.38,244.2,239.32,242.57,252.09,247.15,226.47,222.66,250.44,244.86,245.51,240.29,238.67,,27,965,34,29.56,
18.06.21 17:15:59,44.55,243.88,242.25,246.17,227.42,249.78,256.07,241.59,234.79,222.34,257.07,237.05,243.55,237.05,241.27,251.43,247.48,227.1,222.66,250.77,244.86,247.48,238.02,239.64,,27,965,34,29.55,
18.06.21 17:16:14,44.8,244.86,242.9,246.17,228.7,244.53,255.07,241.59,234.79,222.66,255.07,237.38,243.88,237.38,241.59,252.09,247.81,227.74,222.66,248.79,245.51,247.15,239.97,239,,27,965,34,29.53,
18.06.21 17:16:29,45.05,244.53,241.59,245.51,227.74,241.59,254.41,240.62,234.47,222.34,254.74,237.7,242.9,236.41,241.27,251.43,249.78,226.47,222.97,248.79,243.88,244.86,238.67,239,,27,965,34,29.53,
18.06.21 17:16:44,45.3,244.2,241.92,244.2,228.06,239.64,252.75,239.97,234.15,222.66,253.41,237.38,242.9,237.05,240.29,251.76,252.09,225.83,222.34,250.11,243.55,244.2,238.35,238.02,,27,965,34,29.52,
18.06.21 17:16:59,45.55,244.2,241.59,244.53,227.42,239.32,252.09,239.64,232.86,222.03,254.74,237.38,242.25,235.12,239.32,251.76,252.09,226.15,222.66,249.12,243.55,245.18,237.05,236.08,,27,965,34,29.52,
18.06.21 17:17:14,45.8,244.53,241.27,244.53,227.42,236.73,251.43,239.97,233.83,221.71,253.08,237.05,242.25,233.51,239.32,251.76,250.77,226.47,222.34,248.14,243.22,245.51,236.41,236.73,,27,965,34,29.49,
18.06.21 17:17:29,46.05,243.88,240.62,243.88,227.42,235.44,251.43,241.59,235.12,222.03,252.75,237.05,241.59,234.47,238.35,251.1,249.78,226.15,222.03,247.48,242.9,243.55,237.7,237.05,,27,965,34,29.49,
18.06.21 17:17:44,46.3,243.22,241.59,243.55,226.47,234.79,251.76,242.9,232.54,221.08,252.09,236.41,240.94,233.51,238.67,250.44,247.81,225.51,221.71,245.51,241.92,241.27,237.05,235.76,,27,965,34,29.46,
18.06.21 17:17:59,46.55,242.25,241.92,243.55,227.1,235.44,250.44,243.22,232.86,221.71,254.08,237.38,241.59,232.22,240.29,249.45,245.18,225.19,222.34,244.53,241.92,240.29,236.08,236.08,,27,965,34,29.48,
18.06.21 17:18:14,46.8,242.25,241.27,243.55,227.1,237.05,250.11,242.9,233.18,220.76,251.43,237.05,240.29,233.51,240.94,249.45,243.55,225.19,221.71,243.88,241.59,239,237.05,235.12,,27,965,34,29.46,
18.06.21 17:18:29,47.05,241.59,240.62,242.57,226.15,237.05,249.78,241.27,232.54,220.45,251.1,236.41,240.29,231.58,238.02,248.79,243.22,224.24,220.76,241.59,239.97,234.47,237.38,235.76,,27,965,34,29.44,
18.06.21 17:18:44,47.3,240.29,239.64,242.25,226.47,240.29,249.45,239.64,230.94,220.45,251.1,234.79,239.64,230.3,237.7,247.48,243.22,222.97,221.08,240.62,239.32,232.86,237.38,236.08,,27,965,34,29.41,
18.06.21 17:18:59,47.55,239.32,239.64,241.92,225.51,241.27,250.44,239.32,229.66,220.45,251.76,234.79,239.64,229.34,237.05,246.17,242.57,221.71,221.08,241.27,239.64,231.9,237.05,235.12,,27,965,34,29.38,
18.06.21 17:19:14,47.8,237.38,238.35,241.27,224.56,235.76,249.78,238.35,226.79,218.87,250.77,233.83,238.67,228.38,237.38,243.22,243.55,221.08,219.82,240.94,238.02,232.54,236.08,235.12,,27,965,34,29.36,
18.06.21 17:19:29,48.05,237.38,237.05,241.92,224.24,237.7,249.12,237.7,226.79,219.82,251.1,233.18,238.67,228.38,236.73,241.92,243.88,221.39,220.13,242.25,238.02,230.62,235.44,234.47,,27,965,34,29.34,
18.06.21 17:19:44,48.3,236.41,236.41,241.92,224.24,235.12,249.78,236.73,228.06,219.82,250.44,232.22,238.67,228.7,235.76,241.92,241.92,221.39,220.13,240.94,237.7,230.94,235.12,233.83,,27,965,34,29.34,
18.06.21 17:19:59,48.55,237.05,237.05,243.22,223.61,234.15,249.45,238.02,227.42,219.5,251.1,233.18,239.32,229.98,236.08,240.94,243.55,221.71,220.45,241.27,236.73,231.58,232.54,234.15,,27,965,34,29.3,
18.06.21 17:20:14,48.8,237.05,236.41,242.9,221.08,232.86,249.78,239,226.47,219.5,249.45,231.26,239,230.62,234.47,240.94,242.25,220.76,219.82,239.64,236.41,231.26,231.58,234.15,,27,965,34,29.28,
18.06.21 17:20:29,49.05,237.38,235.12,242.57,220.45,230.3,248.46,238.67,227.74,218.56,248.79,231.58,238.35,231.26,235.12,239.97,241.59,221.39,219.5,239,236.41,231.26,231.9,233.83,,27,965,34,29.25,
18.06.21 17:20:44,49.3,237.7,235.12,239.32,220.13,231.58,248.14,237.38,226.79,219.19,248.14,229.02,238.35,229.02,234.15,239.97,241.27,222.34,218.56,237.05,236.08,230.3,231.58,233.51,,27,965,34,29.24,
18.06.21 17:20:59,49.55,238.35,234.79,239.64,220.45,232.22,247.48,238.67,228.06,219.82,248.79,229.66,239,227.1,234.47,239.32,242.9,223.29,219.5,237.05,236.73,229.34,231.26,233.83,,27,965,34,29.23,
18.06.21 17:21:14,49.8,238.35,234.79,238.67,220.45,232.22,248.46,238.02,227.42,219.5,248.14,228.06,237.7,225.83,234.79,238.35,241.59,222.34,219.19,235.44,235.76,227.42,229.98,233.18,,27,965,34,29.2,
18.06.21 17:21:29,50.05,237.7,234.47,238.35,220.13,230.94,247.48,236.41,226.47,219.5,247.48,226.47,236.73,223.61,236.08,237.38,241.92,221.39,219.19,234.79,235.12,227.42,229.98,232.54,,27,965,34,29.2,
18.06.21 17:21:44,50.3,237.7,234.15,238.02,219.5,234.47,246.49,236.41,226.79,218.87,247.15,225.83,236.08,222.34,236.73,237.05,242.25,220.76,219.19,234.47,234.47,227.74,229.98,235.76,,27,965,34,29.17,
18.06.21 17:21:59,50.55,237.38,234.47,237.38,219.82,234.79,245.18,236.08,227.1,219.19,246.49,225.83,235.44,221.71,237.7,237.05,241.59,219.82,219.19,233.83,234.15,226.79,229.34,231.58,,27,965,34,29.17,
18.06.21 17:22:14,50.8,237.05,234.15,237.38,219.19,232.22,244.53,234.15,226.79,218.87,246.17,226.15,234.47,221.39,237.7,237.05,241.59,217.61,218.56,232.86,233.18,225.19,229.66,230.62,,27,965,34,29.16,
18.06.21 17:22:29,51.05,237.38,234.15,238.02,218.24,229.66,243.88,234.47,225.51,219.5,245.84,226.15,233.83,221.08,236.41,236.41,240.62,217.3,218.56,231.58,233.18,224.88,229.34,229.98,,27,965,34,29.11,
18.06.21 17:22:44,51.3,237.38,233.83,238.35,218.24,228.06,243.88,232.86,226.47,218.87,245.84,226.47,233.83,221.08,236.41,236.41,241.27,216.04,219.5,230.62,233.51,226.15,230.94,230.3,,27,965,34,29.11,
18.06.21 17:22:59,51.55,237.38,232.86,237.7,217.61,225.83,241.92,230.94,226.79,218.87,244.86,225.51,232.86,221.39,235.12,235.44,240.94,216.04,218.87,228.38,233.18,224.56,229.66,229.34,,27,965,34,29.11,
18.06.21 17:23:14,51.8,236.73,232.22,238.02,216.67,226.47,240.29,230.3,225.19,218.87,244.53,224.24,232.22,221.71,233.18,234.47,240.94,215.73,218.24,228.06,233.18,224.56,229.98,230.3,,27,965,34,29.09,
