Measurement Name :,20211208_Run4_Pacu_710_18C,,Generated On :,"08/12/2021, 11:09:08",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.12.21 10:46:49,1.05,272.92,278.98,269.21,289.79,233.22,270.6,236.81,271.53,282.73,289.79,211.49,271.06,248.1,283.2,289.79,262.28,259.52,330.2,269.21,264.12,275.71,238.61,272.45,,,18,965,0,17.75,
08.12.21 10:47:04,1.3,271.53,278.51,268.28,289.31,230.98,269.67,234.11,270.13,282.73,287.9,209.73,268.74,245.84,280.85,288.37,261.36,258.14,329.22,267.35,262.74,273.85,236.81,270.6,,,18,965,0,17.75,
08.12.21 10:47:19,1.55,270.13,276.64,266.43,287.9,229.19,266.89,231.87,268.74,280.38,286.01,207.98,264.58,244.02,279.45,286.01,259.06,255.4,326.77,265.51,260.9,271.06,235.46,268.74,,,18,965,0,17.72,
08.12.21 10:47:34,1.8,268.74,275.71,265.51,286.96,227.86,265.97,231.43,267.82,279.91,285.07,205.8,262.74,243.12,276.64,285.07,257.23,254.03,325.31,263.66,259.52,269.67,238.16,267.35,,,18,965,0,17.72,
08.12.21 10:47:49,2.05,267.35,273.85,265.04,285.54,226.52,265.51,230.98,266.43,278.51,283.66,203.18,259.98,240.86,276.18,283.2,256.77,252.66,324.33,260.9,258.14,268.28,238.61,266.43,,,18,965,0,17.72,
08.12.21 10:48:04,2.3,266.43,273.38,264.58,284.6,229.64,263.66,229.64,265.51,277.58,283.2,201.44,258.14,239.96,273.38,282.26,255.4,251.74,323.36,259.06,256.31,266.43,232.77,265.97,,,18,965,0,17.68,
08.12.21 10:48:19,2.55,265.04,271.99,263.66,284.13,228.75,263.2,228.75,263.2,276.18,281.79,199.7,255.4,238.61,271.99,280.85,254.03,249.92,322.87,260.44,256.31,265.51,231.87,264.58,,,18,965,0,17.68,
08.12.21 10:48:34,2.8,264.12,271.99,262.28,283.2,229.64,260.9,226.52,262.74,275.71,280.38,197.97,253.57,236.81,270.13,279.45,253.11,248.1,322.38,258.14,254.94,264.12,230.53,263.66,,,18,965,0,17.65,
08.12.21 10:48:49,3.05,263.66,271.06,262.28,282.73,229.64,260.44,224.3,262.28,274.78,280.38,196.67,252.2,235.46,268.74,279.45,252.66,247.65,320.92,257.23,254.03,262.28,229.19,263.66,,,18,965,0,17.64,
08.12.21 10:49:04,3.3,262.74,270.13,261.36,282.26,231.43,258.6,222.08,260.9,273.38,278.98,195.37,250.38,234.56,266.89,278.51,250.83,245.84,320.44,256.77,253.11,261.36,228.3,261.82,,,18,965,0,17.64,
08.12.21 10:49:19,3.55,262.28,270.13,261.82,282.26,235.01,259.06,222.52,260.9,273.85,279.45,194.94,249.92,235.01,265.97,278.51,251.74,245.84,320.92,258.14,253.11,261.82,228.75,262.74,,,18,965,0,17.61,
08.12.21 10:49:34,3.8,262.28,269.67,261.36,282.73,235.46,258.14,220.75,261.36,272.92,278.51,193.64,248.1,234.11,264.58,277.58,250.83,245.84,319.95,259.52,251.74,261.36,226.96,263.2,,,18,965,0,17.61,
08.12.21 10:49:49,4.05,261.36,268.74,260.9,282.73,234.11,257.69,219.86,260.44,272.45,278.04,192.78,247.2,232.77,263.66,277.58,250.38,244.48,319.95,259.06,252.2,260.44,226.52,262.28,,,18,965,0,17.61,
08.12.21 10:50:04,4.3,261.36,268.28,260.9,282.73,230.09,256.77,218.98,259.98,272.92,277.58,191.92,246.29,232.32,263.2,277.58,249.92,244.02,320.44,255.4,251.29,259.98,226.52,262.28,,,18,965,0,17.61,
08.12.21 10:50:19,4.55,260.9,268.28,260.44,282.26,228.3,257.69,218.09,260.44,271.53,276.64,191.05,245.38,230.98,261.36,276.64,249.92,243.12,319.47,251.29,250.83,259.52,226.07,262.74,,,18,965,0,17.61,
08.12.21 10:50:34,4.8,260.44,267.82,259.52,282.73,227.41,257.23,217.21,259.52,271.53,276.64,188.9,244.93,230.09,259.98,277.11,249.47,242.21,319.47,251.74,250.83,258.14,224.74,262.74,,,18,965,0,17.61,
08.12.21 10:50:49,5.05,259.98,267.82,259.06,283.2,226.07,256.77,216.77,259.98,271.53,276.18,188.04,244.93,229.19,259.52,276.64,249.47,241.31,320.44,252.2,250.38,258.14,225.18,262.74,,,18,965,0,17.61,
08.12.21 10:51:04,5.3,259.06,267.35,257.23,281.79,225.18,254.48,214.57,259.52,270.13,275.71,187.19,243.12,227.41,258.14,275.25,248.56,239.51,319.47,252.66,253.57,256.77,223.85,262.28,,,18,965,0,17.63,
08.12.21 10:51:19,5.55,259.06,266.89,257.23,281.79,223.41,254.94,214.13,259.06,270.6,275.25,186.33,242.67,226.96,257.69,275.71,247.65,238.61,318.98,252.66,254.94,256.31,222.52,260.44,,,18,965,0,17.61,
08.12.21 10:51:34,5.8,257.69,266.43,256.77,281.32,223.41,254.03,213.25,258.6,270.13,275.71,185.04,241.76,225.18,256.31,275.25,247.2,236.81,318.5,250.38,254.03,255.85,222.52,260.9,,,18,965,0,17.61,
08.12.21 10:51:49,6.05,257.23,266.43,255.85,281.32,222.08,253.11,212.81,257.23,269.67,274.31,184.19,240.41,223.85,254.94,274.31,246.29,235.46,318.5,246.29,252.2,254.48,221.19,259.06,,,18,965,0,17.59,
08.12.21 10:52:04,6.3,256.77,265.51,255.4,280.38,220.3,252.66,211.93,257.23,269.21,274.78,183.76,239.51,222.96,254.03,273.85,245.38,234.56,318.01,242.21,250.83,254.48,220.3,258.14,,,18,965,0,17.57,
08.12.21 10:52:19,6.55,255.4,265.04,254.48,279.45,219.42,251.29,211.49,255.85,268.28,273.85,183.33,238.61,221.19,252.2,273.85,244.93,232.77,316.56,241.31,250.38,253.11,218.98,257.69,,,18,965,0,17.56,
08.12.21 10:52:34,6.8,254.94,264.58,253.57,278.98,218.09,250.83,209.3,254.94,268.28,273.38,182.9,236.81,220.3,252.2,272.92,244.48,231.43,316.08,242.67,249.92,252.2,218.54,256.77,,,18,965,0,17.56,
08.12.21 10:52:49,7.05,253.57,264.12,253.11,278.51,215.89,250.38,208.42,254.94,266.89,272.45,181.2,236.36,219.42,250.38,272.92,243.57,230.09,315.11,244.93,248.1,251.74,218.98,256.31,,,18,965,0,17.54,
08.12.21 10:53:04,7.3,253.57,263.66,252.66,278.98,215.01,250.83,207.55,254.94,267.82,271.99,181.2,235.46,219.42,250.38,272.92,243.57,229.19,315.59,246.29,249.01,252.2,221.19,257.23,,,18,965,0,17.52,
08.12.21 10:53:19,7.55,252.66,262.28,252.2,278.04,213.25,249.92,207.11,254.94,266.89,272.45,180.77,234.56,218.54,249.47,273.38,243.12,228.3,315.59,247.2,246.74,251.74,221.19,254.94,,,18,965,0,17.5,
08.12.21 10:53:34,7.8,251.74,262.28,250.83,278.51,213.25,249.47,206.67,254.48,266.43,271.53,179.49,234.11,216.33,249.01,272.45,242.67,226.96,314.63,247.2,246.29,250.38,220.3,254.48,,,18,965,0,17.5,
08.12.21 10:53:49,8.05,250.83,260.9,249.47,277.11,214.13,248.1,204.92,253.57,266.43,271.53,179.07,233.22,215.45,248.1,272.45,241.76,226.07,314.14,246.74,245.38,249.92,219.42,254.48,,,18,965,0,17.47,
08.12.21 10:54:04,8.3,249.92,258.6,248.1,277.58,212.37,247.65,204.05,253.57,265.51,271.99,177.79,232.32,214.57,246.29,271.99,241.76,224.74,315.11,248.56,244.93,249.01,218.54,254.03,,,18,965,0,17.47,
08.12.21 10:54:19,8.55,249.01,257.69,247.2,278.04,212.37,246.29,203.18,253.57,264.58,271.53,176.94,232.32,214.13,245.84,272.45,241.76,224.74,315.59,249.01,244.93,248.1,218.09,254.94,,,18,965,0,17.47,
08.12.21 10:54:34,8.8,248.56,256.77,246.29,278.51,211.93,245.84,202.75,253.11,265.51,271.06,176.94,232.32,213.69,245.38,272.45,241.31,223.85,316.08,250.83,244.48,248.1,218.09,255.4,,,18,965,0,17.47,
08.12.21 10:54:49,9.05,248.1,255.4,246.29,278.51,210.17,244.48,201.88,253.11,263.66,271.53,176.51,231.87,212.37,244.48,271.99,242.21,223.41,316.08,252.2,244.02,247.65,217.65,254.94,,,18,965,0,17.48,
08.12.21 10:55:04,9.3,248.1,254.48,244.93,278.98,207.98,244.02,202.75,252.66,265.04,271.99,176.09,231.43,211.93,244.02,272.45,242.21,222.96,318.01,252.66,244.02,248.1,217.21,254.94,,,18,965,0,17.5,
08.12.21 10:55:19,9.55,246.29,252.66,242.67,278.04,205.36,241.76,203.18,252.66,263.66,271.06,174.39,230.53,211.05,242.67,272.45,241.31,222.08,316.56,253.11,243.12,247.2,215.45,254.48,,,18,965,0,17.5,
08.12.21 10:55:34,9.8,245.84,251.74,241.31,278.51,201.44,241.31,204.05,252.66,263.66,270.6,173.97,229.64,209.3,241.31,271.99,240.86,221.19,316.56,253.11,243.12,246.74,214.57,254.03,,,18,965,0,17.5,
08.12.21 10:55:49,10.05,244.93,250.38,239.51,278.04,197.97,240.86,202.31,252.66,263.66,271.06,173.54,229.19,207.55,240.86,272.45,241.31,219.86,315.59,253.57,241.76,247.2,214.57,254.03,,,18,965,0,17.5,
08.12.21 10:56:04,10.3,244.48,249.47,237.71,277.58,196.23,239.06,200.57,252.2,262.74,270.13,172.7,228.3,207.55,240.41,271.99,239.51,219.42,315.59,253.11,240.41,245.38,213.69,254.03,,,18,965,0,17.5,
08.12.21 10:56:19,10.55,243.12,248.1,238.16,277.11,194.07,238.16,198.4,251.74,263.2,270.13,171.85,227.86,205.8,239.51,271.99,239.96,218.98,315.59,253.57,240.86,245.84,213.25,255.4,,,18,965,0,17.47,
08.12.21 10:56:34,10.8,243.12,246.74,238.16,278.51,192.78,237.71,198.4,252.2,263.2,270.6,171.43,227.86,204.49,239.96,272.45,240.41,218.98,317.04,254.03,241.31,245.84,212.37,256.77,,,18,965,0,17.47,
08.12.21 10:56:49,11.05,240.86,245.38,235.46,277.58,190.19,235.91,198.83,251.29,262.74,270.13,170.58,226.96,201.88,237.71,271.53,239.06,218.09,315.59,253.57,239.96,244.02,211.05,257.69,,,18,965,0,17.47,
08.12.21 10:57:04,11.3,239.51,244.02,234.11,277.11,190.62,235.46,198.83,251.29,261.82,269.67,169.74,225.63,201.44,236.81,271.99,238.61,217.21,315.11,253.11,239.96,244.02,211.05,258.6,,,18,965,0,17.47,
08.12.21 10:57:20,11.57,236.81,243.12,232.77,277.11,188.9,234.11,198.4,251.29,262.28,270.6,169.74,226.07,200.14,235.91,271.99,238.61,217.65,316.08,253.11,239.96,244.02,210.17,259.52,,,18,965,0,17.5,
08.12.21 10:57:35,11.82,235.01,242.21,231.87,277.58,188.04,233.67,196.67,251.29,262.28,269.67,168.9,225.63,197.97,235.91,271.53,238.61,216.33,316.08,252.66,239.96,243.57,209.3,258.6,,,18,965,0,17.48,
08.12.21 10:57:50,12.07,232.32,240.41,230.53,277.11,187.19,232.32,194.51,250.83,261.82,269.67,168.05,224.74,197.1,235.01,271.06,236.81,216.33,316.08,251.74,239.06,243.12,208.86,258.14,,,18,965,0,17.47,
08.12.21 10:58:05,12.32,230.53,237.71,228.75,277.11,185.47,230.09,194.51,249.47,261.82,268.74,167.21,224.3,194.94,233.67,271.53,236.81,215.45,315.11,250.83,238.16,242.67,207.55,256.77,,,18,965,0,17.48,
08.12.21 10:58:20,12.57,230.09,238.61,228.3,277.58,185.04,229.64,193.64,249.92,262.28,269.67,167.63,225.18,193.64,233.67,272.45,237.26,215.01,315.59,250.83,237.71,241.76,207.55,257.23,,,18,965,0,17.48,
08.12.21 10:58:35,12.82,229.19,238.16,226.52,277.58,182.9,228.75,192.78,249.92,261.82,269.21,166.79,225.18,191.05,232.77,271.53,237.26,215.01,315.11,249.47,237.71,242.21,206.23,256.77,,,18,965,0,17.5,
08.12.21 10:58:50,13.07,228.75,238.61,226.07,278.04,183.33,227.86,191.05,250.38,262.28,269.21,167.21,228.3,189.76,232.77,271.99,236.81,216.33,315.59,248.56,237.71,241.76,205.8,256.31,,,18,965,0,17.5,
08.12.21 10:59:05,13.32,228.3,239.51,226.07,278.98,183.33,227.41,189.33,250.83,261.82,270.13,166.79,232.32,189.33,231.87,273.85,237.71,216.33,316.08,249.01,237.26,241.76,205.8,256.31,,,18,965,0,17.52,
08.12.21 10:59:20,13.57,227.41,239.06,225.18,278.98,182.9,226.52,187.19,249.92,262.28,269.67,166.37,233.22,188.04,231.43,272.92,236.81,215.89,316.08,248.56,237.26,240.86,204.49,254.48,,,18,965,0,17.56,
08.12.21 10:59:35,13.82,225.18,238.16,224.74,278.98,184.19,225.63,185.9,250.38,262.28,270.13,166.37,233.67,186.33,231.87,272.92,237.26,215.89,317.53,249.47,236.36,239.96,204.05,254.03,,,18,965,0,17.56,
08.12.21 10:59:50,14.07,224.74,236.36,222.52,279.45,181.2,224.3,185.47,249.92,262.28,269.67,165.95,233.67,185.04,230.09,272.92,236.36,215.45,317.53,249.01,235.91,239.96,203.18,253.11,,,18,965,0,17.59,
08.12.21 11:00:05,14.32,225.18,235.46,221.19,279.45,179.07,223.41,184.19,250.38,262.28,269.67,165.53,234.56,183.76,229.19,272.45,235.91,215.01,317.53,250.38,235.01,239.96,202.31,253.11,,,18,965,0,17.61,
08.12.21 11:00:20,14.57,221.63,234.56,218.54,279.45,177.36,222.52,183.33,249.92,261.36,269.21,165.11,234.11,182.48,229.64,272.92,235.91,214.57,317.53,248.1,234.56,239.51,201.44,253.11,,,18,965,0,17.61,
08.12.21 11:00:35,14.82,217.21,232.32,216.77,278.98,173.12,220.75,182.05,249.92,262.28,269.67,163.85,235.01,179.92,227.86,273.38,234.56,214.13,317.53,248.1,234.11,238.61,200.57,253.57,,,18,965,0,17.61,
08.12.21 11:00:50,15.07,214.13,230.53,216.33,279.45,171.43,220.3,182.48,249.01,262.28,269.21,163.43,234.56,178.21,227.41,273.38,234.11,213.69,317.53,248.1,234.11,239.06,199.7,251.29,,,18,965,0,17.64,
08.12.21 11:01:05,15.32,211.93,228.75,215.01,278.51,168.9,218.54,181.2,248.1,261.82,268.74,161.75,234.11,176.09,226.52,272.45,232.77,212.37,317.53,248.56,232.77,237.71,198.4,250.83,,,18,965,0,17.64,
08.12.21 11:01:20,15.57,210.61,227.41,213.25,278.51,165.95,217.65,180.77,247.65,261.82,268.74,161.33,234.11,175.66,226.07,272.92,231.43,211.93,318.01,247.65,232.32,237.26,197.1,250.38,,,18,965,0,17.64,
08.12.21 11:01:35,15.82,209.73,226.07,211.93,277.11,164.27,217.21,179.49,246.74,261.82,268.28,160.08,234.11,173.97,226.07,272.92,230.98,211.93,318.98,246.29,231.43,237.26,197.1,248.56,,,18,965,0,17.64,
08.12.21 11:01:50,16.07,207.55,224.74,210.61,277.11,163.01,215.89,179.49,245.84,261.36,268.74,159.66,233.67,172.28,224.74,271.99,230.53,210.61,318.01,244.02,230.98,235.91,195.37,247.65,,,18,965,0,17.64,
08.12.21 11:02:05,16.32,207.98,222.52,209.3,276.64,161.75,214.13,179.49,245.38,261.36,268.28,157.99,233.67,169.74,225.18,272.45,229.64,209.73,318.5,241.76,229.64,236.36,194.94,246.29,,,18,965,0,17.64,
08.12.21 11:02:20,16.57,205.36,221.19,207.55,276.18,160.08,212.81,178.64,245.38,260.9,267.82,157.57,233.67,168.9,224.74,272.45,228.75,209.3,318.01,238.16,229.64,234.56,193.21,245.38,,,18,965,0,17.64,
08.12.21 11:02:35,16.82,202.75,219.42,207.11,275.71,158.82,212.37,179.07,244.02,260.44,267.35,156.74,233.22,166.37,223.85,272.45,228.3,207.98,318.01,240.86,229.19,234.56,192.35,243.57,,,18,965,0,17.63,
08.12.21 11:02:50,17.07,202.31,218.98,206.23,275.71,159.24,211.49,180.34,245.84,260.9,267.82,156.32,234.11,165.53,223.85,272.45,227.86,206.67,318.01,246.29,228.3,234.56,191.92,243.12,,,18,965,0,17.63,
08.12.21 11:03:05,17.32,199.27,217.65,205.8,276.18,159.66,210.61,178.64,245.38,260.9,267.82,155.9,234.56,163.01,223.85,272.92,227.86,206.67,318.5,246.29,228.3,233.22,190.19,240.86,,,18,965,0,17.64,
08.12.21 11:03:20,17.57,198.83,216.33,204.92,276.18,158.41,208.86,178.21,246.29,260.9,267.82,154.24,233.67,162.17,222.96,272.92,226.96,206.23,318.5,243.12,226.52,233.22,190.19,240.41,,,18,965,0,17.64,
08.12.21 11:03:35,17.82,197.1,215.01,203.62,275.71,157.99,207.98,180.34,245.84,260.44,266.89,152.99,234.11,164.69,222.08,272.45,226.07,204.92,318.01,243.12,226.52,233.22,189.33,239.96,,,18,965,0,17.64,
08.12.21 11:03:50,18.07,197.1,214.13,203.62,276.18,157.15,207.55,182.9,247.2,260.9,266.89,153.82,235.01,163.85,222.08,273.38,226.07,205.36,318.5,241.76,226.96,233.67,188.9,239.96,,,18,965,0,17.65,
08.12.21 11:04:05,18.32,196.67,213.25,203.62,276.64,154.65,206.67,183.33,248.56,261.36,267.35,152.58,234.56,164.27,222.08,273.85,225.63,205.36,318.98,246.29,225.63,233.22,188.04,238.61,,,18,965,0,17.66,
08.12.21 11:04:20,18.57,195.8,212.81,201.88,276.18,150.5,206.23,184.19,248.1,261.36,266.89,152.16,233.67,164.27,220.75,274.31,225.18,204.92,318.5,239.96,225.63,232.77,187.19,237.26,,,18,965,0,17.68,
08.12.21 11:04:35,18.82,194.94,211.49,201.88,275.71,149.26,204.92,184.62,248.1,261.36,266.89,151.33,234.11,163.85,220.75,274.31,223.41,204.05,318.5,236.36,224.3,232.77,186.33,236.36,,,18,965,0,17.66,
08.12.21 11:04:50,19.07,191.49,210.17,200.14,274.31,149.26,203.18,185.04,247.2,259.98,265.97,150.09,232.77,162.59,219.86,273.38,222.52,203.18,318.01,237.71,223.41,231.87,185.04,235.46,,,18,965,0,17.65,
08.12.21 11:05:05,19.32,188.9,209.73,199.27,273.85,149.26,202.31,186.33,247.2,260.44,265.51,149.26,232.77,161.33,219.86,273.38,221.63,203.18,318.98,239.51,222.08,231.87,184.62,234.11,,,18,965,0,17.66,
