Measurement Name :,20211208_Run7_Pacu_641_40C,,Generated On :,"08/12/2021, 13:20:40",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.12.21 13:01:46,2.78,127.18,140.67,158.91,146.26,153.45,157.34,166.53,142.44,170.51,135.89,138.4,102.34,162.05,151.9,162.57,116.19,133.14,157.6,151.38,146.77,152.42,159.69,145.49,,,40,965,0,31.4,
08.12.21 13:02:01,3.03,127.92,140.92,158.64,146.77,154.48,157.86,165.47,143.2,171.58,137.64,139.15,102.57,162.57,152.16,163.63,116.43,133.38,158.64,152.16,147.79,152.67,160.47,146.26,,,40,965,0,31.47,
08.12.21 13:02:16,3.28,127.43,141.43,158.91,148.56,154.48,159.95,166.79,144.22,172.92,137.39,139.91,102.81,163.89,153.45,164.15,115.95,133.14,159.69,152.93,148.81,153.45,161.26,146.26,,,40,965,0,31.55,
08.12.21 13:02:31,3.53,128.42,141.93,158.38,148.04,153.97,160.47,166.79,144.22,174.26,137.39,140.41,102.1,164.94,153.71,165.47,116.19,133.63,160.74,153.71,148.56,153.97,161,146.51,,,40,965,0,31.61,
08.12.21 13:02:46,3.78,127.43,142.19,159.17,148.81,154.23,160.47,168.12,144.22,175.06,138.4,140.92,101.63,165.21,153.97,166.26,115.47,133.88,161.26,154.23,148.81,154.23,162.84,146.51,,,40,965,0,31.71,
08.12.21 13:03:01,4.03,125.95,142.19,158.64,148.3,153.19,161.52,168.92,145.49,176.41,138.9,141.17,101.87,166.26,155,167.06,115.71,134.38,162.05,155,149.33,154.23,163.1,147.02,,,40,965,0,31.76,
08.12.21 13:03:16,4.28,123.98,142.69,158.12,149.58,152.67,161,168.65,145.23,176.41,138.4,141.43,100.92,167.32,155,167.59,115.22,133.14,163.1,155.78,149.33,154.23,161.79,147.02,,,40,965,0,31.85,
08.12.21 13:03:31,4.53,122.52,142.44,158.38,149.58,151.9,161.79,169.18,146.26,177.76,139.15,141.68,100.45,168.12,155.26,168.92,114.98,133.88,163.1,156.56,149.58,154.74,162.05,147.53,,,40,965,0,31.91,
08.12.21 13:03:46,4.78,119.83,143.2,157.86,149.07,152.93,162.57,170.25,146.77,177.76,138.9,140.67,99.51,169.18,155,168.92,114.74,133.38,164.15,156.82,149.84,154.48,162.05,147.79,,,40,965,0,32,
08.12.21 13:04:01,5.03,117.4,142.69,158.38,150.35,153.45,163.36,171.58,146.51,178.84,139.4,140.92,98.58,169.71,156.04,170.51,113.78,132.89,164.42,157.6,150.1,155,162.05,147.53,,,40,965,0,32.07,
08.12.21 13:04:16,5.28,115.71,142.69,161.79,149.84,150.61,163.63,171.85,147.28,179.38,139.4,140.41,98.34,169.98,155.78,170.51,114.02,132.39,165.21,157.86,150.35,155,163.1,148.04,,,40,965,0,32.14,
08.12.21 13:04:31,5.53,113.78,142.95,157.34,150.1,148.04,164.15,172.65,147.02,179.11,139.66,141.43,97.87,170.51,155.78,171.31,113.06,131.64,165.47,158.38,150.1,155.26,163.63,147.53,,,40,965,0,32.21,
08.12.21 13:04:46,5.78,111.85,143.71,156.3,150.87,146.26,164.68,172.38,148.04,180.19,139.91,138.14,97.17,171.31,156.56,171.85,112.82,129.9,166.26,159.17,150.35,155.52,165.74,147.28,,,40,965,0,32.28,
08.12.21 13:05:01,6.03,107.55,142.44,155.78,150.61,143.71,163.89,173.19,147.79,180.73,139.66,135.89,96.24,171.31,156.56,172.38,112.09,129.16,166,159.43,149.33,155.26,159.43,147.02,,,40,965,0,32.36,
08.12.21 13:05:16,6.28,104.23,143.2,155.78,150.1,142.69,165.47,173.72,148.04,181.82,139.4,137.39,95.77,171.58,156.04,172.12,111.85,129.41,166.79,160.21,149.84,155.52,158.64,147.02,,,40,965,0,32.41,
08.12.21 13:05:32,6.55,100.92,142.95,155.26,151.64,142.19,164.94,173.99,147.53,181.82,139.15,134.88,95.31,171.85,156.04,172.92,111.13,133.14,166.79,159.95,150.1,155.52,163.63,147.02,,,40,965,0,32.5,
08.12.21 13:05:47,6.8,98.11,142.95,154.23,150.87,140.67,166.26,175.06,148.04,182.91,138.9,134.88,94.14,171.85,156.3,173.99,110.42,127.18,167.85,160.74,149.58,155.26,160.21,147.02,,,40,965,0,32.58,
08.12.21 13:06:02,7.05,99.51,142.69,153.19,151.38,138.9,166,174.79,147.79,182.64,138.9,135.13,92.52,171.58,156.04,173.99,109.46,124.97,166.53,160.47,149.33,155.26,156.56,146.51,,,40,965,0,32.64,
08.12.21 13:06:17,7.3,98.11,142.19,151.64,150.35,139.66,165.74,175.87,148.3,182.91,138.9,136.39,91.59,169.98,156.3,174.26,108.51,123.49,167.59,160.21,149.84,155.26,156.3,146,,,40,965,0,32.72,
08.12.21 13:06:32,7.55,96.01,141.43,151.9,151.64,140.41,165.21,175.6,148.81,184.27,138.65,138.14,90.9,169.18,156.56,174.53,108.27,122.03,167.59,161.26,149.58,155.52,157.34,146,,,40,965,0,32.79,
08.12.21 13:06:47,7.8,96.94,140.92,151.38,149.84,146.26,165.21,176.41,147.79,183.73,137.64,139.66,89.98,168.12,156.3,174.79,107.31,121.05,167.85,161,148.81,155.52,153.97,145.49,,,40,965,0,32.86,
08.12.21 13:07:02,8.05,96.47,141.68,150.61,151.13,140.41,163.63,176.68,148.04,184.82,139.66,138.14,89.06,168.39,156.3,176.14,106.36,120.07,167.85,161,148.81,155.52,153.19,145.49,,,40,965,0,32.93,
08.12.21 13:07:17,8.3,96.01,140.41,149.58,151.13,141.93,162.57,177.49,147.53,185.09,137.39,135.38,87.91,168.12,156.04,176.68,105.89,118.86,168.39,161.52,148.81,155.78,152.93,145.74,,,40,965,0,33,
08.12.21 13:07:32,8.55,96.47,140.67,148.04,149.84,138.9,161,178.03,147.53,185.64,135.63,131.64,86.07,166.26,155.78,175.6,104.46,117.64,167.59,161,148.3,154.74,153.71,144.98,,,40,965,0,33.08,
08.12.21 13:07:47,8.8,93.68,139.91,149.33,149.58,140.16,160.74,177.76,147.53,186.74,135.38,131.89,85.38,170.51,155.52,176.68,103.99,116.43,168.12,161.52,148.56,155.26,150.61,144.73,,,40,965,0,33.13,
08.12.21 13:08:02,9.05,91.82,139.66,148.56,149.84,135.13,159.69,177.76,146.51,185.37,135.63,132.89,84.24,164.94,155.78,176.68,103.52,114.5,168.12,161,148.3,154.74,150.1,144.98,,,40,965,0,33.21,
08.12.21 13:08:17,9.3,90.9,139.66,146.26,150.1,133.38,158.64,178.03,146.51,187.01,134.63,131.64,82.65,164.42,155.78,176.68,101.87,113.3,168.39,161,148.04,154.74,151.64,144.73,,,40,965,0,33.28,
08.12.21 13:08:32,9.55,90.21,138.9,146,149.07,135.89,158.12,177.76,146.77,187.01,134.13,128.42,81.06,163.36,155,176.95,101.16,112.09,167.59,161,147.02,155,148.3,143.96,,,40,965,0,33.36,
08.12.21 13:08:47,9.8,89.29,137.89,147.28,150.1,130.65,157.6,179.11,146.51,187.29,132.89,128.91,79.92,163.1,155.26,177.22,100.69,110.66,168.12,161.26,147.28,155,147.79,144.22,,,40,965,0,33.41,
08.12.21 13:09:02,10.05,87.68,137.64,142.95,149.84,125.95,155.78,179.38,145.49,187.29,132.89,129.66,79.02,163.1,155,177.49,99.51,108.98,167.85,160.74,147.02,154.74,148.81,143.45,,,40,965,0,33.49,
08.12.21 13:09:17,10.3,87.22,137.14,142.19,149.33,123,155,179.65,145.74,187.56,132.39,127.18,77.21,162.57,154.74,178.3,98.34,106.6,167.85,160.74,146.51,154.74,147.28,143.45,,,40,965,0,33.55,
08.12.21 13:09:32,10.55,85.84,136.64,140.16,148.3,117.64,153.97,179.92,145.23,188.39,131.64,127.18,75.64,161.79,154.74,177.49,97.41,105.65,167.59,160.21,146.77,154.74,145.49,142.95,,,40,965,0,33.61,
08.12.21 13:09:47,10.8,84.47,136.14,140.92,149.07,117.64,153.45,179.65,144.98,188.66,131.39,127.43,74.74,161.79,154.23,178.3,96.94,101.4,167.32,160.21,146,155,145.23,142.19,,,40,965,0,33.69,
08.12.21 13:10:02,11.05,82.65,134.63,137.39,148.04,119.1,151.64,178.84,144.73,188.39,130.65,126.69,72.72,160.21,154.23,177.76,95.07,101.16,167.32,159.95,145.74,154.48,143.71,142.19,,,40,965,0,33.76,
08.12.21 13:10:17,11.3,85.84,135.63,136.64,146.51,115.71,149.58,180.19,144.22,189.21,130.4,127.43,71.61,158.64,153.45,179.65,94.38,97.17,166.79,159.69,146,154.74,144.47,142.19,,,40,965,0,33.83,
08.12.21 13:10:32,11.55,83.33,133.88,134.38,147.53,113.78,146.77,179.92,143.71,188.66,129.16,126.44,70.27,157.34,152.93,178.03,93.45,95.54,166.53,159.95,145.74,154.23,141.68,141.43,,,40,965,0,33.9,
08.12.21 13:10:47,11.8,79.24,133.38,134.13,147.02,114.74,143.96,179.65,143.45,188.39,128.42,127.68,68.72,154.48,152.67,178.3,91.59,93.68,166.79,158.91,144.98,154.23,147.79,141.17,,,40,965,0,33.96,
08.12.21 13:11:02,12.05,79.02,131.89,130.9,146,113.06,140.41,180.19,142.69,189.49,127.68,127.68,67.16,151.64,152.42,176.95,90.9,91.82,165.47,158.38,144.22,154.23,140.16,140.92,,,40,965,0,34.04,
08.12.21 13:11:17,12.3,78.11,131.64,128.67,146.26,114.98,137.89,180.19,142.19,190.04,127.43,126.94,65.84,150.1,151.64,176.41,90.21,90.21,165.74,158.38,144.47,154.48,140.41,140.16,,,40,965,0,34.1,
08.12.21 13:11:32,12.55,76.76,131.14,128.42,146,113.54,133.63,180.46,141.68,190.31,126.69,125.95,64.52,147.79,151.64,176.68,89.52,88.59,165.21,158.38,143.71,154.23,139.4,140.16,,,40,965,0,34.16,
08.12.21 13:11:47,12.8,75.19,130.4,126.2,144.73,106.84,131.14,180.19,141.17,189.21,125.46,123.49,62.76,146.51,150.1,174.53,87.91,86.76,164.94,157.34,142.95,153.45,140.67,139.66,,,40,965,0,34.24,
08.12.21 13:12:02,13.05,74.74,129.41,124.72,144.98,108.51,130.4,180.19,139.66,190.04,124.72,122.52,61.44,144.98,150.87,174.53,86.99,85.15,164.15,157.34,142.69,153.71,135.38,139.4,,,40,965,0,34.29,
08.12.21 13:12:17,13.3,73.39,127.43,124.72,143.96,107.08,128.67,179.65,139.91,189.76,124.97,123.98,59.91,143.71,150.61,174.26,85.38,83.56,163.89,156.82,142.44,153.71,133.14,138.9,,,40,965,0,34.36,
08.12.21 13:12:32,13.55,72.95,124.72,123.49,143.2,103.76,128.42,180.19,138.9,189.49,124.48,124.23,58.39,142.44,149.84,174.26,84.47,82.65,163.1,155.78,142.44,154.23,131.64,137.89,,,40,965,0,34.43,
08.12.21 13:12:47,13.8,72.5,121.78,122.27,143.71,100.45,126.2,180.19,138.9,189.49,123,122.27,57.08,141.17,149.07,173.45,83.78,80.83,162.84,155.52,141.68,153.71,130.4,137.64,,,40,965,0,34.5,
08.12.21 13:13:02,14.05,72.05,118.86,120.07,141.43,99.05,125.7,178.84,137.39,190.31,122.52,119.34,56,139.91,148.3,172.12,81.74,79.47,162.31,155.26,141.17,153.71,129.66,137.39,,,40,965,0,34.55,
08.12.21 13:13:17,14.3,71.61,117.64,117.4,141.17,98.58,125.46,179.65,137.39,189.76,121.78,118.86,54.05,139.91,148.3,171.58,80.37,78.34,161.79,155,140.92,153.71,128.17,136.89,,,40,965,0,34.61,
08.12.21 13:13:32,14.55,71.38,115.95,115.47,141.43,97.64,124.23,179.11,135.89,188.66,120.81,120.32,52.54,138.9,147.53,171.58,79.24,76.76,161,153.71,140.41,153.45,126.94,136.14,,,40,965,0,34.66,
08.12.21 13:13:47,14.8,70.94,114.74,113.54,140.16,98.34,124.23,178.84,135.38,189.76,120.56,116.19,51.47,138.9,147.28,171.05,78.34,76.09,160.47,153.19,139.91,153.71,125.21,135.89,,,40,965,0,34.76,
08.12.21 13:14:02,15.05,71.16,113.06,112.09,139.15,97.17,123.25,178.84,134.13,190.04,119.83,114.98,49.75,138.14,147.53,170.25,77.21,74.29,160.47,152.42,139.66,153.45,122.52,135.13,,,40,965,0,34.8,
08.12.21 13:14:17,15.3,70.27,111.85,111.13,137.64,93.91,123.49,178.57,132.89,190.31,117.89,116.19,49.11,137.64,146.51,167.32,75.86,72.5,159.43,152.42,138.65,153.97,119.34,134.38,,,40,965,0,34.89,
08.12.21 13:14:32,15.55,69.83,110.66,108.51,137.64,93.45,122.76,178.57,133.14,190.31,118.37,116.92,47.4,137.39,146.26,164.42,74.51,71.38,159.17,151.38,138.14,153.97,115.95,134.63,,,40,965,0,34.94,
08.12.21 13:14:47,15.8,70.27,109.46,107.08,137.64,97.87,122.76,178.84,131.89,190.31,117.16,116.43,46.12,137.39,145.23,159.69,73.17,69.6,158.64,151.13,137.64,153.97,113.54,133.63,,,40,965,0,35.01,
08.12.21 13:15:02,16.05,71.38,108.51,105.41,135.13,92.98,122.27,178.3,131.14,190.31,116.19,112.57,44.84,136.89,145.49,152.16,72.05,68.49,157.86,150.1,137.14,153.71,111.13,132.89,,,40,965,0,35.07,
08.12.21 13:15:17,16.3,68.05,106.6,103.28,134.13,91.59,121.29,177.76,129.41,190.59,115.95,112.09,42.94,135.89,143.96,146.51,70.27,66.94,156.56,149.33,136.39,152.93,108.74,132.39,,,40,965,0,35.14,
08.12.21 13:15:32,16.55,67.16,106.12,102.34,135.38,93.45,121.78,177.76,128.91,190.59,115.22,110.18,42.3,135.38,144.47,139.91,68.94,65.18,156.82,148.81,136.39,153.19,106.84,132.14,,,40,965,0,35.19,
08.12.21 13:15:47,16.8,67.83,105.41,100.45,131.89,91.13,121.54,176.68,128.42,190.59,114.26,108.27,41.46,134.63,143.71,136.39,67.61,63.64,156.04,147.53,135.13,152.42,104.7,131.39,,,40,965,0,35.25,
08.12.21 13:16:02,17.05,68.27,104.94,98.58,132.39,91.59,121.29,177.76,126.94,191.14,114.5,107.79,40.61,135.13,143.45,132.64,66.28,62.1,155.26,147.28,134.88,152.93,102.81,130.9,,,40,965,0,35.32,
08.12.21 13:16:17,17.3,66.72,103.76,97.17,132.89,91.82,121.29,176.41,126.44,190.31,113.3,108.03,38.93,134.13,143.45,130.15,64.96,60.35,155,146.51,134.38,151.9,101.63,130.4,,,40,965,0,35.38,
08.12.21 13:16:32,17.55,64.08,102.34,95.77,130.15,89.29,120.07,175.6,125.21,190.04,111.13,107.79,37.88,133.38,142.95,127.92,62.76,58.17,153.45,145.23,133.14,151.38,98.58,128.91,,,40,965,0,35.44,
08.12.21 13:16:47,17.8,64.52,101.16,93.68,129.9,87.68,120.56,176.41,124.48,191.7,110.66,107.55,36.62,133.63,142.69,124.48,61.88,56.65,153.45,144.73,133.14,151.9,97.64,128.67,,,40,965,0,35.5,
08.12.21 13:17:02,18.05,62.54,100.45,92.06,128.42,86.76,120.32,175.6,123,191.7,110.42,104.7,35.58,133.14,142.44,123.25,60.79,54.92,152.16,143.71,131.89,151.9,95.54,127.92,,,40,965,0,35.57,
08.12.21 13:17:17,18.3,64.52,100.22,90.67,127.68,86.99,120.56,175.33,122.27,191.97,109.22,103.05,35.37,132.14,141.93,122.03,58.82,53.4,151.13,142.95,131.39,152.42,93.45,126.94,,,40,965,0,35.61,
08.12.21 13:17:32,18.55,64.08,98.58,89.29,125.7,87.22,120.32,175.33,121.78,191.7,108.51,100.22,34.12,132.14,141.43,121.29,57.3,49.96,149.33,142.19,130.9,152.42,93.91,126.2,,,40,965,0,35.68,
08.12.21 13:17:47,18.8,63.2,97.87,88.13,125.7,87.22,119.59,174.79,120.32,191.97,107.79,97.64,32.87,131.64,141.68,118.61,56.43,47.61,147.53,140.92,130.15,152.16,89.75,125.7,,,40,965,0,35.74,
08.12.21 13:18:02,19.05,61.44,97.41,86.53,124.97,86.99,119.34,174.53,118.86,191.97,106.36,94.84,32.04,131.39,140.67,117.64,54.27,45.27,145.74,140.41,128.91,152.16,87.68,124.72,,,40,965,0,35.79,
08.12.21 13:18:17,19.3,60.13,96.24,85.61,124.23,86.53,118.86,173.99,118.37,191.97,105.89,93.22,31.63,130.65,140.16,116.67,53.83,43.99,143.96,139.66,128.67,152.42,85.15,123.49,,,40,965,0,35.86,
08.12.21 13:18:32,19.55,61.44,95.54,83.56,123.49,86.53,118.61,173.99,117.4,191.7,104.94,92.29,31.21,129.41,140.16,115.71,52.11,43.15,142.44,138.65,127.43,152.93,83.1,123,,,40,965,0,35.93,
08.12.21 13:18:47,19.8,60.57,94.38,82.87,122.27,86.3,118.86,174.53,116.43,192.53,103.99,90.67,30.59,128.67,139.91,114.5,50.82,42.51,140.41,137.89,127.18,154.23,81.51,121.78,,,40,965,0,36,
08.12.21 13:19:02,20.05,60.35,93.45,81.51,120.56,86.76,118.13,173.45,114.74,192.25,103.05,89.75,29.35,127.68,139.66,114.02,49.32,41.46,138.14,136.89,126.44,155,79.7,120.32,,,40,965,0,36.04,
08.12.21 13:19:17,20.3,57.73,92.75,79.02,119.83,87.22,118.61,173.19,115.22,191.7,102.1,89.29,29.15,127.18,138.9,112.57,48.46,41.03,134.88,136.14,125.21,155.52,77.44,119.34,,,40,965,0,36.1,
08.12.21 13:19:32,20.55,60.35,91.36,79.47,118.37,85.84,118.61,172.65,113.06,192.8,101.63,88.13,28.12,126.44,139.15,112.82,46.76,39.77,132.39,135.63,123.74,155.26,75.64,118.13,,,40,965,0,36.18,
08.12.21 13:19:47,20.8,59.48,91.13,79.7,116.19,85.84,117.89,171.58,112.82,192.8,100.22,87.22,27.91,125.95,138.14,110.66,46.12,39.35,129.66,134.63,123.49,155.26,74.96,116.67,,,40,965,0,36.24,
08.12.21 13:20:02,21.05,57.73,89.75,76.09,115.95,85.84,117.64,171.58,111.37,192.25,98.58,85.15,27.09,125.21,138.14,109.94,44.21,38.3,127.43,133.38,122.52,154.23,73.17,115.47,,,40,965,0,36.29,
