Measurement Name :,20211208_Run8_Pacu_710_34C,,Generated On :,"08/12/2021, 13:21:02",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.12.21 13:01:31,2.53,194.22,199.46,205.06,208.81,176.04,198.84,202.87,182.04,164.49,183.85,198.53,183.55,194.22,157.77,194.83,188.71,186.89,207.24,178.73,177.83,214.17,170.68,183.25,,,34,965,0,30.19,
08.12.21 13:01:46,2.78,193.91,200.08,205.68,209.75,176.64,200.08,203.5,182.95,164.49,185.97,199.15,185.07,195.45,158.93,196.06,189.93,185.67,209.13,179.03,178.43,218.3,171.87,184.76,,,34,965,0,30.2,
08.12.21 13:02:01,3.03,190.54,201.32,205.99,211.01,175.44,201.32,204.12,184.16,164.49,186.89,200.7,186.28,195.14,159.22,196.68,190.85,184.16,210.38,179.94,179.94,213.85,172.46,184.76,,,34,965,0,30.21,
08.12.21 13:02:16,3.28,191.15,201.32,205.68,211.64,173.95,201.01,204.74,183.55,163.31,186.58,201.01,185.67,195.14,159.22,197.6,191.46,183.55,210.07,179.94,179.63,213.54,172.76,183.55,,,34,965,0,30.23,
08.12.21 13:02:31,3.53,191.76,202.25,207.24,212.27,172.46,202.56,204.43,184.76,163.6,188.1,202.25,187.19,196.06,158.93,198.53,192.38,183.25,211.01,181.44,180.24,214.17,172.76,182.65,,,34,965,0,30.25,
08.12.21 13:02:46,3.78,190.85,202.56,207.56,213.22,173.06,203.18,206.93,185.07,163.02,189.02,203.81,187.19,196.06,159.22,199.15,193.3,182.04,213.22,181.44,181.14,214.17,175.14,182.65,,,34,965,0,30.28,
08.12.21 13:03:01,4.03,190.24,202.87,207.87,213.85,170.98,203.5,206.31,184.46,161.26,189.63,204.12,187.49,195.75,160.1,200.39,193.6,179.94,213.22,181.74,180.84,214.17,175.14,182.34,,,34,965,0,30.31,
08.12.21 13:03:16,4.28,190.54,203.81,208.81,215.44,172.17,204.43,207.87,185.37,161.56,191.46,205.06,188.1,196.37,159.51,201.32,193.6,179.94,214.8,183.55,180.84,215.76,172.46,182.04,,,34,965,0,30.34,
08.12.21 13:03:31,4.53,191.15,203.81,209.44,215.44,171.57,205.06,208.5,185.67,161.26,192.68,205.99,189.63,197.6,159.51,202.25,193.91,179.03,216.07,186.58,180.54,215.12,172.76,180.84,,,34,965,0,30.36,
08.12.21 13:03:46,4.78,191.76,204.12,209.13,215.44,170.98,204.43,208.81,185.67,160.39,192.07,206.31,188.71,197.6,157.77,201.63,194.52,177.53,215.44,185.07,180.54,216.07,172.17,181.44,,,34,965,0,30.38,
08.12.21 13:04:01,5.03,190.54,204.74,209.44,216.07,170.68,205.37,208.81,185.37,159.8,192.99,206.93,189.32,196.99,157.77,201.94,194.83,176.34,215.44,182.95,181.14,215.12,170.09,180.54,,,34,965,0,30.42,
08.12.21 13:04:16,5.28,190.24,204.74,210.38,217.03,170.09,205.99,209.13,185.37,158.64,193.91,207.24,190.24,197.6,156.31,203.18,195.14,174.55,217.34,181.74,180.54,215.44,170.38,179.63,,,34,965,0,30.44,
08.12.21 13:04:31,5.53,188.71,204.74,209.44,217.03,169.2,205.37,208.81,185.37,157.47,193.91,208.18,189.32,196.99,155.44,203.18,195.14,173.65,217.34,181.44,179.94,214.49,169.79,179.33,,,34,965,0,30.46,
08.12.21 13:04:46,5.78,188.1,205.37,210.07,218.3,170.09,206.31,210.07,185.07,156.89,194.22,208.5,189.93,197.91,154.87,204.74,194.52,174.25,217.66,181.74,180.24,215.76,170.09,178.43,,,34,965,0,30.49,
08.12.21 13:05:01,6.03,185.67,205.37,210.07,218.62,170.09,206.31,210.7,185.07,156.6,194.52,209.75,189.93,197.91,154.87,204.43,195.45,172.46,217.34,182.65,179.63,215.44,169.79,179.03,,,34,965,0,30.52,
08.12.21 13:05:16,6.28,183.85,204.74,209.75,217.98,165.66,205.99,210.38,184.76,154.87,195.14,209.75,190.54,197.6,153.71,204.43,196.37,171.87,217.98,182.95,178.73,219.57,168.61,176.64,,,34,965,0,30.55,
08.12.21 13:05:32,6.55,182.65,205.99,209.75,218.62,165.96,206.31,211.33,185.07,153.71,196.06,210.07,189.93,196.99,152.84,204.43,196.06,171.27,218.94,182.34,178.13,216.07,168.61,175.44,,,34,965,0,30.58,
08.12.21 13:05:47,6.8,181.14,205.68,209.44,218.3,164.49,205.68,211.01,183.55,152.27,196.06,209.44,189.32,197.6,151.98,203.81,195.45,170.68,218.62,182.65,177.53,212.91,167.13,173.95,,,34,965,0,30.6,
08.12.21 13:06:02,7.05,178.73,205.99,210.07,218.94,159.8,205.99,211.01,183.25,151.69,195.75,209.75,189.32,197.6,151.4,205.37,195.75,169.2,218.94,182.95,177.24,212.59,167.13,173.65,,,34,965,0,30.63,
08.12.21 13:06:17,7.3,176.04,205.68,210.07,219.57,159.22,205.68,211.01,183.55,150.83,196.37,213.22,189.32,196.99,151.4,204.43,195.75,168.02,219.57,182.95,177.83,212.27,167.72,172.46,,,34,965,0,30.66,
08.12.21 13:06:32,7.55,174.25,205.37,210.7,219.57,159.22,206.62,211.33,182.95,149.68,196.99,213.22,189.32,196.99,151.11,204.43,196.37,171.87,219.25,182.95,175.74,211.33,167.72,172.76,,,34,965,0,30.67,
08.12.21 13:06:47,7.8,173.35,205.37,210.38,219.89,160.1,206.93,211.96,182.65,148.24,196.68,208.18,189.93,196.37,149.96,205.37,196.37,172.76,220.21,182.95,176.04,211.96,166.54,171.87,,,34,965,0,30.7,
08.12.21 13:07:02,8.05,171.87,205.68,210.38,219.89,160.1,206.31,211.64,182.04,146.53,197.3,208.5,189.02,196.37,148.53,204.43,195.75,175.44,219.89,181.14,174.84,210.7,165.96,171.57,,,34,965,0,30.73,
08.12.21 13:07:17,8.3,171.87,205.37,211.64,219.89,159.51,205.68,211.96,181.74,146.24,197.3,207.56,188.41,195.75,148.24,204.74,195.45,174.25,220.21,180.54,173.95,210.38,166.84,170.98,,,34,965,0,30.74,
08.12.21 13:07:32,8.55,171.87,205.37,210.7,220.21,160.97,205.99,211.64,181.14,144.81,197.6,207.87,188.71,196.37,147.67,204.43,195.14,169.79,220.53,181.14,173.06,206.62,166.54,170.38,,,34,965,0,30.78,
08.12.21 13:07:47,8.8,171.57,206.31,211.64,220.53,159.8,206.31,212.27,181.44,143.96,197.91,208.18,188.1,196.37,147.38,205.68,195.75,160.39,220.21,180.24,173.06,205.37,165.66,169.79,,,34,965,0,30.81,
08.12.21 13:08:02,9.05,171.57,205.99,211.64,221.17,158.35,206.31,212.27,181.44,142.54,197.6,208.5,187.49,195.75,147.96,205.06,194.83,160.1,219.89,179.33,172.17,203.81,165.96,168.9,,,34,965,0,30.83,
08.12.21 13:08:17,9.3,170.38,205.68,211.96,221.17,154.58,205.37,211.64,180.84,141.97,197.91,209.13,187.19,196.06,147.1,204.12,195.45,160.1,220.53,179.94,171.87,202.56,166.54,168.02,,,34,965,0,30.85,
08.12.21 13:08:32,9.55,169.79,205.99,211.33,221.17,161.26,204.74,211.64,179.94,139.99,197.6,208.5,187.49,195.45,146.53,204.43,194.83,160.1,220.21,178.73,170.68,210.7,164.19,168.31,,,34,965,0,30.88,
08.12.21 13:08:47,9.8,169.2,205.99,212.27,220.85,160.68,205.37,211.96,179.33,139.99,197.91,209.13,187.19,194.52,147.67,203.81,194.83,160.68,219.57,178.43,169.79,211.01,164.78,167.13,,,34,965,0,30.91,
08.12.21 13:09:02,10.05,168.31,205.37,211.64,221.17,154.29,205.68,211.64,179.03,138.57,198.22,208.18,186.28,195.14,148.24,203.5,194.83,159.51,220.53,177.53,169.5,203.81,164.49,167.13,,,34,965,0,30.94,
08.12.21 13:09:17,10.3,167.13,205.68,212.59,221.49,151.98,205.37,211.33,178.13,137.16,197.91,209.75,186.28,194.83,149.1,203.81,194.52,159.51,220.53,176.34,169.5,191.15,164.49,166.84,,,34,965,0,30.96,
08.12.21 13:09:32,10.55,166.54,205.37,211.64,221.17,150.83,205.37,211.96,177.53,136.6,198.22,209.44,185.67,193.91,150.54,203.18,194.83,159.51,219.89,175.14,168.31,189.93,164.49,166.54,,,34,965,0,30.98,
08.12.21 13:09:47,10.8,165.07,205.37,212.27,221.17,150.54,204.43,211.01,176.94,138.29,198.22,209.44,185.67,194.52,150.25,202.87,193.91,159.22,220.53,175.44,166.84,188.71,165.07,166.84,,,34,965,0,31.02,
08.12.21 13:10:02,11.05,163.9,204.74,212.27,221.81,149.39,204.12,210.7,176.64,131.55,198.22,208.5,184.46,194.22,150.54,202.87,194.22,157.18,220.21,175.44,166.84,189.63,165.07,166.25,,,34,965,0,31.05,
08.12.21 13:10:17,11.3,162.43,204.43,212.27,222.13,148.82,204.12,210.7,175.74,128.77,198.22,209.75,184.76,194.22,149.39,205.68,193.91,157.18,220.53,174.84,166.54,189.63,169.2,166.54,,,34,965,0,31.06,
08.12.21 13:10:32,11.55,160.97,205.06,211.64,221.49,148.82,203.81,209.75,175.74,127.93,197.6,208.81,184.16,193.3,149.39,201.32,193.6,155.73,220.85,173.65,165.66,187.49,170.38,165.66,,,34,965,0,31.09,
08.12.21 13:10:47,11.8,159.8,204.74,211.64,222.13,147.67,203.5,209.13,175.44,128.21,198.53,209.44,184.16,193.6,149.68,200.7,192.99,154.58,220.53,169.2,165.37,185.97,164.78,165.07,,,34,965,0,31.11,
08.12.21 13:11:02,12.05,157.77,204.12,211.64,221.81,148.24,203.5,209.13,174.55,127.66,198.22,209.44,183.25,192.99,149.39,199.46,192.68,153.42,221.17,166.25,163.9,184.16,158.64,165.37,,,34,965,0,31.13,
08.12.21 13:11:17,12.3,157.77,204.12,211.96,222.13,146.81,202.87,208.18,174.25,126.55,198.84,209.13,182.34,192.99,149.39,199.46,191.46,151.98,220.85,164.78,162.14,183.25,156.89,165.07,,,34,965,0,31.16,
08.12.21 13:11:32,12.55,155.44,203.5,211.33,222.45,146.24,202.87,206.93,173.95,126.82,197.6,209.13,182.04,192.99,149.1,197.91,191.76,150.54,220.53,161.26,160.97,180.84,155.73,165.96,,,34,965,0,31.17,
08.12.21 13:11:47,12.8,153.42,203.18,211.64,222.13,145.95,201.94,205.06,172.17,126.82,198.22,209.75,180.84,192.38,148.53,198.53,192.38,149.68,221.17,158.64,160.39,178.73,154.58,165.07,,,34,965,0,31.21,
08.12.21 13:12:02,13.05,151.4,203.18,211.33,222.13,146.53,202.25,203.5,171.87,127.1,198.53,209.13,180.84,192.07,148.24,196.99,192.07,148.82,220.53,154.29,158.64,178.43,154.58,165.96,,,34,965,0,31.21,
08.12.21 13:12:17,13.3,149.1,202.87,211.96,222.13,145.95,201.63,201.63,171.87,128.21,198.53,208.81,180.24,192.68,147.1,196.68,191.15,147.67,221.17,153.42,156.6,176.94,152.55,165.37,,,34,965,0,31.25,
08.12.21 13:12:32,13.55,145.38,202.87,211.01,222.45,152.84,201.01,199.46,170.38,121.03,197.6,209.13,179.63,192.07,146.53,196.37,189.93,146.81,221.49,151.4,156.02,175.14,149.96,165.66,,,34,965,0,31.28,
08.12.21 13:12:47,13.8,143.67,202.87,210.7,221.49,151.4,200.7,196.68,169.5,120.2,197.91,208.81,178.43,192.07,145.1,195.14,190.24,145.38,221.17,150.54,154.29,179.03,148.24,165.07,,,34,965,0,31.3,
08.12.21 13:13:02,14.05,142.25,201.94,210.7,222.77,149.96,201.01,193.3,169.2,118.83,197.6,209.13,178.13,191.46,144.24,193.91,189.93,144.53,221.17,149.68,151.98,172.76,146.81,164.78,,,34,965,0,31.33,
08.12.21 13:13:17,14.3,144.53,201.63,210.7,222.45,148.53,199.77,189.63,168.61,117.46,197.6,208.5,177.24,190.85,142.82,194.22,188.1,142.82,220.85,147.38,149.68,172.17,145.38,162.73,,,34,965,0,31.34,
08.12.21 13:13:32,14.55,138.29,202.25,210.7,222.13,147.38,199.15,186.58,168.31,116.37,197.6,208.81,175.74,190.24,142.25,193.6,187.8,144.81,221.17,145.67,148.53,176.64,143.67,162.43,,,34,965,0,31.38,
08.12.21 13:13:47,14.8,136.6,201.01,209.13,221.81,144.24,198.84,183.25,166.84,114.74,197.3,208.18,175.74,190.24,141.4,192.68,185.67,143.96,220.53,143.96,146.81,168.02,142.54,163.02,,,34,965,0,31.39,
08.12.21 13:14:02,15.05,140.55,201.32,209.75,222.77,142.82,198.84,179.33,165.96,113.92,198.53,208.5,174.84,190.85,140.55,192.38,183.85,141.97,221.81,143.96,144.53,169.2,141.12,162.73,,,34,965,0,31.42,
08.12.21 13:14:17,15.3,138.01,200.39,209.75,222.13,141.69,199.46,176.04,165.37,111.48,197.6,207.87,174.55,190.54,139.14,190.54,181.44,141.69,220.85,142.82,142.82,166.25,139.7,162.14,,,34,965,0,31.45,
08.12.21 13:14:32,15.55,135.48,200.39,209.13,221.81,138.57,198.22,172.76,164.78,110.4,197.3,208.18,173.06,189.93,137.45,190.54,179.03,140.27,221.81,141.69,139.99,163.9,137.16,163.31,,,34,965,0,31.46,
08.12.21 13:14:47,15.8,133.51,199.15,209.75,222.13,136.88,197.6,169.2,163.6,109.32,197.91,206.93,173.35,189.32,137.16,189.32,176.04,138.57,221.17,141.12,138.57,160.1,136.04,161.56,,,34,965,0,31.49,
08.12.21 13:15:02,16.05,131,198.84,208.5,221.49,134.35,196.37,166.54,161.85,107.7,197.3,207.24,171.57,188.71,135.19,188.41,173.06,139.14,220.85,139.14,135.76,157.47,135.19,160.97,,,34,965,0,31.5,
08.12.21 13:15:17,16.3,125.72,198.84,208.81,221.17,132.67,196.99,163.9,161.56,106.62,196.99,207.24,171.57,189.02,134.91,187.8,170.68,136.6,221.49,138.57,133.51,153.13,133.51,161.26,,,34,965,0,31.53,
08.12.21 13:15:32,16.55,123.78,199.15,208.81,220.85,131.83,195.75,161.26,160.39,105.55,196.68,206.93,170.38,189.02,133.79,187.19,167.72,134.07,221.17,138.29,131.83,151.69,132.95,160.1,,,34,965,0,31.56,
08.12.21 13:15:47,16.8,121.85,197.91,208.18,220.21,129.88,196.06,158.93,158.64,104.48,196.37,206.93,169.2,188.41,132.95,186.28,164.49,132.95,221.17,137.73,128.49,149.1,132.39,161.26,,,34,965,0,31.56,
08.12.21 13:16:02,17.05,119.38,197.91,207.24,219.57,129.05,194.83,156.31,156.31,102.07,196.06,206.93,169.2,188.41,131.27,185.67,160.97,131,220.53,136.32,126.55,146.53,131.27,161.26,,,34,965,0,31.59,
08.12.21 13:16:17,17.3,115.55,197.3,207.87,218.62,127.66,194.83,154,154.87,101.8,196.68,205.99,167.43,187.49,130.44,183.55,158.35,129.88,220.85,136.32,124.06,143.96,132.11,161.26,,,34,965,0,31.61,
08.12.21 13:16:32,17.55,112.83,197.3,207.87,217.98,126.55,194.52,152.55,152.27,101,195.45,205.68,166.84,188.1,129.32,182.95,155.44,128.49,220.85,134.91,121.3,141.4,131.55,160.97,,,34,965,0,31.63,
08.12.21 13:16:47,17.8,111.21,196.68,207.24,216.71,125.99,194.22,150.54,150.25,99.14,195.75,205.37,165.66,187.19,128.77,182.65,151.11,126.27,220.85,134.07,119.11,139.99,132.67,160.97,,,34,965,0,31.66,
08.12.21 13:17:02,18.05,110.13,196.37,207.24,216.39,125.16,192.99,148.53,146.53,98.61,195.75,204.74,165.37,187.19,127.38,181.14,149.1,125.99,221.49,133.23,115.28,137.73,128.49,160.39,,,34,965,0,31.67,
08.12.21 13:17:17,18.3,113.65,195.45,206.31,214.8,124.06,191.76,147.1,144.81,96.75,194.83,204.12,168.02,186.28,125.44,179.94,145.95,123.78,221.17,132.11,113.92,135.19,125.72,159.8,,,34,965,0,31.7,
08.12.21 13:17:32,18.55,108.24,194.22,206.62,213.85,123.78,192.07,145.1,141.97,95.96,194.83,203.81,159.22,186.58,124.33,177.24,142.82,122.13,221.17,132.39,111.21,132.11,116.1,160.39,,,34,965,0,31.71,
08.12.21 13:17:47,18.8,106.89,193.91,206.31,212.27,123.23,192.38,143.67,139.7,95.43,194.22,204.12,157.18,185.97,123.78,176.04,141.4,119.65,221.81,131.27,109.05,130.72,114.74,161.26,,,34,965,0,31.73,
08.12.21 13:18:02,19.05,104.74,193.6,205.37,211.01,122.4,190.85,141.97,136.6,93.85,194.52,202.56,155.73,185.37,122.4,174.55,138.57,116.92,221.17,129.32,107.43,129.32,112.83,161.56,,,34,965,0,31.77,
08.12.21 13:18:17,19.3,103.67,193.6,205.68,210.07,122.68,190.85,140.84,134.63,93.06,194.52,202.56,155.15,185.07,121.03,173.65,136.6,116.64,221.17,129.6,104.74,128.21,115.55,162.73,,,34,965,0,31.78,
08.12.21 13:18:32,19.55,102.07,192.07,205.06,207.87,121.3,189.63,139.42,131.27,92.01,193.3,201.94,152.84,185.97,119.11,172.46,134.35,113.92,221.49,128.49,101.8,126.82,117.74,163.31,,,34,965,0,31.8,
08.12.21 13:18:47,19.8,100.47,192.68,205.37,206.93,119.65,189.32,137.73,129.32,90.96,193.91,201.63,151.98,184.46,118.83,171.57,131.55,112.56,221.81,127.93,99.14,126.82,118.56,163.6,,,34,965,0,31.83,
08.12.21 13:19:02,20.05,99.41,190.54,204.74,205.68,117.46,189.02,135.76,126.82,89.38,192.68,201.01,151.4,184.46,117.19,170.68,130.16,110.13,221.81,127.1,95.96,123.78,114.74,165.07,,,34,965,0,31.84,
08.12.21 13:19:17,20.3,97.81,190.24,204.74,204.43,120.2,188.1,134.07,124.61,88.34,192.68,201.32,150.25,184.16,116.64,169.5,127.38,108.78,220.21,126.55,94.9,123.23,113.92,165.66,,,34,965,0,31.86,
08.12.21 13:19:32,20.55,96.75,190.24,205.06,202.25,119.38,187.49,132.11,122.68,86.77,192.68,200.08,149.1,184.16,115.55,167.72,125.16,107.16,221.49,127.38,95.17,121.3,113.65,165.37,,,34,965,0,31.88,
08.12.21 13:19:47,20.8,94.9,189.32,204.12,200.08,118.56,186.58,129.88,119.93,85.21,192.07,199.77,147.67,183.25,114.46,165.66,123.23,105.01,222.13,127.1,87.55,118.28,112.56,165.96,,,34,965,0,31.91,
08.12.21 13:20:02,21.05,93.59,188.41,203.81,198.22,118.01,185.97,127.1,118.01,84.17,191.46,199.46,147.1,182.95,113.65,164.49,120.48,103.41,220.53,127.1,83.91,116.92,112.29,165.66,,,34,965,0,31.92,
