Measurement Name :,20211208_Run3_Pacu_641_32C,,Generated On :,"08/12/2021, 11:08:09",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.12.21 10:46:49,1.05,190.02,195.75,112.8,187.18,177.47,163.93,159.67,197.98,189.08,180.59,188.76,148.55,212.21,196.06,167.9,170.67,157.55,209.28,154.54,198.94,193.83,216.47,200.55,,,32,965,0,28.94,
08.12.21 10:47:04,1.3,190.66,196.38,113.37,187.5,177.79,163.93,159.67,198.94,189.08,180.9,189.08,147.65,212.87,196.7,168.82,170.36,156.34,210.26,152.13,198.94,193.83,217.46,201.19,,,32,965,0,28.99,
08.12.21 10:47:19,1.55,190.97,196.7,113.65,188.13,177.79,163.32,156.95,198.62,189.08,181.53,190.02,146.76,212.87,196.38,169.74,170.05,156.65,210.58,153.03,199.59,194.15,217.79,202.16,,,32,965,0,29.01,
08.12.21 10:47:34,1.8,191.29,196.7,113.94,188.13,177.47,163.01,157.55,199.27,189.08,181.53,190.02,146.46,213.85,197.02,169.74,169.13,152.73,211.56,154.24,199.27,193.52,218.45,201.51,,,32,965,0,29.05,
08.12.21 10:47:49,2.05,191.61,196.7,114.22,187.81,177.16,163.01,156.95,199.91,189.08,181.84,190.02,145.27,213.85,197.34,170.05,168.82,149.74,211.56,152.13,200.23,193.83,218.45,201.84,,,32,965,0,29.1,
08.12.21 10:48:04,2.3,191.61,197.34,114.79,188.44,177.47,162.71,157.85,200.23,189.71,181.84,190.66,144.38,214.51,197.02,171.28,168.82,149.74,212.54,150.34,199.91,194.15,219.11,201.84,,,32,965,0,29.14,
08.12.21 10:48:19,2.55,191.61,197.34,115.07,188.44,176.85,162.71,156.95,200.23,189.71,182.15,190.66,143.79,214.83,197.66,171.28,167.6,148.55,212.54,149.44,200.23,193.83,219.77,202.16,,,32,965,0,29.16,
08.12.21 10:48:34,2.8,191.29,197.34,115.07,188.13,175.92,162.4,155.44,200.23,189.08,182.15,190.34,142.61,215.16,197.66,170.98,167.29,146.76,212.87,150.64,199.91,192.88,219.77,201.19,,,32,965,0,29.18,
08.12.21 10:48:49,3.05,190.97,197.02,115.07,187.5,175.61,162.4,155.44,200.23,189.39,181.53,190.02,141.42,215.16,197.02,170.36,166.06,145.27,213.52,149.14,199.59,193.2,219.77,200.87,,,32,965,0,29.22,
08.12.21 10:49:04,3.3,190.97,196.7,115.07,187.5,174.99,162.71,155.74,200.87,189.08,182.15,190.34,140.54,215.49,197.34,170.98,165.45,144.68,213.85,146.46,200.55,193.52,220.76,201.84,,,32,965,0,29.25,
08.12.21 10:49:19,3.55,190.97,196.7,115.64,184.98,174.68,162.4,156.34,200.87,188.76,181.22,190.02,139.07,215.82,197.34,170.98,164.23,143.49,214.18,145.57,200.23,193.83,220.76,201.51,,,32,965,0,29.29,
08.12.21 10:49:34,3.8,190.97,196.7,115.92,184.04,174.68,162.1,156.65,200.87,189.08,181.53,190.34,138.18,216.47,197.02,171.28,163.93,141.72,214.18,147.95,200.23,193.52,221.42,201.84,,,32,965,0,29.33,
08.12.21 10:49:49,4.05,191.61,196.38,115.64,183.09,173.44,162.1,156.65,201.19,188.76,181.53,190.02,137.01,216.47,196.06,170.67,162.1,139.95,214.18,143.49,199.91,192.24,221.09,201.19,,,32,965,0,29.35,
08.12.21 10:50:04,4.3,191.93,196.38,115.64,182.47,173.14,162.1,155.44,200.87,188.44,180.9,189.39,135.84,217.13,195.75,170.98,162.1,137.89,214.51,142.31,199.59,192.24,220.43,201.19,,,32,965,0,29.38,
08.12.21 10:50:19,4.55,191.93,196.06,115.92,182.47,173.14,161.49,155.44,200.23,187.81,180.9,189.39,134.38,216.47,195.11,171.28,160.58,134.96,214.18,143.2,199.27,191.61,221.09,200.55,,,32,965,0,29.4,
08.12.21 10:50:34,4.8,190.02,195.75,116.21,181.53,172.21,161.8,155.44,200.55,188.13,180.28,188.76,133.5,217.13,194.47,173.44,160.28,133.79,214.18,142.9,199.27,192.24,221.42,200.55,,,32,965,0,29.43,
08.12.21 10:50:49,5.05,186.87,195.75,116.21,180.9,171.59,161.49,156.04,200.55,188.13,180.28,188.44,132.04,217.46,194.15,172.83,159.06,132.04,214.83,142.02,199.27,191.93,222.08,200.87,,,32,965,0,29.46,
08.12.21 10:51:04,5.3,184.66,194.47,115.92,179.97,170.67,159.67,155.44,199.91,187.5,179.34,187.5,130.3,216.47,192.88,171.28,157.55,129.43,214.18,139.07,198.3,191.61,221.75,199.91,,,32,965,0,29.5,
08.12.21 10:51:19,5.55,184.04,194.79,116.21,177.47,169.74,160.28,156.34,200.55,187.5,179.97,187.18,129.72,218.12,192.24,170.98,157.55,128.85,214.51,138.48,198.3,190.34,221.75,200.23,,,32,965,0,29.51,
08.12.21 10:51:34,5.8,182.47,194.47,116.21,176.23,168.52,159.67,156.65,199.59,186.87,179.34,186.87,128.27,217.46,191.29,170.67,156.34,127.4,214.51,136.72,198.3,191.29,221.75,200.23,,,32,965,0,29.54,
08.12.21 10:51:49,6.05,181.22,193.83,115.92,175.3,167.9,159.06,156.65,199.27,186.55,178.72,185.61,126.53,217.46,190.66,170.98,154.84,126.53,214.51,137.01,197.34,190.66,221.75,199.27,,,32,965,0,29.57,
08.12.21 10:52:04,6.3,180.9,193.83,116.21,172.83,167.29,158.46,156.34,199.59,186.55,178.72,185.29,125.66,217.13,189.71,170.67,154.24,126.53,214.18,134.38,197.02,190.66,222.08,198.94,,,32,965,0,29.6,
08.12.21 10:52:19,6.55,179.03,193.2,115.64,171.59,166.37,157.85,156.34,198.94,185.92,177.79,184.35,123.36,217.46,188.44,170.98,153.03,125.66,214.18,132.33,196.7,189.71,222.08,198.3,,,32,965,0,29.61,
08.12.21 10:52:34,6.8,178.41,192.56,115.92,170.98,165.76,157.55,156.34,198.62,185.92,179.03,183.72,122.5,217.46,186.87,170.36,152.43,125.09,214.18,130.3,197.02,190.34,221.75,197.98,,,32,965,0,29.65,
08.12.21 10:52:49,7.05,177.79,191.61,115.64,170.05,163.93,156.95,156.04,198.3,185.61,177.79,182.47,120.78,217.46,186.24,169.74,151.53,124.51,213.52,131.46,196.38,190.34,221.75,197.34,,,32,965,0,29.68,
08.12.21 10:53:04,7.3,177.16,191.61,115.92,169.74,162.4,156.65,155.44,198.62,185.29,176.85,182.15,119.63,217.46,185.29,170.98,150.64,123.07,213.52,127.11,196.7,191.29,222.08,197.98,,,32,965,0,29.72,
08.12.21 10:53:19,7.55,176.23,190.97,115.64,169.13,159.67,156.04,154.24,197.98,184.35,174.06,180.59,117.63,217.79,184.35,170.36,149.74,119.06,213.52,125.38,196.06,190.34,221.42,197.34,,,32,965,0,29.72,
08.12.21 10:53:34,7.8,175.3,190.02,115.36,169.44,156.95,155.74,152.43,197.98,184.35,174.06,179.97,116.78,217.46,182.78,172.52,149.74,115.92,213.2,125.66,195.43,190.34,221.75,197.02,,,32,965,0,29.75,
08.12.21 10:53:49,8.05,174.99,189.71,115.07,166.37,152.43,154.54,151.83,196.7,183.09,172.83,178.41,114.79,217.13,180.9,171.28,148.55,112.52,212.87,122.79,194.79,190.02,221.75,196.06,,,32,965,0,29.78,
08.12.21 10:54:04,8.3,174.06,188.76,115.07,165.45,149.44,154.24,151.24,196.38,182.15,170.98,177.16,113.09,217.13,180.28,169.74,147.65,109.13,212.87,121.64,194.15,189.71,221.09,195.11,,,32,965,0,29.79,
08.12.21 10:54:19,8.55,173.14,188.44,114.79,166.06,147.35,153.63,151.24,196.06,181.53,169.74,176.23,112.24,217.46,176.23,169.13,147.06,106.6,212.54,121.35,194.47,190.02,220.76,195.75,,,32,965,0,29.83,
08.12.21 10:54:34,8.8,172.83,187.81,114.5,164.23,144.68,153.33,152.13,195.75,180.59,167.9,174.68,110.54,217.79,175.3,169.44,146.76,103.24,212.87,120.2,193.52,190.02,220.43,195.11,,,32,965,0,29.85,
08.12.21 10:54:49,9.05,172.52,187.18,114.5,161.8,143.2,153.03,152.13,195.43,180.28,166.98,173.44,109.13,217.13,174.06,169.13,146.16,99.06,212.21,119.35,193.83,190.34,220.43,194.15,,,32,965,0,29.89,
08.12.21 10:55:04,9.3,171.9,186.87,114.22,159.06,141.42,153.33,152.43,195.11,179.65,165.15,172.52,107.72,217.46,173.44,169.13,146.16,95.46,212.54,119.35,193.2,190.34,221.42,194.15,,,32,965,0,29.9,
08.12.21 10:55:19,9.55,170.98,186.24,113.65,156.04,139.66,152.43,152.13,194.79,178.72,163.01,170.67,106.04,217.13,172.52,167.9,145.27,91.34,211.89,118.49,192.88,189.71,220.43,193.52,,,32,965,0,29.93,
08.12.21 10:55:34,9.8,170.67,185.92,113.37,153.63,138.18,152.43,152.13,194.47,178.1,161.19,169.44,104.92,217.13,170.98,168.21,144.68,86.41,211.89,118.2,192.56,190.02,220.43,193.52,,,32,965,0,29.94,
08.12.21 10:55:49,10.05,169.44,185.29,113.09,153.63,137.01,152.13,152.43,193.52,177.47,159.67,168.21,103.24,217.13,168.21,167.9,144.38,86.69,211.89,117.35,191.61,189.08,220.76,192.88,,,32,965,0,29.97,
08.12.21 10:56:04,10.3,169.13,184.04,112.24,149.44,135.84,151.53,151.83,192.56,176.54,157.25,165.15,101.29,216.8,164.23,167.9,143.79,85.32,211.23,116.49,191.29,189.39,220.1,192.24,,,32,965,0,30,
08.12.21 10:56:19,10.55,168.52,183.41,111.67,148.25,134.08,150.94,152.13,191.93,175.61,156.04,164.23,100.18,216.47,163.01,167.9,143.49,83.15,210.91,115.07,190.97,188.44,219.77,191.93,,,32,965,0,30.01,
08.12.21 10:56:34,10.8,167.9,183.09,110.82,146.46,132.33,150.34,151.83,190.97,175.61,153.94,162.1,98.79,216.47,162.71,167.9,142.9,78.56,210.58,115.64,190.66,186.87,219.77,190.66,,,32,965,0,30.04,
08.12.21 10:56:49,11.05,166.37,182.15,109.98,145.27,131.17,149.74,151.24,189.39,173.75,154.24,159.97,97.12,216.15,160.88,167.29,142.31,79.63,209.93,114.5,189.71,186.55,219.44,190.02,,,32,965,0,30.05,
08.12.21 10:57:04,11.3,164.23,181.22,109.41,142.9,130.01,148.84,150.34,187.81,173.14,152.43,157.85,95.19,215.82,160.28,166.98,141.72,78.29,209.28,111.39,189.08,187.18,219.11,189.39,,,32,965,0,30.08,
08.12.21 10:57:20,11.57,163.62,180.9,108,141.42,129.14,147.95,150.34,186.24,175.61,150.04,155.74,93.26,215.82,159.06,167.29,140.83,73.99,208.95,109.69,188.44,186.24,217.13,188.76,,,32,965,0,30.1,
08.12.21 10:57:35,11.82,163.32,180.28,105.48,139.66,127.4,147.65,150.34,184.04,173.75,147.95,153.33,91.61,215.16,156.95,166.68,140.24,72.39,208.63,109.98,188.13,186.24,216.15,188.44,,,32,965,0,30.11,
08.12.21 10:57:50,12.07,161.8,179.34,102.96,137.01,126.53,147.65,150.04,182.15,171.59,146.16,151.24,89.69,215.16,155.44,166.98,139.66,71.59,207.98,106.88,187.18,185.61,215.49,187.18,,,32,965,0,30.13,
08.12.21 10:58:05,12.32,160.28,178.41,100.73,135.84,125.38,147.06,150.34,179.97,169.13,147.06,148.84,88.32,215.16,154.24,166.37,139.36,70.52,207.98,107.16,186.87,185.61,213.85,186.24,,,32,965,0,30.15,
08.12.21 10:58:20,12.57,159.06,177.47,98.23,134.96,123.65,146.46,149.74,178.1,167.29,145.87,146.16,86.96,215.16,153.33,166.06,138.48,69.99,207.66,103.8,185.61,185.61,213.2,185.61,,,32,965,0,30.18,
08.12.21 10:58:35,12.82,158.16,177.47,95.74,133.79,121.92,145.87,149.44,175.61,164.54,142.02,143.79,85.05,215.49,152.13,166.37,137.89,68.93,207.33,102.4,185.29,185.92,212.21,185.61,,,32,965,0,30.18,
08.12.21 10:58:50,13.07,157.55,176.54,93.26,133.5,119.63,146.16,149.14,173.75,163.62,139.95,141.72,83.42,216.15,151.53,166.68,137.01,68.93,207.01,101.29,185.61,186.87,212.54,184.98,,,32,965,0,30.22,
08.12.21 10:59:05,13.32,156.04,175.61,90.51,132.04,116.78,144.98,148.55,170.67,162.4,138.48,138.48,82.07,216.15,151.24,166.37,136.13,67.34,206.68,99.06,184.98,186.55,210.58,183.41,,,32,965,0,30.24,
08.12.21 10:59:20,13.57,155.74,174.68,88.6,131.75,114.22,144.38,148.25,168.21,161.49,136.72,135.84,80.17,215.16,147.95,166.06,135.55,64.96,206.03,97.12,183.72,186.24,207.98,183.41,,,32,965,0,30.26,
08.12.21 10:59:35,13.82,154.54,174.68,86.14,131.46,111.95,144.09,148.55,165.15,160.28,135.55,134.08,79.1,216.47,147.06,165.76,134.67,63.64,206.03,96.29,183.09,187.18,207.98,182.78,,,32,965,0,30.29,
08.12.21 10:59:50,14.07,152.13,173.44,83.69,130.59,107.44,143.2,147.95,162.1,159.06,134.67,131.46,77.21,216.15,145.57,165.45,133.5,59.43,205.39,96.85,182.47,185.92,206.68,181.53,,,32,965,0,30.29,
08.12.21 11:00:05,14.32,150.64,172.83,80.99,129.72,102.4,142.02,147.95,158.76,158.46,133.5,128.85,75.33,215.82,144.68,165.76,132.33,57.86,204.42,94.64,182.15,184.66,206.36,180.28,,,32,965,0,30.3,
08.12.21 11:00:20,14.57,149.14,171.9,78.02,128.56,97.4,141.42,147.35,155.44,157.25,132.04,126.24,73.72,215.49,142.9,164.84,131.17,57.08,204.09,93.26,180.9,184.66,205.06,179.65,,,32,965,0,30.33,
08.12.21 11:00:35,14.82,150.34,171.9,75.6,127.98,93.53,141.13,148.25,152.73,156.04,131.75,124.22,72.39,216.47,142.31,164.84,130.01,57.08,203.77,92.16,180.28,184.35,204.74,178.72,,,32,965,0,30.36,
08.12.21 11:00:50,15.07,148.25,170.98,72.92,127.4,88.87,140.54,149.14,149.44,155.44,130.59,121.35,70.79,216.15,140.83,164.84,129.43,55.25,202.8,91.06,179.65,184.04,204.74,178.1,,,32,965,0,30.36,
08.12.21 11:01:05,15.32,144.38,170.36,70.52,125.95,85.6,139.36,149.44,146.76,154.84,129.72,119.06,68.93,216.8,139.07,164.84,128.85,51.88,202.48,88.6,178.72,183.72,203.45,177.47,,,32,965,0,30.38,
08.12.21 11:01:20,15.57,142.02,169.13,68.4,123.94,82.61,138.18,149.14,144.09,153.94,128.27,116.49,67.07,216.47,137.3,164.23,127.4,49.81,201.19,85.6,178.1,182.15,202.48,176.85,,,32,965,0,30.4,
08.12.21 11:01:35,15.82,140.54,168.52,66.54,122.21,80.17,138.18,148.84,142.31,153.03,127.4,113.65,66.01,217.13,137.01,164.54,126.24,50.58,201.19,86.69,177.16,182.47,203.12,176.54,,,32,965,0,30.41,
08.12.21 11:01:50,16.07,139.36,168.21,64.96,119.06,78.02,137.01,148.55,139.95,152.43,126.82,111.39,64.43,217.79,136.13,164.23,125.66,49.29,200.55,82.88,176.85,183.41,202.8,175.92,,,32,965,0,30.43,
08.12.21 11:02:05,16.32,137.01,167.6,63.37,115.92,76.4,136.13,147.35,137.89,150.94,127.11,108.85,63.11,218.12,134.67,163.93,123.94,48.26,200.23,81.53,175.92,183.72,202.16,174.68,,,32,965,0,30.46,
08.12.21 11:02:20,16.57,134.96,166.06,61.53,112.8,74.53,135.25,145.57,136.13,150.34,124.51,106.32,61.27,217.46,133.5,163.62,122.79,46.46,199.27,81.53,174.99,183.72,200.87,173.44,,,32,965,0,30.47,
08.12.21 11:02:35,16.82,133.5,165.45,59.96,110.26,72.92,134.38,144.09,134.08,148.84,123.36,103.52,59.69,217.79,132.33,163.01,121.92,43.13,198.94,80.99,173.75,183.72,199.91,173.14,,,32,965,0,30.49,
08.12.21 11:02:50,17.07,131.75,164.84,58.65,107.72,71.59,133.21,143.79,132.33,148.25,122.21,101.01,58.39,218.12,132.04,163.01,120.78,42.36,198.3,77.21,172.83,183.72,200.55,171.59,,,32,965,0,30.51,
08.12.21 11:03:05,17.32,130.59,163.62,57.08,105.48,70.26,132.04,143.49,130.88,147.06,122.21,98.23,56.82,217.79,130.88,163.01,119.63,41.6,197.98,75.33,171.9,183.09,199.59,171.28,,,32,965,0,30.54,
08.12.21 11:03:20,17.57,130.3,163.01,55.51,102.96,68.66,131.46,142.9,129.14,145.57,120.49,95.74,55.25,217.79,130.01,163.01,117.92,42.11,197.34,76.14,171.28,182.47,200.23,170.36,,,32,965,0,30.55,
08.12.21 11:03:35,17.82,127.98,162.71,53.95,101.29,67.6,130.01,143.79,127.69,144.98,117.35,92.98,53.69,218.12,129.72,162.4,117.06,41.09,196.38,75.33,170.36,181.84,197.66,170.05,,,32,965,0,30.57,
08.12.21 11:03:50,18.07,126.53,161.19,52.4,99.34,66.01,128.27,143.79,125.95,143.49,115.64,91.06,52.14,217.79,128.27,162.1,116.21,40.07,195.43,71.86,169.44,180.9,196.38,168.52,,,32,965,0,30.58,
08.12.21 11:04:05,18.32,125.66,161.19,51.36,97.68,65.22,127.11,144.09,124.51,142.61,115.07,89.14,51.1,218.12,127.69,162.4,115.36,39.81,195.11,73.46,168.82,180.28,195.43,167.6,,,32,965,0,30.6,
08.12.21 11:04:20,18.57,124.51,160.58,50.07,96.02,63.9,126.53,144.68,123.07,141.42,114.22,87.78,49.81,217.79,127.4,162.1,113.94,36.51,195.11,69.72,167.6,179.65,195.11,167.29,,,32,965,0,30.6,
08.12.21 11:04:35,18.82,123.36,159.67,48.52,93.53,62.06,125.66,144.68,121.64,140.24,110.26,86.41,48.52,217.79,125.95,161.49,112.24,36.26,193.83,67.87,166.37,178.72,197.98,165.76,,,32,965,0,30.61,
08.12.21 11:04:50,19.07,121.64,159.06,47.23,92.43,61.53,125.66,145.27,120.2,139.07,109.13,85.32,46.72,218.12,126.24,160.88,111.1,36.01,193.2,67.07,165.76,178.41,191.61,164.54,,,32,965,0,30.64,
08.12.21 11:05:05,19.32,121.35,157.85,46.2,90.24,60.48,125.38,144.68,118.77,137.89,106.88,83.97,45.95,218.12,125.09,160.28,110.26,36.77,192.88,65.75,164.54,178.41,190.34,163.62,,,32,965,0,30.65,
