Measurement Name :,20211208_Run1_Pacu_641_26C,,Generated On :,"08/12/2021, 09:54:31",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.12.21 09:34:37,0.78,215.33,193.19,196.06,214.23,252.56,220.5,221.61,220.87,148.25,198.94,190.69,223.09,181.81,247.95,212.76,197.14,187.49,202.2,198.94,212.39,213.13,195.71,221.61,,,26,965,0,25.14,
08.12.21 09:34:52,1.03,215.7,193.19,194.99,213.49,252.56,220.5,220.5,220.87,146.89,197.86,189.62,222.72,182.52,247.95,211.66,195.35,187.13,201.11,198.94,212.76,212.76,195.71,221.24,,,26,965,0,25.15,
08.12.21 09:35:07,1.28,215.33,191.41,194.63,213.13,253.33,218.65,219.02,220.5,144.86,197.86,187.84,222.72,182.52,247.57,211.3,193.55,186.06,201.11,198.22,211.66,213.49,199.67,220.13,,,26,965,0,25.18,
08.12.21 09:35:22,1.53,214.96,191.05,194.27,212.03,252.56,215.7,217.17,220.13,142.84,198.22,186.77,220.87,181.81,247.95,208.74,192.12,186.06,201.47,198.22,206.92,214.6,197.14,219.76,,,26,965,0,25.19,
08.12.21 09:35:37,1.78,214.96,190.33,193.55,212.39,252.17,215.33,216.07,219.39,141.83,197.5,185.71,221.24,180.76,249.1,208.01,192.12,185.71,200.75,197.14,203.64,215.7,198.22,219.02,,,26,965,0,25.22,
08.12.21 09:35:52,2.03,214.96,191.05,192.48,212.03,252.17,213.86,212.03,218.65,142.5,195.71,183.94,219.76,179.7,247.95,206.55,189.98,185,200.39,197.14,200.75,215.33,194.27,216.43,,,26,965,0,25.23,
08.12.21 09:36:07,2.28,214.6,189.98,191.76,210.56,252.56,211.3,209.1,219.76,142.5,195.35,181.46,219.39,178.29,248.72,206.55,189.62,184.64,200.03,197.5,199.67,214.23,195.71,217.91,,,26,965,0,25.23,
08.12.21 09:36:22,2.53,214.6,188.55,191.41,210.93,252.56,210.56,208.74,218.28,141.49,193.55,180.76,218.28,177.94,248.72,205.46,188.55,183.94,200.03,197.86,202.2,214.96,194.99,215.33,,,26,965,0,25.26,
08.12.21 09:36:37,2.78,214.96,187.49,190.69,209.47,252.56,209.47,206.55,217.54,141.83,193.55,178.29,217.91,177.59,247.57,205.46,188.2,184.29,199.67,197.86,202.92,216.07,191.76,214.6,,,26,965,0,25.28,
08.12.21 09:36:52,3.03,214.6,185.71,189.98,208.37,252.56,211.66,204.01,217.91,141.15,192.48,176.88,217.91,177.24,248.72,204.73,187.13,183.58,200.75,197.5,202.2,216.43,187.13,213.13,,,26,965,0,25.29,
08.12.21 09:37:07,3.28,214.96,184.64,189.62,208.37,251.79,208.37,201.47,217.17,140.82,191.05,174.43,216.8,175.48,247.57,203.64,184.64,182.52,199.3,197.14,201.11,216.07,183.94,211.66,,,26,965,0,25.3,
08.12.21 09:37:22,3.53,215.33,183.58,188.91,206.92,251.79,205.46,201.11,216.07,138.8,191.05,173.03,215.7,175.83,248.34,202.56,182.17,182.87,200.75,197.14,201.11,215.7,178.29,209.83,,,26,965,0,25.32,
08.12.21 09:37:37,3.78,215.33,183.23,187.84,206.55,251.4,203.28,198.58,217.17,135.79,190.69,171.63,214.6,176.18,247.57,201.83,179.7,181.81,199.67,197.5,201.11,216.43,176.18,208.01,,,26,965,0,25.33,
08.12.21 09:37:52,4.03,214.6,182.17,187.13,206.92,251.02,201.47,196.42,216.8,134.79,188.55,170.59,214.23,176.18,247.57,202.2,176.53,180.76,200.03,196.78,202.56,216.8,175.13,208.37,,,26,965,0,25.34,
08.12.21 09:38:07,4.28,214.6,180.76,186.42,206.92,251.4,199.3,193.55,214.96,132.79,187.84,168.85,213.13,175.83,247.19,200.75,173.03,179.35,199.67,196.78,201.47,215.33,169.2,207.28,,,26,965,0,25.36,
08.12.21 09:38:22,4.53,214.23,179.7,185,206.19,251.02,197.14,191.41,214.23,130.8,186.77,167.11,212.76,174.78,247.57,199.3,170.59,178.29,198.58,196.06,199.67,215.7,167.46,206.19,,,26,965,0,25.36,
08.12.21 09:38:37,4.78,214.23,180.05,184.29,204.37,251.4,193.55,189.27,215.33,130.8,185.35,166.07,212.76,174.78,246.81,200.39,168.5,177.24,199.67,196.78,197.86,216.43,162.96,204.01,,,26,965,0,25.36,
08.12.21 09:38:52,5.03,214.23,179.35,183.23,204.01,250.25,189.98,187.13,213.86,128.81,183.58,163.65,212.03,174.78,247.57,200.03,167.11,175.83,200.39,194.99,193.19,215.7,162.61,203.28,,,26,965,0,25.4,
08.12.21 09:39:07,5.28,214.6,177.94,182.87,203.64,251.4,189.98,186.06,213.86,127.48,183.58,162.96,210.93,175.83,246.43,198.94,166.07,175.48,199.67,194.27,193.19,214.6,160.89,202.56,,,26,965,0,25.4,
08.12.21 09:39:22,5.53,213.49,176.88,181.81,202.2,251.4,189.62,185,213.49,128.48,182.17,163.3,210.2,177.24,247.95,198.22,165.38,174.78,199.3,194.99,191.41,215.33,156.42,201.47,,,26,965,0,25.41,
08.12.21 09:39:37,5.78,214.6,175.83,180.76,202.2,251.02,191.05,183.58,212.76,128.81,181.81,162.27,210.56,180.4,247.19,198.22,165.38,175.13,200.03,194.63,190.33,215.33,154.03,200.39,,,26,965,0,25.43,
08.12.21 09:39:52,6.03,213.13,174.78,179.35,201.11,251.02,188.2,182.87,212.76,127.82,180.76,162.61,209.1,176.88,247.95,196.06,165.38,174.43,198.94,193.91,191.05,215.7,153.69,199.3,,,26,965,0,25.43,
08.12.21 09:40:07,6.28,213.49,174.08,177.94,200.03,251.02,180.76,182.17,212.39,127.48,179.7,161.92,208.01,169.54,247.19,195.35,165.03,173.73,198.94,193.19,192.48,215.7,149.26,198.58,,,26,965,0,25.46,
08.12.21 09:40:22,6.53,212.39,171.29,176.53,200.03,249.49,178.99,180.76,211.66,126.82,177.59,161.58,208.01,169.54,246.81,194.27,163.65,171.29,198.58,191.76,193.19,214.23,147.23,197.5,,,26,965,0,25.47,
08.12.21 09:40:37,6.78,212.39,170.94,175.48,198.94,249.87,178.64,179.35,212.03,126.82,177.24,161.23,208.01,167.46,247.57,193.19,163.3,169.2,198.58,191.76,193.19,214.23,144.86,197.5,,,26,965,0,25.47,
08.12.21 09:40:52,7.03,212.03,170.24,173.38,198.22,251.4,177.59,177.59,211.3,126.16,176.88,161.23,206.19,165.72,247.57,192.84,162.96,169.54,198.58,190.33,190.33,214.96,141.15,197.5,,,26,965,0,25.47,
08.12.21 09:41:07,7.28,210.93,169.54,171.98,196.78,249.87,176.18,176.53,210.93,125.83,174.43,160.89,205.82,164.69,246.04,191.05,161.23,167.46,196.78,189.98,188.2,214.6,137.8,196.42,,,26,965,0,25.48,
08.12.21 09:41:22,7.53,210.2,169.2,170.24,196.42,249.87,175.83,174.78,210.2,125.17,173.73,159.86,204.37,163.3,246.04,191.05,159.86,167.11,196.42,188.55,188.55,213.86,135.13,196.78,,,26,965,0,25.51,
08.12.21 09:41:37,7.78,208.74,169.2,167.81,195.35,248.72,173.38,174.08,209.47,123.53,171.63,158.48,204.37,161.92,246.81,190.33,157.45,166.76,196.42,187.84,187.84,214.6,133.79,194.63,,,26,965,0,25.51,
08.12.21 09:41:52,8.03,208.01,167.81,165.38,194.27,249.87,173.03,172.33,210.2,122.54,170.94,158.48,203.28,162.27,246.81,189.62,155.06,164.69,195.71,187.49,187.84,213.86,132.13,194.99,,,26,965,0,25.53,
08.12.21 09:42:08,8.3,206.92,168.15,164.34,193.91,249.1,171.63,171.98,208.74,120.57,169.89,157.11,202.92,161.58,246.81,187.84,152.32,161.92,194.99,186.06,187.84,214.6,131.46,194.27,,,26,965,0,25.53,
08.12.21 09:42:23,8.55,206.55,168.15,161.58,192.48,249.49,169.54,170.59,209.47,119.59,168.5,155.4,202.56,159.51,245.28,186.77,149.26,158.48,194.27,184.64,186.42,213.86,130.47,193.55,,,26,965,0,25.54,
08.12.21 09:42:38,8.8,204.73,167.81,159.51,191.76,249.1,167.46,169.2,208.01,119.59,167.46,154.71,202.56,158.14,246.04,184.64,147.57,156.77,194.63,189.27,186.06,213.86,129.14,192.12,,,26,965,0,25.54,
08.12.21 09:42:53,9.05,204.01,167.11,156.77,190.69,249.1,167.46,167.46,207.64,117.95,166.07,153.35,201.47,158.14,246.43,182.87,145.54,156.08,192.48,181.11,184.64,213.49,129.8,191.41,,,26,965,0,25.55,
08.12.21 09:43:08,9.3,202.92,168.15,155.74,190.69,249.49,167.81,166.42,206.92,118.61,165.38,152.67,201.83,157.8,246.43,181.11,145.2,157.11,192.84,180.05,183.94,212.76,128.15,190.69,,,26,965,0,25.57,
08.12.21 09:43:23,9.55,201.47,166.76,153.01,189.27,248.34,167.81,164.34,206.92,119.26,163.99,150.62,201.11,154.71,244.9,179.35,144.52,155.4,192.48,178.64,183.23,213.49,128.48,189.62,,,26,965,0,25.58,
08.12.21 09:43:38,9.8,200.39,166.76,150.62,187.49,247.95,165.38,162.27,206.92,114.69,161.92,149.26,200.03,153.69,245.66,177.59,142.5,156.08,191.76,176.88,183.94,213.49,126.16,187.84,,,26,965,0,25.59,
08.12.21 09:43:53,10.05,198.94,166.42,148.58,186.06,248.34,162.61,163.3,205.1,112.41,160.2,148.25,198.58,152.67,246.04,176.88,140.82,155.06,190.69,175.48,184.64,212.03,125.17,187.84,,,26,965,0,25.59,
08.12.21 09:44:08,10.3,198.22,166.42,146.21,186.06,248.34,161.92,161.58,205.46,109.5,159.86,147.91,198.94,151.98,245.66,176.18,139.14,154.37,190.33,174.43,183.94,212.39,123.86,185.71,,,26,965,0,25.61,
08.12.21 09:44:23,10.55,196.42,165.72,144.52,184.29,247.95,160.2,159.86,204.01,108.53,158.48,146.89,199.3,153.35,245.28,175.83,137.46,150.62,189.62,171.98,181.81,212.39,121.55,183.23,,,26,965,0,25.61,
08.12.21 09:44:38,10.8,194.63,164.69,142.16,182.17,246.81,158.14,157.8,204.01,107.24,157.45,145.88,197.86,154.03,244.9,175.13,135.79,148.92,188.55,170.24,178.29,211.3,117.63,180.76,,,26,965,0,25.63,
08.12.21 09:44:53,11.05,193.91,165.03,141.15,182.87,247.19,156.42,157.45,202.92,108.21,156.42,146.55,198.58,154.71,246.43,175.83,134.12,146.55,189.98,168.5,177.94,210.93,115.99,178.64,,,26,965,0,25.63,
08.12.21 09:45:08,11.3,191.76,164.69,139.14,180.4,248.34,155.4,157.11,203.28,104.02,154.71,145.88,197.86,147.23,244.9,175.13,132.13,144.19,188.55,167.11,175.48,211.3,115.99,179.7,,,26,965,0,25.65,
08.12.21 09:45:23,11.55,189.98,164.69,137.8,180.05,247.19,155.06,156.77,202.56,100.49,153.01,147.57,197.14,145.2,245.28,175.48,132.13,139.48,188.91,166.07,176.18,211.66,117.63,178.29,,,26,965,0,25.65,
08.12.21 09:45:38,11.8,189.27,164.34,134.79,178.64,247.19,154.71,156.08,200.75,98.89,153.35,146.89,196.78,147.57,246.04,175.13,128.48,133.46,187.49,163.65,175.48,211.3,116.97,178.64,,,26,965,0,25.65,
08.12.21 09:45:53,12.05,186.42,164.34,133.79,177.59,247.19,155.4,156.42,201.83,98.89,149.94,146.55,196.78,144.19,244.52,175.83,129.8,133.13,186.42,162.96,176.88,211.3,119.59,178.29,,,26,965,0,25.68,
08.12.21 09:46:08,12.3,183.23,169.54,133.13,176.88,245.66,155.74,154.37,201.47,99.53,149.26,146.21,196.42,137.46,245.28,175.48,128.81,132.46,186.06,162.27,175.13,212.03,120.24,175.83,,,26,965,0,25.68,
08.12.21 09:46:23,12.55,180.05,169.89,131.79,176.53,246.81,156.08,154.37,200.75,101.77,148.25,142.16,196.42,133.13,245.28,176.18,128.48,131.79,186.06,161.23,174.78,210.56,119.92,170.94,,,26,965,0,25.68,
08.12.21 09:46:38,12.8,176.53,163.3,130.13,175.13,246.43,154.37,152.67,200.39,101.45,147.23,139.14,196.06,130.13,244.9,176.18,127.82,126.82,185.71,158.14,175.48,210.93,121.23,168.5,,,26,965,0,25.68,
08.12.21 09:46:53,13.05,173.38,160.2,128.48,173.38,246.04,152.32,150.62,198.22,99.85,144.86,134.79,195.35,129.14,244.14,175.48,126.82,123.2,184.64,155.4,173.03,209.47,121.23,166.76,,,26,965,0,25.69,
08.12.21 09:47:08,13.3,171.29,158.14,127.15,171.98,246.04,150.62,150.28,198.22,97.3,143.85,132.13,194.99,128.48,244.14,175.13,126.16,122.54,183.94,153.69,173.03,211.3,122.21,163.99,,,26,965,0,25.71,
08.12.21 09:47:23,13.55,168.5,156.77,125.17,170.94,245.28,147.91,148.58,196.42,95.39,142.84,130.47,194.63,129.47,244.52,174.08,124.51,120.24,183.94,150.96,171.63,210.2,121.55,162.61,,,26,965,0,25.71,
08.12.21 09:47:38,13.8,167.46,155.74,123.86,169.2,245.28,146.21,147.57,196.78,94.12,140.82,128.15,193.91,127.15,244.14,173.73,123.53,116.32,182.52,148.58,170.94,210.56,119.59,159.86,,,26,965,0,25.74,
08.12.21 09:47:53,14.05,166.07,153.69,122.54,167.46,244.52,143.85,146.21,195.35,91.9,139.14,126.49,193.55,124.19,243.38,170.94,123.2,115.02,181.81,146.21,170.94,210.56,118.28,159.17,,,26,965,0,25.74,
08.12.21 09:48:08,14.3,164.34,153.35,121.23,166.76,245.28,142.16,146.21,194.63,92.85,138.8,128.81,192.48,120.57,243.38,170.94,120.9,116.97,180.4,142.5,170.24,211.3,117.95,156.77,,,26,965,0,25.75,
08.12.21 09:48:23,14.55,163.99,152.32,119.59,165.38,245.28,138.47,144.86,193.19,94.12,136.46,121.23,193.19,116.97,243.38,169.2,118.28,111.44,180.4,139.81,169.2,212.39,113.39,155.74,,,26,965,0,25.76,
08.12.21 09:48:38,14.8,162.27,152.32,118.28,163.3,244.14,133.46,143.51,192.48,94.12,135.46,118.28,192.48,116.65,243.76,167.11,116.65,110.47,180.05,137.8,169.54,212.39,110.79,154.37,,,26,965,0,25.76,
08.12.21 09:48:53,15.05,160.89,151.64,116.65,161.92,243.38,130.8,143.51,191.41,95.71,133.79,114.69,190.69,112.74,243,164.69,114.69,108.85,178.99,135.46,168.15,212.03,110.79,151.98,,,26,965,0,25.78,
08.12.21 09:49:08,15.3,159.51,150.62,115.67,161.23,244.14,130.13,142.5,189.62,92.53,132.79,112.74,191.41,113.71,243.38,162.96,112.74,108.53,177.94,134.12,168.15,211.66,109.82,150.96,,,26,965,0,25.78,
08.12.21 09:49:23,15.55,157.8,150.62,114.36,159.17,243.38,128.48,140.82,188.55,89.69,131.46,110.47,190.69,113.39,243.38,161.92,110.15,109.18,176.88,133.13,167.11,210.93,109.18,148.58,,,26,965,0,25.78,
08.12.21 09:49:38,15.8,156.08,149.94,113.06,156.77,244.52,127.82,140.15,187.49,96.34,130.13,108.85,189.98,112.09,244.14,160.55,107.88,108.21,177.24,131.13,165.38,211.3,109.5,145.54,,,26,965,0,25.79,
08.12.21 09:49:53,16.05,154.71,149.94,111.77,155.06,243.76,127.15,138.8,186.42,99.53,128.15,107.24,189.62,115.99,243.38,161.92,105.3,108.21,175.13,127.48,166.07,210.93,109.5,142.84,,,26,965,0,25.8,
08.12.21 09:50:08,16.3,152.67,148.58,109.82,152.32,243,126.16,137.13,185,96.98,127.48,107.88,188.2,111.77,242.62,159.86,104.02,107.56,174.43,124.19,165.38,210.56,108.21,140.15,,,26,965,0,25.79,
08.12.21 09:50:23,16.55,151.64,147.57,107.88,150.96,242.62,124.84,135.46,184.64,91.58,127.15,110.47,188.55,107.88,243,161.58,102.41,107.56,175.13,123.53,163.65,209.47,108.21,140.15,,,26,965,0,25.82,
08.12.21 09:50:38,16.8,146.89,146.55,106.27,149.26,242.62,124.19,133.46,183.58,92.22,124.19,111.12,187.13,102.73,242.62,160.89,100.49,106.92,173.38,121.55,162.96,210.93,108.21,138.13,,,26,965,0,25.82,
08.12.21 09:50:53,17.05,144.86,146.89,105.3,148.58,243.38,124.19,132.46,182.87,89.06,124.51,111.12,188.2,103.7,243.38,162.96,99.53,108.85,173.03,121.23,163.3,210.93,107.88,137.8,,,26,965,0,25.83,
08.12.21 09:51:08,17.3,141.15,144.86,102.41,145.88,241.48,121.88,130.47,181.11,85.91,122.54,107.88,186.06,102.09,242.62,161.58,96.66,107.56,173.03,119.59,161.23,209.1,105.63,134.46,,,26,965,0,25.83,
08.12.21 09:51:23,17.55,138.47,144.52,100.49,144.86,242.24,121.55,128.81,180.05,86.85,121.55,106.59,186.06,99.85,242.24,162.27,96.66,106.27,172.33,116.65,159.86,210.2,106.59,131.13,,,26,965,0,25.83,
08.12.21 09:51:38,17.8,136.46,143.85,98.26,142.84,242.62,120.24,127.82,178.99,83.4,120.24,104.34,185.71,96.66,241.86,161.92,94.12,105.95,171.29,115.02,158.48,210.93,105.3,127.15,,,26,965,0,25.85,
08.12.21 09:51:53,18.05,133.79,142.16,96.66,140.82,241.48,119.92,126.16,177.94,79.65,118.93,100.81,183.94,96.34,241.1,160.55,92.85,104.02,170.94,114.69,157.11,211.3,104.02,126.82,,,26,965,0,25.86,
08.12.21 09:52:08,18.3,132.13,141.49,96.03,139.81,241.86,118.93,125.5,177.59,75.91,117.3,99.21,183.58,96.34,241.48,161.23,91.27,104.34,170.59,113.06,157.11,210.2,104.34,125.5,,,26,965,0,25.86,
08.12.21 09:52:23,18.55,129.47,140.48,94.12,136.8,241.86,118.61,124.51,175.83,75.91,115.34,95.71,183.58,95.71,241.1,160.2,88.74,104.34,168.85,111.77,155.06,209.47,102.73,125.5,,,26,965,0,25.86,
08.12.21 09:52:38,18.8,127.15,139.81,93.48,134.79,241.86,117.95,123.2,175.13,72.51,114.36,93.17,183.23,95.71,240.34,160.55,87.79,105.3,168.5,108.85,154.37,210.56,101.13,124.84,,,26,965,0,25.88,
08.12.21 09:52:53,19.05,126.16,138.8,92.22,131.79,241.1,116.97,122.54,173.73,73.43,112.41,90,182.52,95.07,240.34,159.86,84.65,107.24,166.76,109.18,150.96,209.83,98.26,123.53,,,26,965,0,25.9,
08.12.21 09:53:08,19.3,125.83,138.13,91.27,130.47,241.1,115.99,121.88,173.03,70.65,110.47,89.37,182.17,95.07,240.72,160.55,83.71,109.18,166.42,107.56,148.58,209.47,97.62,123.2,,,26,965,0,25.89,
