Measurement Name :,20211208_Run2_Pacu_710_8C,,Generated On :,"08/12/2021, 09:54:57",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.12.21 09:34:37,0.78,330.27,382.75,346.08,413.65,411,368.49,387.31,399.77,319.61,388.62,364.63,307.17,366.56,382.75,367.2,366.56,404.38,478.75,420.97,391.89,406.36,356.29,342.27,,,8,965,0,13.84,
08.12.21 09:34:52,1.03,328.38,380.15,343.54,413.65,409.01,366.56,384.7,397.14,317.74,386.01,363.34,304.69,362.06,379.5,363.98,365.27,403.72,476.67,417.64,389.27,405.04,354.37,340.37,,,8,965,0,13.81,
08.12.21 09:35:07,1.28,325.25,378.2,341.64,411,408.35,364.63,382.1,393.85,314,385.35,360.13,303.45,358.21,376.9,362.06,363.34,401.08,474.6,414.32,387.97,403.06,351.81,337.84,,,8,965,0,13.75,
08.12.21 09:35:22,1.53,323.37,375.6,342.27,410.33,406.36,362.06,379.5,391.89,312.75,386.01,359.49,302.22,356.29,374.31,360.77,362.7,401.08,473.91,412.32,387.31,402.4,355.01,335.94,,,8,965,0,13.7,
08.12.21 09:35:37,1.78,320.86,373.66,341,408.35,404.38,360.77,378.2,389.93,310.27,382.1,355.65,298.51,355.01,372.37,358.85,360.77,399.11,473.22,409.67,384.7,399.77,351.81,334.05,,,8,965,0,13.64,
08.12.21 09:35:52,2.03,318.99,373.01,341,406.36,403.06,358.85,375.6,387.97,309.03,379.5,354.37,298.51,352.45,371.08,356.93,358.21,399.77,472.53,407.02,383.4,398.45,350.54,331.53,,,8,965,0,13.59,
08.12.21 09:36:07,2.28,316.49,370.43,341,405.04,400.43,358.21,372.37,386.01,307.17,376.25,352.45,296.05,351.18,369.14,354.37,357.57,397.79,471.15,405.04,381.45,397.14,347.99,329.64,,,8,965,0,13.54,
08.12.21 09:36:22,2.53,315.87,369.14,339.11,403.06,399.77,355.65,371.08,384.05,304.07,372.37,351.18,294.82,349.26,367.85,352.45,354.37,396.48,470.46,401.74,380.15,395.82,346.72,327.76,,,8,965,0,13.47,
08.12.21 09:36:37,2.78,313.38,367.2,336.58,403.72,397.14,353.73,369.14,380.8,302.22,369.78,347.99,292.36,347.35,363.98,350.54,352.45,393.85,469.08,399.77,378.2,393.2,343.54,325.25,,,8,965,0,13.43,
08.12.21 09:36:52,3.03,312.13,367.2,334.68,403.72,395.82,353.73,366.56,380.15,299.13,368.49,346.72,291.14,346.72,363.98,348.63,351.81,391.23,469.08,398.45,377.55,392.54,340.37,323.37,,,8,965,0,13.36,
08.12.21 09:37:07,3.28,310.89,363.34,332.79,399.77,395.82,351.18,365.27,378.85,298.51,365.92,344.81,289.91,345.45,362.7,346.72,349.9,391.23,468.4,394.51,375.6,391.89,340.37,321.49,,,8,965,0,13.34,
08.12.21 09:37:22,3.53,310.27,363.34,329.64,398.45,393.85,349.9,363.98,376.25,296.67,362.06,343.54,287.46,342.27,360.77,344.18,347.99,389.27,466.33,392.54,373.66,389.93,337.84,319.61,,,8,965,0,13.27,
08.12.21 09:37:37,3.78,306.55,360.77,328.38,397.79,391.23,349.26,362.06,374.31,294.82,360.13,341,285.63,342.27,358.85,342.91,346.08,386.66,466.33,390.58,371.72,387.97,335.31,318.36,,,8,965,0,13.22,
08.12.21 09:37:52,4.03,305.31,360.13,325.87,396.48,390.58,348.63,360.13,372.37,292.98,357.57,340.37,285.01,340.37,356.93,340.37,344.18,385.35,464.96,388.62,370.43,386.01,333.42,317.74,,,8,965,0,13.16,
08.12.21 09:38:07,4.28,304.69,358.85,325.25,395.17,389.27,347.35,359.49,370.43,291.14,356.29,337.21,283.79,339.11,355.65,339.11,343.54,382.75,464.27,387.97,368.49,385.35,330.9,315.87,,,8,965,0,13.11,
08.12.21 09:38:22,4.53,302.22,357.57,323.37,393.2,388.62,348.63,358.21,369.14,289.91,354.37,335.94,281.96,338.47,355.01,336.58,341.64,381.45,463.59,385.35,366.56,384.7,328.38,314.62,,,8,965,0,13.06,
08.12.21 09:38:37,4.78,302.22,355.01,322.11,392.54,387.97,347.35,355.65,366.56,288.07,353.73,334.05,280.74,336.58,353.09,334.05,340.37,379.5,462.9,384.05,364.63,381.45,326.5,313.38,,,8,965,0,13.02,
08.12.21 09:38:52,5.03,300.98,355.65,320.86,391.89,387.31,347.35,353.09,365.27,287.46,352.45,334.05,279.53,334.68,352.45,334.68,339.74,378.2,462.22,382.75,363.34,382.1,325.87,312.13,,,8,965,0,12.97,
08.12.21 09:39:07,5.28,300.36,354.37,318.99,389.93,385.35,347.35,353.09,363.98,285.01,349.9,331.53,277.7,332.79,349.9,331.53,337.84,376.25,461.53,380.15,362.7,380.8,323.99,310.89,,,8,965,0,12.91,
08.12.21 09:39:22,5.53,297.9,353.09,315.87,389.93,384.7,346.08,351.18,361.41,284.4,348.63,330.27,275.27,332.16,348.63,329.64,336.58,373.66,461.53,380.8,359.49,378.85,322.11,308.41,,,8,965,0,12.88,
08.12.21 09:39:37,5.78,297.28,351.18,313.38,388.62,384.05,346.08,349.26,360.77,283.18,347.35,329.01,275.27,331.53,347.99,329.01,335.94,373.01,460.85,379.5,360.13,378.2,321.49,306.55,,,8,965,0,12.82,
08.12.21 09:39:52,6.03,294.82,350.54,312.13,387.31,383.4,346.08,347.35,358.85,281.35,345.45,328.38,274.06,330.9,347.35,327.13,334.68,371.72,459.48,378.2,357.57,377.55,318.99,305.31,,,8,965,0,12.75,
08.12.21 09:40:07,6.28,293.59,350.54,309.65,386.01,382.1,345.45,346.08,356.93,280.74,344.18,326.5,273.45,329.01,346.08,325.25,333.42,370.43,460.16,375.6,356.29,376.25,317.11,304.69,,,8,965,0,12.72,
08.12.21 09:40:22,6.53,292.36,348.63,307.79,384.7,381.45,344.18,345.45,356.29,279.53,343.54,325.87,271.63,327.76,344.81,324.62,332.16,367.85,459.48,374.96,353.73,374.96,316.49,302.22,,,8,965,0,12.68,
08.12.21 09:40:37,6.78,291.14,347.99,305.31,385.35,381.45,342.91,343.54,354.37,277.7,342.27,323.99,271.03,327.13,343.54,323.99,330.9,367.2,458.8,374.31,353.09,375.6,313.38,301.6,,,8,965,0,12.63,
08.12.21 09:40:52,7.03,288.68,346.08,304.07,383.4,378.85,341,341.64,352.45,275.27,340.37,321.49,269.21,324.62,342.91,321.49,330.27,365.27,458.11,372.37,351.81,372.37,312.13,299.75,,,8,965,0,12.57,
08.12.21 09:41:07,7.28,288.07,344.81,301.6,381.45,379.5,341,340.37,350.54,275.27,338.47,320.86,267.4,324.62,341,320.24,329.64,363.34,458.11,371.72,351.81,371.72,310.89,299.13,,,8,965,0,12.56,
08.12.21 09:41:22,7.53,284.4,342.91,300.36,380.15,378.2,339.74,339.74,348.63,273.45,337.84,320.24,266.19,322.11,339.74,319.61,327.76,362.7,456.75,370.43,348.63,372.37,309.65,296.05,,,8,965,0,12.49,
08.12.21 09:41:37,7.78,282.57,344.18,299.13,381.45,376.25,339.74,337.84,347.99,272.84,337.21,318.99,266.19,322.74,339.11,318.36,326.5,361.41,456.75,369.78,347.35,370.43,308.41,296.05,,,8,965,0,12.45,
08.12.21 09:41:52,8.03,280.74,341,297.28,380.15,377.55,338.47,336.58,346.08,271.03,335.31,317.74,264.38,321.49,337.21,317.74,325.87,359.49,456.75,368.49,346.08,369.14,306.55,294.21,,,8,965,0,12.41,
08.12.21 09:42:08,8.3,277.7,341,294.82,378.2,375.6,335.94,334.05,343.54,269.21,334.68,315.87,262.58,320.24,336.58,315.87,323.99,358.21,455.38,367.85,344.81,369.14,304.69,292.36,,,8,965,0,12.36,
08.12.21 09:42:23,8.55,277.09,340.37,294.21,378.2,376.9,335.94,334.05,342.27,269.21,334.05,314.62,261.97,319.61,336.58,315.87,323.37,357.57,456.06,367.2,343.54,369.14,304.07,291.14,,,8,965,0,12.34,
08.12.21 09:42:38,8.8,275.27,339.11,293.59,376.9,375.6,335.94,332.79,341,268.61,332.79,315.24,260.77,318.36,334.68,315.24,323.37,355.65,455.38,366.56,342.91,368.49,302.22,289.91,,,8,965,0,12.29,
08.12.21 09:42:53,9.05,272.24,336.58,292.98,374.96,374.96,334.68,330.9,339.11,267.4,330.9,311.51,260.17,317.11,332.79,313.38,321.49,354.37,454.7,365.27,340.37,366.56,299.75,288.07,,,8,965,0,12.24,
08.12.21 09:43:08,9.3,271.03,337.21,291.75,374.31,374.31,332.79,329.64,337.84,265.59,330.27,310.27,258.97,315.87,333.42,311.51,321.49,353.09,454.02,363.98,340.37,365.27,299.13,287.46,,,8,965,0,12.2,
08.12.21 09:43:23,9.55,269.21,335.94,292.36,373.66,374.31,332.79,327.13,335.94,264.38,329.01,309.03,258.97,315.24,332.79,311.51,318.99,352.45,454.02,362.7,339.11,366.56,298.51,285.63,,,8,965,0,12.16,
08.12.21 09:43:38,9.8,267.4,334.05,291.14,371.08,372.37,330.9,326.5,334.05,262.58,327.76,307.17,257.17,313.38,330.27,310.89,318.36,349.9,452.65,362.06,335.94,364.63,296.05,283.79,,,8,965,0,12.13,
08.12.21 09:43:53,10.05,265.59,334.05,290.52,371.08,373.01,330.9,324.62,334.05,263.18,327.76,305.31,256.57,312.75,329.64,309.03,317.74,347.99,451.97,360.13,336.58,363.34,294.82,281.35,,,8,965,0,12.07,
08.12.21 09:44:08,10.3,263.78,332.79,291.14,369.78,371.72,330.27,322.74,331.53,260.17,325.87,304.69,255.37,310.89,327.76,307.79,317.11,346.08,451.97,358.85,335.31,363.34,293.59,280.13,,,8,965,0,12.06,
08.12.21 09:44:23,10.55,262.58,332.16,291.14,369.14,372.37,330.27,322.74,330.9,260.77,325.25,304.07,254.77,309.65,328.38,306.55,316.49,345.45,451.29,358.85,333.42,362.06,291.75,278.31,,,8,965,0,12,
08.12.21 09:44:38,10.8,261.97,332.16,292.36,368.49,372.37,330.27,320.86,328.38,260.17,325.25,302.83,253.57,310.27,327.76,305.93,315.87,344.18,451.29,357.57,332.79,362.06,291.75,276.49,,,8,965,0,11.97,
08.12.21 09:44:53,11.05,259.57,329.01,292.98,367.2,371.08,328.38,318.99,327.76,257.17,323.37,300.36,254.17,308.41,325.87,303.45,314,342.91,450.61,356.29,331.53,360.13,291.14,275.27,,,8,965,0,11.93,
08.12.21 09:45:08,11.3,260.77,329.64,296.05,366.56,371.08,329.64,318.36,326.5,257.17,322.74,300.36,252.97,307.79,326.5,302.83,314,342.27,451.29,355.01,331.53,362.06,289.91,272.84,,,8,965,0,11.89,
08.12.21 09:45:23,11.55,258.97,328.38,296.05,365.27,371.08,328.38,318.36,323.99,255.37,322.11,297.9,252.38,307.17,324.62,299.75,312.13,339.74,451.29,354.37,329.64,359.49,288.07,272.24,,,8,965,0,11.86,
08.12.21 09:45:38,11.8,257.77,327.76,297.9,363.98,369.78,327.13,316.49,323.37,254.77,320.86,297.28,251.18,305.31,323.99,300.36,311.51,339.11,449.25,352.45,329.01,359.49,288.07,270.42,,,8,965,0,11.82,
08.12.21 09:45:53,12.05,256.57,327.76,298.51,363.34,369.78,328.38,315.87,322.74,254.77,319.61,296.67,251.78,305.31,323.37,299.13,310.89,336.58,449.93,352.45,327.13,358.21,285.63,269.21,,,8,965,0,11.79,
08.12.21 09:46:08,12.3,257.77,325.87,299.75,362.06,369.78,327.76,315.24,320.86,251.78,318.99,294.82,250.58,304.07,322.74,297.28,309.65,336.58,449.93,350.54,325.87,358.85,285.63,268,,,8,965,0,11.74,
08.12.21 09:46:23,12.55,255.37,325.87,299.75,361.41,370.43,327.76,314,320.24,250.58,317.74,293.59,249.39,302.22,320.86,296.05,309.03,335.31,449.93,349.9,324.62,358.21,283.79,266.8,,,8,965,0,11.72,
08.12.21 09:46:38,12.8,255.37,323.37,299.75,360.77,369.14,327.13,313.38,318.99,251.18,317.11,292.36,248.79,302.22,320.24,293.59,308.41,334.05,449.25,348.63,323.99,357.57,283.79,264.38,,,8,965,0,11.68,
08.12.21 09:46:53,13.05,255.37,322.74,300.36,358.85,369.14,326.5,312.13,318.36,249.99,316.49,292.36,248.79,300.98,319.61,293.59,307.79,333.42,448.57,347.99,322.74,356.93,281.96,263.18,,,8,965,0,11.65,
08.12.21 09:47:08,13.3,255.37,322.74,300.98,358.85,369.14,325.87,312.13,317.11,248.2,316.49,291.14,247.6,300.98,318.36,292.36,305.93,331.53,449.25,347.35,322.11,356.93,280.74,263.18,,,8,965,0,11.63,
08.12.21 09:47:23,13.55,254.17,321.49,301.6,357.57,367.85,324.62,310.89,316.49,247.6,314.62,289.3,247,298.51,318.36,290.52,305.31,330.9,447.9,345.45,319.61,356.29,280.13,260.77,,,8,965,0,11.59,
08.12.21 09:47:38,13.8,254.17,319.61,301.6,356.93,367.85,323.99,309.03,314,247,314.62,289.3,245.22,297.9,317.74,289.3,303.45,329.64,447.22,344.81,318.99,355.01,278.92,259.57,,,8,965,0,11.56,
08.12.21 09:47:53,14.05,254.17,319.61,300.98,355.65,368.49,324.62,309.03,315.24,245.81,313.38,287.46,246.41,297.28,316.49,288.07,303.45,327.76,448.57,344.81,318.99,354.37,278.31,258.97,,,8,965,0,11.54,
08.12.21 09:48:08,14.3,253.57,318.99,302.22,355.01,367.2,323.99,308.41,312.75,245.22,312.13,286.24,245.22,296.67,315.87,286.24,302.83,326.5,446.54,343.54,317.74,354.37,276.49,257.17,,,8,965,0,11.48,
08.12.21 09:48:23,14.55,253.57,317.74,301.6,354.37,367.85,323.37,306.55,312.13,244.62,312.13,285.63,244.03,294.21,315.24,286.85,302.83,325.25,447.22,341.64,317.11,353.73,275.88,255.37,,,8,965,0,11.45,
08.12.21 09:48:38,14.8,254.17,317.74,301.6,353.09,367.85,323.37,307.17,310.27,242.84,310.89,285.01,243.43,294.82,314.62,284.4,300.36,323.99,446.54,341,314,352.45,274.66,253.57,,,8,965,0,11.43,
08.12.21 09:48:53,15.05,253.57,315.24,300.36,352.45,366.56,320.86,306.55,310.89,242.24,309.65,283.18,243.43,292.36,312.75,284.4,299.75,322.11,445.86,339.74,314.62,351.81,272.24,252.38,,,8,965,0,11.4,
08.12.21 09:49:08,15.3,254.17,315.24,301.6,352.45,366.56,321.49,305.93,309.03,241.65,307.79,283.18,241.65,291.75,312.13,284.4,299.75,320.24,446.54,339.74,312.75,352.45,272.84,251.18,,,8,965,0,11.38,
08.12.21 09:49:23,15.55,254.17,315.24,300.36,351.18,365.92,319.61,305.93,307.79,240.46,308.41,280.74,240.46,291.14,310.89,281.96,297.9,320.24,445.18,337.84,312.13,351.81,272.24,249.99,,,8,965,0,11.34,
08.12.21 09:49:38,15.8,252.97,312.13,300.36,349.9,365.92,319.61,305.31,308.41,239.28,308.41,278.92,241.06,290.52,310.27,281.35,297.28,318.36,445.18,337.84,311.51,350.54,270.42,249.39,,,8,965,0,11.31,
08.12.21 09:49:53,16.05,252.97,312.75,300.36,349.26,364.63,318.36,305.31,306.55,238.68,307.17,278.31,239.87,289.3,310.27,281.35,295.43,317.11,444.5,336.58,309.03,350.54,269.21,247,,,8,965,0,11.27,
08.12.21 09:50:08,16.3,254.17,311.51,299.75,347.35,364.63,317.11,304.69,307.17,237.5,306.55,278.92,240.46,289.3,309.03,278.92,296.05,316.49,445.18,335.31,309.03,349.9,268.61,245.81,,,8,965,0,11.23,
08.12.21 09:50:23,16.55,253.57,310.89,298.51,347.35,363.34,316.49,303.45,305.31,236.91,305.31,277.7,238.68,288.07,307.17,278.92,294.82,314.62,445.18,333.42,307.17,348.63,268,244.62,,,8,965,0,11.22,
08.12.21 09:50:38,16.8,253.57,310.27,298.51,346.72,364.63,315.87,303.45,304.69,236.31,304.69,277.09,239.28,286.24,307.79,278.31,294.21,312.13,444.5,333.42,307.17,349.9,266.8,244.03,,,8,965,0,11.18,
08.12.21 09:50:53,17.05,251.78,309.03,298.51,345.45,364.63,315.87,301.6,304.07,234.54,303.45,275.27,237.5,285.01,306.55,277.7,292.98,310.89,443.83,332.79,305.31,348.63,264.38,241.65,,,8,965,0,11.15,
08.12.21 09:51:08,17.3,252.97,307.79,296.67,344.81,364.63,314,302.22,302.83,234.54,302.83,274.06,236.91,284.4,305.93,277.09,292.36,311.51,443.15,330.9,304.07,348.63,264.38,241.06,,,8,965,0,11.13,
08.12.21 09:51:23,17.55,251.78,305.93,295.43,342.91,363.34,313.38,301.6,302.83,232.77,301.6,273.45,235.72,284.4,304.69,275.27,291.14,309.65,443.15,330.9,302.83,347.35,263.18,239.28,,,8,965,0,11.09,
08.12.21 09:51:38,17.8,252.38,305.93,295.43,342.91,363.34,312.75,299.75,302.22,231.59,300.98,272.84,235.72,283.18,304.69,277.09,289.91,309.03,443.15,329.64,302.83,347.99,261.97,238.68,,,8,965,0,11.07,
08.12.21 09:51:53,18.05,252.38,304.69,294.21,342.27,362.7,312.13,298.51,301.6,230.41,300.98,271.63,234.54,282.57,303.45,275.88,289.3,307.17,442.47,329.01,300.98,346.08,261.37,237.5,,,8,965,0,11.04,
08.12.21 09:52:08,18.3,252.38,303.45,292.36,341.64,360.77,312.13,298.51,300.98,229.23,300.36,271.63,234.54,281.96,303.45,275.27,288.68,306.55,443.15,328.38,300.36,346.08,260.17,237.5,,,8,965,0,11.04,
08.12.21 09:52:23,18.55,250.58,304.69,292.36,339.74,362.06,310.89,296.67,300.98,228.05,298.51,269.82,233.95,280.74,301.6,275.27,288.68,305.31,441.8,326.5,299.13,345.45,258.37,236.31,,,8,965,0,11,
08.12.21 09:52:38,18.8,251.78,302.22,292.36,339.74,361.41,310.27,296.67,300.98,226.88,298.51,268.61,233.36,280.13,300.36,275.88,288.07,304.07,442.47,326.5,297.9,346.08,258.37,233.95,,,8,965,0,10.97,
08.12.21 09:52:53,19.05,251.78,300.98,291.75,339.74,362.06,309.03,296.67,300.36,226.88,297.28,279.53,233.36,279.53,300.36,275.27,286.85,303.45,442.47,325.25,297.28,345.45,257.77,235.13,,,8,965,0,10.93,
08.12.21 09:53:08,19.3,250.58,299.75,289.3,338.47,360.77,307.79,294.21,299.13,226.29,296.05,280.74,231.59,278.92,300.36,274.66,285.01,302.22,441.8,324.62,296.05,344.18,256.57,233.36,,,8,965,0,10.91,
