Measurement Name :,20211208_Run5_Pacu_641_22C,,Generated On :,"08/12/2021, 12:17:43",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
08.12.21 11:58:50,0.28,270.65,268.53,237.26,262.61,264.72,278.33,255.48,266.84,234.39,257.99,271.93,210.57,218.18,220.99,278.76,173.06,274.91,272.35,239.72,275.34,245.5,243.84,260.09,,,22,965,0,23.84,
08.12.21 11:59:05,0.53,270.65,267.68,237.26,262.61,263.46,278.33,254.64,266.84,233.98,257.99,272.35,208.98,214.97,220.59,278.76,171.53,274.49,272.35,238.9,274.91,245.5,244.67,260.51,,,22,965,0,23.84,
08.12.21 11:59:20,0.78,270.65,267.26,236.85,261.77,262.19,277.9,254.64,265.99,232.76,257.57,271.93,207.78,213.37,219.38,278.76,170.38,274.06,271.93,237.26,274.91,246.32,245.5,259.67,,,22,965,0,23.85,
08.12.21 11:59:35,1.03,270.23,265.99,236.44,260.93,260.51,277.9,254.23,265.57,231.94,256.32,271.5,206.59,212.97,218.58,277.9,168.86,274.49,272.35,237.26,274.49,246.32,245.91,258.41,,,22,965,0,23.84,
08.12.21 11:59:50,1.28,270.23,265.99,236.85,259.67,258.83,277.9,253.39,265.15,230.72,255.48,271.08,204.61,212.57,218.18,277.48,167.33,273.63,271.93,233.98,273.63,245.5,246.32,257.99,,,22,965,0,23.85,
08.12.21 12:00:05,1.53,270.23,265.99,236.03,260.09,257.99,277.9,252.56,264.72,229.9,255.06,271.5,203.42,211.37,217.37,278.33,165.81,273.63,271.93,235.21,273.21,246.32,246.74,257.57,,,22,965,0,23.84,
08.12.21 12:00:20,1.78,269.38,264.72,235.62,258.83,256.32,277.05,251.72,263.88,228.68,253.39,270.23,201.84,212.57,216.17,276.62,163.53,273.21,271.5,234.8,271.5,245.5,245.91,255.9,,,22,965,0,23.84,
08.12.21 12:00:35,2.03,268.96,264.3,235.62,257.99,254.64,277.9,251.31,263.04,228.68,252.56,270.65,201.05,211.77,216.17,277.48,162.02,272.78,270.23,231.53,271.93,245.91,246.32,255.9,,,22,965,0,23.84,
08.12.21 12:00:50,2.28,268.96,263.88,235.62,257.57,252.97,277.48,250.89,262.19,228.28,252.14,270.23,199.47,208.18,214.97,276.62,160.51,272.35,271.08,231.13,271.5,245.5,246.74,255.48,,,22,965,0,23.84,
08.12.21 12:01:05,2.53,268.11,263.46,234.8,257.15,251.72,277.05,249.64,262.61,227.47,250.89,269.8,197.9,208.58,214.17,276.19,158.24,271.5,270.23,231.53,271.08,246.32,247.15,254.64,,,22,965,0,23.83,
08.12.21 12:01:20,2.78,267.68,262.19,234.39,255.48,250.06,277.05,248.81,261.35,226.65,250.06,268.53,196.33,206.99,213.37,275.77,155.98,271.08,269.8,228.68,269.8,245.5,246.32,253.81,,,22,965,0,23.83,
08.12.21 12:01:35,3.03,268.11,261.77,234.39,255.06,249.23,276.19,248.4,260.93,226.65,249.64,268.96,194.76,204.61,212.57,275.77,154.86,270.65,269.8,230.31,269.38,245.5,246.74,252.97,,,22,965,0,23.82,
08.12.21 12:01:50,3.28,267.26,261.35,234.39,255.06,247.98,275.34,247.57,260.09,226.65,248.81,268.53,193.97,205.8,211.77,274.91,152.6,270.23,269.38,228.68,268.96,245.08,246.74,252.14,,,22,965,0,23.8,
08.12.21 12:02:05,3.53,266.84,260.09,233.98,253.39,246.32,275.77,247.57,259.67,226.25,247.98,268.11,192.02,203.42,211.37,275.34,151.48,269.8,268.96,227.06,268.53,245.5,245.91,250.89,,,22,965,0,23.78,
08.12.21 12:02:20,3.78,266.41,259.67,233.57,253.39,245.5,275.34,246.74,259.25,226.25,246.74,267.68,191.24,202.63,210.57,274.91,149.61,269.38,268.96,224.63,268.11,245.08,246.74,251.31,,,22,965,0,23.78,
08.12.21 12:02:36,4.05,266.41,259.25,233.98,252.14,244.67,275.77,246.74,258.83,226.25,246.32,267.26,189.29,202.24,210.17,274.91,148.49,269.8,268.53,222.61,266.84,245.08,247.15,250.89,,,22,965,0,23.76,
08.12.21 12:02:51,4.3,265.57,258.83,233.17,252.14,242.61,274.91,245.91,257.57,225.44,245.08,266.84,188.12,200.26,208.98,274.06,146.26,268.96,267.68,220.59,265.99,245.5,247.15,249.64,,,22,965,0,23.77,
08.12.21 12:03:06,4.55,265.57,258.41,232.76,251.31,241.37,274.91,245.5,257.57,224.63,244.67,266.84,186.95,199.87,208.58,274.49,145.51,268.96,267.68,218.58,266.84,245.91,247.98,249.23,,,22,965,0,23.76,
08.12.21 12:03:21,4.8,265.57,257.99,232.76,250.89,240.96,274.91,245.08,257.15,223.82,243.84,265.99,185.4,199.08,208.18,274.06,144.03,268.53,267.68,216.97,266.41,246.32,247.98,249.23,,,22,965,0,23.75,
08.12.21 12:03:36,5.05,264.72,257.15,232.35,249.64,238.49,274.49,244.26,255.9,222.61,243.02,265.99,183.85,197.9,206.99,274.06,141.8,268.11,267.26,215.37,265.57,245.5,247.98,247.98,,,22,965,0,23.73,
08.12.21 12:03:52,5.32,264.3,255.48,232.35,249.23,236.44,273.21,243.02,255.48,221.4,241.78,264.3,182.3,196.33,205.8,273.21,139.95,266.84,266.41,214.17,264.3,245.08,247.15,246.74,,,22,965,0,23.73,
08.12.21 12:04:07,5.57,263.88,255.9,232.76,248.4,236.44,274.06,242.61,255.48,221.4,240.96,265.15,181.52,195.15,206.2,273.63,139.58,267.26,266.84,213.77,264.72,245.5,247.98,247.15,,,22,965,0,23.73,
08.12.21 12:04:22,5.82,263.46,255.48,231.94,247.57,235.21,273.21,242.61,254.64,220.99,240.55,264.72,180.37,194.76,205.01,273.21,137.74,266.41,266.84,212.17,263.88,245.5,247.98,245.91,,,22,965,0,23.71,
08.12.21 12:04:37,6.07,262.61,254.23,231.13,246.74,232.76,273.21,240.96,253.81,219.79,239.31,263.46,178.05,192.8,203.82,271.93,136.26,265.57,265.57,208.58,263.04,244.67,246.74,245.5,,,22,965,0,23.71,
08.12.21 12:04:52,6.32,262.61,254.23,231.53,246.74,231.94,273.21,240.55,253.39,219.38,238.9,263.46,177.28,192.02,203.42,272.78,135.16,265.57,265.99,208.18,262.61,245.08,246.74,244.67,,,22,965,0,23.71,
08.12.21 12:05:07,6.57,262.19,252.97,231.13,245.91,230.72,272.78,239.31,252.56,218.58,237.67,263.04,175.74,190.46,202.24,272.35,133.69,264.72,265.57,208.98,262.19,244.67,246.32,244.26,,,22,965,0,23.71,
08.12.21 12:05:22,6.82,261.77,252.97,231.13,245.08,229.09,272.78,239.31,252.56,218.18,237.26,262.61,174.21,190.07,201.45,272.35,132.59,264.72,265.57,208.98,262.19,243.84,246.32,243.43,,,22,965,0,23.71,
08.12.21 12:05:37,7.07,260.93,252.56,230.31,244.26,228.28,272.78,238.49,252.14,216.97,235.62,262.19,173.06,188.9,200.66,271.93,131.12,263.88,264.72,205.8,261.35,244.26,246.32,243.43,,,22,965,0,23.71,
08.12.21 12:05:52,7.32,260.93,252.14,229.9,243.84,227.06,272.35,237.67,251.31,216.17,235.21,262.19,171.91,188.12,199.08,271.93,129.66,263.88,264.72,204.21,260.93,243.84,246.32,242.19,,,22,965,0,23.69,
08.12.21 12:06:07,7.57,260.51,250.89,229.9,243.43,225.03,272.35,236.03,250.48,214.97,234.39,261.35,170.38,187.34,197.51,271.5,128.56,263.46,264.3,203.42,260.51,243.43,247.15,241.78,,,22,965,0,23.69,
08.12.21 12:06:22,7.82,259.67,250.48,229.9,243.02,223.82,271.93,235.62,249.64,213.77,233.57,260.93,168.86,186.17,196.33,271.08,127.11,262.61,263.88,203.82,259.25,243.02,247.15,240.96,,,22,965,0,23.69,
08.12.21 12:06:37,8.07,259.25,250.06,229.5,242.19,222.2,271.5,234.39,249.23,212.97,232.76,260.93,167.71,185.4,194.37,270.65,125.65,262.61,263.04,204.21,259.25,242.19,247.15,240.13,,,22,965,0,23.69,
08.12.21 12:06:52,8.32,258.83,249.23,229.5,242.19,220.99,271.5,233.98,248.81,211.77,231.94,259.67,165.81,185.01,192.8,269.38,124.56,261.77,263.04,203.82,258.83,242.19,247.98,239.31,,,22,965,0,23.68,
08.12.21 12:07:07,8.57,258.41,248.81,229.09,240.96,219.79,271.08,232.76,248.4,210.57,231.53,259.25,164.67,184.62,192.02,268.96,123.47,261.77,262.61,201.84,257.99,243.02,247.57,239.31,,,22,965,0,23.66,
08.12.21 12:07:22,8.82,257.57,248.4,229.09,240.55,217.77,271.08,231.94,247.57,209.77,230.72,258.41,163.53,184.23,190.07,268.11,122.38,260.93,261.77,200.66,257.99,241.78,247.57,238.08,,,22,965,0,23.66,
08.12.21 12:07:37,9.07,256.73,247.15,228.28,239.31,216.17,269.8,231.13,247.15,207.39,229.09,257.57,161.64,183.46,188.51,266.84,120.21,259.67,261.77,198.69,256.32,241.78,247.15,237.26,,,22,965,0,23.66,
08.12.21 12:07:52,9.32,255.9,245.91,227.47,238.49,213.77,269.8,229.5,246.32,205.8,227.87,256.32,159.75,182.68,187.34,265.99,118.4,259.25,260.93,198.29,255.06,241.37,246.74,236.44,,,22,965,0,23.64,
08.12.21 12:08:07,9.57,255.48,246.74,227.06,238.08,212.57,270.23,229.09,245.91,205.01,227.47,256.32,159.37,182.68,186.56,265.99,117.32,259.67,260.93,197.51,255.9,242.19,246.32,235.62,,,22,965,0,23.64,
08.12.21 12:08:22,9.82,254.23,245.08,226.65,237.26,209.77,268.96,227.87,244.67,202.63,225.84,255.9,157.11,181.52,185.01,265.15,115.15,258.41,260.09,195.54,255.06,241.37,245.08,234.8,,,22,965,0,23.62,
08.12.21 12:08:37,10.07,253.81,245.08,226.65,236.44,208.58,268.96,226.65,245.08,201.45,226.25,255.9,155.98,181.52,184.23,265.15,114.43,258.41,259.67,195.54,254.64,241.37,245.08,235.21,,,22,965,0,23.62,
08.12.21 12:08:52,10.32,252.97,244.26,226.25,236.03,206.59,269.38,226.25,244.26,199.87,225.44,254.23,154.86,181.52,182.68,263.88,112.64,258.41,260.09,194.37,254.23,241.78,244.67,233.98,,,22,965,0,23.6,
08.12.21 12:09:07,10.57,252.56,243.84,225.44,234.39,204.21,268.96,224.63,243.43,199.08,223.42,253.81,152.98,181.91,181.91,263.46,111.2,257.15,259.25,193.19,252.56,241.37,243.43,233.17,,,22,965,0,23.62,
08.12.21 12:09:22,10.82,252.14,243.02,225.44,233.98,201.84,268.11,224.22,243.02,197.9,223.01,253.39,151.11,181.14,180.37,263.04,110.13,256.73,259.25,192.41,252.56,240.96,243.02,232.35,,,22,965,0,23.59,
08.12.21 12:09:37,11.07,251.72,243.02,225.44,233.98,200.26,268.96,223.42,242.61,197.9,222.61,252.56,150.73,180.37,179.21,262.61,109.41,256.73,258.83,192.02,252.14,241.78,241.78,232.35,,,22,965,0,23.59,
08.12.21 12:09:52,11.32,250.48,241.78,224.63,233.17,197.11,268.11,222.2,241.78,195.93,221.8,252.14,148.87,179.21,177.67,261.77,107.63,255.48,257.99,190.85,251.72,241.37,240.96,231.94,,,22,965,0,23.59,
08.12.21 12:10:07,11.57,250.06,241.37,224.22,232.35,195.15,267.68,221.4,241.37,195.54,220.59,250.89,147.75,177.67,176.51,261.35,106.56,255.9,257.57,190.07,251.31,241.78,239.72,231.53,,,22,965,0,23.59,
08.12.21 12:10:22,11.82,249.23,240.55,223.82,231.53,192.8,267.68,220.19,240.55,195.15,220.19,250.48,145.51,176.13,174.98,260.09,105.13,255.48,257.57,188.9,250.48,241.37,238.9,229.9,,,22,965,0,23.58,
08.12.21 12:10:37,12.07,248.4,240.13,223.42,231.53,190.07,267.26,219.38,240.13,193.97,218.58,249.64,144.03,174.59,173.44,259.25,104.07,254.64,257.15,188.12,250.06,240.13,238.08,229.5,,,22,965,0,23.58,
08.12.21 12:10:52,12.32,247.98,239.31,223.01,230.72,188.51,267.26,217.77,239.31,193.58,218.18,248.81,142.17,175.74,172.29,258.83,102.29,254.23,256.73,187.34,249.64,240.13,238.08,229.09,,,22,965,0,23.57,
08.12.21 12:11:07,12.57,247.57,238.9,221.8,229.9,186.17,266.84,216.97,238.9,193.19,217.37,248.4,141.43,175.36,170.76,257.99,101.23,254.23,256.32,186.17,248.4,240.96,238.49,228.68,,,22,965,0,23.55,
08.12.21 12:11:22,12.82,246.74,238.08,221.8,229.09,184.62,266.41,215.77,238.08,192.8,216.57,247.57,140.32,174.59,169.24,257.15,100.52,253.39,256.32,185.4,248.4,240.96,237.67,227.47,,,22,965,0,23.55,
08.12.21 12:11:37,13.07,245.91,237.67,221.4,228.28,181.91,266.41,214.97,237.67,191.24,215.77,246.74,138.11,173.44,168.48,255.06,99.1,252.97,255.48,183.85,247.98,240.55,237.67,227.06,,,22,965,0,23.57,
08.12.21 12:11:52,13.32,244.67,236.85,220.59,227.87,179.98,266.41,213.77,236.44,190.07,214.57,245.5,136.63,172.29,166.95,254.23,97.33,252.97,255.06,182.68,247.15,240.13,235.62,226.65,,,22,965,0,23.55,
08.12.21 12:12:07,13.57,244.26,236.85,220.59,227.06,178.44,265.99,212.17,236.03,189.29,214.17,245.08,135.9,171.91,165.81,253.81,96.63,252.56,255.48,181.52,247.15,239.72,235.62,225.44,,,22,965,0,23.55,
08.12.21 12:12:22,13.82,243.43,235.62,218.98,225.84,176.51,264.72,211.37,235.62,188.12,212.57,243.43,133.69,170.38,165.05,251.72,95.22,251.72,254.23,177.67,245.91,239.72,235.21,225.03,,,22,965,0,23.55,
08.12.21 12:12:37,14.07,243.02,234.8,218.98,225.84,174.59,265.15,210.17,234.8,186.95,211.37,242.61,132.22,170,163.91,250.06,93.81,250.89,253.81,177.67,245.5,238.9,234.8,224.22,,,22,965,0,23.55,
08.12.21 12:12:52,14.32,241.78,234.39,217.77,225.03,173.44,264.72,208.58,233.98,185.79,210.97,242.19,130.76,167.71,162.4,248.4,92.76,250.48,253.39,175.74,244.67,238.9,233.98,223.42,,,22,965,0,23.55,
08.12.21 12:13:07,14.57,240.96,233.57,217.77,224.63,171.53,264.72,207.78,233.57,185.01,210.17,240.96,128.93,166.95,161.26,247.57,91.35,250.06,252.97,174.21,244.26,238.49,233.57,223.01,,,22,965,0,23.55,
08.12.21 12:13:22,14.82,240.13,233.17,216.97,223.82,169.24,264.3,206.59,232.76,183.85,209.38,240.55,127.83,166.19,160.13,245.91,90.65,249.23,252.14,172.68,243.43,238.08,232.76,222.2,,,22,965,0,23.53,
08.12.21 12:13:37,15.07,239.72,231.94,216.17,223.01,168.48,263.88,205.01,231.94,182.68,208.18,239.72,125.65,166.19,158.24,244.67,89.25,249.23,251.72,171.53,242.61,238.08,232.35,221.8,,,22,965,0,23.53,
08.12.21 12:13:52,15.32,238.49,231.94,215.77,222.2,167.33,263.88,204.21,230.72,181.52,206.99,238.9,124.19,165.43,157.86,242.19,88.55,248.81,251.72,170,242.61,238.08,232.35,220.59,,,22,965,0,23.52,
08.12.21 12:14:07,15.57,237.67,231.13,215.77,221.8,166.19,263.88,202.24,230.31,180.75,206.2,237.67,122.74,164.29,156.36,242.19,87.5,247.98,251.31,168.48,241.78,238.08,232.35,220.19,,,22,965,0,23.53,
08.12.21 12:14:22,15.82,236.85,230.72,214.17,221.4,164.67,263.04,201.45,229.5,179.59,205.4,236.85,121.29,162.4,154.86,240.55,86.11,247.57,250.48,167.33,240.55,237.67,231.94,218.98,,,22,965,0,23.52,
08.12.21 12:14:37,16.07,236.44,229.9,214.17,220.99,163.53,263.04,200.66,229.09,178.05,205.01,236.03,119.48,161.26,154.48,239.72,85.06,247.15,250.48,165.81,240.13,238.08,231.94,218.58,,,22,965,0,23.52,
08.12.21 12:14:52,16.32,234.8,229.09,212.97,219.79,160.88,262.61,198.69,227.47,176.51,203.42,234.8,117.68,159,152.6,238.08,84.02,246.32,249.23,165.05,238.9,237.67,231.94,218.18,,,22,965,0,23.5,
08.12.21 12:15:07,16.57,233.57,228.28,211.77,218.98,159.75,262.19,197.51,226.25,175.36,202.24,233.57,116.23,158.24,151.48,236.85,82.28,245.5,248.81,163.91,238.9,237.26,232.35,216.97,,,22,965,0,23.5,
08.12.21 12:15:22,16.82,233.17,227.47,211.77,217.77,158.24,261.35,196.72,225.03,174.21,201.84,233.17,114.79,157.11,150.73,236.03,81.59,245.08,248.81,163.16,238.49,237.26,232.35,215.77,,,22,965,0,23.48,
08.12.21 12:15:37,17.07,231.94,227.06,210.57,216.97,155.98,261.35,195.15,224.63,172.68,201.05,231.94,113,156.36,149.61,234.39,80.2,245.5,247.98,162.02,237.67,236.85,232.76,215.77,,,22,965,0,23.48,
08.12.21 12:15:53,17.33,231.53,226.25,209.77,216.57,154.48,260.93,193.58,223.42,172.29,199.87,231.13,111.2,155.98,149.24,232.76,79.51,244.67,247.98,160.88,237.26,237.67,233.57,215.37,,,22,965,0,23.46,
08.12.21 12:16:08,17.58,230.72,225.44,208.58,215.77,152.98,260.51,192.41,221.4,170.76,199.08,230.31,110.13,154.86,147.75,230.72,78.12,244.26,247.57,159,236.44,237.67,234.8,214.17,,,22,965,0,23.48,
08.12.21 12:16:23,17.83,229.5,224.22,207.39,215.37,151.11,260.09,190.46,220.19,168.86,197.51,228.28,107.63,154.1,146.63,227.47,77.09,243.43,246.32,157.86,235.21,236.85,235.62,212.97,,,22,965,0,23.46,
08.12.21 12:16:38,18.08,229.09,223.82,206.99,214.57,149.61,260.09,190.07,219.79,167.71,197.51,227.87,106.56,152.6,145.88,224.22,76.4,243.43,246.74,156.74,235.62,237.26,236.44,212.97,,,22,965,0,23.46,
08.12.21 12:16:53,18.33,228.28,223.01,205.4,213.37,147.75,259.67,188.12,218.58,165.81,196.33,227.06,104.78,150.36,145.14,219.79,75.36,242.61,245.5,155.23,234.8,237.26,237.67,212.17,,,22,965,0,23.46,
08.12.21 12:17:08,18.58,227.47,222.61,204.21,212.57,145.88,259.25,186.56,217.37,163.91,195.15,226.25,102.64,150.36,143.66,215.77,74.33,241.78,245.08,152.98,233.98,236.85,238.08,211.37,,,22,965,0,23.44,
