label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank1,Blank2,Blank3,Blank4,Blank5,12C_Ambient-A1_I7,12C_Ambient-A2_I8,12C_Ambient-A3_I9,12C_Ambient-A4_I10,12C_Ambient-A5_I11,12C_Ambient-A6_I12,12C_High-H1_I27,12C_High-H2_I28,12C_High-H3_I29,12C_High-H4_I30,12C_High-H5_I31,12C_High-H6_I32,13C_Ambient-A1_I1,13C_Ambient-A2_I2,13C_Ambient-A3_I3,13C_Ambient-A4_I4,13C_Ambient-A5_I5,13C_Ambient-A6_I6,13C_High-H1_I21,13C_High-H2_I22,13C_High-H3_I23,13C_High-H4_I24,13C_High-H5_I25,13C_High-H6_I26,Dark-13C_Ambient-Pool_I19,Dark-13C_Ambient-Pool_I20,Dark-13C_High-Pool_I39,Dark-13C_High-Pool_I40
,1,1,1,611.145996,12.85,0.654106,[M-H]-,C12 PARENT,Glutathione disulfide,Glutathione disulfide,C20H32N6O12S2,0.14,2.097275,611.145996,0,0,0,0,0,2139.34,1049.7,716.71,1264.32,746.11,1929.64,945.92,1265.48,928.95,730.75,692.8,1890.23,1855.2,899.71,843.39,776.85,705.3,924.91,1281.97,0,2163.64,857.36,1841.91,1259.36,0,830.83,0,909.92
,1,2,0,612.149109,12.857,0.133945,,C13-label-1,Glutathione disulfide,Glutathione disulfide,C20H32N6O12S2,0.147,1.695011,611.145996,0,0,0,0,0,779.95,0,0,739.03,0,760.84,0,0,0,0,0,0,951.42,0,0,0,0,0,0,0,689.37,0,1193.48,682.22,0,0,0,0
,1,3,0,614.155151,12.855,0.141119,,C13-label-3,Glutathione disulfide,Glutathione disulfide,C20H32N6O12S2,0.145,0.596284,611.145996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.6,781.23,0,0,0,0,0,0,693.71,843.78,0,0,0,0,0,0
,4,4,30,145.098419,12.75,0.852655,[M-H]-,C12 PARENT,Lysine,Lysine,C6H14N2O2,0.08,1.15678,145.098419,1390.02,1240.48,803.69,752.73,725.84,888161.19,1155906.38,360438.41,429234,535975.06,359283.28,383138.75,444091.78,363586.34,171604.36,167270.39,303620.53,1280281,924146.69,489227.5,501971.47,979106.19,1628001.62,672316.44,212159.02,725260.81,579546.19,371507.09,386644.59,252843.55,406210.41,118113.1,238410.36
,4,12,28,146.101807,12.713,0.850442,,C13-label-1,Lysine,Lysine,C6H14N2O2,0.043,1.357714,145.098419,0,0,0,0,0,60001.54,77013.05,23353.84,30714.71,38074,22246.44,27016.99,28755.96,26021.59,11692.43,12291.02,20411.71,94810.06,68709.55,38292.64,37775.38,72790.31,118950.91,51645.71,15965.59,54259.86,43136.06,27333.89,30381.18,19791.77,30787.16,10608.64,18686.33
,4,13,14,147.105194,12.734,0.843354,,C13-label-2,Lysine,Lysine,C6H14N2O2,0.064,1.555908,145.098419,0,0,0,0,0,1012.06,2117.38,0,798.86,669,0,647.23,0,772.04,0,553.56,0,14873.01,13194.33,6172.55,7904.53,14262.48,20085.09,8791.07,3419.84,11551.79,11061.04,6713.51,7031.12,0,714.67,0,0
,4,14,12,148.108536,12.716,0.844362,,C13-label-3,Lysine,Lysine,C6H14N2O2,0.046,1.545368,145.098419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17398.93,12902.46,4312.69,6981.23,12498.17,19388.27,8056.65,4842.74,11104.58,11489.25,5863.21,6882.1,0,0,0,0
,4,15,12,149.111862,12.725,0.842286,,C13-label-4,Lysine,Lysine,C6H14N2O2,0.055,1.330307,145.098419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10915.52,8974.36,4027.68,4963.83,10685.34,10363.61,6160.75,3164.74,6441.21,8579.18,3407.79,4166.16,0,0,0,0
,4,16,11,150.11525,12.742,0.839062,,C13-label-5,Lysine,Lysine,C6H14N2O2,0.072,1.52471,145.098419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705.63,3225.75,1147.65,2039.68,3160.26,2596.12,2524.85,1793.7,1377.88,3403.19,715.42,1234.74,0,0,0,0
,4,17,0,151.118515,12.707,0.137834,,C13-label-6,Lysine,Lysine,C6H14N2O2,0.037,0.908752,145.098419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698.67,621.43,0,0,701.51,767.3,0,0,0,0,569.4,614.59,0,0,0,0
,18,18,28,742.070374,12.644,0.847671,[M-H]-,C12 PARENT,NADP+,NADP+,C21H28N7O17P3,0.004,2.961002,742.070374,0,0,0,0,0,18524.94,22080.48,16150.61,14374.17,15213.36,18444.13,47213.06,42206.3,24988.83,18569.99,17156.21,36294.15,31542.43,17404.69,16692.04,8415.41,13203.22,28890.16,46296.28,26533.57,47368.48,52299.62,23762.69,32800.21,13099.74,27216.92,18151.44,15369.27
,18,19,23,743.073181,12.644,0.843979,,C13-label-1,NADP+,NADP+,C21H28N7O17P3,0.004,2.217753,742.070374,0,0,0,0,0,5759.27,6134.94,4071.45,2679.08,1829.61,4903.51,12920.25,10810.27,6162.27,4723.57,4247.16,10021.5,7996.27,4636.23,3182.31,939.2,2537.34,8310.84,10618.46,8916.79,16691,13534.8,5576.95,8787.74,2765.74,6947.21,5969.94,4576.75
,18,20,7,744.075256,12.665,0.835121,,C13-label-2,NADP+,NADP+,C21H28N7O17P3,0.025,0.492169,742.070374,0,0,0,0,0,1229.57,1100.69,0,878.1,774.49,727.61,2167.72,1132.88,1831.9,927.23,0,955.59,4047.62,1218.11,1016.4,0,823.79,1318.64,3371.12,3308.44,6485.07,4529.18,3096.24,3312.94,929.83,2042.33,749.4,808.59
,18,25,3,745.078491,12.733,0.815349,,C13-label-3,NADP+,NADP+,C21H28N7O17P3,0.093,0.327671,742.070374,0,0,0,0,0,727.92,0,0,861.5,0,0,0,1526.08,0,0,0,1684.91,1068.78,894.51,0,935.5,773.66,987.83,2421.07,977.06,2421.65,2691.3,750.08,1484.48,708.2,0,0,795.35
,18,21,0,746.08075,12.73,0.160066,,C13-label-4,NADP+,NADP+,C21H28N7O17P3,0.09,1.145307,742.070374,0,0,0,0,0,0,0,0,660.42,0,0,647.25,0,0,0,0,1090.64,822.56,914.75,768.77,841.35,0,1124.49,1898.41,831.5,1154.46,0,823.14,967.23,0,0,0,0
,18,22,0,747.083069,12.681,0.144605,,C13-label-5,NADP+,NADP+,C21H28N7O17P3,0.041,2.53263,742.070374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.17,0,1536.3,0,0,704.1,0,0,0,0,0,0
,26,26,28,161.093445,13.075,0.851526,[M-H]-,C12 PARENT,5-Hydroxylysine,5-Hydroxylysine,C6H14N2O3,0.965,1.704965,161.093445,0,0,464.43,0,785.79,87353.66,101314.25,30408.47,53680.07,53771.48,37055.84,59238.35,48263.3,43511.22,20265.49,18795.09,39045.52,113839.46,90294.12,49900.79,56892.86,94570.01,145416.2,67330.49,30392.08,68086.35,85208.91,51812.59,48022.69,31084.55,45796.38,13154.21,16522.57
,26,30,26,162.096786,12.921,0.844195,,C13-label-1,5-Hydroxylysine,5-Hydroxylysine,C6H14N2O3,0.811,1.694412,161.093445,0,0,0,0,512.4,5874.01,7477.79,1067.43,3304.89,3909.62,1967.34,5253.67,1664.73,2483.37,1432.41,828.26,2392.46,7098.13,6694.23,2131.53,4847.09,6042.87,7237.63,4510.24,1741.18,5861.66,6335.08,3545.12,3448.14,1096.69,3014.07,677.42,791.09
,29,29,5,191.02005,11.521,0.774637,[M-H]-,C12 PARENT,Citrate,Citrate,C6H8O7,0.199,1.677495,191.02005,151379.08,49288.08,20887.7,18754.92,24301.68,1306042.38,1091802.38,333905.91,2797937.25,771698.81,1290599.12,1046535.06,448175,227412.42,0,207853.42,253893.77,3049951.25,1643656.62,136697.05,414321.75,732383.5,1224694.75,785903.56,112204.77,1004934.19,3234090.75,784388.19,384785.28,115301.19,385347.28,220237.62,174323.3
,29,38,8,192.023422,11.664,0.673146,,C13-label-1,Citrate,Citrate,C6H8O7,0.056,1.748193,191.02005,8494.04,1539.86,1158.58,3172.95,2070.58,103560.06,72162.19,29983.11,211313.98,18128.56,112793.48,82924.52,29909.97,17484.54,6382.89,53878.84,20222.38,824621.06,411721.5,31113.48,105181.77,157385.2,310512,156737.86,18715.12,330613.53,816363.81,205715.31,110408.9,15537.47,43333.05,34337.14,29052.65
,29,39,7,193.026596,11.82,0.822937,,C13-label-2,Citrate,Citrate,C6H8O7,0.1,0.790503,191.02005,2094.49,1197.71,2718.69,1044.4,1468.63,15544.5,1976.93,5690.43,33203.42,1697.24,28399.66,19586.69,1681.13,3472.45,4659.35,4012.45,4908,1012006.69,500695.84,38396.07,127143.78,192917.02,371179.84,153570.89,20714.36,407999.41,926051.94,229130.19,129759.91,5311.64,7325.61,2523.41,4486.55
,29,40,6,194.03009,11.736,0.812265,,C13-label-3,Citrate,Citrate,C6H8O7,0.016,1.57283,191.02005,0,0,1004.89,1100.83,1832.69,21568.23,3992.84,9000.41,45245.88,2945.68,43948.32,24088.69,1540.19,3586.17,5908.61,5616.1,6079.95,1148995.38,575950.69,94967.24,148035.88,217297.56,408175.62,168750.78,22959.66,416427,973251.31,231526.05,134233.41,5930.27,5629.84,1026.99,6324.55
,29,41,6,195.033676,11.754,0.677239,,C13-label-4,Citrate,Citrate,C6H8O7,0.034,2.738292,191.02005,1784.29,1250.64,2864.96,2559.05,2777.78,15350.5,7329.38,8867.41,37755.92,0,32286.28,0,4561.92,4289.64,5212.81,5843,7284.22,784516.69,432476.25,35138.19,110415.27,151387.31,273730.78,165379.34,21860.1,278033.38,608492.94,162962.88,101422.34,6358.54,1857.78,2920.52,5774.36
,29,42,6,196.036865,11.772,0.807504,,C13-label-5,Citrate,Citrate,C6H8O7,0.052,1.868075,191.02005,1526.73,872.08,757.75,820.59,840.25,5931.85,1141.48,1939.61,15781.25,877.03,9956.5,7735.8,1849.81,1200.41,1094.17,2209.2,2204.41,306077.94,177830.33,32926.8,48007.53,59589.81,99606.34,56728.93,7068.42,107074.38,233462.98,63203.8,38149.81,2529.74,1994.6,1108.77,2752.5
,29,43,7,197.039978,11.895,0.800524,,C13-label-6,Citrate,Citrate,C6H8O7,0.175,0.619521,191.02005,0,0,0,0,0,0,700.61,859.01,2431.14,0,733.61,1100.11,630.6,0,580.24,0,0,49847.92,24589.54,959.43,6736.87,8381.72,15923.71,8515.52,769.23,19021.24,29416.93,11822.89,6641.51,0,0,0,0
,44,44,28,173.10463,12.18,0.852966,[M-H]-,C12 PARENT,Arginine,Arginine,C6H14N4O2,0.57,1.322218,173.10463,1375.47,1037.46,626.82,578.5,634.36,36169.57,131470.86,102181.62,13677.43,65204.88,8596.19,5979.35,86473.37,56731,67920.81,67616.16,42834.98,9766.94,17965.45,85865.65,23187.54,72138.71,64926.86,65214.02,20642.02,71124.99,10316.73,8938.12,10613.62,31476.69,64307.05,47762.7,261233.11
,44,48,20,174.107925,12.093,0.842233,,C13-label-1,Arginine,Arginine,C6H14N4O2,0.483,0.964039,173.10463,0,0,0,0,0,2048.67,8439.8,6422.44,699.2,4356.38,582.64,0,6642.56,4455.31,3205.8,4228.05,2854.98,0,1097.41,9284.65,1306.91,6959,7413.56,8174.77,1826.5,7389.13,720,485.88,985.42,2070.07,5734.69,4894.57,19937.49
,47,47,28,131.082733,12.536,0.849749,[M-H]-,C12 PARENT,Ornithine,Ornithine,C5H12N2O2,0.956,1.047653,131.082733,0,872,758.85,624.68,591.15,109081.72,280196.09,180055.42,46240.29,158954.2,34754.07,77133.13,229796.25,135838.66,93350.66,109123.28,99730.59,81737.57,104601.57,179726.67,56583.82,138093.8,215891.33,294522.28,60258.69,94734.66,38360.44,42324.14,49564.6,43971.72,49004.11,88517.9,104468.35
,47,53,27,132.086136,12.492,0.842248,,C13-label-1,Ornithine,Ornithine,C5H12N2O2,0.912,1.38626,131.082733,0,0,0,0,0,5561.95,15511.22,10691.44,2926.23,8758.78,1177.6,2953.96,12219.78,7523.59,5439.37,5334.2,6752.47,8401.05,8935,10186.14,4339.22,8705.95,16260.55,20001.71,4705.26,9188.69,5626.89,4992.16,6192.02,2675.58,4751.46,5551.71,6636.28
,47,54,10,133.089493,12.487,0.842097,,C13-label-2,Ornithine,Ornithine,C5H12N2O2,0.907,1.375809,131.082733,0,0,0,0,0,0,0,542.57,0,0,0,0,0,0,0,0,0,4113.19,3630.87,963.74,2457.87,2357.11,4632.03,5597.69,2043.91,5354.03,1504.14,1298.65,2467.54,0,0,0,0
,47,55,7,134.092834,12.486,0.839782,,C13-label-3,Ornithine,Ornithine,C5H12N2O2,0.906,1.251722,131.082733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.72,0,1393.25,2347.52,662.97,819.11,1202.12,3146.73,3045.62,919.3,3679.66,1909.18,1989.57,1816.61,0,0,0,0
,56,56,24,187.120468,11.695,0.840682,[M-H]-,C12 PARENT,Homoarginine,Homoarginine,C7H16N4O2,0.255,2.201727,187.120468,0,0,0,0,0,21941.05,24603.04,8145.7,13270.71,14913.75,13321.3,15814.48,17225.84,13675.84,7338.32,7484.62,11920.98,26188.02,22399.57,13505.6,13600.73,23491.04,30514.44,18689.8,9505,19116.03,17399.65,16422.8,15030.56,8382.03,14173.51,4536.07,6346.17
,56,59,6,188.123596,11.723,0.778948,,C13-label-1,Homoarginine,Homoarginine,C7H16N4O2,0.283,1.054437,187.120468,0,0,0,534.89,0,2264.18,1295.16,696.82,1274.29,823.88,1688.24,790.5,1799.17,822.44,0,629.67,616.73,1502.57,1660.45,1596.7,1232.01,1311.25,4268.32,2385.07,636.79,2134,1301.46,1133.27,735.62,669.86,1014.3,0,536.66
,61,61,26,259.022797,11.157,0.824078,[M-H]-,C12 PARENT,Glucose-6-phosphate,Glucose-6-phosphate,C6H13O9P,0.103,1.296001,259.022797,146389.94,90342.02,7695.55,6704.78,5857.8,963068.25,1238655.88,523344.66,650129.5,669340.44,550039.69,561634.56,671494.5,570732.19,345027.59,512561,684705.44,535045.06,402213.75,285936,279781.03,577955.94,708766.75,524443.38,182159.38,458648.91,621982.06,362196.91,316803.19,253922.12,358825.16,286346.28,251401.64
,61,69,26,260.026184,11.172,0.724888,,C13-label-1,Glucose-6-phosphate,Glucose-6-phosphate,C6H13O9P,0.088,1.408364,259.022797,15532.65,9475.22,726.24,587.37,657.13,63584.1,84552.45,34693.68,46737.44,44404.7,36976.63,38481.43,41004.54,38964.22,23477.87,35775.12,46626.25,255287.27,200323.44,141453.41,137773.69,248523.27,332697.19,187233.98,75987.66,185383.14,223589.8,132508.38,126305.74,22267.21,32790.12,23137.26,23580.33
,61,70,18,261.028198,11.412,0.797288,,C13-label-2,Glucose-6-phosphate,Glucose-6-phosphate,C6H13O9P,0.152,3.741201,259.022797,7045.48,2377.81,2656.64,2318.26,1169.77,25712.67,30975.58,14791.02,18061.56,17981.54,13240.97,23332.63,22984.2,21411.23,10725.23,16517.18,19020.99,217311.44,188907.42,136952.2,132661.92,204749.38,293325.69,148217.3,64265.7,152381.64,169934.86,104981.46,98134.12,11728.63,14630.39,10674.22,8900.49
,61,71,12,262.031677,11.348,0.7466,,C13-label-3,Glucose-6-phosphate,Glucose-6-phosphate,C6H13O9P,0.088,3.261016,259.022797,0,0,623.44,599.85,583.97,1776.14,1460.27,780.11,970.11,780.31,579.99,1311.05,2802.05,794.78,931.61,772.43,806.52,160900.94,138292.83,104719.27,102873.59,143348.2,188936.8,111093.72,50433.02,115499.85,108719.68,80665.69,80542.34,0,705.42,742.71,676.92
,61,72,12,263.036255,11.179,0.746989,,C13-label-4,Glucose-6-phosphate,Glucose-6-phosphate,C6H13O9P,0.081,1.392247,259.022797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86121.38,78091.06,54699.69,59045.54,76256.6,94731.73,57252.78,32692.14,64749.38,60845.08,43623.68,44660.26,536.57,0,0,0
,61,73,11,264.039551,11.182,0.838963,,C13-label-5,Glucose-6-phosphate,Glucose-6-phosphate,C6H13O9P,0.078,1.155797,259.022797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31678.42,30829.45,21351.17,22982.14,27651.16,32640.31,21542.39,15093.16,24776.7,21716.72,16490.42,18116.54,0,0,0,0
,61,74,7,265.042755,11.188,0.835765,,C13-label-6,Glucose-6-phosphate,Glucose-6-phosphate,C6H13O9P,0.072,0.575711,259.022797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5550.36,3372.54,3409.31,4225.32,3793.7,4683.34,3639.59,976.75,2468.05,3011.85,2131.28,1347.84,0,0,0,0
,75,75,14,242.080658,12.016,0.75623,[M-H]-,C12 PARENT,Phosphocholine (+HAc),Phosphocholine (+HAc),C7H18NO6P,0.826,3.151602,242.080658,4005.03,4330.07,3324.89,2590.87,2105.21,120245.78,157124.95,64827.98,78374.45,75987.02,61598.03,77661.28,94169.77,83975.12,60460.44,68675.04,69328.59,139180.95,116055.88,71989.67,65821.55,108859.09,155104.78,130226.38,52173.06,165518.25,150908.5,97658.29,99181.7,36687.47,51946.73,61806.48,54766.59
,75,78,11,243.083405,12.024,0.82817,,C13-label-1,Phosphocholine (+HAc),Phosphocholine (+HAc),C7H18NO6P,0.834,0.627719,242.080658,0,875.53,0,0,0,7285.99,11939.89,4732.36,5427.82,6875.29,4993.16,6447.6,7069.76,4669.16,4190.29,4929,3299.22,11086.65,8023.22,6148.18,4753.99,9163.05,10837.86,9737.22,3818.43,13164.68,11475.1,7638.02,7179.49,1196.36,3839.76,2816.77,4342.69
,79,79,15,289.115814,11.158,0.843527,[M-H]-,C12 PARENT,L-arginino-succinate,L-arginino-succinate,C10H18N4O6,0.048,1.583325,289.115814,0,0,0,0,0,4930.98,6742.83,1341.38,5268.91,3858.67,3573.15,4005.05,3479.66,2341.53,877.46,1644.14,2286.64,5035.75,3895.92,1911.66,2755.88,5568.25,6404.08,4015.85,1730.18,3228.36,3549.73,1644.84,916.89,0,2908.36,0,0
,79,80,1,290.118835,11.159,0.813648,,C13-label-1,L-arginino-succinate,L-arginino-succinate,C10H18N4O6,0.049,0.42076,289.115814,0,0,0,0,0,0,0,0,0,566.07,0,0,0,0,0,0,0,1973.02,935.47,604.64,714.36,1971.51,2542.62,569.51,0,0,863.66,0,0,545.4,0,0,0
,81,81,20,191.020065,10.695,0.83218,[M-H]-,C12 PARENT,Isocitrate,Isocitrate,C6H8O7,0.305,1.757375,191.020065,151379.08,58429.19,18922.16,18128.66,24301.68,8158537.5,15738381,333905.91,1222932.38,6173560,245854.77,7108221.5,3770454,374183.41,65173.69,619805.06,1896755.88,5423955.5,3003709.25,1382557.12,1774447,7613034,15101285,6178492.5,341154.5,6865558,8982744,1144024,1625870.38,339211.88,1557236.38,220237.62,174323.3
,81,89,21,192.023438,10.664,0.783057,,C13-label-1,Isocitrate,Isocitrate,C6H8O7,0.336,1.827656,191.020065,8630.66,4242.34,1774.32,2284.84,3358.65,593266.81,1121500.25,29983.11,94676.88,447736.75,20908.78,530991.31,260855.2,29273.32,10237.54,53878.84,135656.16,1637526.62,829687.81,353051.75,478977.47,1910352,4468745.5,1721878.38,74924.02,2674809.25,2758197.75,335043.31,506378.88,40578.07,193053.06,34337.14,29052.65
,81,90,16,193.026657,10.725,0.82085,,C13-label-2,Isocitrate,Isocitrate,C6H8O7,0.275,1.106704,191.020065,2058.83,1277.91,2270.29,2679.27,980.16,54100.14,22738.12,10595.8,14897.88,7849.67,3085.37,45627.64,2987.14,6478.03,7947.39,9819.79,25219.91,2192082.75,1089613.88,477725.03,606243.75,2471994.25,5948400,2010225.5,81612.11,3312140.25,3447329,383777.84,612203.75,23060.89,17782.33,2772.96,8842.11
,81,91,18,194.030121,10.66,0.766438,,C13-label-3,Isocitrate,Isocitrate,C6H8O7,0.34,1.730113,191.020065,0,0,1292.89,1166.28,1831.72,85385.74,56926.44,11068.41,19025.98,15508.85,7233.37,67679.06,11202.22,8466.8,7191.41,13772.26,32118.71,2395112.25,1237380.62,539960.75,697010.06,2800090,6171433.5,2079479.38,90073.43,3351915.25,3437804.25,393618.38,657615.06,26691.4,12837.18,7935.19,9728.87
,81,92,16,195.033691,10.629,0.83436,,C13-label-4,Isocitrate,Isocitrate,C6H8O7,0.371,2.816529,191.020065,1904.32,1254.74,2872.75,2558.67,2237.14,61475,40237.11,8867.41,15989.78,5388.84,7022.35,51060.64,10547.85,7221.31,7644.62,10135.05,25808.6,1654060.62,909246.44,393676.38,537447.06,2038256.5,4168214,1504410.62,71537.88,2255888,2288745.75,269537.03,475936.62,21466.6,13396.48,10043.6,6994.62
,81,93,17,196.03685,10.68,0.813514,,C13-label-5,Isocitrate,Isocitrate,C6H8O7,0.32,1.790239,191.020065,1509.46,1261.77,1047.09,1115.99,1410.47,23591.54,15725.78,3795.36,8305.51,4682.36,3691.48,20362.87,3348.85,3301.21,2266.32,4316.73,9503.49,654668.44,365951.34,154310.5,219948.81,779896.19,1588377.38,581114.5,31721.36,879982.25,857093,109421.73,193650.5,9142.24,5000.72,2301.41,3157.76
,81,94,12,197.040237,10.659,0.760253,,C13-label-6,Isocitrate,Isocitrate,C6H8O7,0.341,1.936003,191.020065,0,0,0,0,0,3044.19,1012.77,823.2,0,0,0,1467.32,0,0,0,0,0,104193.59,60908.33,26314.99,35808.69,127452.18,250571.36,93828.54,5555.39,153264.52,137084.36,17023.44,34353.82,0,803.44,0,0
,95,95,28,362.051025,10.709,0.786909,[M-H]-,C12 PARENT,GMP,GMP,C10H14N5O8P,0.141,0.842909,362.051025,1438.57,0,866.16,1096.41,1765.35,300605.53,480667.84,224455.88,134970.98,162624,118680.21,318869.5,362791.34,258641.25,86576.7,163799.91,229932.17,167822.27,339805.22,228390.64,173542.86,317903.88,247150.86,413896.66,146671.55,308281.97,82931.49,253583.44,245603.19,212368.14,351265.66,65921.59,192130.2
,95,96,16,363.05484,10.696,0.836577,,C13-label-1,GMP,GMP,C10H14N5O8P,0.154,2.01739,362.051025,0,0,0,0,0,28405.54,45304,26569.53,13869.19,17501.99,10127.49,30284.76,34889.47,24091.21,8049.82,17524.95,20455.27,25115.19,36568.47,24017.85,18620.3,30426.8,27410.65,38574.09,16317.51,37040.17,10181.85,33314.32,27681.49,23248.8,30697.71,9709,17547.47
,95,97,12,364.056183,10.699,0.83506,,C13-label-2,GMP,GMP,C10H14N5O8P,0.151,3.520703,362.051025,0,0,0,0,0,3957.51,9873.2,5024.29,1989.04,3644,2083.11,6270.16,5276.75,3367.08,925.33,2321.4,3702.07,5267.85,10751.58,7385.74,6250.67,8758.8,8444.42,9965.33,2918.97,9067.3,1197.59,6977.38,7146.83,4716.02,6399.35,710.94,4225.93
,95,102,3,365.061737,10.662,0.583925,,C13-label-3,GMP,GMP,C10H14N5O8P,0.188,2.591472,362.051025,1535.66,905.57,690.68,0,0,788.24,0,776.92,891.35,0,0,799.67,750.77,772.44,714.89,854.21,0,1510.61,4572.56,1226.51,1225.18,4250.21,4165.5,4453.07,1700.41,3738.23,992.65,2392.96,2639.87,0,703.9,736.09,628.96
,103,103,28,322.044861,10.593,0.84832,[M-H]-,C12 PARENT,CMP,CMP,C9H14N3O8P,0.087,0.852858,322.044861,0,704.31,0,0,0,212717.56,176422.31,25884.18,158684.88,88984.97,109814.23,140038.05,96625.94,80997.97,69161.63,55267.75,99767.09,298596.28,190589.7,105689.76,149074.66,177275.61,368006.66,194693.55,76260.55,224090.88,291029.12,135726.92,169773.5,49656.83,76226.97,20611.58,32391.63
,103,107,25,323.048401,10.561,0.843837,,C13-label-1,CMP,CMP,C9H14N3O8P,0.119,1.417015,322.044861,0,0,0,0,0,20155.84,14345.2,3320.8,13842.11,8802.04,11164.86,13876.56,8254.48,9171.12,6870.28,5455.21,8491.73,29592.4,20757.79,10371.02,15521.94,20353.83,34558.41,21202.92,8207.82,23623.06,28348.99,15252.55,17659.89,6731.43,9801.92,1130.99,3240.14
,103,108,14,324.049652,10.56,0.842867,,C13-label-2,CMP,CMP,C9H14N3O8P,0.12,5.085458,322.044861,0,0,0,0,0,2920.91,1475.11,0,1268.1,1272.77,1037.26,1215.93,2215.76,1127.65,0,897.74,1029.4,6219.64,3712.15,1909.32,2615.2,4145.67,6257.98,3506.95,2131.27,5292.43,5467.43,1096,4026.15,1064.9,1095.22,613.31,0
,109,109,1,259.022766,10.36,0.557172,[M-H]-,C12 PARENT,Fructose-6-phosphate,Fructose-6-phosphate,C6H13O9P,0.21,1.178183,259.022766,125650.21,133321.17,8738.96,6572.75,4849.82,660142.81,804921.94,177094.12,441268.41,445627.84,353068.59,379521.41,359643.88,328599.53,169941.62,233480.95,384490.5,448197.38,313636.5,176839.75,212832.19,400198.28,606794.12,383582.84,112016.88,343492.62,486425.16,234002.48,249335.2,156070.02,199635.31,100349.48,96365.77
,109,117,9,260.026184,10.432,0.61499,,C13-label-1,Fructose-6-phosphate,Fructose-6-phosphate,C6H13O9P,0.138,1.408364,259.022766,14648.49,10294.61,822.85,665.97,0,41819.2,56448.08,12511.68,28524.77,28504.13,21304.89,27014.69,22310.08,20971.67,10737.19,18150.96,22334.1,168148.33,131247.02,82633.13,91966.41,152344.77,249646.48,119777.9,39170.95,119878.81,162172.39,79295.2,82468.38,13958.27,18697.97,7983.46,10739.92
,109,118,9,261.028412,10.441,0.70527,,C13-label-2,Fructose-6-phosphate,Fructose-6-phosphate,C6H13O9P,0.129,2.922813,259.022766,9544.24,2552.55,3151.16,3209.6,1905.81,13682.99,14896.83,4464.26,8352.1,8678.74,5949.49,6155.67,6501.79,4793.99,3957.24,4334.24,6447.76,147260.53,121226.25,72994.8,87266.51,122309.66,199872.5,92453.16,35926.04,100300.38,116876.44,59041.43,69092.02,3164.01,4933.89,1038.66,3286.76
,109,119,9,262.032227,10.418,0.625225,,C13-label-3,Fructose-6-phosphate,Fructose-6-phosphate,C6H13O9P,0.152,1.164648,259.022766,0,0,704.69,0,0,713.23,895.84,0,0,0,0,663.07,0,745.78,0,526.42,574.55,119326.12,90897.28,57874.43,69288.06,89926.85,131662.33,76608.15,28957.33,73471.43,82413.48,44589,56605.03,0,0,0,0
,109,120,12,263.036346,10.443,0.646216,,C13-label-4,Fructose-6-phosphate,Fructose-6-phosphate,C6H13O9P,0.127,1.740309,259.022766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59898.62,51790.7,33618.37,39255.22,45675.52,71237.46,40196.11,20637.49,43405.95,46452.61,27063.61,31759.24,454.06,0,0,0
,109,121,10,264.03891,10.412,0.659573,,C13-label-5,Fructose-6-phosphate,Fructose-6-phosphate,C6H13O9P,0.158,1.271377,259.022766,0,0,0,0,0,813.04,745.41,0,0,0,0,0,0,0,775.99,550.81,0,20286.11,22132.85,12648.77,16797.37,17625.57,23013.86,16726.92,8493.13,16481.71,16423.67,12840.48,12954.67,572.68,0,0,0
,109,122,4,265.04248,10.437,0.786028,,C13-label-6,Fructose-6-phosphate,Fructose-6-phosphate,C6H13O9P,0.133,0.460569,259.022766,0,0,0,0,0,0,0,0,0,0,0,0,593.13,0,0,0,0,2545.81,2693.94,805.62,1150.58,1981.17,3388.62,2676.03,782.86,1826.56,2395.7,3079.5,1708.48,0,0,0,0
,123,123,14,201.135956,10.578,0.838518,[M-H]-,C12 PARENT,NG-dimethyl-L-arginine,NG-dimethyl-L-arginine,C8H18N4O2,0.158,1.289674,201.135956,0,0,0,0,0,10350.18,13028.28,3968.52,8428.26,6160.73,6792.9,3677.59,6197.87,4534.32,1841.92,1366.32,4200.3,13604.48,10902.64,6770.14,8040.77,11263.24,13993.43,9336.4,4110.11,7429.46,9142.46,5147.15,5038.68,7662.21,10146.28,1149.79,4315.28
