label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank1,Blank2,Blank3,Blank4,Blank5,12C_Ambient-A1_I7,12C_Ambient-A2_I8,12C_Ambient-A3_I9,12C_Ambient-A4_I10,12C_Ambient-A5_I11,12C_Ambient-A6_I12,12C_High-H1_I27,12C_High-H2_I28,12C_High-H3_I29,12C_High-H4_I30,12C_High-H5_I31,12C_High-H6_I32,13C_Ambient-A1_I1,13C_Ambient-A2_I2,13C_Ambient-A3_I3,13C_Ambient-A4_I4,13C_Ambient-A5_I5,13C_Ambient-A6_I6,13C_High-H1_I21,13C_High-H2_I22,13C_High-H3_I23,13C_High-H4_I24,13C_High-H5_I25,13C_High-H6_I26,Dark-13C_Ambient-Pool_I19,Dark-13C_Ambient-Pool_I20,Dark-13C_High-Pool_I39,Dark-13C_High-Pool_I40
,56,56,30,233.118607,1.389,0.814068,[M-H]-,C12 PARENT,Montiporic Acid C,Montiporic Acid C,C14H18O3,0.071,1.243647,233.118607,3523.8,1099.61,49064.3,97697.97,102457.81,244971152,645027072,493862272,213089872,622665152,239524992,267881648,605212096,356665184,609773888,333559648,484549792,435954144,344396608,353832480,160956800,302048960,593148608,393907168,301775008,358419808,468694560,243785936,259861504,232106624,273441536,638533120,412434816
,56,65,30,234.121857,1.388,0.824895,,C13-label-1,Montiporic Acid C,Montiporic Acid C,C14H18O3,0.07,0.782095,233.118607,0,0,8275.11,18837.18,16703.7,38691176,101452696,75243896,33327264,97449560,36247340,41274596,92726408,55981168,95883232,51676224,75034360,66352976,53613188,55238972,25135334,47381676,92559808,61562848,46881252,55254156,77059480,38284652,40586716,36092604,42416044,98371360,64267552
,56,66,5,235.125046,1.426,0.845827,,C13-label-2,Montiporic Acid C,Montiporic Acid C,C14H18O3,0.108,0.064896,233.118607,0,0,0,792.91,914.57,523790.72,5154606,1929856.5,48229.59,0,606234.31,1312222.5,3102726.75,1737544.38,0,0,767322.94,0,941986,1861714,512038.5,1277797.12,0,779104.44,416870,893168.56,0,813524.56,664510.44,474670.84,1164795.12,0,0
,56,67,7,236.12764,1.376,0.844275,,C13-label-3,Montiporic Acid C,Montiporic Acid C,C14H18O3,0.058,3.166416,233.118607,4355.04,1312.95,1606.44,1237.27,778.16,97573.38,367133.16,116394.63,56466.12,2444.72,135097.17,145408.92,151024.08,98882.69,110037.28,96619.44,159682.39,133507.33,197005.14,96879.12,84153.67,225976.17,100062.78,198332.39,168207.17,92281.32,0,151011.39,60871.93,194223.5,219370.17,3201.31,140981.19
,61,61,32,235.134003,1.365,0.815774,[M-H]-,C12 PARENT,Montiporic Acid A,Montiporic Acid A,C14H20O3,0.052,0.129788,235.134003,15054.89,3694.98,16824.95,37574.51,55828.98,66093476,161915184,137038656,59952644,260100272,62508196,62865856,151690544,84160856,194517072,106460096,157000624,131965656,83505400,90484392,40241456,74730592,176396928,99319720,83561112,101878072,192554352,61291852,66754060,61628884,71726448,285056608,131143432
,61,62,30,236.137314,1.368,0.831443,,C13-label-1,Montiporic Acid A,Montiporic Acid A,C14H20O3,0.055,0,235.134003,0,0,1439.77,6272.12,9432.71,10282532,25191306,21376378,9326688,40546352,9720014,9749364,22695056,12688977,30219554,16633323,25012890,20189778,13127465,14236869,6298886,11525052,26965298,15502323,13176621,15515413,29870592,9474641,10436839,9793097,11088451,44516220,20085306
,61,63,28,237.140488,1.368,0.830019,,C13-label-2,Montiporic Acid A,Montiporic Acid A,C14H20O3,0.055,0.772139,235.134003,0,0,0,0,0,694231.31,1797248.38,1481249.5,644774.94,2653289,655581.31,697214.81,1610176.38,842640.56,1919424.38,1081018.38,1691724.88,1422632.62,891501.5,979893.81,428545.62,759557.94,1972265,1121841.88,925219.06,1141777.12,2059762.12,609243.44,755296,681936.31,706826.81,2881820.75,1332947
,61,64,7,238.144226,1.346,0.842616,,C13-label-3,Montiporic Acid A,Montiporic Acid A,C14H20O3,0.033,0.832959,235.134003,21377.21,4094.29,3266.89,3761.87,2009.24,23014.56,72999.14,28324.5,13441.1,81015.48,8912.31,27936.35,7236.66,3132.37,25390.98,2803.75,38240.68,66208.38,19983.2,30942.73,8500.01,14067.61,16080.82,23458.76,11016.27,18940.46,58503.56,5819.28,10950.72,15383.55,5863.71,104478.31,23258.09
,68,68,29,261.14978,1.341,0.83131,[M-H]-,C12 PARENT,Montiporic Acid B,Montiporic Acid B,C16H22O3,0.046,0.584293,261.14978,3788.04,1447.07,2253.49,1615.94,6578.86,8446157,15869048,14503271,8441492,57815392,9698088,6584270,14150976,8989787,25387782,12913005,22143310,26543450,10252488,10131590,4213808,9393069,36477836,13146895,11241897,14227763,42362724,8103719.5,7897148,7496069.5,7743726,62025840,13918956
,68,69,28,262.153046,1.351,0.837198,,C13-label-1,Montiporic Acid B,Montiporic Acid B,C16H22O3,0.056,0.232823,261.14978,0,0,0,0,0,1438376.12,2857535,2550289,1463309.12,10278237,1616011.12,1139638.12,2541642.25,1510692.62,4479881.5,2169777,3914652,4581182.5,1810589.38,1813344.12,710293.19,1608432.62,6448538.5,2304210.25,1982394.5,2532600,7433008.5,1404037.38,1357128.12,1381747.88,1335040.12,10388598,2570822.25
,68,71,28,263.155884,1.355,0.855108,,C13-label-2,Montiporic Acid B,Montiporic Acid B,C16H22O3,0.06,1.739512,261.14978,0,0,0,0,0,95605.77,198710.31,192278.3,98071.16,735430.56,109426.55,89958.37,182715.75,105587.02,278371.81,142562.7,252553.25,347531.97,126814.46,83477.68,56295.71,115669.29,408218.62,153595.62,142496.64,180378.56,478420.66,89722.93,106133.21,87711.21,92843.06,741922.19,178709.75
,72,72,29,287.165497,1.347,0.840324,[M-H]-,C12 PARENT,Montiporic Acid D,Montiporic Acid D,C18H24O3,0.064,0.743903,287.165497,3013.36,0,1159.68,3529.99,9428.67,20386944,27698694,25557234,22476518,181522560,23961942,13809581,25480072,19774408,48955636,26619790,50792672,72293512,24709976,19645834,8587447,22299846,96628776,29392138,29082998,33331642,124846920,19895128,17463970,17632882,17067984,151975552,27538736
,72,73,28,288.168823,1.338,0.839044,,C13-label-1,Montiporic Acid D,Montiporic Acid D,C18H24O3,0.055,0.635411,287.165497,0,0,0,741.11,852.43,4011274,5491861.5,5064632.5,4395171.5,36022304,4807776.5,2738706,5107663,4003021.25,9570535,5356750.5,9883419,14501225,4965198.5,4058943.75,1696629.62,4477540,19015644,5757870.5,5837806,6722126.5,25116094,4002584,3463975.25,3507122.75,3401123.25,30839110,5570677.5
,72,75,28,289.171722,1.337,0.854819,,C13-label-2,Montiporic Acid D,Montiporic Acid D,C18H24O3,0.054,0.949809,287.165497,0,0,0,0,0,405757.47,537080.12,523568.03,457714.78,3687469.75,475643.34,276354.91,527064.81,413274.59,937189.19,505910.88,970941.94,1466888.5,513136.72,402743.09,164269.31,443708.47,1932525.88,558341.19,583324.5,671943.88,2584771.25,406162.16,355067.53,341837.62,321803.38,3214545.75,537878.62
,72,76,26,290.174683,1.319,0.852995,,C13-label-3,Montiporic Acid D,Montiporic Acid D,C18H24O3,0.036,2.313728,287.165497,3019.09,916.74,784.54,539.09,0,21331.44,34678.36,34236.64,36314.02,266041.75,40243.09,14955.86,34073.48,30806.37,63729.18,38441.81,79640.93,120521.48,40467,32912.46,7675.91,34491.51,128755.79,23262.32,54727.11,37035.13,199388.73,28554.48,29020.29,26499.67,29981.82,251121.5,45155.33
,77,77,11,184.985779,10.759,0.668381,[M-H]-,C12 PARENT,3-Phosphoglycerate,3-Phosphoglycerate,C3H7O7P,-1,0.577404,184.985779,2053.83,1087.33,1153.5,1312.41,1047.56,48191.78,81799.45,10166.37,25016.73,22542.71,10519.61,33252.86,17902.83,11177.63,2415.24,9947.27,10750.84,31191.57,18837.78,11372.56,12711.33,29302.87,48124.25,27567.33,6570.94,19514.16,38020.93,12527.75,11701.91,8109.61,10796.98,7537.67,4973.11
,77,82,11,185.989334,10.7,0.81797,,C13-label-1,3-Phosphoglycerate,3-Phosphoglycerate,C3H7O7P,-1,1.722868,184.985779,1370.28,0,0,523.18,546.85,1038.35,2149.91,748.49,618.78,734.9,490.18,967.54,798.76,694.16,0,599.33,626.69,13631.68,9899.27,4024.2,4392.17,12383.07,20224.78,11742.38,2212.6,7090.23,16454.95,4450.74,4498.53,1318.14,508.04,723.58,535.65
,77,83,10,186.992233,10.78,0.800903,,C13-label-2,3-Phosphoglycerate,3-Phosphoglycerate,C3H7O7P,-1,0.73441,184.985779,0,0,588.6,0,0,488.66,528.38,838.31,540.17,0,660.78,0,785.79,0,559.1,726.86,0,14228.7,8501.26,3814.93,6022.19,10015.97,14857.18,10474.32,1671.39,7040.58,11799.04,4150.1,4131.35,651.2,0,0,648.67
,77,78,5,187.996292,10.596,0.708742,,C13-label-3,3-Phosphoglycerate,3-Phosphoglycerate,C3H7O7P,-1,3.003128,184.985779,0,0,0,0,0,0,0,0,0,0,0,0,609.38,0,0,0,521.88,3325.74,3062.27,1132.87,909.27,1437.45,4939.57,2520.48,0,3335.43,2428.93,0,683.06,0,0,0,0
,84,84,25,139.975815,6.14,0.852466,[M-H]-,C12 PARENT,Carbamoyl phosphate,Carbamoyl phosphate,CH4NO5P,-1,2.725262,139.975815,0,0,0,0,0,40258.66,38563.72,27512.71,35725.75,60660.35,35168,59412.11,40625.21,31641.14,47018.44,36200.71,36184.95,30973.18,35977.89,59714.81,30306.83,34421.64,64442.76,42205.22,60694.02,35903.01,89720.56,34499.21,49982.09,61726.22,69836.29,38949.54,44963.79
,85,85,23,174.088562,8.41,0.848141,[M-H]-,C12 PARENT,Citrulline,Citrulline,C6H13N3O3,-1,0.876497,174.088562,0,2637.91,624.73,711.4,1344.43,33247.21,36908.64,17314.58,27614.38,20930.61,21626.38,5556.27,21763.86,19059.27,12288.87,10389.67,19948.94,24649.16,24147.59,14926.63,14084,23707.77,27662.73,11342.8,2204.9,16492.98,4034.24,7174.64,8404.08,6998.66,5811.09,5513.54,5495.32
,85,86,10,175.091995,8.43,0.843586,,C13-label-1,Citrulline,Citrulline,C6H13N3O3,-1,1.307211,174.088562,1574.54,0,0,0,0,1962.09,2100.23,1042.05,1071.47,0,992.26,1961.92,0,652.18,979.06,0,0,11337.25,11116.62,6545.34,8132.91,10830.33,15630.6,5777.13,3219.55,9212.08,4575.02,4394.8,5495.74,3474.91,5024.57,1217.32,4080.32
,87,87,28,282.084656,4.489,0.856778,[M-H]-,C12 PARENT,Guanosine,Guanosine,C10H13N5O5,-1,0.973674,282.084656,0,0,0,882.08,0,522043.09,368743.66,60012.08,575231.56,352130.38,439066.28,513498.75,211786.8,253309.7,75562.65,129739.4,318507.5,1015721.06,609358.94,223459.27,496983.12,509802,973669.5,377343.75,293566.28,584594.56,1098582.5,466866.88,460872.34,95723.66,116033.12,13311.18,46812.49
,87,88,27,283.08786,4.504,0.851486,,C13-label-1,Guanosine,Guanosine,C10H13N5O5,-1,0.323408,282.084656,0,0,0,690.15,0,56050.61,36891.55,3123.16,64665.54,39702.36,46525.44,54768.03,23356.95,26250.34,8808.26,15639.24,32015.23,124445.46,70101.02,26712.34,58540.43,59132.47,116614.8,44298.28,34506.67,66813.01,126924.47,61450.32,57503.88,10688.57,12414.3,875.09,5793.39
,87,89,20,284.090485,4.504,0.843301,,C13-label-2,Guanosine,Guanosine,C10H13N5O5,-1,2.255858,282.084656,0,889.86,0,0,0,5431.55,4440.27,0,6166.85,3266.46,4443.84,5329.33,2446.56,1567.31,664.23,1569.66,4413.25,22415.06,12279.75,6740.79,10482.53,8037.91,20457.78,8809.38,4860,12454.35,20644.99,10047.35,8639.07,806.03,1095.03,0,0
,87,90,6,285.09491,4.5,0.797748,,C13-label-3,Guanosine,Guanosine,C10H13N5O5,-1,1.498612,282.084656,1989.13,1139.13,0,0,0,0,0,0,0,0,673.53,0,0,0,0,0,0,11687.19,6712.18,1216.36,5658.06,5326.02,10603.8,2468.73,884.84,3900.35,6969.63,1960.91,3478.56,683.97,0,0,0
,96,96,28,267.073517,3.665,0.856332,[M-H]-,C12 PARENT,Inosine,Inosine,C10H12N4O5,-1,0.114267,267.073517,3264.63,822.3,0,672.38,554.56,256015.52,409913.75,39114.18,285741.47,343267.62,357606.25,118307.06,169742.61,85245.84,215433.58,160697.64,277022.94,903936.31,537770.56,188309.64,477878.09,1024928.5,2158598,516379.34,73195.25,617905.94,1088672.88,194866.62,169094.42,48229.02,91407.77,23357.15,49686.71
,96,97,25,268.077179,3.655,0.853718,,C13-label-1,Inosine,Inosine,C10H12N4O5,-1,1.138389,267.073517,0,0,0,0,0,27731.23,44765.69,2670.27,29450.51,41225.22,43818.59,14254.98,15711.28,5766.66,21609.91,17968.55,31539.7,115505.69,67926.3,25559.41,62957.98,126830.99,280249.25,67480.19,10596.71,76942.22,139659.86,27881.39,23154.13,7378.03,15347.49,1827.35,6373.18
,96,98,11,269.079285,3.64,0.848872,,C13-label-2,Inosine,Inosine,C10H12N4O5,-1,3.515847,267.073517,2087.33,0,0,0,801.27,1960,5147.97,1921.96,3667.68,4728.39,2297.67,0,1980.94,0,2216.9,2281.74,2310.6,23709.11,10074.08,2580.74,12817.83,22261.12,48566.31,11851.37,1431.33,15074.11,28497.74,6590.69,3961.96,0,2373.46,1974.79,1250.13
,96,99,6,270.083618,3.671,0.837904,,C13-label-3,Inosine,Inosine,C10H12N4O5,-1,0.225986,267.073517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6308.8,6517.1,1201.66,4571.7,8517.08,22022.58,4605.29,0,7325.75,6507.34,0,0,0,0,0,0
,96,100,1,271.087128,3.669,0.745348,,C13-label-4,Inosine,Inosine,C10H12N4O5,-1,0.788024,267.073517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4752.34,0,0,0,2473.11,9548.96,1975.47,0,3649.29,5618.16,0,0,0,0,0,0
,107,107,0,259.022736,10.779,0.412667,[M-H]-,C12 PARENT,Mannose-6-phosphate,Mannose-6-phosphate,C6H13O9P,-1,1.060364,259.022736,150235.5,99940.99,7427.79,6704.78,3316.51,410244.66,528011.56,163657.3,300880.22,266957.72,251811.12,252815.88,257127.7,199320.08,143194.62,189829.75,277621.84,273839.12,180561.88,128148.62,135445.52,236090.19,353422.28,245256.5,85354.57,218330.08,350126.47,150034.88,142209.02,102456.66,132159.73,90892.2,82262.02
,107,108,0,260.026154,10.774,0.482084,,C13-label-1,Mannose-6-phosphate,Mannose-6-phosphate,C6H13O9P,-1,1.291,259.022736,14109.86,8849.97,694.14,0,0,15282.01,32727.25,5203.14,16854.91,11285.88,16155.78,14169.22,14774.35,11108.02,9942.44,7264.84,14750.7,100440.45,77341.62,39634.88,64247.11,65274.49,145297.25,79810.35,31597.16,0,104690.41,31746.63,41418.45,9843.94,6688.45,5761.12,7431.68
,107,109,0,261.028351,10.793,0.272502,,C13-label-2,Mannose-6-phosphate,Mannose-6-phosphate,C6H13O9P,-1,3.156638,259.022736,6041.11,1350.18,1860.27,1343.63,0,2193.9,5738.72,1603.39,3379.4,2718.22,4493.05,3017.46,4212.36,4728.67,948.8,0,3973.17,50777.78,0,26967.12,55315.52,27950.47,113835.51,0,27439.01,54194.86,0,25329.4,33385.05,2336.53,0,1792.3,2749.38
,107,110,0,262.032532,10.791,0.064156,,C13-label-3,Mannose-6-phosphate,Mannose-6-phosphate,C6H13O9P,-1,0,259.022736,0,0,649.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42581.75,50242.62,21950.94,39089.07,19566.02,70394.38,28710.35,17544.65,32602.71,48858.2,22974.97,25796.55,0,0,0,0
,107,111,0,263.036224,10.793,0.128631,,C13-label-4,Mannose-6-phosphate,Mannose-6-phosphate,C6H13O9P,-1,1.276226,259.022736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16462.15,23652.78,11592.35,23875.95,11758.08,36441.82,18616.41,11686.15,12599.71,24329.61,12914.78,16325.82,0,0,0,0
,107,112,0,264.039459,10.807,0.059968,,C13-label-5,Mannose-6-phosphate,Mannose-6-phosphate,C6H13O9P,-1,0.809058,259.022736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8709.64,9864.64,3007.87,7914.62,4014.18,11959.64,9067.2,4001.46,6564.13,9311.84,5661.84,7609.46,0,0,0,0
,107,113,0,265.042755,10.797,0.052556,,C13-label-6,Mannose-6-phosphate,Mannose-6-phosphate,C6H13O9P,-1,0.575711,259.022736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605.01,986.38,0,1399.71,0,1310.07,0,0,1131.64,829.26,0,862.41,0,0,0,0
,114,114,15,125.035736,2.065,0.684957,[M-H]-,C12 PARENT,Thymine,Thymine,C5H6N2O2,-1,0.671195,125.035736,26548.74,5999.74,4151.58,4138.74,3158.41,55234.67,41374.48,24238.85,36354.45,17066.14,32642.81,25367.96,29321.57,31470.34,28906.62,7232.56,17136.27,76196.68,59076.12,24007.06,38859.44,46730.18,77378.25,26686.94,11269.63,35982.14,33187.5,27924.28,29599.64,20273.27,21121.82,38590.23,19944.53
,120,120,9,229.011932,9.845,0.809994,[M-H]-,C12 PARENT,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,0.199886,229.011932,2059.24,1303.95,704.5,622.31,606.98,76381.38,85125.6,0,0,40740.8,43098.86,7606.21,38809.32,30226.16,21762.1,24809.52,33423.93,59275.27,47281.86,21270.24,22187.14,55063,62786.59,0,10138.3,31234.66,0,19465.18,20851.15,15737.84,19351.79,13206.28,11702.07
,120,121,10,230.015686,9.881,0.829238,,C13-label-1,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,1.990145,229.011932,0,0,0,0,572.43,4873.6,4841.9,818.73,3009.66,1264.78,1237.2,0,2117.82,1587.39,685.99,823.9,1241.87,21828.36,18666.75,10280.72,11865.5,17136.07,25709.93,12884.83,4960.74,13164.75,13035.12,0,8166.3,0,901.68,0,662.39
,120,122,9,231.019196,9.881,0.807837,,C13-label-2,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,2.642002,229.011932,0,0,0,581.97,0,0,0,0,0,0,0,0,0,0,0,0,0,12157.79,11459.91,6021.52,4926.92,11344.57,16365.49,6611.23,1378.02,7162.4,9014,5006.3,6376.2,0,0,0,0
,120,123,4,232.022171,9.875,0.735851,,C13-label-3,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,0.986466,229.011932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6909.1,7454.01,5051.62,5853.16,6312.1,6934.73,3229.34,0,3468.42,3900.89,1790.54,1950.56,0,0,0,0
,120,124,0,233.025299,9.849,0.181469,,C13-label-4,Xylose-5-phosphate,Xylose-5-phosphate,C5H11O8P,-1,0,229.011932,0,0,0,0,0,0,871.48,0,0,0,0,0,0,0,0,595.37,0,1160.45,2386.98,822.71,1495.96,1153.26,1138.78,919.38,0,732.44,0,0,772.95,0,0,0,0
