"Plot Title: 20946643"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20946643, SEN S/N: 20946643)","Coupler Detached (LGR S/N: 20946643)","Coupler Attached (LGR S/N: 20946643)","Host Connected (LGR S/N: 20946643)","Stopped (LGR S/N: 20946643)","End Of File (LGR S/N: 20946643)"
1,06/11/21 03:00:00 PM,35.075,Logged,,,,
2,06/11/21 03:10:00 PM,37.755,,,,,
3,06/11/21 03:20:00 PM,39.431,,,,,
4,06/11/21 03:30:00 PM,40.028,,,,,
5,06/11/21 03:40:00 PM,30.343,,,,,
6,06/11/21 03:50:00 PM,28.593,,,,,
7,06/11/21 04:00:00 PM,28.593,,,,,
8,06/11/21 04:10:00 PM,28.518,,,,,
9,06/11/21 04:20:00 PM,28.147,,,,,
10,06/11/21 04:30:00 PM,28.617,,,,,
11,06/11/21 04:40:00 PM,28.468,,,,,
12,06/11/21 04:50:00 PM,28.419,,,,,
13,06/11/21 05:00:00 PM,28.518,,,,,
14,06/11/21 05:10:00 PM,27.875,,,,,
15,06/11/21 05:20:00 PM,27.431,,,,,
16,06/11/21 05:30:00 PM,27.505,,,,,
17,06/11/21 05:40:00 PM,27.210,,,,,
18,06/11/21 05:50:00 PM,27.014,,,,,
19,06/11/21 06:00:00 PM,26.965,,,,,
20,06/11/21 06:10:00 PM,26.891,,,,,
21,06/11/21 06:20:00 PM,26.842,,,,,
22,06/11/21 06:30:00 PM,26.818,,,,,
23,06/11/21 06:40:00 PM,26.720,,,,,
24,06/11/21 06:50:00 PM,26.671,,,,,
25,06/11/21 07:00:00 PM,26.524,,,,,
26,06/11/21 07:10:00 PM,26.524,,,,,
27,06/11/21 07:20:00 PM,26.524,,,,,
28,06/11/21 07:30:00 PM,26.500,,,,,
29,06/11/21 07:40:00 PM,26.475,,,,,
30,06/11/21 07:50:00 PM,26.402,,,,,
31,06/11/21 08:00:00 PM,26.378,,,,,
32,06/11/21 08:10:00 PM,26.353,,,,,
33,06/11/21 08:20:00 PM,26.329,,,,,
34,06/11/21 08:30:00 PM,26.304,,,,,
35,06/11/21 08:40:00 PM,26.256,,,,,
36,06/11/21 08:50:00 PM,26.231,,,,,
37,06/11/21 09:00:00 PM,26.182,,,,,
38,06/11/21 09:10:00 PM,26.134,,,,,
39,06/11/21 09:20:00 PM,26.109,,,,,
40,06/11/21 09:30:00 PM,26.061,,,,,
41,06/11/21 09:40:00 PM,26.036,,,,,
42,06/11/21 09:50:00 PM,26.012,,,,,
43,06/11/21 10:00:00 PM,25.963,,,,,
44,06/11/21 10:10:00 PM,25.939,,,,,
45,06/11/21 10:20:00 PM,25.890,,,,,
46,06/11/21 10:30:00 PM,25.866,,,,,
47,06/11/21 10:40:00 PM,25.841,,,,,
48,06/11/21 10:50:00 PM,25.793,,,,,
49,06/11/21 11:00:00 PM,25.768,,,,,
50,06/11/21 11:10:00 PM,25.720,,,,,
51,06/11/21 11:20:00 PM,25.623,,,,,
52,06/11/21 11:30:00 PM,25.525,,,,,
53,06/11/21 11:40:00 PM,25.428,,,,,
54,06/11/21 11:50:00 PM,25.355,,,,,
55,06/12/21 12:00:00 AM,25.307,,,,,
56,06/12/21 12:10:00 AM,25.283,,,,,
57,06/12/21 12:20:00 AM,25.307,,,,,
58,06/12/21 12:30:00 AM,25.331,,,,,
59,06/12/21 12:40:00 AM,25.380,,,,,
60,06/12/21 12:50:00 AM,25.477,,,,,
61,06/12/21 01:00:00 AM,25.550,,,,,
62,06/12/21 01:10:00 AM,25.623,,,,,
63,06/12/21 01:20:00 AM,25.671,,,,,
64,06/12/21 01:30:00 AM,25.695,,,,,
65,06/12/21 01:40:00 AM,25.744,,,,,
66,06/12/21 01:50:00 AM,25.768,,,,,
67,06/12/21 02:00:00 AM,25.793,,,,,
68,06/12/21 02:10:00 AM,25.817,,,,,
69,06/12/21 02:20:00 AM,25.841,,,,,
70,06/12/21 02:30:00 AM,25.890,,,,,
71,06/12/21 02:40:00 AM,25.914,,,,,
72,06/12/21 02:50:00 AM,25.939,,,,,
73,06/12/21 03:00:00 AM,25.963,,,,,
74,06/12/21 03:10:00 AM,25.987,,,,,
75,06/12/21 03:20:00 AM,26.012,,,,,
76,06/12/21 03:30:00 AM,26.036,,,,,
77,06/12/21 03:40:00 AM,26.061,,,,,
78,06/12/21 03:50:00 AM,26.061,,,,,
79,06/12/21 04:00:00 AM,26.085,,,,,
80,06/12/21 04:10:00 AM,26.109,,,,,
81,06/12/21 04:20:00 AM,26.109,,,,,
82,06/12/21 04:30:00 AM,26.109,,,,,
83,06/12/21 04:40:00 AM,26.109,,,,,
84,06/12/21 04:50:00 AM,26.109,,,,,
85,06/12/21 05:00:00 AM,26.134,,,,,
86,06/12/21 05:10:00 AM,26.134,,,,,
87,06/12/21 05:20:00 AM,26.134,,,,,
88,06/12/21 05:30:00 AM,26.134,,,,,
89,06/12/21 05:40:00 AM,26.134,,,,,
90,06/12/21 05:50:00 AM,26.158,,,,,
91,06/12/21 06:00:00 AM,26.182,,,,,
92,06/12/21 06:10:00 AM,26.207,,,,,
93,06/12/21 06:20:00 AM,26.231,,,,,
94,06/12/21 06:30:00 AM,26.256,,,,,
95,06/12/21 06:40:00 AM,26.256,,,,,
96,06/12/21 06:50:00 AM,26.280,,,,,
97,06/12/21 07:00:00 AM,26.304,,,,,
98,06/12/21 07:10:00 AM,26.304,,,,,
99,06/12/21 07:20:00 AM,26.304,,,,,
100,06/12/21 07:30:00 AM,26.329,,,,,
101,06/12/21 07:40:00 AM,26.329,,,,,
102,06/12/21 07:50:00 AM,26.353,,,,,
103,06/12/21 08:00:00 AM,26.378,,,,,
104,06/12/21 08:10:00 AM,26.402,,,,,
105,06/12/21 08:20:00 AM,26.426,,,,,
106,06/12/21 08:30:00 AM,26.451,,,,,
107,06/12/21 08:40:00 AM,26.475,,,,,
108,06/12/21 08:50:00 AM,26.500,,,,,
109,06/12/21 09:00:00 AM,26.524,,,,,
110,06/12/21 09:10:00 AM,26.549,,,,,
111,06/12/21 09:20:00 AM,26.549,,,,,
112,06/12/21 09:30:00 AM,26.573,,,,,
113,06/12/21 09:40:00 AM,26.598,,,,,
114,06/12/21 09:50:00 AM,26.646,,,,,
115,06/12/21 10:00:00 AM,26.695,,,,,
116,06/12/21 10:10:00 AM,26.695,,,,,
117,06/12/21 10:20:00 AM,26.720,,,,,
118,06/12/21 10:30:00 AM,26.744,,,,,
119,06/12/21 10:40:00 AM,26.769,,,,,
120,06/12/21 10:50:00 AM,26.793,,,,,
