"Plot Title: 20987160"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20987160, SEN S/N: 20987160)","Coupler Detached (LGR S/N: 20987160)","Coupler Attached (LGR S/N: 20987160)","Host Connected (LGR S/N: 20987160)","Stopped (LGR S/N: 20987160)","End Of File (LGR S/N: 20987160)"
1,06/11/21 03:00:00 PM,35.288,Logged,,,,
2,06/11/21 03:10:00 PM,37.535,,,,,
3,06/11/21 03:20:00 PM,37.700,,,,,
4,06/11/21 03:30:00 PM,36.905,,,,,
5,06/11/21 03:40:00 PM,30.142,,,,,
6,06/11/21 03:50:00 PM,28.568,,,,,
7,06/11/21 04:00:00 PM,28.543,,,,,
8,06/11/21 04:10:00 PM,28.369,,,,,
9,06/11/21 04:20:00 PM,27.998,,,,,
10,06/11/21 04:30:00 PM,28.493,,,,,
11,06/11/21 04:40:00 PM,28.345,,,,,
12,06/11/21 04:50:00 PM,28.245,,,,,
13,06/11/21 05:00:00 PM,28.345,,,,,
14,06/11/21 05:10:00 PM,27.776,,,,,
15,06/11/21 05:20:00 PM,27.431,,,,,
16,06/11/21 05:30:00 PM,27.505,,,,,
17,06/11/21 05:40:00 PM,27.235,,,,,
18,06/11/21 05:50:00 PM,27.038,,,,,
19,06/11/21 06:00:00 PM,27.014,,,,,
20,06/11/21 06:10:00 PM,26.940,,,,,
21,06/11/21 06:20:00 PM,26.891,,,,,
22,06/11/21 06:30:00 PM,26.867,,,,,
23,06/11/21 06:40:00 PM,26.769,,,,,
24,06/11/21 06:50:00 PM,26.744,,,,,
25,06/11/21 07:00:00 PM,26.598,,,,,
26,06/11/21 07:10:00 PM,26.598,,,,,
27,06/11/21 07:20:00 PM,26.598,,,,,
28,06/11/21 07:30:00 PM,26.573,,,,,
29,06/11/21 07:40:00 PM,26.524,,,,,
30,06/11/21 07:50:00 PM,26.475,,,,,
31,06/11/21 08:00:00 PM,26.451,,,,,
32,06/11/21 08:10:00 PM,26.426,,,,,
33,06/11/21 08:20:00 PM,26.378,,,,,
34,06/11/21 08:30:00 PM,26.353,,,,,
35,06/11/21 08:40:00 PM,26.329,,,,,
36,06/11/21 08:50:00 PM,26.280,,,,,
37,06/11/21 09:00:00 PM,26.256,,,,,
38,06/11/21 09:10:00 PM,26.207,,,,,
39,06/11/21 09:20:00 PM,26.158,,,,,
40,06/11/21 09:30:00 PM,26.134,,,,,
41,06/11/21 09:40:00 PM,26.085,,,,,
42,06/11/21 09:50:00 PM,26.061,,,,,
43,06/11/21 10:00:00 PM,26.012,,,,,
44,06/11/21 10:10:00 PM,25.987,,,,,
45,06/11/21 10:20:00 PM,25.939,,,,,
46,06/11/21 10:30:00 PM,25.914,,,,,
47,06/11/21 10:40:00 PM,25.890,,,,,
48,06/11/21 10:50:00 PM,25.841,,,,,
49,06/11/21 11:00:00 PM,25.793,,,,,
50,06/11/21 11:10:00 PM,25.744,,,,,
51,06/11/21 11:20:00 PM,25.623,,,,,
52,06/11/21 11:30:00 PM,25.525,,,,,
53,06/11/21 11:40:00 PM,25.428,,,,,
54,06/11/21 11:50:00 PM,25.355,,,,,
55,06/12/21 12:00:00 AM,25.283,,,,,
56,06/12/21 12:10:00 AM,25.283,,,,,
57,06/12/21 12:20:00 AM,25.380,,,,,
58,06/12/21 12:30:00 AM,25.477,,,,,
59,06/12/21 12:40:00 AM,25.647,,,,,
60,06/12/21 12:50:00 AM,25.793,,,,,
61,06/12/21 01:00:00 AM,25.890,,,,,
62,06/12/21 01:10:00 AM,25.963,,,,,
63,06/12/21 01:20:00 AM,26.012,,,,,
64,06/12/21 01:30:00 AM,26.061,,,,,
65,06/12/21 01:40:00 AM,26.085,,,,,
66,06/12/21 01:50:00 AM,26.109,,,,,
67,06/12/21 02:00:00 AM,26.134,,,,,
68,06/12/21 02:10:00 AM,26.158,,,,,
69,06/12/21 02:20:00 AM,26.158,,,,,
70,06/12/21 02:30:00 AM,26.182,,,,,
71,06/12/21 02:40:00 AM,26.207,,,,,
72,06/12/21 02:50:00 AM,26.231,,,,,
73,06/12/21 03:00:00 AM,26.231,,,,,
74,06/12/21 03:10:00 AM,26.256,,,,,
75,06/12/21 03:20:00 AM,26.256,,,,,
76,06/12/21 03:30:00 AM,26.280,,,,,
77,06/12/21 03:40:00 AM,26.280,,,,,
78,06/12/21 03:50:00 AM,26.304,,,,,
79,06/12/21 04:00:00 AM,26.304,,,,,
80,06/12/21 04:10:00 AM,26.329,,,,,
81,06/12/21 04:20:00 AM,26.329,,,,,
82,06/12/21 04:30:00 AM,26.304,,,,,
83,06/12/21 04:40:00 AM,26.329,,,,,
84,06/12/21 04:50:00 AM,26.329,,,,,
85,06/12/21 05:00:00 AM,26.329,,,,,
86,06/12/21 05:10:00 AM,26.329,,,,,
87,06/12/21 05:20:00 AM,26.329,,,,,
88,06/12/21 05:30:00 AM,26.329,,,,,
89,06/12/21 05:40:00 AM,26.329,,,,,
90,06/12/21 05:50:00 AM,26.353,,,,,
91,06/12/21 06:00:00 AM,26.353,,,,,
92,06/12/21 06:10:00 AM,26.378,,,,,
93,06/12/21 06:20:00 AM,26.378,,,,,
94,06/12/21 06:30:00 AM,26.402,,,,,
95,06/12/21 06:40:00 AM,26.426,,,,,
96,06/12/21 06:50:00 AM,26.426,,,,,
97,06/12/21 07:00:00 AM,26.451,,,,,
98,06/12/21 07:10:00 AM,26.451,,,,,
99,06/12/21 07:20:00 AM,26.451,,,,,
100,06/12/21 07:30:00 AM,26.475,,,,,
101,06/12/21 07:40:00 AM,26.475,,,,,
102,06/12/21 07:50:00 AM,26.475,,,,,
103,06/12/21 08:00:00 AM,26.500,,,,,
104,06/12/21 08:10:00 AM,26.524,,,,,
105,06/12/21 08:20:00 AM,26.524,,,,,
106,06/12/21 08:30:00 AM,26.549,,,,,
107,06/12/21 08:40:00 AM,26.549,,,,,
108,06/12/21 08:50:00 AM,26.573,,,,,
109,06/12/21 09:00:00 AM,26.598,,,,,
110,06/12/21 09:10:00 AM,26.622,,,,,
111,06/12/21 09:20:00 AM,26.622,,,,,
112,06/12/21 09:30:00 AM,26.646,,,,,
113,06/12/21 09:40:00 AM,26.695,,,,,
114,06/12/21 09:50:00 AM,26.720,,,,,
115,06/12/21 10:00:00 AM,26.769,,,,,
116,06/12/21 10:10:00 AM,26.769,,,,,
117,06/12/21 10:20:00 AM,26.793,,,,,
118,06/12/21 10:30:00 AM,26.793,,,,,
119,06/12/21 10:40:00 AM,26.842,,,,,
120,06/12/21 10:50:00 AM,26.867,,,,,
121,06/12/21 11:00:00 AM,26.916,,,,,
122,06/12/21 11:10:00 AM,26.940,,,,,
123,06/12/21 11:20:00 AM,26.965,,,,,
124,06/12/21 11:30:00 AM,26.989,,,,,
125,06/12/21 11:40:00 AM,27.014,,,,,
126,06/12/21 11:50:00 AM,27.136,,,,,
127,06/12/21 12:00:00 PM,27.087,,,,,
128,06/12/21 12:10:00 PM,27.063,,,,,
129,06/12/21 12:20:00 PM,27.063,,,,,
130,06/12/21 12:30:00 PM,27.087,,,,,
131,06/12/21 12:40:00 PM,27.112,,,,,
132,06/12/21 12:50:00 PM,27.136,,,,,
133,06/12/21 01:00:00 PM,27.186,,,,,
134,06/12/21 01:10:00 PM,27.210,,,,,
135,06/12/21 01:20:00 PM,27.259,,,,,
136,06/12/21 01:30:00 PM,27.284,,,,,
137,06/12/21 01:40:00 PM,27.308,,,,,
138,06/12/21 01:50:00 PM,27.358,,,,,
139,06/12/21 02:00:00 PM,27.407,,,,,
140,06/12/21 02:10:00 PM,27.456,,,,,
141,06/12/21 02:20:00 PM,27.505,,,,,
142,06/12/21 02:30:00 PM,27.554,,,,,
143,06/12/21 02:40:00 PM,27.554,,,,,
144,06/12/21 02:50:00 PM,27.554,,,,,
145,06/12/21 03:00:00 PM,27.579,,,,,
146,06/12/21 03:10:00 PM,27.604,,,,,
147,06/12/21 03:20:00 PM,27.604,,,,,
148,06/12/21 03:30:00 PM,27.604,,,,,
149,06/12/21 03:40:00 PM,27.604,,,,,
150,06/12/21 03:50:00 PM,27.579,,,,,
151,06/12/21 04:00:00 PM,27.554,,,,,
152,06/12/21 04:10:00 PM,27.579,,,,,
153,06/12/21 04:20:00 PM,27.579,,,,,
154,06/12/21 04:30:00 PM,27.604,,,,,
155,06/12/21 04:40:00 PM,27.604,,,,,
156,06/12/21 04:50:00 PM,27.604,,,,,
157,06/12/21 05:00:00 PM,27.554,,,,,
158,06/12/21 05:10:00 PM,27.505,,,,,
159,06/12/21 05:20:00 PM,27.456,,,,,
160,06/12/21 05:30:00 PM,27.382,,,,,
161,06/12/21 05:40:00 PM,27.358,,,,,
162,06/12/21 05:50:00 PM,27.259,,,,,
163,06/12/21 06:00:00 PM,27.210,,,,,
164,06/12/21 06:10:00 PM,27.161,,,,,
165,06/12/21 06:20:00 PM,27.112,,,,,
166,06/12/21 06:30:00 PM,27.063,,,,,
167,06/12/21 06:40:00 PM,27.014,,,,,
168,06/12/21 06:50:00 PM,26.940,,,,,
169,06/12/21 07:00:00 PM,26.867,,,,,
170,06/12/21 07:10:00 PM,26.818,,,,,
171,06/12/21 07:20:00 PM,26.769,,,,,
172,06/12/21 07:30:00 PM,26.720,,,,,
173,06/12/21 07:40:00 PM,26.671,,,,,
174,06/12/21 07:50:00 PM,26.622,,,,,
175,06/12/21 08:00:00 PM,26.573,,,,,
176,06/12/21 08:10:00 PM,26.549,,,,,
177,06/12/21 08:20:00 PM,26.500,,,,,
178,06/12/21 08:30:00 PM,26.500,,,,,
179,06/12/21 08:40:00 PM,26.524,,,,,
180,06/12/21 08:50:00 PM,26.549,,,,,
181,06/12/21 09:00:00 PM,26.549,,,,,
182,06/12/21 09:10:00 PM,26.549,,,,,
183,06/12/21 09:20:00 PM,26.549,,,,,
184,06/12/21 09:30:00 PM,26.524,,,,,
185,06/12/21 09:40:00 PM,26.524,,,,,
186,06/12/21 09:50:00 PM,26.524,,,,,
187,06/12/21 10:00:00 PM,26.524,,,,,
188,06/12/21 10:10:00 PM,26.500,,,,,
189,06/12/21 10:20:00 PM,26.500,,,,,
190,06/12/21 10:30:00 PM,26.500,,,,,
191,06/12/21 10:40:00 PM,26.475,,,,,
192,06/12/21 10:50:00 PM,26.475,,,,,
193,06/12/21 11:00:00 PM,26.451,,,,,
194,06/12/21 11:10:00 PM,26.451,,,,,
195,06/12/21 11:20:00 PM,26.426,,,,,
196,06/12/21 11:30:00 PM,26.402,,,,,
197,06/12/21 11:40:00 PM,26.402,,,,,
198,06/12/21 11:50:00 PM,26.402,,,,,
199,06/13/21 12:00:00 AM,26.402,,,,,
200,06/13/21 12:10:00 AM,26.378,,,,,
201,06/13/21 12:20:00 AM,26.402,,,,,
202,06/13/21 12:30:00 AM,26.378,,,,,
203,06/13/21 12:40:00 AM,26.378,,,,,
204,06/13/21 12:50:00 AM,26.378,,,,,
205,06/13/21 01:00:00 AM,26.353,,,,,
206,06/13/21 01:10:00 AM,26.329,,,,,
207,06/13/21 01:20:00 AM,26.304,,,,,
208,06/13/21 01:30:00 AM,26.304,,,,,
209,06/13/21 01:40:00 AM,26.304,,,,,
210,06/13/21 01:50:00 AM,26.304,,,,,
211,06/13/21 02:00:00 AM,26.304,,,,,
212,06/13/21 02:10:00 AM,26.304,,,,,
213,06/13/21 02:20:00 AM,26.304,,,,,
214,06/13/21 02:30:00 AM,26.304,,,,,
215,06/13/21 02:40:00 AM,26.304,,,,,
216,06/13/21 02:50:00 AM,26.304,,,,,
217,06/13/21 03:00:00 AM,26.304,,,,,
218,06/13/21 03:10:00 AM,26.304,,,,,
219,06/13/21 03:20:00 AM,26.304,,,,,
220,06/13/21 03:30:00 AM,26.304,,,,,
221,06/13/21 03:40:00 AM,26.304,,,,,
222,06/13/21 03:50:00 AM,26.304,,,,,
223,06/13/21 04:00:00 AM,26.304,,,,,
224,06/13/21 04:10:00 AM,26.304,,,,,
225,06/13/21 04:20:00 AM,26.304,,,,,
226,06/13/21 04:30:00 AM,26.304,,,,,
227,06/13/21 04:40:00 AM,26.304,,,,,
228,06/13/21 04:50:00 AM,26.304,,,,,
229,06/13/21 05:00:00 AM,26.304,,,,,
230,06/13/21 05:10:00 AM,26.304,,,,,
231,06/13/21 05:20:00 AM,26.304,,,,,
232,06/13/21 05:30:00 AM,26.280,,,,,
233,06/13/21 05:40:00 AM,26.256,,,,,
234,06/13/21 05:50:00 AM,26.231,,,,,
235,06/13/21 06:00:00 AM,26.231,,,,,
236,06/13/21 06:10:00 AM,26.231,,,,,
237,06/13/21 06:20:00 AM,26.256,,,,,
238,06/13/21 06:30:00 AM,26.256,,,,,
239,06/13/21 06:40:00 AM,26.280,,,,,
240,06/13/21 06:50:00 AM,26.280,,,,,
241,06/13/21 07:00:00 AM,26.304,,,,,
242,06/13/21 07:10:00 AM,26.304,,,,,
243,06/13/21 07:20:00 AM,26.329,,,,,
244,06/13/21 07:30:00 AM,26.353,,,,,
